Questions,Answer
Before taking this medicine Magnesium citrate,"''Ask a doctor or pharmacist if it is safe for you to take  magnesium citrate if you have other medical conditions, especially:''kidney disease;a sudden change in bowel habits that has lasted longer than 2 weeks;stomach pain, nausea, vomiting; orif you are on a low-magnesium or low-potassium diet.''It is not known whether magnesium citrate will harm an unborn baby. Do not use this medicine without a doctor's advice if you are pregnant.''It is not known whether magnesium citrate passes into breast milk or if it could harm a nursing baby. Do not use this medicine without a doctor's advice if you are breast-feeding a baby.''''"
How should I take magnesium citrate? Magnesium citrate,"''Use exactly as directed on the label, or as prescribed by your doctor. Do not use in larger or smaller amounts or for longer than recommended.''Take magnesium citrate on an empty stomach, at least 1 hour before or 2 hours after a meal.''Measure liquid medicine with the dosing syringe provided, or with a special dose-measuring spoon or medicine cup. If you do not have a dose-measuring device, ask your pharmacist for one.''Take this medicine with a full glass of water.''Magnesium citrate should produce a bowel movement within 30 minutes to 6 hours after you take the medicine.''Call your doctor if your symptoms do not improve after 7 days of treatment, or if the medicine produces no results. Not having a bowel movement after using a laxative may be a sign of a condition more serious than occasional constipation.''Store at room temperature away from moisture and heat.''''What happens if I miss a dose?''Since magnesium citrate is used when needed, you may not be on a dosing schedule. If you are on a schedule, use the missed dose as soon as you remember. Skip the missed dose if it is almost time for your next scheduled dose. Do not use extra medicine to make up the missed dose.''''"
What happens if I overdose? Magnesium citrate,''Seek emergency medical attention or call the Poison Help line at 1-800-222-1222.''''
What should I avoid while taking magnesium citrate? Magnesium citrate,''Avoid taking any other medicines within 2 hours before or 2 hours after you take magnesium citrate. Laxatives can make it harder for your body to absorb certain other drugs.''''
Magnesium citrate side effects,"''Get emergency medical help if you have signs of an allergic reaction: hives; difficult breathing; swelling of your face, lips, tongue, or throat.''Stop using magnesium citrate and call your doctor at once if you have:''no bowel movement within 6 hours after taking the medicine;pain with bowel movements, rectal bleeding;watery diarrhea, nausea, vomiting, severe stomach pain;painful or difficult urination;flushing (warmth, redness, or tingly feeling);a light-headed feeling, like you might pass out;weak or shallow breathing, slow heartbeats; ormuscle weakness, increased thirst.''Common side effects may include:''loose stools, diarrhea, stomach cramps;upset stomach;dizziness; orincreased sweating.''This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.''''"
Magnesium citrate dosing information,''Usual Adult Dose for Constipation:240 mL orally one time.Usual Pediatric Dose for Constipation:< 6 years:  0.5 mL/kg orally up to a maximum of 200 mL.  May repeat every 4 to 6 hours until stools are clear.6 to 12 years:  100 to 150 mL orally one time.''
What other drugs will affect magnesium citrate? Magnesium citrate,"''Other drugs may interact with magnesium citrate, including prescription and over-the-counter medicines, vitamins, and herbal products. Tell each of your health care providers about all medicines you use now and any medicine you start or stop using.''''"
What is magnesium oxide? Magnesium oxide,"''Magnesium is a naturally occurring mineral. Magnesium is important for many systems in the body especially the muscles and nerves.''Magnesium oxide is used as a supplement to maintain adequate magnesium in the body.''Magnesium oxide is also used as an antacid to treat indigestion, or as a laxative to relieve occasional constipation.''Magnesium oxide may also be used for purposes not listed in this medication guide.''''"
Important Information Magnesium oxide,"''Before you take magnesium oxide, tell your doctor about all your medical conditions or allergies, and all the medicines you are using. Also make sure your doctor knows if you are pregnant or breast-feeding. In some cases, you may not be able to take magnesium oxide, or you may need a dose adjustment or special precautions.''''"
Before taking this medicine Magnesium oxide,"''You should not use magnesium oxide if you are allergic to it.''Ask a doctor or pharmacist if it is safe for you to use  magnesium oxide if you have other medical conditions, especially:''kidney disease;heart disease;nausea, vomiting;a blockage in your intestines;low levels of calcium in your blood; ora sudden change in bowel habits for 2 weeks or longer.''It is not known whether magnesium oxide will harm an unborn baby. Ask a doctor before using this medicine if you are pregnant.''It is not known whether magnesium oxide passes into breast milk or if it could affect a nursing baby. Ask a doctor before using this medicine if you are breast-feeding.''Do not give this medicine to a child without medical advice.''Magnesium oxide should not be given to a child younger than 6 years old.''''"
How should I take magnesium oxide? Magnesium oxide,"''Use exactly as directed on the label, or as prescribed by your doctor. Do not use in larger or smaller amounts or for longer than recommended.''Take this medicine with a full glass of water.''When using this medicine as a laxative, it may be best to take your dose at bedtime.''Magnesium oxide may be taken with food if it upsets your stomach.''Call your doctor if your symptoms do not improve after 7 days of treatment, or if symptoms get worse.''Store at room temperature away from moisture and heat.''''What happens if I miss a dose?''Since magnesium oxide is sometimes used when needed, you may not be on a dosing schedule. If you are on a schedule, take the missed dose as soon as you remember. Skip the missed dose if it is almost time for your next scheduled dose. Do not take extra medicine to make up the missed dose.''''"
What happens if I overdose? Magnesium oxide,"''Seek emergency medical attention or call the Poison Help line at 1-800-222-1222.''Overdose symptoms may include nausea, vomiting, weakness, breathing problems, slow reflexes, weak pulse, extreme drowsiness, and feeling dizzy or light-headed.''''"
What should I avoid while taking magnesium oxide? Magnesium oxide,''Magnesium oxide can make it harder for your body to absorb other medicines you take by mouth. Avoid taking other medicines within 2 hours before or 2 hours after you take magnesium oxide. You may need to wait 4 hours to take your other medicines after taking magnesium oxide. Ask your doctor how to best schedule your medications.''''
Magnesium oxide side effects,"''Get emergency medical help if you have signs of an allergic reaction: hives; difficult breathing; swelling of your face, lips, tongue, or throat.''Stop using magnesium oxide and call your doctor at once if you have:''rectal bleeding;coughing up blood or vomit that looks like coffee grounds;bloody or tarry stools; orno bowel movement after using magnesium oxide as a laxative.''Common side effects may include:''diarrhea; orupset stomach.''This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.''''"
What is meclizine? Meclizine,"''Meclizine is an antihistamine that reduces the effects of natural chemical histamine in the body.''Meclizine is used to treat or prevent nausea, vomiting, and dizziness caused by motion sickness. It is also used to treat symptoms of vertigo (dizziness or spinning sensation) caused by disease that affects your inner ear.''Meclizine may also be used for purposes not listed in this medication guide.''"
Important information Meclizine,"''You should not take this medication if you are allergic to meclizine.''Before you take meclizine, tell your doctor if you have liver or kidney disease, asthma, glaucoma, an enlarged prostate, or urination problems.''This medication may impair your thinking or reactions. Be careful if you drive or do anything that requires you to be alert.''Drinking alcohol can increase certain side effects of meclizine.''Cold or allergy medicine, sedatives, narcotic pain medicine, sleeping pills, muscle relaxers, and medicine for seizures, depression or anxiety can add to sleepiness caused by meclizine.''"
Before taking this medicine Meclizine,"''You should not use meclizine if you are allergic to it.''To make sure meclizine is safe for you, tell your doctor if you have any of these conditions:''liver disease;kidney disease;asthma;glaucoma;enlarged prostate; orurination problems.''FDA pregnancy category B. Meclizine is not expected to harm an unborn baby. Tell your doctor if you are pregnant or plan to become pregnant during treatment.''It is not known whether meclizine passes into breast milk or if it could harm a nursing baby. Tell your doctor if you are breast-feeding a baby.''This medicine should not be given to a child younger than 12 years old.''"
How should I take meclizine? Meclizine,"''Use meclizine exactly as directed by your doctor. Follow all directions on your prescription label. Do not take this medicine in larger or smaller amounts or for longer than recommended.''The chewable tablet must be chewed before you swallow it.''To prevent motion sickness, take meclizine about 1 hour before you travel or engage in activity that causes motion sickness. You may take a dose once every 24 hours while you are traveling, to further prevent motion sickness.''To treat vertigo, you may need to take meclizine several times daily. Follow your doctor's instructions.''This medication can affect the results of allergy skin tests. Tell any doctor who treats you that you are using meclizine.''Store at room temperature away from moisture, heat, and light.''''What happens if I miss a dose?''Since meclizine is sometimes taken only when needed, you may not be on a dosing schedule. If you are taking the medication regularly, take the missed dose as soon as you remember. Skip the missed dose if it is almost time for your next scheduled dose. Do not take extra medicine to make up the missed dose.''"
What happens if I overdose? Meclizine,''Seek emergency medical attention or call the Poison Help line at 1-800-222-1222.''
What should I avoid? Meclizine,''This medication may impair your thinking or reactions. Be careful if you drive or do anything that requires you to be alert.''Drinking alcohol can increase certain side effects of meclizine.''
Meclizine side effects,"''Get emergency medical help if you have any of these signs of an allergic reaction to meclizine: hives; difficult breathing; swelling of your face, lips, tongue, or throat.''Common meclizine side effects may include:''headache;vomiting;dry mouth;tired feeling; ordrowsiness.''This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.''''"
What is  Medrol?,"''Medrol is a steroid that prevents the release of substances in the body that cause inflammation.''Medrol is used to treat many different inflammatory conditions such as arthritis, lupus, psoriasis, ulcerative colitis, allergic disorders, gland (endocrine) disorders, and conditions that affect the skin, eyes, lungs, stomach, nervous system, or blood cells.''Medrol may also be used for purposes not listed in this medication guide.''''"
Important Information Medrol,''You should not use  Medrol if you have a fungal infection anywhere in your body.''''
Before taking this medicine Medrol,"''You should not use Medrol if you are allergic to it, or if you have:''a fungal infection anywhere in your body.''Medrol can weaken your immune system, making it easier for you to get an infection. Steroids can also worsen an infection you already have, or reactivate an infection you recently had. Tell your doctor about any illness or infection you have had within the past several weeks.''To make sure Medrol is safe for you, tell your doctor if you have ever had:''a thyroid disorder;herpes infection of the eyes;stomach ulcers, ulcerative colitis, or diverticulitis;depression, mental illness, or psychosis;liver disease (especially cirrhosis);high blood pressure;osteoporosis;a muscle disorder such as myasthenia gravis; ormultiple sclerosis.''Also tell your doctor if you have diabetes. Steroid medicines may increase the glucose (sugar) levels in your blood or urine. You may also need to adjust the dose of your diabetes medications.''It is not known whether this medicine will harm an unborn baby. Tell your doctor if you are pregnant or plan to become pregnant.''It is not known whether methylprednisolone passes into breast milk or if it could affect the nursing baby. Tell your doctor if you are breast-feeding.''''"
How should I take  Medrol?,"''Follow all directions on your prescription label. Your doctor may occasionally change your dose. Do not use  Medrol in larger or smaller amounts or for longer than recommended.''Medrol is sometimes taken every other day. Follow your doctor's dosing instructions very carefully.''Your dose needs may change if you have unusual stress such as a serious illness, fever or infection, or if you have surgery or a medical emergency. Tell your doctor about any such situation that affects you.''This medicine can cause unusual results with certain medical tests. Tell any doctor who treats you that you are using Medrol.''You should not stop using Medrol suddenly. Follow your doctor's instructions about tapering your dose.''Wear a medical alert tag or carry an ID card stating that you take Medrol. Any medical care provider who treats you should know that you take steroid medication.''If you need surgery, tell the surgeon ahead of time that you are using Medrol. You may need to stop using the medicine for a short time.''Store at room temperature away from moisture and heat.''''What happens if I miss a dose?''Call your doctor for instructions if you miss a dose of  Medrol.''''"
What happens if I overdose? Medrol,"''Seek emergency medical attention or call the Poison Help line at 1-800-222-1222.''An overdose of methylprednisolone is not expected to produce life threatening symptoms. However, long term use of high steroid doses can lead to symptoms such as thinning skin, easy bruising, changes in the shape or location of body fat (especially in your face, neck, back, and waist), increased acne or facial hair, menstrual problems, impotence, or loss of interest in sex.''''"
What should I avoid while taking  Medrol?,"''Avoid being near people who are sick or have infections. Call your doctor for preventive treatment if you are exposed to chicken pox or measles. These conditions can be serious or even fatal in people who are using steroid medication.''Do not receive a ""live"" vaccine while using Medrol. The vaccine may not work as well during this time, and may not fully protect you from disease. Live vaccines include measles, mumps, rubella (MMR), polio, rotavirus, typhoid, yellow fever, varicella (chickenpox), zoster (shingles), and nasal flu (influenza) vaccine.''''"
 Medrol side effects,"''Get emergency medical help if you have signs of an allergic reaction: hives; difficult breathing; swelling of your face, lips, tongue, or throat.''Call your doctor at once if you have:''shortness of breath (even with mild exertion), swelling, rapid weight gain;bruising, thinning skin, or any wound that will not heal;blurred vision, tunnel vision, eye pain, or seeing halos around lights;severe depression, changes in personality, unusual thoughts or behavior;new or unusual pain in an arm or leg or in your back;bloody or tarry stools, coughing up blood or vomit that looks like coffee grounds;seizure (convulsions); orlow potassium--leg cramps, constipation, irregular heartbeats, fluttering in your chest, increased thirst or urination, numbness or tingling.''Steroids can affect growth in children. Tell your doctor if your child is not growing at a normal rate while using  Medrol.''Common side effects may include:''fluid retention (swelling in your hands or ankles);dizziness, spinning sensation;changes in your menstrual periods;headache;mild muscle pain or weakness; orstomach discomfort, bloating.''This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.''''"
What other drugs will affect  Medrol?,"''Other drugs may interact with methylprednisolone, including prescription and over-the-counter medicines, vitamins, and herbal products. Tell each of your health care providers about all medicines you use now and any medicine you start or stop using.''''"
What is Melatonin?,"''Melatonin is the natural hormone your body secretes that helps to maintain your wake-sleep cycle (also called “biological clock”). The wake-sleep cycle is the process of sleep and wakefulness; in humans this averages 8 hours of nighttime sleep and 16 hours of daytime activity. Melatonin is also made synthetically and available without a prescription as an over-the-counter (OTC) dietary supplement in the U.S.''Melatonin supplementation has been suggested to have many uses, from sleep disorders to cancer treatment , but robust studies are lacking for many uses. However, it has been widely studied for treatment of jet lag and other sleep disorders. Additional, early research to define melatonin suggests it has an anti-oxidative activity, a role in modulating immune responses, and possible anti-tumor activity.''Endogenous melatonin release (made by our bodies) is increased each day in response to darkness, peaking between 11PM and 3AM at roughly 200 picograms (pg) per mL. Nighttime levels are roughly 10 times higher than in the daytime. Levels fall sharply before daylight, and are barely detectable in the daylight hours. The rise and fall in endogenous levels signal wake and sleep times, known as our circadian rhythm.''Natural secretion starts from the amino acid tryptophan, with serotonin as an intermediary, and then is released to the receptors in the brain, eye and other areas to help control the sleep and wake cycles. The half-life is short, roughly 20 to 50 minutes. It is metabolized (broken down) by the CYP-450 enzyme system in the liver and then excreted in the urine or feces.''Shorter periods of production occur in the summer with longer days, and more prolonged periods of production occur in the winter. Light at night (such as from smartphones or the TV) blocks production and can lead to sleep disturbances. Age also suppresses the levels of nighttime melatonin that are released, which may contribute to the problem of insomnia and early awakening often seen in older adults.''Is Melatonin a Hormone?''Melatonin is a natural hormone when produced in the body (the endogenous hormone). It is not a vitamin. Melatonin supplements (exogenous hormone) are made synthetically and all products and strengths on the U.S. market are available without a prescription at the pharmacy, nutrition stores, and other retail shops.''Melatonin is most commonly used to:''help decrease jet lagadjust sleep cycles in the blind (non 24-Hour Sleep Wake Disorder, or Non-24)treat shift-work sleep disorders in people with alternating work schedulesfor general insomnias''How Does Melatonin Work?''Natural melatonin is a highly lipid soluble hormone produced in the pineal gland in the brain. It is synthesized from the amino acid tryptophan and then released into the blood and cerebrospinal fluid, crossing the blood-brain barrier. It sends messages to the receptor agonist in the brain and other areas of the body to help control the sleep and wake cycles.''Does melatonin help you sleep? When taken as supplement, its function is to mimic the effects of the natural hormone. Drowsiness generally occurs within 30 minutes after taking a dose. However, taking this medication right before bed may not be the best strategy for all sleep disorders. Ask your doctor about the best method of dosing. This medication does not work for everyone.''"
Before Taking This Medicine Melatonin,"''Do not use melatonin if you are allergic to it.''Before using this medication, talk to your healthcare provider. You may not be able to use this medication if you have certain medical conditions, such as:''diabetesdepressiona bleeding or blood clotting disorder such as hemophiliataking a blood thinner like warfarinhigh or low blood pressureepilepsy or other seizure disorderif you are using any medicine to prevent organ transplant rejectionan autoimmune conditionusing other sedatives or tranquilizers''It is not known whether this medication will harm an unborn baby. Do not use this product without medical advice if you are pregnant.''High doses of this medicine may affect ovulation, making it difficult for you to get pregnant.''It is not known whether melatonin passes into breast milk or if it could harm a nursing baby. Do not use this product without medical advice if you are breast-feeding a baby.''Do not give any herbal/health supplement to a child without medical advice.''"
Melatonin Dosage,"''Melatonin is considered an effective treatment for jet lag and can aid sleep during times when you would not normally be awake.''Effective starting doses for jet lag range from 0.3 to 0.5 mg. One milligram tablets can be cut in half to achieve a 0.5 mg dose if smaller doses are not available for purchase. Lower doses may work for some people, while others may need a higher dose, up to 3 to 5 mg. However, higher doses may be associated with more side effects such as headache, next day grogginess, or vivid dreams.''Always start with the lowest dose. According to a Cochrane review, doses over 5 mg appear to be no more effective than lower doses. It is important to note that much higher doses are available for sale in the U.S., but these doses may result in excessively high levels of physiologic melatonin.''How to Use Melatonin for Jet Lag?''Jet lag is an air travel problem that causes difficulty in sleeping, fatigue, trouble concentrating, constipation, and other symptoms. Jet lag is much more likely if you cross over several time zones, and can worsen the more time zones you cross.''Effective starting doses for jet lag range from 0.3 to 0.5 mg. Smaller doses may work for some while others may need a higher dose. It may be more difficult to fly east, when time is lost, rather than to fly west, when you gain it back. High doses, such as 20 mg pills are available for purchase on the Internet, but such high doses are not normally recommended or needed.''Eastbound: If you are traveling east, say from the US to Europe, take melatonin after dark, 30 minutes before bedtime in the new time zone or if you are on the plane. Then take it for the next 4 nights in the new time zone, after dark, 30 minutes before bedtime. If you are still feeling drowsy the day after using this medication, try a lower dose.Westbound: If you are heading west, for example, from the US to Australia, a dose is not needed for your first travel night, but you then may take it for the next 4 nights in the new time zone, after dark, 30 minutes before bedtime. Melatonin may not always be needed for westbound travel.''Given enough time (usually 3 to 5 days), jet lag will usually resolve on its own, but this is not always optimal when traveling.''Other Uses''How to Take for Sleep (Insomnia):''Dosage: Take 0.1 mg to 0.5 mg thirty minutes before bedtime. Studies suggest melatonin for sleep may be effective in promoting but not maintaining sleep (early morning awakening).''How to Take for Shift-Work Sleep Disorders''Dosage: Take 1.8 mg to 3 mg thirty minutes prior to the desired onset of daytime sleep; melatonin may NOT lead to improved alertness during the nighttime work shift and may only improve daytime sleep time by about 30 minutes.''How to Take for Delayed Sleep Phase Disorder''Delayed sleep phase disorder (DSPD) most often occurs in adolescents, possibly due to reduced production and melatonin deficiency at this age. Sleep onset is delayed by 3 to 6 hours compared with conventional bedtimes (10 to 11 pm). DSPD can negatively affect school performance, daily activities, and lead to morning drowsiness which can be dangerous for teen drivers. Any sleep disorder in an adolescent should be evaluated by a physician.''Dosage: Take 1 mg four to six hours before set bedtime. Once a set bedtime is achieved, use maintenance doses of 0.5 mg 2 hours before expected sleep onset. Bright light therapy and behavioral management may enhance results. Be aware drowsiness may occur after melatonin dose, so avoid hazardous activities such as driving.''How to Take for Non-24-Hour Sleep Wake Disorder (Non-24)''More than 70% of people who are totally blind have Non-24, a circadian rhythm disorder. For people who are totally blind, there are no light cues to help reset the biological clock. The sleep time and wake up time of people who have Non-24-Hour Sleep Wake Disorder shifts a little later every day. Sleep times go in and out of alignment compared to a normal sleep-wake phase. Extra minutes add up each day by day and disrupt the normal wake-sleep pattern.''Use of melatonin in Non-24 is to aid in stimulation to reset the biological clock with one long sleep time at night and one long awake time during the day. However, no large-scale clinical trials of melatonin therapy for Non-24 have been conducted to date.''Dosage: Studies on the blind suggest that 0.5 mg/day is an effective dose.''Hetlioz, a prescription-only melatonin agonist is also approved for use in Non-24-Hour Sleep Wake Disorder in blind individuals.''Hetlioz (tasimelteon)''Fast-dissolving Tablets''Some melatonin tablets are available in fast-dissolving formulations in the U.S. To take the orally disintegrating tablet:''Use dry hands to remove the tablet and place it in your mouth.Do not swallow the tablet whole. Allow it to dissolve in your mouth without chewing. If desired, you may drink liquid to help swallow the dissolved tablet.''Call your doctor if the condition you are treating with this medication does not improve, or if it gets worse while using this product.''Store at room temperature away from moisture and heat.''Melatonin for Children''Parents may consider using melatonin to help their child who has a trouble falling asleep. Only use this medication for your child under the care of a pediatrician or other medical sleep specialist. Insomnia or other sleeping disorders in children should always be evaluated by a medical professional.''Melatonin should not be used as a substitute for good sleep hygiene and consistent bedtime routines in children. According to Yale sleep specialist Dr. Craig Canapari, use of this medication results in less difficulty with falling asleep, earlier time of sleep onset, and more sleep at night.''Products containing lower-dose melatonin for kids do exist on the U.S. market. However, long-term use of this medication has not been studied in children and possible side effects with prolonged use are not known. Use for children with autism spectrum disorder or attention-deficit hyperactivity disorder should involve behavioral interventions and should be directed by a physician.''Delayed sleep phase disorder often occurs in teenagers and young adults, possibly due to alterations in endogenous production. Sleep onset is delayed by 3 to 6 hours compared with normal bedtime hours of 10 to 11 PM. Maintaining a consistent bedtime free of electronics for at least one hour prior to bedtime is especially important for children and adolescents.''"
Melatonin Side Effects in Children,"''The most common melatonin side effect in children is morning drowsiness. Other common side effects in children include:''BedwettingHeadacheDizzinessNauseaDiarrheaPossible increased risk for seizures in children with severe neurological disorders.''Dietary melatonin supplements can still have drug interactions or health risks if you have certain medical conditions, upcoming surgery, or other health concerns.''''"
What Should I Avoid While Taking Melatonin?,"''Avoid driving or operating machinery for at least 4 hours after taking melatonin.Avoid using this medication with other prescription medications, over-the-counter drugs, or dietary supplements without asking your doctor, pharmacist or other healthcare provider.Avoid alcohol while taking this medication.Avoid coffee, tea, cola, energy drinks, or other products that contain caffeine, as it may counteract the effects of the melatonin.''What Happens if I Miss a Dose?''If you miss taking a dose there is no cause for concern. However, melatonin may impair your thinking and reaction time. If you will be driving or doing any hazardous activity, skip your dose as melatonin can cause drowsiness.''Otherwise, use the missed dose as soon as you remember. Skip the missed dose if it is almost time for your next scheduled dose. Do not use extra medicine or double your dose to make up the missed medication.''"
Can You Overdose? Melatonin,"''Melatonin is thought to be very safe in the short-term with a low risk for overdose. However, if you suspect an overdose, seek emergency medical attention or call the Poison Help Line at 1-800-222-1222.''Is Melatonin Safe?''Melatonin is a relatively safe supplement when used in the short-term, and melatonin side effects are uncommon. Its safety in the long-term has not been determined in randomized, controlled studies. In general this medication appears to be relatively nontoxic, even at higher doses such as 3 to 5 mg once a day.''Some people can have side effects from melatonin that may include:''daytime drowsiness, dizziness, weakness, or confusionvivid dreams, nightmaresfeeling depressed, anxious, irritableheadacheloss of appetite, diarrhea, nausea, stomach painblood pressure changesjoint or back painelevated risk for seizures''Melatonin and Pregnancy''Most dietary supplements like melatonin have not been studied in pregnant women, during breastfeeding, or in children. Seek advice from your healthcare provider before using any dietary supplement if you are pregnant, nursing, or considering the use of this product in a child under 18 years of age.''"
