Questions,Answer
Nadolol side effects,"''Get emergency medical help if you have signs of an allergic reaction: hives; difficulty breathing; swelling of your face, lips, tongue, or throat.''Call your doctor at once if you have:''a light-headed feeling, like you might pass out;slow heartbeats;shortness of breath (even with mild exertion), swelling, rapid weight gain; orbronchospasm (wheezing, chest tightness, trouble breathing).''Common side effects may include:''numbness or cold feeling in your hands or feet;dizziness;feeling tired;upset stomach, vomiting, diarrhea, constipation;vision problems; ormood changes, confusion, memory problems.''This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.''''"
Nadolol dosing information,''Usual Adult Dose for Angina Pectoris:Initial dose: 40 mg orally once a day; may be increased by 40 to 80 mg every 3 to 7 days until optimum response is obtained or pronounced heart rate reduction occursMaintenance dose: 40 to 80 mg orally once a day; up to 240 mg once a day may be requiredMaximum dose: 240 mg/dayUsual Adult Dose for Hypertension:Initial dose: 40 mg orally once a day; may be increased in 40 to 80 mg increments until optimum blood pressure reduction is achievedMaintenance dose: 40 to 80 mg orally once a day; up to 320 mg once a day may be required''
What is naloxone? Naloxone Injection,"''Naloxone blocks or reverses the effects of opioid medication, including extreme drowsiness, slowed breathing, or loss of consciousness. An opioid is sometimes called a narcotic.''Naloxone injection is used to treat a narcotic overdose in an emergency situation. This medicine should not be used in place of emergency medical care for an overdose.''Naloxone is also used to help diagnose whether a person has used an overdose of an opioid.''"
Important information Naloxone Injection,"''In an emergency situation it may not be possible before you are treated to tell your caregivers about your health conditions or if you are pregnant or breast feeding. Make sure any doctor caring for you afterward knows that you have received naloxone.''Drinking alcohol can increase certain side effects of naloxone.''Naloxone may impair your thinking or reactions. Be careful if you drive or do anything that requires you to be alert.''If you are using any narcotic pain medication, the pain-relieving effects of the narcotic will be reversed while you are also receiving naloxone.''Before receiving naloxone''You should not receive this medicine if you are allergic to naloxone.''If possible before you receive a naloxone injection, tell your doctor if you have heart disease.''It is not known whether this medicine will harm an unborn baby. Tell your doctor if you are pregnant.''It is not known whether naloxone passes into breast milk or if it could harm a nursing baby. Tell your doctor if you are breast-feeding a baby.''In an emergency situation it may not be possible to tell your caregivers if you are pregnant or breast feeding. Make sure any doctor caring for your pregnancy or your baby knows you have received naloxone.''How is naloxone given?''Naloxone is injected into a muscle, under the skin, or into a vein through an IV. The injection may be given by a healthcare provider, emergency medical provider, or a family member or caregiver who is trained to properly give a naloxone injection.''If you are a caregiver or family member giving a naloxone injection, read all instructions when you first get this medicine. If provided, use the ""trainer"" device to practice giving an injection so you will know how to do it in an emergency. Ask your doctor or pharmacist if you have any questions.''Be sure you know how to recognize the signs of an opioid overdose in the person you are caring for. Overdose symptoms may include:''slowed breathing, or no breathing;very small or pinpoint pupils in the eyes;slow heartbeats; orextreme drowsiness, especially if you are unable to wake the person from sleep.''Even if you are not sure an opioid overdose has occurred, if the person is not breathing or is unresponsive, give the naloxone injection right away and then seek emergency medical care.''Do not assume that an overdose episode has ended if symptoms improve. You must get emergency help after giving a naloxone injection.''Naloxone injected into a muscle is given in the outer thigh. In an emergency, you may give an injection through the person's clothing.''After injecting naloxone, stay with the person and watch for continued signs of overdose. You may need to give another injection every 2 to 3 minutes until emergency help arrives. Follow all medication instructions carefully.''Each Evzio auto-injector is for one use only. Throw away after one use, even if there is still some medicine left in it after injecting a dose.''Store naloxone at room temperature away from moisture and heat. Keep the auto-injector in its outer case until you are ready to use it. Do not use the medicine if it has changed colors or has particles in it. Call your pharmacist for new medication.''''What happens if I miss a dose?''Because you will receive naloxone in an emergency situation, you are not likely to miss a dose.''"
What happens if I overdose? Naloxone Injection,''Seek emergency medical attention or call the Poison Help line at 1-800-222-1222.''
What should I avoid while using naloxone? Naloxone Injection,''Avoid leaving a person alone after giving him or her a naloxone injection. An overdose can impair a person's thinking or reactions.''
Naloxone side effects Naloxone Injection,"''Get emergency medical help if you have signs of an allergic reaction to naloxone: hives; difficult breathing; swelling of your face, lips, tongue, or throat.''Because naloxone reverses opioid effects, this medicine may cause sudden withdrawal symptoms such as:''nausea, vomiting, diarrhea, stomach pain;fever, sweating, body aches, weakness;tremors or shivering, fast heart rate, pounding heartbeats, increased blood pressure;feeling nervous, restless, or irritable;goosebumps, shivering;runny nose, yawning; or(in babies younger than 4 weeks old) seizures, crying, stiffness, overactive reflexes.''This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.''''"
What other drugs will affect naloxone? Naloxone Injection,"''Other drugs may interact with naloxone, including prescription and over-the-counter medicines, vitamins, and herbal products. Tell each of your health care providers about all medicines you use now and any medicine you start or stop using.''''"
What is naltrexone? Naltrexone Injection,"''Naltrexone blocks the effects of opioid medication, including pain relief or feelings of well-being that can lead to opioid abuse. An opioid is sometimes called a narcotic.''Naltrexone is an injectable medicine used as part of a treatment program for drug or alcohol dependence.''Naltrexone injection is used to prevent relapse in people who became dependent on opioid medicine and then stopped using it. Naltrexone can help keep you from feeling a ""need"" to use the opioid.''Naltrexone injection is also used to treat alcoholism by reducing your urge to drink alcohol. This may help you drink less or stop drinking altogether. This medicine will not decrease the effects of alcohol you recently consumed. You should not be drinking at the time you receive your first injection.''Naltrexone is not a cure for drug addiction or alcoholism.''"
Important Information Naltrexone Injection,"''If you are addicted to pain drugs and are given naltrexone injection, you may have experience precipitated withdrawal.''You should not receive naltrexone if you are having drug or alcohol withdrawal symptoms, if you have taken any opioid medicine within the past 2 weeks, or if you are still actively drinking alcohol.''Avoid driving and doing other tasks or actions that call for you to be alert until you see how naltrexone injection affects you.''Naltrexone may affect certain lab tests. Tell all of your health care providers and lab workers that you use this injection.''People using naltrexone injection to keep a drug-free state may get more effects from pain drugs when the injection is stopped. Even low doses of pain drugs may cause very bad and sometimes deadly effects in these people.''"
Before taking this medicine Naltrexone Injection,"''You should not receive a naltrexone injection if you still use opioid medicine, or you could have sudden and severe withdrawal symptoms.''You should not receive naltrexone if you are allergic to it, or if:''you are having withdrawal symptoms from drug or alcohol addiction;you have used any opioid medicine within the past 10 days (including fentanyl, Vicodin, OxyContin, and many others); oryou have used methadone or buprenorphine (Subutex, Butrans, Suboxone, Zubsolv) in the past 14 days.''To make sure naltrexone is safe for you, tell your doctor if you have ever had:''liver disease;kidney disease; ora bleeding or blood-clotting disorder such as hemophilia.''It is not known whether naltrexone will harm an unborn baby. Tell your doctor if you are pregnant or plan to become pregnant.''Naltrexone can pass into breast milk and may harm a nursing baby. You should not breast-feed while using this medicine.''How is naltrexone used?''Naltrexone is injected into a muscle. This injection is usually given once a month (every 4 weeks) and can be given only by a doctor or nurse in a clinic.''It is important to receive your naltrexone regularly to get the most benefit.''You may notice pain, redness, bruising, swelling, or a hard lump where the medicine was injected. Call your doctor if you have this type of reaction to the shot, especially if it does not clear up or gets worse within 2 weeks.''Naltrexone injections are only part of a complete treatment program that may also include additional forms of counseling and/or monitoring. Follow your doctor's instructions very closely.''Wear a medical alert tag or carry an ID card stating that you use naltrexone. Any medical care provider who treats you should know that you are receiving this medication. If you need surgery, tell the surgeon ahead of time that you are receiving this medicine.''After receiving naltrexone, your body will be more sensitive to opioids. If you use an opioid medicine in the future, you will need to use a lower dose than before you started treatment with this medicine. Using the same amount you used before could lead to overdose or death.''''What happens if I miss a dose?''Call your doctor for instructions if you miss an appointment to receive your injection.''"
Naltrexone dosing information Naltrexone Injection,"''Usual Adult Dose for Alcohol Dependence:''Oral:Average dose: 50 mg orally once a dayDuration of therapy: 12 weeksIntramuscular:380 mg intramuscularly every 4 weeks/once a monthComments:-There is no data specifically addressing switching from buprenorphine or methadone to naltrexone, however some patients have reported severe manifestations of precipitated withdrawal when switched from an opioid agonist to opioid antagonist therapy.-Patients switching from buprenorphine or methadone may be vulnerable to precipitated withdrawal for up to 2 weeks.-Be prepared to manage withdrawal symptomatically with non-opioid medications.-To achieve best possible results, implement compliance-enhancing techniques, especially medication compliance''Usual Adult Dose for Opiate Dependence:''Oral:Initial dose: 25 mg orally once a dayMaintenance dose: 50 mg orally once a day (if no withdrawals on 25 mg/day)Intramuscular:380 mg intramuscularly every 4 weeks/once a monthComments:-There is no data specifically addressing switching from buprenorphine or methadone to naltrexone, however some patients have reported severe manifestations of precipitated withdrawal when switched from an opioid agonist to opioid antagonist therapy.-Patients switching from buprenorphine or methadone may be vulnerable to precipitated withdrawal for up to 2 weeks.-Be prepared to manage withdrawal symptomatically with non-opioid medications.-This drug is of value only as a part of a comprehensive management plan that includes measures to ensure the patient takes this medication.Use(s): Blockade of the effects of exogenously administered opioids''"
What happens if I overdose? Naltrexone Injection,''Seek emergency medical attention or call the Poison Help line at 1-800-222-1222.''
What should I avoid while using naltrexone? Naltrexone Injection,"''Do not use narcotic medication, heroin, or other street drugs while you are receiving naltrexone. Never try to overcome the effects of naltrexone by taking large doses of opioids. Doing so could result in dangerous effects, including coma and death.''Do not drink alcohol during treatment with naltrexone.''Ask your doctor before using any medicine to treat a cold, cough, diarrhea, or pain. These medicines may contain narcotics or alcohol.''Naltrexone may impair your thinking or reactions. Avoid driving or operating machinery until you know how this medicine will affect you.''"
Naltrexone side effects Naltrexone Injection,"''Get emergency medical help if you have signs of an allergic reaction to naltrexone: hives; difficult breathing; swelling of your face, lips, tongue, or throat.''Using opioid medicine while you are receiving naltrexone injections could stimulate opioid withdrawal symptoms. Common withdrawal symptoms are yawning, irritability, sweating, fever, chills, shaking, vomiting, diarrhea, watery eyes, runny nose, goose bumps, body aches, trouble sleeping, and feeling restless.''Call your doctor at once if you have:''weak or shallow breathing;confusion, severe dizziness, feeling like you might pass out;depression, thoughts about suicide or hurting yourself;severe pain, swelling, blistering, skin changes, a dark scab, or a hard lump where the medicine was injected;new or worsening cough, wheezing, trouble breathing; orliver problems - nausea, upper stomach pain, itching, tired feeling, loss of appetite, dark urine, clay-colored stools, jaundice (yellowing of the skin or eyes).''Common naltrexone side effects may include:''nausea, vomiting, changes in appetite;muscle cramps;dizziness, drowsiness;abnormal liver function tests;sleep problems (insomnia);stuffy nose, tooth pain; orpain, swelling, or itching where the injection was given.''This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.''''"
What other drugs will affect naltrexone? Naltrexone Injection,"''Naltrexone will block the effects of any narcotic medicines you take (such as prescription medicine for pain, cough, or diarrhea). Harmful side effects could also occur.''Other drugs may interact with naltrexone, including prescription and over-the-counter medicines, vitamins, and herbal products. Tell each of your health care providers about all medicines you use now and any medicine you start or stop using.''''"
What is Namenda?,''Namenda (memantine) reduces the actions of chemicals in the brain that may contribute to the symptoms of Alzheimer's disease.''Namenda is used to treat moderate to severe dementia of the Alzheimer's type.''Namenda may also be used for purposes not listed in this medication guide.''
Important information Namenda,"''Before using Namenda, tell your doctor if you are allergic to any drugs, or if you have a seizure disorder, cataracts, liver or kidney disease, or a bladder or kidney infection.''Namenda can cause side effects that may impair your thinking or reactions. Be careful if you drive or do anything that requires you to be awake and alert.''"
Before taking this medicine Namenda,"''You should not use Namenda if you are allergic to memantine.''To make sure Namenda is safe for you, tell your doctor if you have:''epilepsy or other seizure disorder;liver disease;kidney disease;urination problems; ora bladder or kidney infection.''Namenda is not expected to harm an unborn baby. Tell your doctor if you are pregnant or plan to become pregnant.''It is not known whether memantine passes into breast milk or if it could harm a nursing baby. Tell your doctor if you are breast-feeding a baby.''"
How should I take Namenda?,"''Take Namenda exactly as it was prescribed for you. Follow all directions on your prescription label. Your doctor may occasionally change your dose to make sure you get the best results. Do not take this medicine in larger or smaller amounts or for longer than recommended.''Namenda can be taken with or without food.''Do not crush, chew, break, or open an extended-release capsule. Swallow it whole.''To make swallowing easier, you may open the extended-release capsule and sprinkle the medicine into a spoonful of applesauce. Swallow right away without chewing. Do not save the mixture for later use.''Measure liquid medicine (oral solution) with the dosing syringe provided, or with a special dose-measuring spoon or medicine cup. If you do not have a dose-measuring device, ask your pharmacist for one.''Do not mix the oral solution with any other liquids.''Rinse the empty oral syringe with clean water and allow it to air dry after every use.''Use Namenda regularly to get the most benefit. Get your prescription refilled before you run out of medicine completely.''Your doctor will need to check your progress while you are using Namenda.''Store Namenda at room temperature away from moisture and heat. Keep the liquid medicine bottle tightly closed with the cap provided. Do not store the bottle with the oral syringe in it.''Read all patient information, medication guides, and instruction sheets provided to you. Ask your doctor or pharmacist if you have any questions.''"
Namenda dosing information,"''Usual Adult Dose for Alzheimer's Disease:''IMMEDIATE-RELEASE:Initial dose: 5 mg orally once a day, then titrated upwards by 5 mg per weekMaintenance dose: 5 mg once a day up to 10 mg twice a dayMaximum dose: 20 mg per dayEXTENDED-RELEASE:Initial dose: 7 mg orally once a day, then titrated upwards by 7 mg per weekMaintenance dose: 7 mg once a day up to 28 mg once a dayMaximum dose: 28 mg orally once a dayApproved indication: For use in the treatment of moderate to severe dementia of the Alzheimer's type.''''What happens if I miss a dose?''Take the missed dose as soon as you remember. Skip the missed dose if it is almost time for your next scheduled dose. Do not take extra medicine to make up the missed dose.''If you miss doses or forget to take your medicine for several days, call your doctor before starting the medicine again.''"
What happens if I overdose? Namenda,''Seek emergency medical attention or call the Poison Help line at 1-800-222-1222.''
What should I avoid while taking Namenda?,''Namenda can cause side effects that may impair your thinking or reactions. Be careful if you drive or do anything that requires you to be awake and alert.''
Namenda side effects,"''Get emergency medical help if you have signs of an allergic reaction to Namenda: hives; difficulty breathing; swelling of your face, lips, tongue, or throat.''Call your doctor at once if you have:''severe headache, blurred vision, pounding in your neck or ears;seizure (convulsions); orunusual changes in mood or behavior.''Common Namenda side effects may include:''diarrhea;dizziness; orheadache.''This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.''''"
What is Namzaric?,"''Namzaric contains a combination of donepezil and memantine. Donepezil improves the function of nerve cells in the brain. It works by preventing the breakdown of a chemical called acetylcholine. People with dementia usually have lower levels of this chemical, which is important for the processes of memory, thinking, and reasoning. Memantine reduces the actions of chemicals in the brain that may contribute to the symptoms of Alzheimer's disease.''Namzaric is used to treat moderate to severe dementia of the Alzheimer's type.''Namzaric is not a cure for Alzheimer's disease. This condition will progress over time.''"
Important information Namzaric,"''Follow all directions on your medicine label and package. Tell each of your healthcare providers about all your medical conditions, allergies, and all medicines you use.''Namzaric could affect some of the medications used in general anesthesia. Make sure you tell your doctor you are taking Namzaric if you need surgery or dental work.''Namzaric can lead to heart problems, including a slow heart rate. Call your doctor immediately if you have chest pain, trouble breathing, or if you feel unusually tired, short of breath, or dizzy, like you might faint.''Namzaric can lead to bleeding in the stomach or intestines. Call your doctor immediately if you notice dark or tarry stools or vomit that is blood-tinged or looks like coffee grounds.''"
Before taking this medicine Namzaric,"''You should not use Namzaric if you are allergic to donepezil or memantine.''To make sure Namzaric is safe for you, tell your doctor if you have:''asthma or other breathing disorder;heart disease, or heart rhythm disorder;a history of seizures;stomach ulcer, or a history of stomach or intestinal bleeding;bladder obstruction or other urination problems;liver disease; orkidney disease.''It is not known whether Namzaric will harm an unborn baby. Tell your doctor if you are pregnant or plan to become pregnant.''It is not known whether Namzaric passes into breast milk or if it could harm a nursing baby. Tell your doctor if you are breast-feeding a baby.''"
How should I take Namzaric?,"''Take Namzaric exactly as prescribed by your doctor. Follow all directions on your prescription label. Do not use this medicine in larger or smaller amounts or for longer than recommended.''Take Namzaric at bedtime unless your doctor tells you otherwise.''You may take Namzaric with or without food.''Do not crush, chew, or break an extended-release Namzaric capsule. Swallow it whole.''To make swallowing easier, you may open the capsule and sprinkle the medicine into a spoonful of applesauce. Swallow right away without chewing. Do not save the mixture for later use.''Do not use a broken or damaged capsule.''If you need surgery or dental work, tell the surgeon ahead of time that you are using Namzaric. You may need to stop using the medicine for a short time.''You should not stop using Namzaric suddenly. Stopping suddenly may make your condition worse.''Store Namzaric at room temperature away from moisture, heat, and light.''''What happens if I miss a dose?''Take the missed dose as soon as you remember. Skip the missed dose if it is almost time for your next scheduled dose. Do not take extra medicine to make up the missed dose.''"
What happens if I overdose? Namzaric,"''Seek emergency medical attention or call the Poison Help line at 1-800-222-1222.''Overdose symptoms may include severe dizziness, drowsiness, weakness, trouble walking, slow or fast heart rate, sweating, confusion, agitation, hallucinations, unusual thoughts or behavior, weak or shallow breathing, fainting, or seizure.''"
What should I avoid while taking Namzaric?,"''Follow your doctor's instructions about any restrictions on food, beverages, or activity.''"
Namzaric side effects,"''Get emergency medical help if you have signs of an allergic reaction to Namzaric: hives; difficult breathing; swelling of your face, lips, tongue, or throat.''Stop using this medicine and call your doctor at once if you have:''severe or ongoing vomiting;a light-headed feeling, like you might pass out;slow heartbeats or chest pain;seizure (convulsions);painful or difficult urination;new or worsening breathing problems; orsigns of stomach bleeding - severe heartburn or stomach pain, bloody or tarry stools, coughing up blood or vomit that looks like coffee grounds.''Common Namzaric side effects may include:''nausea, vomiting, diarrhea, loss of appetite;headache;dizziness; oreasy bruising.''This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.''''"
What is Naprosyn?,"''Naprosyn (naproxen) is a nonsteroidal anti-inflammatory drug (NSAID). Naproxen works by reducing hormones that cause inflammation and pain in the body.''Naprosyn is used to treat pain or inflammation caused by conditions such as rheumatoid arthritis, osteoarthritis, ankylosing spondylitis, tendinitis, bursitis, gout, or menstrual cramps.''Naprosyn delayed-release tablets are slower-acting forms of naproxen that are used only for treating chronic conditions such as arthritis or ankylosing spondylitis. These forms of naproxen will not work fast enough to treat acute pain.''"
Important information Naprosyn,"''You should not use Naprosyn if you have a history of allergic reaction to aspirin or other NSAID (nonsteroidal anti-inflammatory drug).''Naproxen can increase your risk of fatal heart attack or stroke, especially if you use it long term or take high doses, or if you have heart disease. Even people without heart disease or risk factors could have a stroke or heart attack while taking this medicine.''Do not use Naprosyn just before or after heart bypass surgery (coronary artery bypass graft, or CABG).''Get emergency medical help if you have chest pain, weakness, shortness of breath, slurred speech, or problems with vision or balance.''Naproxen may also cause stomach or intestinal bleeding, which can be fatal. These conditions can occur without warning while you are using this medicine, especially in older adults.''"
Before taking this medicine Naprosyn,"''Naprosyn may also cause stomach or intestinal bleeding, which can be fatal. These conditions can occur without warning while you are using Naprosyn, especially in older adults.''You should not use Naprosyn if you are allergic to naproxen, or if you have ever had an asthma attack or severe allergic reaction after taking aspirin or an NSAID.''Ask a doctor before giving naproxen to a child younger than 12 years old.''Ask a doctor or pharmacist if it is safe for you to use this medicine if you have:''heart disease, high blood pressure, high cholesterol, diabetes, or if you smoke;a history of heart attack, stroke, or blood clot;a history of stomach ulcers or bleeding;asthma;liver or kidney disease;fluid retention: orif you take aspirin to prevent heart attack or stroke.''If you are pregnant, you should not take Naprosyn unless your doctor tells you to. Taking a NSAID during the last 20 weeks of pregnancy can cause serious heart or kidney problems in the unborn baby and possible complications with your pregnancy.''Naproxen can pass into breast milk and may cause side effects in the nursing baby. You should not breast-feed while using this medicine.''Naprosyn is not approved for use by anyone younger than 2 years old. Do not give this medicine to a child without medical advice.''"
How should I take Naprosyn?,"''Use Naprosyn exactly as directed on the label, or as prescribed by your doctor. Do not take this medicine in larger amounts or for longer than recommended. Use the lowest dose that is effective in treating your condition.''Shake the oral suspension (liquid) well just before you measure a dose. Measure liquid medicine with the dosing syringe provided, or with a special dose-measuring spoon or medicine cup. If you do not have a dose-measuring device, ask your pharmacist for one.''If you change brands, strengths, or forms of naproxen, your dosage needs may change. Ask your pharmacist if you have any questions about the kind of naproxen you are using.''If a child is using this medicine, tell your doctor if the child has any changes in weight. Naproxen doses are based on weight in children, and any changes may affect your child's dose.''If you use Naprosyn long-term, you may need frequent medical tests.''This medicine can cause unusual results with certain medical tests. Tell any doctor who treats you that you are using Naprosyn.''Store at room temperature away from moisture, heat, and light. Keep the bottle tightly closed when not in use.''Read all patient information, medication guides, and instruction sheets provided to you. Ask your doctor or pharmacist if you have any questions.''''What happens if I miss a dose?''Since Naprosyn is sometimes used only when needed, you may not be on a dosing schedule. If you are on a schedule, use the missed dose as soon as you remember. Skip the missed dose if it is almost time for your next scheduled dose. Do not use extra medicine to make up the missed dose.''"
What happens if I overdose? Naprosyn,''Seek emergency medical attention or call the Poison Help line at 1-800-222-1222.''
What should I avoid while taking Naprosyn?,"''Avoid drinking alcohol. It may increase your risk of stomach bleeding.''Avoid taking aspirin unless your doctor tells you to.''Ask your doctor before taking any other medication for pain, arthritis, fever, or swelling. Many medicines available over the counter contain aspirin, salicylates, or other medicines similar to naproxen (such as ibuprofen or ketoprofen). Taking certain products together can cause you to get too much of this type of medication.''Ask your doctor before using an antacid, and use only the type your doctor recommends. Some antacids can make it harder for your body to absorb naproxen.''"
