Questions,Answer
What happens if I overdose? Lactulose,"''Seek emergency medical attention or call the Poison Help line at 1-800-222-1222.''Overdose symptoms may include confusion, uneven heart rate, extreme thirst, increased urination, leg discomfort, and muscle weakness or limp feeling.''''"
What should I avoid while taking lactulose? Lactulose,''Avoid using antacids without your doctor's advice. Use only the type of antacid your doctor recommends. Some antacids can make it harder for your body to absorb lactulose.''''
Lactulose side effects,"''Get emergency medical help if you have any of these signs of an allergic reaction: hives; difficult breathing; swelling of your face, lips, tongue, or throat.''Stop using lactulose and call your doctor at once if you have severe or ongoing diarrhea.''Less serious side effects may include:''bloating, gas;stomach pain;diarrhea; ornausea, vomiting.''This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.''''"
Lactulose dosing information,''Usual Adult Dose for Constipation -- Chronic:15 mL orally once a day.Usual Adult Dose for Constipation -- Acute:Initial dose:  15 mL orally once a day.  Therapy should be continued until normal bowel function resumes.Usual Adult Dose for Hepatic Encephalopathy:Initial dose:  30 mL orally 3 times a day or 300 mL in 700 mL water or normal saline as an enema retained for 30 to 60 minutes every 4 to 6 hours.Maintenance dose:  30 to 45 mL orally 3 times a day.Usual Pediatric Dose for Hepatic Encephalopathy:Infants: 1.7 to 6.7 g/day (2.5 to 10 mL) orally daily divided in 3 to 4 doses.  Adjust dosage to produce 2 to 3 soft stools per day.Children: 26.7 to 60 g/day (40 to 90 mL) orally daily divided in 3 to 4 doses.  Adjust dosage to produce 2 to 3 soft stools per day.Usual Pediatric Dose for Constipation -- Chronic:Children: 0.7 to 2 g/kg/day (1 to 3 mL/kg/day) orally in divided doses daily; generally recommended not to exceed the adult maximum of 40 g/day (60 mL/day).''
What is Lamictal?,"''Lamictal (lamotrigine) is an anti-epileptic medication, also called an anticonvulsant.''Lamictal is used alone or with other medications to treat epileptic seizures in adults and children. Lamictal is also used to delay mood episodes in adults with bipolar disorder (manic depression).''Immediate-release Lamictal can be used in children as young as 2 years old for seizure treatment as an add-on treatment to other seizure medication. However, this form should not be used as a single medication in a child or teenager who is younger than 16 years old.''Extended-release Lamictal XR is for use only in adults and children who are at least 13 years old.''"
Important Information Lamictal,"''Lamictal may cause a severe or life-threatening skin rash, especially in children and in people who take a very high starting dose, or those who also take valproic acid (Depakene) or divalproex (Depakote). Seek emergency medical attention if you have a skin rash, hives, blistering, peeling, or sores in your mouth or around your eyes.''Call your doctor at once if you have signs of other serious side effects, including: fever, swollen glands, severe muscle pain, bruising or unusual bleeding, yellowing of your skin or eyes, headache, neck stiffness, vomiting, confusion, or increased sensitivity to light.''Some people have thoughts about suicide while taking lamotrigine. Stay alert to changes in your mood or symptoms. Report any new or worsening symptoms to your doctor.''Do not stop taking Lamictal without first talking to your doctor, even if you feel fine. You may have increased seizures if you stop using this medicine suddenly. Contact your doctor if your seizures get worse or you have them more often while taking this medicine. Taking this medication during early pregnancy can increase the risk of the baby being born with cleft lip or cleft palate. Tell your doctor if you are pregnant or if you become pregnant during treatment.''"
Before taking this medicine Lamictal,"''You should not take Lamictal if you are allergic to lamotrigine.''Lamictal may cause a severe or life-threatening skin rash, especially in children and in people who take a very high starting dose, or those who also take valproic acid (Depakene) or divalproex (Depakote).''Tell your doctor if you have ever had:''a rash or allergic reaction after taking another seizure medication;kidney or liver disease;heart problems such as heart block or irregular heartbeats;depression, suicidal thoughts or actions; ormeningitis (inflammation of the tissue that covers the brain and spinal cord) after taking Lamictal.''Some people have thoughts about suicide while taking lamotrigine. Your doctor will need to check your progress at regular visits. Your family or other caregivers should also be alert to changes in your mood or symptoms.''Do not start or stop taking seizure medication during pregnancy without your doctor's advice. Having a seizure during pregnancy could harm both mother and baby. Tell your doctor right away if you become pregnant.''If you are pregnant, your name may be listed on a pregnancy registry to track the effects of lamotrigine on the baby.''Birth control pills can make lamotrigine less effective, resulting in increased seizures. Tell your doctor if you start or stop using birth control pills. Your lamotrigine dose may need to be changed.''It may not be safe to breastfeed while using this medicine. Ask your doctor about any risk.''"
How should I take Lamictal?,"''Take Lamictal exactly as prescribed by your doctor. Follow all directions on your prescription label and read all medication guides or instruction sheets. Your doctor may occasionally change your dose.''Taking too much Lamictal at the start of treatment may increase your risk of a severe life-threatening skin rash.''You may need frequent blood tests to help your doctor make sure you are taking the right dose.''Extended-release and immediate-release Lamictal may be used for different conditions. Always check your refills to make sure you have received the correct size, color, and shape of tablet. Avoid medication errors by using only the form and strength your doctor prescribes.''If you switch to Lamictal from another seizure medicine, carefully follow your doctor's instructions about the timing and dosage of your medicine.''Lamictal tablets should be swallowed whole. Do not crush, chew, or break it.''Lamictal chewable dispersible tablets may be swallowed whole, chewed, or mixed with water or diluted fruit juice.''Read and carefully follow any Instructions for Use provided with the orally disintegrating or dispersible tablets. Ask your doctor or pharmacist if you do not understand these instructions.''Do not stop using this medicine suddenly, even if you feel fine. Stopping suddenly may cause increased seizures. Follow your doctor's instructions about tapering your dose.''In case of emergency, wear or carry medical identification to let others know you use seizure medication.''Lamotrigine may affect a drug-screening urine test and you may have false results. Tell the laboratory staff that you use lamotrigine.''Store at room temperature away from light and moisture.''''What happens if I miss a dose?''Take the medicine as soon as you can, but skip the missed dose if it is almost time for your next dose. Do not take two doses at one time.''Get your prescription refilled before you run out of medicine completely.''"
What happens if I overdose? Lamictal,"''Seek emergency medical attention or call the Poison Help line at 1-800-222-1222.''Overdose symptoms may include blurred vision, problems with coordination, increased seizures, feeling light-headed, or fainting.''"
What should I avoid while taking Lamictal?,''Avoid driving or hazardous activity until you know how this medicine will affect you. Your reactions could be impaired.''
Lamictal side effects,"''Get emergency medical help if you have signs of an allergic reaction to Lamictal (hives, difficult breathing, swelling in your face or throat) or a severe skin reaction (fever, sore throat, burning eyes, skin pain, red or purple skin rash with blistering and peeling).''If you have to stop taking lamotrigine because of a serious skin rash, you may not be able to take it again in the future.''Report any new or worsening symptoms to your doctor, such as: mood or behavior changes, depression, anxiety, or if you feel agitated, hostile, restless, hyperactive (mentally or physically), or have thoughts about suicide or hurting yourself.''Call your doctor at once if you have:''fast, slow, or pounding heartbeats or fluttering in your chest;chest pain, shortness of breath;fever, swollen glands, weakness, severe muscle pain;any skin rash, especially with blistering or peeling;painful sores in your mouth or around your eyes;headache, neck stiffness, increased sensitivity to light, nausea, vomiting, confusion, drowsiness;jaundice (yellowing of the skin or eyes); orpale skin, cold hands and feet, easy bruising, unusual bleeding.''Common Lamictal side effects may include:''headache, dizziness;blurred vision, double vision;tremor, loss of coordination;dry mouth, nausea, vomiting, stomach pain, diarrhea;fever, sore throat, runny nose;drowsiness, tired feeling;back pain; orsleep problems (insomnia).''This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.''''"
What other drugs will affect Lamictal?,"''Sometimes it is not safe to use certain medications at the same time. Some drugs can affect your blood levels of other drugs you take, which may increase side effects or make the medications less effective. Tell your doctor if you take any of the following medication, as these drugs may affect Lamictal;''anti-epileptic medications including valproic acid, divalproex sodium, carbamazepine, phenytoin, phenobarbital, or primidone;antibiotics, such as rifampin;birth control pills called oral contraceptives; orhuman immunodeficiency virus (HIV) medications including lopinavir/ritonavir or atazanavir/lopinavir''Other drugs may interact with lamotrigine, including prescription and over-the-counter medicines, vitamins, and herbal products. Tell your doctor about all your current medicines and any medicine you start or stop using.''''"
What is lamotrigine? Lamotrigine,"''Lamotrigine is an anti-epileptic medication, also called an anticonvulsant.''Lamotrigine is used alone or with other medications to treat epileptic seizures in adults and children. Lamotrigine is also used to delay mood episodes in adults with bipolar disorder (manic depression).''Immediate-release lamotrigine can be used in children as young as 2 years old when it is given as part of a combination of seizure medications. However, this form should not be used as a single medication in a child or teenager who is younger than 16 years old.''Extended-release lamotrigine is for use only in adults and children who are at least 13 years old.''Lamotrigine may also be used for purposes not listed in this medication guide.''''"
Important Information Lamotrigine,"''Lamotrigine may cause a severe or life-threatening skin rash, especially in children and in people who take a very high starting dose, or those who also take valproic acid (Depakene) or divalproex (Depakote). Seek emergency medical attention if you have a skin rash, hives, blistering, peeling, or sores in your mouth or around your eyes.''Call your doctor at once if you have signs of other serious side effects, including: fever, swollen glands, severe muscle pain, bruising or unusual bleeding, yellowing of your skin or eyes, headache, neck stiffness, vomiting, confusion, or increased sensitivity to light.''Some people have thoughts about suicide while taking lamotrigine. Stay alert to changes in your mood or symptoms. Report any new or worsening symptoms to your doctor.''''"
Before taking this medicine Lamotrigine,"''You should not take lamotrigine if you are allergic to it.''Lamotrigine may cause a severe or life-threatening skin rash, especially in children and in people who take a very high starting dose, or those who also take valproic acid (Depakene) or divalproex (Depakote).''Tell your doctor if you have ever had:''a rash or allergic reaction after taking another seizure medication;kidney or liver disease;heart problems such as heart block or irregular heartbeats;depression, suicidal thoughts or actions; ormeningitis (inflammation of the tissue that covers the brain and spinal cord) after taking lamotrigine.''Some people have thoughts about suicide while taking lamotrigine. Your doctor will need to check your progress at regular visits. Your family or other caregivers should also be alert to changes in your mood or symptoms.''Do not start or stop taking seizure medication during pregnancy without your doctor's advice. Having a seizure during pregnancy could harm both mother and baby. Tell your doctor right away if you become pregnant.''If you are pregnant, your name may be listed on a pregnancy registry to track the effects of lamotrigine on the baby.''Birth control pills can make lamotrigine less effective, resulting in increased seizures. Tell your doctor if you start or stop using birth control pills. Your lamotrigine dose may need to be changed.''It may not be safe to breastfeed while using  lamotrigine. Ask your doctor about any risk.''''"
How should I take lamotrigine? Lamotrigine,"''Follow all directions on your prescription label and read all medication guides or instruction sheets. Your doctor may occasionally change your dose. Use the medicine exactly as directed.''Taking too much lamotrigine at the start of treatment may increase your risk of a severe life-threatening skin rash.''You may need frequent blood tests to help your doctor make sure you are taking the right dose.''Extended-release and immediate-release lamotrigine may be used for different conditions. Always check your refills to make sure you have received the correct size, color, and shape of tablet. Avoid medication errors by using only the form and strength your doctor prescribes.''If you switch to lamotrigine from another seizure medicine, carefully follow your doctor's instructions about the timing and dosage of your medicine.''Swallow the tablet whole and do not crush, chew, or break it.''Read and carefully follow any Instructions for Use provided with the orally disintegrating or dispersible tablets. Ask your doctor or pharmacist if you do not understand these instructions.''Do not stop using lamotrigine suddenly, even if you feel fine. Stopping suddenly may cause increased seizures. Follow your doctor's instructions about tapering your dose.''In case of emergency, wear or carry medical identification to let others know you use seizure medication.''Lamotrigine may affect a drug-screening urine test and you may have false results. Tell the laboratory staff that you use lamotrigine.''Store at room temperature away from light and moisture.''''What happens if I miss a dose?''Take the medicine as soon as you can, but skip the missed dose if it is almost time for your next dose. Do not take two doses at one time.''Get your prescription refilled before you run out of medicine completely.''''"
What happens if I overdose? Lamotrigine,"''Seek emergency medical attention or call the Poison Help line at 1-800-222-1222.''Overdose symptoms may include blurred vision, problems with coordination, increased seizures, feeling light-headed, or fainting.''''"
What should I avoid while taking lamotrigine? Lamotrigine,''Avoid driving or hazardous activity until you know how  lamotrigine will affect you. Your reactions could be impaired.''''
Lamotrigine side effects,"''Get emergency medical help if you have signs of an allergic reaction (hives, difficult breathing, swelling in your face or throat) or a severe skin reaction (fever, sore throat, burning eyes, skin pain, red or purple skin rash with blistering and peeling).''If you have to stop taking lamotrigine because of a serious skin rash, you may not be able to take it again in the future.''Report any new or worsening symptoms to your doctor, such as: mood or behavior changes, depression, anxiety, or if you feel agitated, hostile, restless, hyperactive (mentally or physically), or have thoughts about suicide or hurting yourself.''Call your doctor at once if you have:''fast, slow, or pounding heartbeats or fluttering in your chest;chest pain, shortness of breath;fever, swollen glands, weakness, severe muscle pain;any skin rash, especially with blistering or peeling;painful sores in your mouth or around your eyes;headache, neck stiffness, increased sensitivity to light, nausea, vomiting, confusion, drowsiness;jaundice (yellowing of the skin or eyes); orpale skin, cold hands and feet, easy bruising, unusual bleeding.''Common side effects may include:''headache, dizziness;blurred vision, double vision;tremor, loss of coordination;dry mouth, nausea, vomiting, stomach pain, diarrhea;fever, sore throat, runny nose;drowsiness, tired feeling;back pain; orsleep problems (insomnia).''This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.''''"
What other drugs will affect lamotrigine? Lamotrigine,"''Sometimes it is not safe to use certain medications at the same time. Some drugs can affect your blood levels of other drugs you take, which may increase side effects or make the medications less effective.''Other drugs may affect lamotrigine, including prescription and over-the-counter medicines, vitamins, and herbal products. Tell your doctor about all your current medicines and any medicine you start or stop using.''''"
What is lansoprazole? Lansoprazole,"''Lansoprazole is a proton pump inhibitor. Lansoprazole decreases the amount of acid produced in the stomach.''Lansoprazole is used to treat and prevent stomach and intestinal ulcers, erosive esophagitis (damage to the esophagus from stomach acid), and other conditions involving excessive stomach acid such as Zollinger-Ellison syndrome.''Over-the-counter lansoprazole (Prevacid OTC) is used to treat frequent heartburn that happens 2 or more days per week. This medicine is not for the immediate relief of heartburn symptoms.''"
Important Information Lansoprazole,"''Lansoprazole can cause kidney problems. Tell your doctor if you are urinating less than usual, or if you have blood in your urine.''This medicine can cause diarrhea, which may be a sign of a new infection. Call your doctor if you have diarrhea that is watery or has blood in it.''Lansoprazole may cause new or worsening symptoms of lupus. Tell your doctor if you have joint pain and a skin rash on your cheeks or arms that worsens in sunlight.''You may be more likely to have a broken bone while taking this medicine long term or more than once per day.''If you also take sucralfate (Carafate), avoid taking it at the same time you take this medicine. Sucralfate can make it harder for your body to absorb lansoprazole. Wait at least 30 minutes after taking this medicine before you take sucralfate.''"
Before taking this medicine Lansoprazole,"''You should not use lansoprazole if you are allergic to it, or if you take any medicine that contains rilpivirine (Edurant, Complera, Odefsey).''Heartburn can mimic early symptoms of a heart attack. Get emergency medical help if you have chest pain that spreads to your jaw or shoulder and you feel anxious or light-headed.''Tell your doctor if you have ever had:''liver disease;lupus;low levels of magnesium in your blood; orosteoporosis or low bone mineral density (osteopenia).''Do not use over-the-counter lansoprazole (Prevacid OTC) without the advice of a doctor if you have:''trouble or pain with swallowing;bloody or black stools; vomit that looks like blood or coffee grounds;heartburn that has lasted for over 3 months;frequent chest pain, heartburn with wheezing;unexplained weight loss;nausea or vomiting, stomach pain; oran electrolyte imbalance or metabolic disorder.''Some forms of lansoprazole may contain phenylalanine. Tell your doctor if you have phenylketonuria (PKU).''You may be more likely to have a broken bone in your hip, wrist, or spine while taking a proton pump inhibitor long-term or more than once per day. Talk with your doctor about ways to keep your bones healthy.''Some conditions are treated with a combination of lansoprazole and antibiotics. Use all medications as directed by your doctor''Do not give lansoprazole to a child younger than 1 year old. Prevacid OTC is not approved for use by anyone younger than 18 years old.''Ask a doctor before using this medicine if you are pregnant or breast-feeding.''"
How should I take lansoprazole? Lansoprazole,"''Use lansoprazole exactly as directed on the label, or as prescribed by your doctor and read all medication guides or instruction sheets.''Lansoprazole is usually taken before eating. Prevacid OTC should be taken in the morning before you eat breakfast.''Read and carefully follow any Instructions for Use provided with your medicine. Ask your doctor or pharmacist if you do not understand these instructions.''Shake the lansoprazole oral suspension (liquid) before you measure a dose. Use the dosing syringe provided, or use a medicine dose-measuring device (not a kitchen spoon).''Swallow the lansoprazole capsule whole and do not crush, chew, break, or open it.''Remove an orally disintegrating tablet from the package only when you are ready to take the medicine. Place the tablet in your mouth and allow it to dissolve, without chewing. Swallow several times as the tablet dissolves.''Use lansoprazole for the full prescribed length of time, even if your symptoms quickly improve.''Prevacid OTC should be taken only once daily for 14 days. It may take up to 4 days for full effect. Allow at least 4 months to pass before you start another 14-day treatment with Prevacid OTC.''Call your doctor if your symptoms do not improve or if they get worse while you are taking lansoprazole. If you take Prevacid OTC, call your doctor if your heartburn gets worse over the 14-day treatment, or if you need treatment more than once every 4 months.''Some conditions are treated with a combination of lansoprazole and antibiotics. Use all medications as directed.''If you use lansoprazole for longer than 3 years, you could develop a vitamin B-12 deficiency. Talk to your doctor about how to manage this condition if you develop it.''Store at room temperature away from moisture, heat, and light. Do not freeze the liquid medicine.''''What happens if I miss a dose?''Take the medicine as soon as you can, but skip the missed dose if it is almost time for your next dose. Do not take two doses at one time.''"
What happens if I overdose? Lansoprazole,''Seek emergency medical attention or call the Poison Help line at 1-800-222-1222.''
What should I avoid while taking lansoprazole? Lansoprazole,"''This medicine can cause diarrhea, which may be a sign of a new infection. If you have diarrhea that is watery or bloody, call your doctor before using anti-diarrhea medicine.''"
Lansoprazole side effects,"''Get emergency medical help if you have signs of an allergic reaction ro lansoprazole: hives; difficulty breathing; swelling of your face, lips, tongue, or throat.''Call your doctor at once if you have:''severe stomach pain, diarrhea that is watery or bloody;new or unusual pain in your wrist, back, hip, or thigh;a seizure (convulsions);kidney problems - little or no urination, blood in your urine, swelling, rapid weight gain;low magnesium - dizziness, fast or irregular heart rate, tremors (shaking) or jerking muscle movements, feeling jittery, muscle cramps, muscle spasms in your hands and feet, cough or choking feeling; ornew or worsening symptoms of lupus - joint pain, and a skin rash on your cheeks or arms that worsens in sunlight.''Taking lansoprazole long-term may cause you to develop stomach growths called fundic gland polyps. Talk with your doctor about this risk.''If you use lansoprazole for longer than 3 years, you could develop a vitamin B-12 deficiency. Talk to your doctor about how to manage this condition if you develop it.''Common lansoprazole side effects may include:''nausea, stomach pain;diarrhea, constipation; orheadache.''This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.''''"
What is Lantus?,"''Lantus (insulin glargine) is a man-made form of a hormone (insulin) that is produced in the body. Insulin is a hormone that works by lowering levels of glucose (sugar) in the blood. Insulin glargine is a long-acting insulin that starts to work several hours after injection and keeps working evenly for 24 hours.''Lantus is used to improve blood sugar control in adults and children with diabetes mellitus.''Lantus is for use in adults with type 1 or type 2 diabetes, and in children at least 6 years old with type 1 diabetes.''Some brands of insulin glargine are for use only in adults. Carefully follow all instructions for the brand of insulin glargine you are using.''"
Important information Lantus,"''You should not use Lantus if you are having an episode of hypoglycemia (low blood sugar), or if you are in a state of diabetic ketoacidosis (call your doctor for treatment).''Never share a Lantus injection pen or cartridge with another person. Sharing injection pens or cartridges can allow disease such as hepatitis or HIV to pass from one person to another.''Not all insulin glargine brands are equal in dosing. Follow your doctor’s instructions when changing from one brand to another. If there are any changes in the brand, strength, or type of insulin you use, your dosage needs may change.''Lantus is only part of a complete program of treatment that may also include diet, exercise, weight control, foot care, eye care, dental care, and testing your blood sugar. Follow your diet, medication, and exercise routines very closely. Changing any of these factors can affect your blood sugar levels.''"
Lantus side effects,"''Get emergency medical help if you have signs of an allergy reaction to Lantus: redness or swelling where an injection was given, itchy skin rash over the entire body, trouble breathing, fast heartbeats, feeling like you might pass out, or swelling in your tongue or throat.''Call your doctor at once if you have:''weight gain, swelling in your hands or feet, feeling short of breath; orsigns of low potassium - leg cramps, constipation, irregular heartbeats, fluttering in your chest, increased thirst or urination, numbness or tingling, muscle weakness or limp feeling.''Common Lantus side effects may include:''low blood sugar;itching, mild skin rash; orthickening or hollowing of the skin where you injected the medicine.''This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.''''"
