Questions,Answer
How should I take  Jadenu Sprinkle?,"''Your doctor may perform certain tests to make sure you do not have conditions that would prevent you from safely using Jadenu Sprinkle.''Follow all directions on your prescription label and read all medication guides or instruction sheets. Use the medicine exactly as directed.''Take  Jadenu Sprinkle at the same time every day.''Take Exjade on an empty stomach at least 30 minutes before eating.''You may take Jadenu on an empty stomach or with a small low-fat meal.''Swallow the Jadenu tablet whole with a full glass of water. If you cannot swallow the Jadenu tablet whole, you may crush the tablet and mix it with yogurt, applesauce, or other soft food.''To take Jadenu Sprinkles, open the packet and sprinkle the medicine into a spoonful of soft food.''After mixing a crushed tablet or sprinkles with soft food, swallow the mixture right away without chewing. Do not save it for later use.''Do not chew or crush the Exjade dispersible tablet, and do not swallow it whole. Place the tablet into a glass of apple juice, orange juice, or water and allow the tablet to disperse in the liquid. The tablet will not dissolve completely. Drink this mixture right away. To make sure you get the entire dose, add a little more liquid to the same glass, swirl gently and drink right away.''If you take less than 1000 milligrams (1 gram) daily, dissolve the Exjade dispersible tablet in about one-half cup of apple juice, orange juice, or water. If you take more than 1000 milligrams daily, dissolve the tablet in about 1 cup of apple juice, orange juice, or water.''You may need frequent blood tests. Your kidney or liver function may also need to be checked every 6 months, and you may need a liver biopsy.''Store at room temperature, away from moisture and heat.''''What happens if I miss a dose?''Take the medicine as soon as you can, but skip the missed dose if it is almost time for your next dose. Do not take two doses at one time.''''"
What happens if I overdose? Jadenu Sprinkle,''Seek emergency medical attention or call the Poison Help line at 1-800-222-1222.''''
What should I avoid while taking  Jadenu Sprinkle?,"''Do not use other iron-chelating medicines such as deferoxamine (Desferal), unless your doctor has told you to.''Do not take antacids that contain aluminum, such as Amphojel, Gaviscon, Maalox, Mi-Acid, Mylanta, Rulox, and others.''Jadenu Sprinkle may impair your thinking or reactions. Be careful if you drive or do anything that requires you to be alert.''''"
 Jadenu Sprinkle side effects,"''Get emergency medical help if you have signs of an allergic reaction (hives, difficult breathing, swelling in your face or throat) or a severe skin reaction (fever, sore throat, burning in your eyes, skin pain, red or purple skin rash that spreads and causes blistering and peeling).''Stop using Jadenu Sprinkle and call your doctor at once if you have:''problems with vision or hearing;kidney problems--little or no urination, swelling in your feet or ankles, feeling tired or short of breath;liver problems--nausea, upper stomach pain, itching, tired feeling, loss of appetite, dark urine, clay-colored stools, jaundice (yellowing of the skin or eyes);low blood cell counts--fever, chills, mouth sores, skin sores, pale skin, easy bruising, unusual bleeding, cold hands and feet, feeling light-headed or short of breath; orsigns of stomach bleeding--bloody or tarry stools, coughing up blood or vomit that looks like coffee grounds.''Serious side effects may be more likely in older adults.''Common side effects may include:''nausea, vomiting, stomach pain;diarrhea; orskin rash.''This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.''''"
What is Jakafi?,"''Jakafi (ruxolitinib) works by blocking certain enzymes in the body that affect blood cell production.''Jakafi is used in adults to treat myelofibrosis or polycythemia vera, which are bone marrow disorders that that affect your body's ability to produce blood cells.''Jakafi is also used to treat acute graft versus host disease (GVHD) in adults and children 12 years of age and older who have taken corticosteroids and they did not work well enough.''Jakafi is usually given after other treatments have failed.''"
Important Information Jakafi,"''You should not use Jakafi if you are allergic to ruxolitinib, or if you have severe kidney disease.''Before you take this medicine, tell your doctor if you have liver or kidney disease, if you are on dialysis, or if you are pregnant.''You should not breast-feed while you are using this medicine.''To be sure Jakafi is helping your condition and not causing harmful effects, your blood will need to be tested often. This will help your doctor determine the best dose for you to use. When you first start taking this medicine, your blood will need to be tested every 2 to 4 weeks. Do not miss any follow-up visits to your doctor.''Grapefruit and grapefruit juice may interact with Jakafi and can affect the amount of the medication in your blood. Discuss the use of grapefruit products with your doctor.''Follow all directions on your medicine label and package. Tell each of your healthcare providers about all your medical conditions, allergies, and all medicines you use.''"
Before taking this medicine Jakafi,"''You should not use Jakafi if you are allergic to ruxolitinib.''Tell your doctor if you have ever had tuberculosis or if anyone in your household has tuberculosis. Also tell your doctor if you have recently traveled. Tuberculosis and some fungal infections are more common in certain parts of the world, and you may have been exposed during travel.''To make sure Jakafi is safe for you, tell your doctor if you have ever had:''any type of chronic infection;kidney disease (or if you are on dialysis);liver disease (especially hepatitis B);skin cancer; orhigh cholesterol or triglycerides (types of fat in the blood).''Using Jakafi may increase your risk of developing skin cancer. Talk to your doctor about this risk and what skin symptoms to watch for.''It is not known whether ruxolitinib will harm an unborn baby. Tell your doctor if you are pregnant or plan to become pregnant.''You should not breastfeed while you are using Jakafi, and for at least 2 weeks after your last dose.''Jakafi is not approved to treat myelofibrosis or polycythemia vera in anyone younger than 18 years old.''"
How should I take Jakafi?,"''Take Jakafi exactly as prescribed by your doctor. Follow all directions on your prescription label and read all medication guides or instruction sheets.''Your doctor may occasionally change your dose. You will need frequent medical tests to help your doctor determine the best dose. When you first start taking Jakafi, your blood will need to be tested every 2 to 4 weeks.''You may take Jakafi with or without food. The Jakafi tablet can also be given through a nasogastric (NG) feeding tube.''Read and carefully follow any Instructions for Use provided with your medicine. Ask your doctor or pharmacist if you do not understand these instructions.''Store at room temperature away from moisture and heat.''You should not stop using Jakafi suddenly. Follow your doctor's instructions about tapering your dose.''You may be given other medications to help prevent infection. Keep using these medicines for as long as your doctor has prescribed.''"
Jakafi dosing information,"''Usual Adult Dose for Myeloproliferative Disorder:''Initial Dose:-Platelets greater than 200 x 10(9)/L: 20 mg orally twice a day-Platelets 100 to 200 x 10(9)/L: 15 mg orally twice a day-Platelets 50 to less than 100 x 10(9)/L: 5 mg orally twice a dayMaximum dose:-Starting platelets 100 x 10(9)/L or greater: 25 mg twice a day-Starting platelets 50 to less than 100 x 10(9)/L: 10 mg twice a dayDuration of therapy: 6 months if no spleen reduction or symptom improvementComments:-Doses may be titrated based on safety and efficacy.-If efficacy is considered insufficient and platelet and neutrophil counts are adequate, doses may be increased by a maximum of 5 mg twice daily.-The starting dose should not be increased within the first four weeks of treatment and thereafter no more frequently than at 2 week intervals.Uses: Intermediate or high-risk myelofibrosis, including primary myelofibrosis, post-polycythemia vera myelofibrosis, and post-essential thrombocythemia myelofibrosis''''What happens if I miss a dose?''Take the medicine as soon as you can, but skip the missed dose if it is almost time for your next dose. Do not take two doses at one time.''"
What happens if I overdose? Jakafi,''Seek emergency medical attention or call the Poison Help line at 1-800-222-1222.''
What should I avoid while taking Jakafi?,''Grapefruit may interact with ruxolitinib and lead to unwanted side effects. Avoid the use of grapefruit products.''
Jakafi side effects,"''Get emergency medical help if you have signs of an allergic reaction to Jakafi: hives; difficult breathing; swelling of your face, lips, tongue, or throat.''Some side effects may be similar to the symptoms of myelofibrosis. Call your doctor at once if you have:''blisters or painful skin rash;changes in the size, shape, or color of a mole or skin lesion;problems with speech, thought, vision, or muscle movement (these symptoms may start gradually and get worse quickly);nausea, vomiting, weakness, general ill feeling;pain or burning when you urinate;low blood cell counts - fever, chills, tiredness, mouth sores, skin sores, easy bruising, unusual bleeding, pale skin, cold hands and feet, feeling light-headed or short of breath; orsigns of tuberculosis: fever, cough, night sweats, loss of appetite, weight loss, and feeling very tired.''Common Jakafi side effects include:''low blood cell counts;fluid retention;diarrhea;dizziness; orheadache.''This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.''''"
What is Jalyn?,"''Jalyn contains a combination of dutasteride and tamsulosin. Dutasteride prevents testosterone from converting to dihydrotestosterone (DHT) in the body. DHT is involved in the development of benign prostatic hyperplasia (BPH).''Tamsulosin relaxes the muscles in the prostate and bladder neck, making it easier to urinate.''Jalyn is used to treat benign prostatic hyperplasia (BPH) in men with an enlarged prostate.''"
Important Information Jalyn,"''Jalyn should never be handled or taken by a woman, a child, or a teenager. Dutasteride can be absorbed through the skin. This medication can cause birth defects if a woman is exposed to it during pregnancy. The capsules should not be handled by a woman who is pregnant or who may become pregnant. If a woman accidentally comes into contact with the medication from a leaking capsule, wash the area with soap and water right away. Do not donate blood while taking Jalyn and for at least 6 months after your treatment ends. Dutasteride can be carried in the blood and could cause birth defects if a pregnant women receives a transfusion with blood that contains dutasteride.''You should not use Jalyn if you are allergic to dutasteride (Avodart) or tamsulosin (Flomax). Do not take this medicine if you are also taking alfuzosin (Uroxatral), doxazosin (Cardura), prazosin (Minipress), silodosin (Rapaflo), tamsulosin (Flomax), or terazosin (Hytrin).''There are many other drugs that can interact with dutasteride and tamsulosin. Tell your doctor about all medications you use.''Jalyn should never be taken by a woman, a child, or a teenager.''Jalyn may increase your risk of developing prostate cancer. Your doctor will perform tests to make sure you do not have other conditions that would prevent you from safely using this medicine.''Tamsulosin can affect your pupils during cataract surgery. Tell your eye surgeon ahead of time that you are using this medication. Do not stop using Jalyn before surgery unless your surgeon tells you to.''"
Before taking this medicine Jalyn,"''Jalyn should never be taken by a woman, a child, or a teenager. Dutasteride can be absorbed through the skin, and women or children should not be permitted to handle Jalyn capsules.''You should not use this medicine if you are allergic to dutasteride, finasteride, or tamsulosin.''You should not take this medicine while you are taking tamsulosin (Flomax) or similar medicines, such as alfuzosin, doxazosin, prazosin, silodosin, or terazosin.''Tell your doctor if you have ever had:''low blood pressure;high blood pressure;liver disease;prostate cancer; oran allergy to sulfa drugs or to finasteride (Propecia, Proscar).''Tamsulosin can affect your pupils. If you have cataract surgery, tell your surgeon ahead of time that you use this medicine.''Using Jalyn may increase your risk of developing prostate cancer. Ask your doctor about this risk.''Jalyn is not for use by women. This medicine can cause birth defects if a woman is exposed to it during pregnancy. The capsules should not be handled by a woman who is pregnant or who may become pregnant.''If a woman accidentally comes into contact with this medication from a leaking capsule, wash the area with soap and water right away.''"
How should I take Jalyn?,"''Take Jalyn exactly as prescribed by your doctor. Follow all directions on your prescription label and read all medication guides or instruction sheets. Use the medicine exactly as directed.''Your doctor will perform blood tests to make sure you do not have conditions that would prevent you from safely using Jalyn.''Take Jalyn approximately 30 minutes after a meal, at the same time each day.''Swallow the capsule whole and do not crush, chew, break, or open it. A broken or leaking capsule can irritate your lips, mouth, or throat.''You will need frequent medical tests. Your doctor will also test your prostate specific antigen (PSA) to check for prostate cancer.''Store at room temperature away from moisture and heat. Do not use a capsule that has been exposed to high heat, which can cause the capsule to change shape or color.''It may take up to 6 months before your symptoms improve. Keep using the medication as directed and tell your doctor if your symptoms do not improve.''"
Jalyn dosing information,"''Usual Adult Dose for Benign Prostatic Hyperplasia:''Dutasteride 0.5 mg-Tamsulosin 0.4 mg orally once a day approximately 30 minutes after the same meal each dayUse: Treatment of symptomatic benign prostatic hyperplasia (BPH) in men with an enlarged prostate.''''What happens if I miss a dose?''Take the missed dose 30 minutes after your next meal, but skip the missed dose if it is almost time for your next dose. Do not take two doses at one time.''Call your doctor if you miss your doses for several days in a row. You may need to restart the medicine at a lower dose.''"
What happens if I overdose? Jalyn,''Seek emergency medical attention or call the Poison Help line at 1-800-222-1222.''Overdose symptoms may include extreme dizziness or fainting.''
What should I avoid while taking Jalyn?,"''Do not donate blood while taking this medicine and for at least 6 months after your last dose. Dutasteride can be carried in the blood and could cause birth defects if a pregnant women receives a transfusion with blood that contains dutasteride.''Avoid getting up too fast from a sitting or lying position, or you may feel dizzy.''Avoid driving or hazardous activity until you know how this medicine will affect you. Your reactions could be impaired.''"
Jalyn side effects,"''Get emergency medical help if you have signs of an allergic reaction to Jalyn (hives, difficult breathing, swelling in your face or throat) or a severe skin reaction (fever, sore throat, burning eyes, skin pain, red or purple skin rash with blistering and peeling).''Stop using Jalyn and call your doctor at once if you have:''a light-headed feeling, like you might pass out; orpenis erection that is painful or lasts 4 hours or longer.''Common Jalyn side effects may include:''dizziness;depressed mood;decreased libido (sex drive);decreased amount of semen released during sex;impotence (trouble getting or keeping an erection);breast tenderness or enlargement;nipple discharge; orrunny nose.''This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.''''"
What is  Jantoven?,"''Jantoven is an anticoagulant (blood thinner). This medicine reduces the formation of blood clots.''Jantoven is used to treat or prevent blood clots in veins or arteries, which can reduce the risk of stroke, heart attack, or other serious conditions.''Jantoven may also be used for purposes not listed in this medication guide.''''"
Important Information Jantoven,"''You should not take Jantoven if you are prone to bleeding because of a medical condition, if you have an upcoming surgery, or if you need a spinal tap or epidural. Do not take this medicine if you cannot take it on time every day.''Jantoven increases your risk of severe or fatal bleeding, especially if you have certain medical conditions, if you are 65 or older, or if you have had a stroke, or bleeding in your stomach or intestines. Seek emergency help if you have any bleeding that will not stop.''Call your doctor at once if you have other signs of bleeding such as: swelling, pain, feeling very weak or dizzy, unusual bruising, bleeding gums, nosebleeds, heavy menstrual periods or abnormal vaginal bleeding, blood in your urine, bloody or tarry stools, coughing up blood or vomit that looks like coffee grounds.''Many other drugs can increase your risk of bleeding when used with Jantoven. Tell your doctor about all medicines you have recently used.''Avoid making any changes in your diet without first talking to your doctor. Some foods can make Jantoven less effective.''''"
Before taking this medicine Jantoven,"''You should not take Jantoven if you are allergic to it, or if:''you have very high blood pressure;you recently had or will have surgery on your brain, spine, or eye;you undergo a spinal tap or spinal anesthesia (epidural); oryou cannot take Jantoven on time every day.''You also should not take Jantoven if you are are prone to bleeding because of a medical condition, such as:''a blood cell disorder (such as low red blood cells or low platelets);ulcers or bleeding in your stomach, intestines, lungs, or urinary tract;an aneurysm or bleeding in the brain; oran infection of the lining of your heart.''Do not take Jantoven if you are pregnant, unless your doctor tells you to. This medicine can cause birth defects, but preventing blood clots may outweigh any risks to the baby. If you are not pregnant, use effective birth control to prevent pregnancy while taking this medicine and for at least 1 month after your last dose. Tell your doctor right away if you become pregnant.''Jantoven can make you bleed more easily, especially if you have ever had:''high blood pressure or serious heart disease;kidney disease;cancer or low blood cell counts;an accident or surgery;bleeding in your stomach or intestines;a stroke; orif you are 65 or older.''To make sure Jantoven is safe for you, tell your doctor if you have ever had:''diabetes;congestive heart failure;liver disease, kidney disease (or if you are on dialysis);a hereditary clotting deficiency; orlow blood platelets after receiving heparin.''It is not known whether warfarin passes into breast milk. Watch for signs of bruising or bleeding in the baby if you take warfarin while you are breast-feeding a baby.''''"
How should I take  Jantoven?,"''Follow all directions on your prescription label. Your doctor may occasionally change your dose. Do not take Jantoven in larger or smaller amounts or for longer than your doctor tells you to.''Take Jantoven at the same time every day, with or without food. Never take a double dose.''Jantoven can make it easier for you to bleed. Seek emergency help if you have any bleeding that will not stop.''You will need frequent ""INR"" or prothrombin time tests (to measure your blood-clotting time and determine your Jantoven dose). You must remain under the care of a doctor while taking this medicine.''If you receive Jantoven in a hospital, call or visit your doctor 3 to 7 days after you leave the hospital. Your INR will need to be tested at that time. Do not miss any follow-up appointments.''Tell your doctor if you are sick with diarrhea, fever, chills, or flu symptoms, or if your body weight changes.''You may need to stop taking Jantoven 5 to 7 days before having any surgery, dental work, or a medical procedure. Call your doctor for instructions.''Wear a medical alert tag or carry an ID card stating that you take Jantoven. Any medical care provider who treats you should know that you are taking  Jantoven.''Store at room temperature away from heat, moisture, and light.''''What happens if I miss a dose?''Take the missed dose as soon as you remember. Skip the missed dose if it is almost time for your next scheduled dose. Do not take extra medicine to make up the missed dose.''''"
What happens if I overdose? Jantoven,''Seek emergency medical attention or call the Poison Help line at 1-800-222-1222. An overdose can cause excessive bleeding.''''
What should I avoid while taking  Jantoven?,"''Avoid activities that may increase your risk of bleeding or injury. Use extra care to prevent bleeding while shaving or brushing your teeth. You may still bleed more easily for several days after you stop taking Jantoven.''Avoid making any changes in your diet without first talking to your doctor. Foods that are high in vitamin K (liver, leafy green vegetables, or vegetable oils) can make Jantoven less effective. If these foods are part of your diet, eat a consistent amount on a weekly basis.''Grapefruit juice, cranberry juice, noni juice, and pomegranate juice may interact with Jantoven and lead to unwanted side effects. Avoid the use of these juice products while taking this medicine.''Avoid drinking alcohol.''Ask your doctor before using any medicine for pain, arthritis, fever, or swelling. This includes aspirin, ibuprofen (Advil, Motrin), naproxen (Aleve), celecoxib (Celebrex), diclofenac, indomethacin, meloxicam, and others. These medicines may affect blood clotting and may also increase your risk of stomach bleeding.''''"
 Jantoven side effects,"''Get emergency medical help if you have signs of an allergic reaction: hives; difficult breathing; swelling of your face, lips, tongue, or throat.''Jantoven increases your risk of bleeding, which can be severe or life-threatening. Call your doctor at once if you have any signs of bleeding such as:''sudden headache, feeling very weak or dizzy;swelling, pain, unusual bruising;bleeding gums, nosebleeds;bleeding from wounds or needle injections that will not stop;heavy menstrual periods or abnormal vaginal bleeding;blood in your urine, bloody or tarry stools; orcoughing up blood or vomit that looks like coffee grounds.''Clots formed by Jantoven may block normal blood flow, which could lead to tissue death or amputation of the affected body part. Get medical help at once if you have:''pain, swelling, hot or cold feeling, skin changes, or discoloration anywhere on your body; orsudden and severe leg or foot pain, foot ulcer, purple toes or fingers.''Bleeding is the most common side effect of warfarin.''This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.''''"
What is Janumet?,''Janumet contains a combination of metformin and sitagliptin. Metformin and sitagliptin are oral diabetes medicines that help control blood sugar levels.''Metformin works by decreasing glucose (sugar) production in the liver and decreasing absorption of glucose by the intestines. Sitagliptin works by regulating the levels of insulin your body produces after eating.''Janumet is used together with diet and exercise to improve blood sugar control in adults with type 2 diabetes mellitus.''Janumet is not used to treat type 1 diabetes.''
Important information Janumet,"''You should not use Janumet if you have severe kidney disease or diabetic ketoacidosis (call your doctor for treatment with insulin).''Janumet may cause a serious condition called lactic acidosis. Get emergency medical help if you have even mild symptoms such as: muscle pain or weakness, numb or cold feeling in your arms and legs, trouble breathing, stomach pain, nausea with vomiting, slow or uneven heart rate, dizziness, or feeling very weak or tired.''Janumet may also lead to a serious condition called pancreatitis. Call your doctor right away if you have severe stomach pains with or without vomiting.''"
Before taking this medicine Janumet,"''You should not use Janumet if you are allergic to metformin or sitagliptin (Januvia), or if you have severe kidney disease.''To make sure Janumet is safe for you, tell your doctor if you have ever had:''kidney disease (your kidney function may need to be checked before you take this medicine);liver disease;heart disease;pancreatitis;high triglycerides (a type of fat in the blood);gallstones; oralcoholism.''Some people taking metformin develop a serious condition called lactic acidosis. This may be more likely if you have liver or kidney disease, congestive heart failure, surgery, a heart attack or stroke, a severe infection, if you are 65 or older, if you are dehydrated, or if you drink a lot of alcohol. Talk with your doctor about your risk.''If you need to have surgery or any type of x-ray or CT scan using a dye that is injected into your veins, you may need to temporarily stop taking Janumet. Be sure your caregivers know ahead of time that you are using this medication.''Follow your doctor's instructions about using Janumet if you are pregnant or you become pregnant. Blood sugar control is very important during pregnancy, and your dose needs may be different during each trimester of pregnancy. Having high blood sugar may cause complications in both the mother and the baby.''It may not be safe to breastfeed while using this medicine. Ask your doctor about any risk. Your dose needs may also be different while you are breastfeeding.''Janumet is not approved for use by anyone younger than 18 years old.''"
How should I take Janumet?,"''Take Janumet exactly as prescribed by your doctor. Follow all directions on your prescription label. Do not take this medicine in larger or smaller amounts or for longer than recommended.''Take Janumet with meals.''Do not crush, chew, or break an extended-release tablet. Swallow it whole.''Janumet tablets may not completely dissolve in the body. Part of the tablet may appear in your stool. This is a normal side effect of Janumet and will not make the medicine less effective.''Call your doctor if you see a tablet in your stool several times.''You may have low blood sugar (hypoglycemia) and feel very hungry, dizzy, irritable, confused, anxious, or shaky. To quickly treat hypoglycemia, eat or drink a fast-acting source of sugar (fruit juice, hard candy, crackers, raisins, or non-diet soda).''Your doctor may prescribe a glucagon injection kit in case you have severe hypoglycemia. Be sure your family or close friends know how to give you this injection in an emergency.''Also watch for signs of high blood sugar (hyperglycemia) such as increased thirst or urination, blurred vision, headache, and tiredness.''Blood sugar levels can be affected by stress, illness, surgery, exercise, alcohol use, or skipping meals. Ask your doctor before changing your dose or medication schedule.''Janumet is only part of a complete treatment program that may also include diet, exercise, weight control, regular blood sugar testing, and special medical care. Follow your doctor's instructions very closely.''Store at room temperature away from moisture and heat.''''What happens if I miss a dose?''Take the missed dose as soon as you remember (be sure to take the medicine with food). Skip the missed dose if it is almost time for your next scheduled dose. Do not take extra medicine to make up the missed dose.''"
What happens if I overdose? Janumet,"''Seek emergency medical attention or call the Poison Help line at 1-800-222-1222. You may have severely low blood sugar (extreme weakness, nausea, tremors, sweating, confusion, trouble speaking, fast heartbeats, or seizure).''"
What should I avoid while taking Janumet?,''Avoid drinking alcohol. It lowers blood sugar and may increase your risk of lactic acidosis.''
Janumet side effects,"''Get emergency medical help if you have signs of an allergic reaction to Janumet: (hives, difficult breathing, swelling in your face or throat) or a severe skin reaction (fever, sore throat, burning in your eyes, skin pain, red or purple skin rash that spreads and causes blistering and peeling).''Stop taking this medicine and call your doctor right away if you have symptoms of pancreatitis: severe pain in your upper stomach spreading to your back, nausea and vomiting, loss of appetite, or fast heartbeats.''Some people develop lactic acidosis while taking metformin. Early symptoms may get worse over time and this condition can be fatal. Stop taking this medicine and get emergency medical help if you have even mild symptoms such as:''unusual muscle pain;feeling cold;trouble breathing;feeling dizzy, light-headed, tired, or very weak;stomach pain, nausea with vomiting; orslow or irregular heartbeat.''Call your doctor at once if you have any of these serious side effects:''itching, blisters, breakdown of the outer layer of skin;severe or ongoing pain in your joints;little or no urinating; orshortness of breath (even while lying down), swelling in your legs or feet, rapid weight gain; orsigns of low blood sugar, including headache, sleepiness, dizziness, sweating, feeling jittery, hunger, or fast heartbeat.''Common Janumet side effects may include:''low blood sugar (if you also use insulin or another oral diabetes medication);upset stomach, gas, diarrhea, nausea, vomiting;headache, weakness; orcold symptoms such as runny or stuffy nose, sneezing, sore throat.''This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.''''"
