Questions,Answer
How should I take  Haldol?,"''Follow all directions on your prescription label and read all medication guides or instruction sheets. Your doctor may occasionally change your dose. Use the medicine exactly as directed.''Taking too much Haldol can cause a serious heart rhythm disorder or sudden death. Never take more than your prescribed dose.''You may take Haldol with or without food.''Measure liquid medicine carefully. Use the dosing syringe provided, or use a medicine dose-measuring device (not a kitchen spoon).''It may take several weeks before your symptoms improve. Keep using the medication as directed and tell your doctor if your symptoms do not improve.''Do not stop using Haldol suddenly after long-term use, or you could have unpleasant withdrawal symptoms. Ask your doctor how to safely stop using  Haldol.''Store at room temperature away from moisture, heat, and light. Do not allow liquid medicine to freeze.''''What happens if I miss a dose?''Take the medicine as soon as you can, but skip the missed dose if it is almost time for your next dose. Do not take two doses at one time.''''"
What happens if I overdose? Haldol,''Seek emergency medical attention or call the Poison Help line at 1-800-222-1222. An overdose of  Haldol can be fatal.''''
What should I avoid while taking haloperidol? Haldol,"''Drinking alcohol with  Haldol can cause side effects.''Avoid driving or hazardous activity until you know how this medicine will affect you. Your reactions could be impaired. Avoid getting up too fast from a sitting or lying position, or you may feel dizzy. Dizziness or severe drowsiness can cause falls, fractures, or other injuries.''''"
 Haldol side effects,"''Get emergency medical help if you have signs of an allergic reaction: hives; difficult breathing; swelling of your face, lips, tongue, or throat.''High doses or long-term use of haloperidol can cause a serious movement disorder that may not be reversible. The longer you use Haldol, the more likely you are to develop this disorder, especially if you are a woman or an older adult.''Call your doctor at once if you have:''uncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking or eye movement);muscle spasms in your neck, tightness in your throat, trouble swallowing;rapid changes in mood or behavior;fast or pounding heartbeats, fluttering in your chest, shortness of breath, and sudden dizziness (like you might pass out);cough with mucus, chest pain, feeling short of breath;low white blood cell counts--fever, chills, mouth sores, skin sores, sore throat, cough, trouble breathing; orsevere nervous system reaction--very stiff (rigid) muscles, high fever, sweating, confusion, fast or uneven heartbeats, tremors, feeling like you might pass out.''Common side effects may include:''drowsiness;headache;dizziness, spinning sensation;uncontrolled muscle movements;feeling restless or anxious;sleep problems (insomnia); orbreast enlargement, irregular menstrual periods.''This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.''''"
What is halobetasol topical?,''Halobetasol is a highly potent steroid that helps reduce inflammation in the body.''Halobetasol topical (for the skin) is used to treat inflammation and itching caused by plaque psoriasis or skin conditions that respond to steroid medication.''Halobetasol topical may also be used for purposes not listed in this medication guide.''''
Important Information,"''Follow all directions on your medicine label and package. Tell each of your healthcare providers about all your medical conditions, allergies, and all medicines you use.''''"
Before taking this medicine,"''You should not use halobetasol if you are allergic to it.''Tell your doctor if you have ever had:''any type of skin infection;a skin reaction to any steroid medicine;an adrenal gland disorder;liver disease; orif you plan to have surgery.''Steroid medicines can increase the glucose (sugar) levels in your blood or urine. Tell your doctor if you have diabetes.''It is not known whether  halobetasol topical will harm an unborn baby. Tell your doctor if you are pregnant.''It may not be safe to breastfeed while using this medicine. Ask your doctor about any risk. If you apply halobetasol to your chest, avoid areas that may come into contact with the baby's mouth.''Halobetasol topical is not approved for use by anyone younger than 12 years old. Some brands or forms of this medicine are for use only in adults 18 and over.''Children can absorb larger amounts of this medicine through the skin and may be more likely to have side effects.''''How should I use halobetasol topical?''Follow all directions on your prescription label and read all medication guides or instruction sheets. Use the medicine exactly as directed.''Do not take by mouth. Topical medicine is for use only on the skin. Do not use on open wounds or on sunburned, windburned, dry, or irritated skin. Rinse with water if this medicine gets in your eyes or mouth.''Wash your hands before and after using halobetasol, unless you are using this medicine to treat the skin on your hands.''Shake the foam before each use.''Apply a thin layer of halobetasol topical to the affected skin and rub it in gently. Do not apply this medicine over a large area of skin unless your doctor has told you to.''Do not cover the treated skin area with a bandage or other covering unless your doctor tells you to. Covering treated areas can increase the amount of medicine absorbed through your skin and may cause harmful effects.''If you are treating the diaper area, do not use plastic pants or tight-fitting diapers.''This medicine is for short-term use only (2 weeks, or up to 8 weeks for psoriasis). Follow your doctor's dosing instructions very carefully.''If you use halobetasol to treat plaque psoriasis, you should stop using the medicine once your skin symptoms are controlled.''You may need medical tests to be sure this medicine is not causing harmful effects.''Call your doctor if your symptoms do not improve, or if they get worse.''You should not stop using halobetasol suddenly. Follow your doctor's instructions about tapering your dose.''Store at room temperature away from moisture and heat. Do not freeze.''Keep halobetasol topical foam away from open flame or high heat. The canister may explode if it gets too hot. Do not puncture or burn an empty canister.''''What happens if I miss a dose?''Apply the medicine as soon as you can, but skip the missed dose if it is almost time for your next dose. Do not apply two doses at one time.''''"
What happens if I overdose?,"''Seek emergency medical attention or call the Poison Help line at 1-800-222-1222 if anyone has accidentally swallowed the medication.''High doses or long-term use of halobetasol topical can lead to thinning skin, easy bruising, changes in body fat (especially in your face, neck, back, and waist), increased acne or facial hair, menstrual problems, impotence, or loss of interest in sex.''''"
What should I avoid while using halobetasol topical?,"''Avoid applying  halobetasol topical to your face, scalp, underarms, or groin area.''Do not use halobetasol topical to treat any skin condition that has not been checked by your doctor.''Avoid using other topical steroid medications on the areas you treat with halobetasol unless your doctor tells you to.''''"
Halobetasol topical side effects,"''Get emergency medical help if you have signs of an allergic reaction: hives; difficult breathing; swelling of your face, lips, tongue, or throat.''Call your doctor at once if you have:''worsening of your skin condition;redness, warmth, swelling, oozing, or severe irritation of any treated skin;blurred vision, tunnel vision, eye pain, or seeing halos around lights;high blood sugar--increased thirst, increased urination, dry mouth, fruity breath odor; orpossible signs of absorbing this medicine through your skin--weight gain (especially in your face or your upper back and torso), slow wound healing, thinning or discolored skin, increased body hair, muscle weakness, nausea, diarrhea, tiredness, mood changes, menstrual changes, sexual changes.''Common side effects may include:''burning, stinging, itching, or dryness of treated skin;pain where the foam was applied;redness or crusting around your hair follicles;stretch marks;spider veins;headache; orcold symptoms such as stuffy nose, sneezing, sore throat.''This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.''''"
What other drugs will affect halobetasol topical?,"''Medicine used on the skin is not likely to be affected by other drugs you use. But many drugs can interact with each other. Tell each of your healthcare providers about all medicines you use, including prescription and over-the-counter medicines, vitamins, and herbal products.''''"
What is haloperidol? Haloperidol,''Haloperidol is an antipsychotic medicine that is used to treat schizophrenia.''Haloperidol is also used to control motor and speech tics in people with Tourette's syndrome.''Haloperidol may also be used for purposes not listed in this medication guide.''''
Important Information Haloperidol,''You should not use  haloperidol if you have Parkinson's disease or certain conditions that affect your central nervous system.''Haloperidol is not approved for use in older adults with dementia-related psychosis.''''
Before taking this medicine Haloperidol,"''You should not use haloperidol if you are allergic to it, or if you have:''Parkinson's disease; orcertain conditions that affect your central nervous system (such as severe drowsiness, or slowed thinking caused by taking other medicines or drinking alcohol).''Haloperidol may increase the risk of death in older adults with dementia-related psychosis and is not approved for this use.''Tell your doctor if you have ever had:''heart problems, angina (chest pain);long QT syndrome (in you or a family member);low blood pressure;a seizure;a thyroid disorder;breast cancer; oran electrolyte imbalance (such as low levels of potassium or magnesium in your blood).''Taking antipsychotic medicine in the last 3 months of pregnancy may cause breathing problems, feeding problems, or withdrawal symptoms in the newborn. If you get pregnant, tell your doctor right away. Do not stop taking haloperidol without your doctor's advice.''It may not be safe to breastfeed while using this medicine. Ask your doctor about any risk.''''"
How should I take haloperidol? Haloperidol,"''Follow all directions on your prescription label and read all medication guides or instruction sheets. Your doctor may occasionally change your dose. Use the medicine exactly as directed.''Taking too much haloperidol can cause a serious heart rhythm disorder or sudden death. Never take more than your prescribed dose.''You may take haloperidol with or without food.''Measure liquid medicine carefully. Use the dosing syringe provided, or use a medicine dose-measuring device (not a kitchen spoon).''It may take several weeks before your symptoms improve. Keep using the medication as directed and tell your doctor if your symptoms do not improve.''Do not stop using haloperidol suddenly after long-term use, or you could have unpleasant withdrawal symptoms. Ask your doctor how to safely stop using  haloperidol.''Store at room temperature away from moisture, heat, and light. Do not allow liquid medicine to freeze.''''What happens if I miss a dose?''Take the medicine as soon as you can, but skip the missed dose if it is almost time for your next dose. Do not take two doses at one time.''''"
What happens if I overdose? Haloperidol,''Seek emergency medical attention or call the Poison Help line at 1-800-222-1222. An overdose of haloperidol can be fatal.''''
What should I avoid while taking haloperidol? Haloperidol,"''Drinking alcohol with  haloperidol can cause side effects.''Avoid driving or hazardous activity until you know how this medicine will affect you. Your reactions could be impaired. Avoid getting up too fast from a sitting or lying position, or you may feel dizzy. Dizziness or severe drowsiness can cause falls, fractures, or other injuries.''''"
Haloperidol side effects,"''Get emergency medical help if you have signs of an allergic reaction: hives; difficult breathing; swelling of your face, lips, tongue, or throat.''High doses or long-term use of haloperidol can cause a serious movement disorder that may not be reversible. The longer you use haloperidol, the more likely you are to develop this disorder, especially if you are a woman or an older adult.''Call your doctor at once if you have:''uncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking or eye movement);muscle spasms in your neck, tightness in your throat, trouble swallowing;rapid changes in mood or behavior;fast or pounding heartbeats, fluttering in your chest, shortness of breath, and sudden dizziness (like you might pass out);cough with mucus, chest pain, feeling short of breath;low white blood cell counts--fever, chills, mouth sores, skin sores, sore throat, cough, trouble breathing; orsevere nervous system reaction--very stiff (rigid) muscles, high fever, sweating, confusion, fast or uneven heartbeats, tremors, feeling like you might pass out.''Common side effects may include:''drowsiness;headache;dizziness, spinning sensation;uncontrolled muscle movements;feeling restless or anxious;sleep problems (insomnia); orbreast enlargement, irregular menstrual periods.''This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.''''"
What is Harvoni?,"''Harvoni contains a combination of ledipasvir and sofosbuvir. Ledipasvir and sofosbuvir are antiviral medications that prevent the hepatitis C virus (HCV) from multiplying in your body.'Harvoni is used to treat 'chronic hepatitis C' in adults and children who are at least 3 years old. Harvoni is sometimes given in combination with another medicine called 'ribavirin'.'Harvoni treats specific genotypes of hepatitis C, and only in certain people. Use only the medications prescribed for you. Do not share your medicine with other people.''Harvoni is sometimes used in people who also have HIV. This medicine is not a treatment for HIV or AIDS.''"
Important Information Harvoni,"''If you've ever had hepatitis B, it may become active or get worse while using or after you stop using Harvoni. You may need frequent liver function tests for several months.''Harvoni is sometimes used in combination with other medication. Read the medication guide or patient instructions provided with each medication in your combination therapy. Do not change your doses or medication schedule without your doctor's advice.''"
Before taking this medicine Harvoni,"''You should not use Harvoni if you are allergic to ledipasvir or sofosbuvir. If you take Harvoni with ribavirin: There may be other reasons you should not take this combination treatment. Tell your doctor about all your medical conditions.''To make sure Harvoni is safe for you, tell your doctor if you have ever had:''hepatitis B (you may be tested for this before you take sofosbuvir);liver problems other than hepatitis (including a liver transplant);kidney disease (or if you are on dialysis);HIV or AIDS;a heart rhythm problem for which you take a medicine called amiodarone; orif you use a blood thinner (warfarin, Coumadin, Jantoven) and you have routine ""INR"" or prothrombin time tests.''Harvoni is sometimes used in combination with ribavirin. Both men and women using ribavirin should use effective birth control to prevent pregnancy. Ribavirin can harm an unborn baby or cause birth defects if the mother or father is using the medicine.''While taking ledipasvir and sofosbuvir with ribavirin, use effective birth control to prevent pregnancy, whether you are a man or a woman.''Keep using birth control for at least 6 months after your last dose of ribavirin. Tell your doctor right away if a pregnancy occurs while either the mother or the father is using ribavirin.''It may not be safe to breastfeed while using this medicine. Ask your doctor about any risk.''Harvoni is not approved for use by anyone younger than 3 years old.''"
How should I take Harvoni?,"''Take Harvoni exactly as prescribed by your doctor. Follow all directions on your prescription label and read all medication guides or instruction sheets.''You may take Harvoni with or without food. Take the medicine at the same time each day.''Read and carefully follow any Instructions for Use provided with your medicine. Ask your doctor or pharmacist if you do not understand these instructions.''Do not chew the oral pellets. To take with food, you may mix the pellets with a non-acidic soft food (pudding, chocolate syrup, mashed potato, ice cream) that is at room temperature or below. Swallow the mixture without chewing, no more than 30 minutes after mixing. Do not save the mixture for later use.''Ledipasvir and sofosbuvir doses are based on weight (especially in children and teenagers). Your dose needs may change if you gain or lose weight.''You will need frequent blood tests to check your liver function.''If you've ever had hepatitis B, this virus may become active or get worse while you are using this medicine or in the months after you stop. You may need liver function tests for several months after your last dose.''You should not stop using Harvoni suddenly. Stopping suddenly could make your condition harder to treat with hepatitis C antiviral medicine.''Use all medications as directed and read all medication guides you receive. Do not change your dose or dosing schedule without your doctor's advice. Every person with chronic hepatitis C should remain under the care of a doctor.''Store this medicine in the original container at room temperature away from moisture and heat. Do not open the packet of oral pellets until you are ready to use the medicine.''''What happens if I miss a dose?''Take the medicine as soon as you can, but skip the missed dose if it is almost time for your next dose. Do not take two doses at one time.''Get your prescription refilled before you run out of medicine completely.''"
What happens if I overdose? Harvoni,''Seek emergency medical attention or call the Poison Help line at 1-800-222-1222.''
What should I avoid while taking Harvoni?,"''Ask your doctor before using an antacid or stomach acid reducing medicine. Use only the type and amount your doctor recommends.''Using this medicine will not prevent your disease from spreading. Do not have unprotected sex or share razors or toothbrushes. Talk with your doctor about safe ways to prevent hepatitis C transmission during sex. Sharing drug or medicine needles is never safe, even for a healthy person.''"
Harvoni side effects,"''Get emergency medical help if you have signs of an allergic reaction to Harvoni: hives; difficult breathing; swelling of your face, lips, tongue, or throat.''Call your doctor at once if you have new or worsening symptoms such as:''right-sided upper stomach pain;vomiting, loss of appetite; orjaundice (yellowing of the skin or eyes), and not feeling well.''If you take Harvoni and you also take a heart rhythm medicine called amiodarone: This combination of medicines can cause dangerous side effects on your heart. Get medical help right away if you take these medicines and you have:''very slow heartbeats, chest pain, shortness of breath;confusion, memory problems; orweakness, extreme tiredness, light-headed feeling (like you might pass out).''Common Harvoni side effects may include:''weakness;headache; ortired feeling.''This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.''''"
What other drugs will affect Harvoni?,"''When you start or stop taking Harvoni, your doctor may need to adjust the doses of any other medicines you take on a regular basis.''If you also take an antacid: Wait at least 4 hours after taking the antacid before you take ledipasvir and sofosbuvir.''If you also take a stomach acid reducer: You may need to wait 12 hours after taking the stomach acid medicine before you take ledipasvir and sofosbuvir. This includes cimetidine, famotidine, nizatidine, ranitidine, Axid, Pepcid, Tagamet, Zantac, and others.''Ask a doctor or pharmacist before taking certain other stomach acid reducers such as esomeprazole, lansoprazole, omeprazole, pantoprazole Nexium, Prevacid, Prilosec, Protonix, and others.''Many drugs can interact with ledipasvir and sofosbuvir. This includes prescription and over-the-counter medicines, vitamins, and herbal products. Not all possible interactions are listed here. Tell your doctor about all your current medicines and any medicine you start or stop using.''''"
What is heparin injection? Heparin Injection,''Heparin is an anticoagulant (blood thinner) that prevents the formation of blood clots.''Heparin is used to treat and prevent blood clots caused by certain medical conditions or medical procedures. It is also used before surgery to reduce the risk of blood clots.''Do not use heparin injection to flush (clean out) an intravenous (IV) catheter. A separate product is available to use as catheter lock flush. Using the wrong type of heparin to flush a catheter can result in fatal bleeding.''
Important Information Heparin Injection,"''Do not use heparin injection to flush (clean out) an intravenous (IV) catheter, or fatal bleeding could result. A separate product is available to use as catheter lock flush.''You should not use heparin if you have uncontrolled bleeding or a severe lack of platelets in your blood. Do not use this medicine if you have ever been diagnosed with “heparin-induced thrombocytopenia,” or low platelets caused by heparin or pentosan polysulfate.''Heparin increases your risk of bleeding, which can be severe or life-threatening. You will need frequent tests to measure your blood-clotting time.''Call your doctor or seek emergency medical attention if you have unusual bleeding or bruising, severe stomach or back pain, unusual tiredness, a nosebleed, blood in your urine or stools, coughing up blood, or any bleeding that will not stop.''Heparin can cause you to have bleeding episodes while you are using it and for several weeks after you stop.''Certain medicines can increase your risk of bleeding while you are using heparin, such as aspirin or other NSAIDs (non-steroidal anti-inflammatory drugs) including ibuprofen (Advil, Motrin), naproxen (Aleve, Naprosyn, Naprelan, Treximet), celecoxib (Celebrex), diclofenac (Arthrotec, Cambia, Cataflam, Voltaren, Flector Patch, Pennsaid, Solareze), indomethacin (Indocin), meloxicam (Mobic), ketoprofen (Orudis), ketorolac (Toradol), mefenamic acid (Ponstel), nabumetone (Relafen), piroxicam (Feldene), and others. Tell your doctor about all medications you use. This includes prescription, over-the-counter, vitamin, and herbal products. Do not start a new medication without telling your doctor.''Do not use heparin injection to flush (clean out) an intravenous (IV) catheter, or fatal bleeding could result. A separate product is available to use as catheter lock flush.''"
Before taking this medicine Heparin Injection,"''You should not use this medicine if you are allergic to heparin or pork products, or if you have:''a history of low platelets in your blood caused by using heparin or pentosan polysulfate;a severe lack of platelets in your blood; oruncontrolled bleeding.''You may not be able to use heparin if you are unable to receive routine blood-clotting tests at the proper intervals during treatment.''To make sure heparin is safe for you, tell your doctor if you have ever had:''an infection of the lining of your heart (also called bacterial endocarditis);severe or uncontrolled high blood pressure;a bleeding or blood clotting disorder;a stomach or intestinal disorder;liver disease;if you use a blood thinner (warfarin, Coumadin, Jantoven) and you have routine ""INR"" or prothrombin time tests; orif you are having a menstrual period.''It is not known whether heparin will harm an unborn baby. Tell your doctor if you are pregnant or plan to become pregnant. You may need to use a form of heparin that does not contain a preservative.''You should not breastfeed while using this medicine.''How should I use heparin injection?''Heparin is injected under the skin or as an infusion into a vein. A healthcare provider will give your first dose and may teach you how to properly use the medication by yourself.''Follow all directions on your prescription label and read all medication guides or instruction sheets. Your doctor may occasionally change your dose. Use the medicine exactly as directed.''Read and carefully follow any Instructions for Use provided with your medicine. Ask your doctor or pharmacist if you don't understand all instructions.''Prepare an injection only when you are ready to give it. Do not use the medicine if it has changed colors or has particles in it. Call your pharmacist for new medicine.''Do not use a prefilled syringe when giving this medicine to a child. The prefilled syringe contains more than a child's dose of heparin.''Heparin increases your risk of bleeding, which can be severe or life-threatening. You will need frequent tests to measure your blood-clotting time. The timing of these tests is very important in helping your doctor determine whether it is safe for you to continue using this medicine.''If you need surgery, dental work, or a medical procedure, tell the care provider ahead of time that you are using heparin.''Store at room temperature away from moisture and heat.''Use a needle and syringe only once and then place them in a puncture-proof ""sharps"" container. Follow state or local laws about how to dispose of this container. Keep it out of the reach of children and pets.''You may be switched from injectable heparin to an oral (taken by mouth) blood thinner. Do not stop using the injection until your doctor tells you to. You may need to use both the injection and the oral forms for a short time.''''What happens if I miss a dose?''Call your doctor for instructions if you miss a dose.''"
What happens if I overdose? Heparin Injection,"''Seek emergency medical attention or call the Poison Help line at 1-800-222-1222.''Overdose symptoms may include easy bruising, nosebleeds, blood in your urine or stools, black or tarry stools, or any bleeding that will not stop.''"
What should I avoid while using heparin injection? Heparin Injection,''Avoid medication errors by using only the form and strength your doctor prescribes.''Ask your doctor before taking a nonsteroidal anti-inflammatory drug (NSAID). Using an NSAID with heparin may cause you to bruise or bleed easily.''
Heparin injection side effects Heparin Injection,"''Get emergency medical help if you have signs of an allergic reaction to heparin: nausea, vomiting, sweating, hives, itching, trouble breathing, swelling of your face, lips, tongue, or throat, or feeling like you might pass out.''Heparin may cause you to bleed more easily, which can be severe or life-threatening. You may also have bleeding on the inside of your body. Seek emergency medical attention if you have:''skin warmth or discoloration;chest pain, irregular heartbeats;shortness of breath, dizziness, anxiety, sweating;any unusual bleeding or bruising;severe pain or swelling in your stomach, lower back, or groin;dark or blue-colored skin on your hands or feet;nausea, vomiting, loss of appetite;unusual tiredness;any bleeding that will not stop; ornosebleed, blood in your urine or stools, black or tarry stools, or coughing up blood or vomit that looks like coffee grounds.''Heparin can cause you to have bleeding episodes while you are using it and for several weeks after you stop.''Bleeding may be more likely in older adults, especially women over 60 years of age''Stop using this medicine and call your doctor at once if you have:''skin changes where the medicine was injected;fever, chills, runny nose, or watery eyes;easy bruising, unusual bleeding, purple or red spots under your skin; orsigns of a blood clot - sudden numbness or weakness, problems with vision or speech, swelling or redness in an arm or leg.''Common heparin side effects may include:''unusual bleeding or bruising;uncontrolled bleeding;allergic reactions; orabnormal liver function tests.''This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.''''"
What is hepatitis B vaccine?,"''Hepatitis B is a serious disease caused by a virus. Hepatitis causes inflammation of the liver, vomiting, and jaundice (yellowing of the skin or eyes). Hepatitis can lead to liver cancer, cirrhosis, or death.''Hepatitis B is spread through blood or bodily fluids, sexual contact, and by sharing items such as a razor, toothbrush, or IV drug needle with an infected person. Hepatitis B can also be passed to a baby during childbirth when the mother is infected.''The hepatitis B adult vaccine is used to help prevent this disease in adults. The dialysis form of this vaccine is for adults receiving dialysis.''This vaccine helps your body develop immunity to hepatitis B, but it will not treat an active infection you already have.''Vaccination with hepatitis B adult vaccine is recommended for all adults who are at risk of getting hepatitis B. Risk factors include: living with someone infected with hepatitis B virus; having more than one sex partner; men who have sex with men; having sexual contact with infected people; having hepatitis C, chronic liver disease, kidney disease, diabetes, HIV or AIDS; being on dialysis; using intravenous (IV) drugs; living or working in a facility for developmentally disabled people; working in healthcare or public safety and being exposed to blood or body fluids; living or working in a correctional facility; being a victim of sexual abuse or assault; and traveling to areas where hepatitis B is common.''Like any vaccine, the hepatitis B vaccine may not provide protection from disease in every person.''''"
Important Information,"''You should not receive hepatitis B vaccine if you are allergic to yeast.''This vaccine will not protect against hepatitis B if you are already infected with the virus, even if you do not yet show symptoms.''''"
