Questions,Answer
What happens if I overdose? Calcium carbonate,''Seek emergency medical attention or call the Poison Help line at 1-800-222-1222.''''
What should I avoid while taking calcium carbonate? Calcium carbonate,"''Ask a doctor or pharmacist before taking any multivitamins, mineral supplements, or antacids while you are taking calcium carbonate.''''"
What is captopril? Captopril,"''Captopril is an ACE inhibitor. ACE stands for angiotensin converting enzyme.''Captopril is used to treat high blood pressure (hypertension), congestive heart failure, kidney problems caused by diabetes, and to improve survival after a heart attack.''Captopril may also be used for purposes not listed in this medication guide.''"
Important information Captopril,"''Do not use captopril if you are pregnant. If you become pregnant, stop taking this medicine and tell your doctor right away.''If you have diabetes, do not use captopril together with any medication that contains aliskiren (Amturnide, Tekturna, Tekamlo).''"
Before taking this medicine Captopril,"''You should not use this medicine if you are allergic to captopril or to any other ACE inhibitor, such as benazepril, fosinopril, enalapril, lisinopril, moexipril, perindopril, quinapril, ramipril, or trandolapril.''You may also need to avoid taking captopril with aliskiren if you have kidney disease.''To make sure captopril is safe for you, tell your doctor if you have:''kidney disease (or if you are on dialysis);liver disease;diabetes;a connective tissue disease such as Marfan syndrome, Sjogren's syndrome, lupus, scleroderma, or rheumatoid arthritis; orif you have had an organ transplant.''Do not use if you are pregnant. If you become pregnant, stop taking this medicine and tell your doctor right away. Captopril can cause injury or death to the unborn baby if you take the medicine during your second or third trimester.''Captopril can pass into breast milk and may harm a nursing baby. You should not breast-feed while you are using captopril.''"
How should I take captopril? Captopril,"''Take captopril exactly as prescribed by your doctor. Follow all directions on your prescription label. Your doctor may occasionally change your dose. Do not use this medicine in larger or smaller amounts or for longer than recommended.''Captopril is usually taken 1 hour before meals. Follow your doctor's instructions.''Call your doctor if you have ongoing vomiting or diarrhea, or if you are sweating more than usual. You can easily become dehydrated while taking captopril. This can lead to very low blood pressure, electrolyte disorders, or kidney failure.''Drink plenty of water each day while you are taking captopril.''Your blood pressure will need to be checked often, and you may need frequent blood tests.''This medication can cause false results with certain medical tests. Tell any doctor who treats you that you are using captopril.''If you need surgery, tell the surgeon ahead of time that you are using captopril. You may need to stop using the medicine for a short time.''If you are being treated for high blood pressure, keep using this medicine even if you feel well. High blood pressure often has no symptoms. You may need to use blood pressure medicine for the rest of your life.''Store at room temperature away from moisture and heat. Keep the bottle tightly closed when not in use.''''What happens if I miss a dose?''Take the missed dose as soon as you remember. Skip the missed dose if it is almost time for your next scheduled dose. Do not take extra medicine to make up the missed dose.''"
What happens if I overdose? Captopril,''Seek emergency medical attention or call the Poison Help line at 1-800-222-1222.''
What should I avoid while taking captopril? Captopril,"''Drinking alcohol can further lower your blood pressure and may increase certain side effects of captopril.''Do not use salt substitutes or potassium supplements while taking captopril, unless your doctor has told you to.''Avoid becoming overheated or dehydrated during exercise and in hot weather. Follow your doctor's instructions about the type and amount of liquids you should drink. In some cases, drinking too much liquid can be as unsafe as not drinking enough.''Avoid strenuous exercise without your doctor's approval if you are being treated for heart failure.''"
Captopril side effects,"''Get emergency medical help if you have signs of an allergic reaction to captopril: hives; severe stomach pain; difficulty breathing; swelling of your face, lips, tongue, or throat.''Call your doctor at once if you have:''a light-headed feeling, like you might pass out;little or no urination, or urinating more than usual;shortness of breath (even with mild exertion), swelling, rapid weight gain;chest pain or pressure, pounding heartbeats or fluttering in your chest;high potassium - nausea, slow or unusual heart rate, weakness, loss of movement; orsudden weakness or ill feeling, fever, chills, sore throat, painful mouth sores, pain when swallowing, skin sores, cold or flu symptoms.''Common captopril side effects may include:''cough;flushing (warmth, redness, or tingly feeling);numbness, tingling, or burning pain in your hands or feet;loss of taste sensation; ormild skin itching or rash.''This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.''''"
What other drugs will affect captopril? Captopril,"''Other drugs may interact with captopril, including prescription and over-the-counter medicines, vitamins, and herbal products. Tell each of your health care providers about all medicines you use now and any medicine you start or stop using.''''"
What is Carafate?,"''Carafate (sucralfate) is an anti-ulcer medication.''Carafate is not greatly absorbed into the body through the digestive tract. It works mainly in the lining of the stomach by sticking to ulcer sites and protecting them from acids, enzymes, and bile salts.''Carafate is used to treat an active duodenal ulcer. Sucralfate can heal an active ulcer, but it will not prevent future ulcers from occurring.''"
Important Information Carafate,"''The liquid form of Carafate should never be injected through a needle into the body, or death may occur.''Follow all directions on your medicine label and package. Tell each of your healthcare providers about all your medical conditions, allergies, and all medicines you use.''Avoid taking any other medications within 2 hours before or after you take Carafate. Sucralfate can make it harder for your body to absorb other medications you take by mouth.''"
Before taking this medicine Carafate,"''You should not use Carafate if you are allergic to sucralfate.''To make sure this medicine is safe for you, tell your doctor if you have:''diabetes;kidney disease (or if you are on dialysis); ortrouble swallowing tablets.''Tell your doctor if you are pregnant or breastfeeding.''Carafate is not approved for use by anyone younger than 18 years old.''"
How should I take Carafate?,"''Take Carafate exactly as prescribed by your doctor. Follow all directions on your prescription label and read all medication guides or instruction sheets.''Take this medicine on an empty stomach.''Shake the oral suspension (liquid) before you measure a dose. Use the dosing syringe provided, or use a medicine dose-measuring device (not a kitchen spoon).''The liquid form of this medicine should never be injected through a needle into the body, or death may occur. Carafate oral suspension is to be taken only by mouth.''If you are diabetic, check your blood sugar regularly. Your doctor may adjust your dose based on your blood sugar levels.''It may take 2 to 8 weeks before you receive the full benefit of taking Carafate. Sucralfate should not be taken for longer than 8 weeks at a time.''Use this medicine for the full prescribed length of time, even if your symptoms quickly improve.''Store at room temperature away from moisture and heat. Do not allow the liquid medicine to freeze.''"
Carafate dosing information,"''Usual Adult Dose for Duodenal Ulcer:''1 g orally 4 times a day-Duration of therapy: 4 to 8 weeksComments:-Each dose should be taken on an empty stomach.-For most patients, treatment should continue for 4 to 8 weeks; however, treatment may be stopped early if healing is demonstrated on x-ray/endoscopic tests.-Antacids may be given, but use should be separated by at least 30 minutes.Use: Short-term treatment of active duodenal ulcers''Usual Adult Dose for Duodenal Ulcer Prophylaxis:''Oral Tablets: 1 g orally 2 times a day-Duration of therapy: Up to 1 yearComments:-Each dose should be taken on an empty stomach.-Controlled studies did not extend beyond 12 months.Use: Maintenance therapy for patients after healing of acute duodenal ulcers''''What happens if I miss a dose?''Take the medicine as soon as you can, but skip the missed dose if it is almost time for your next dose. Do not take two doses at one time.''"
What happens if I overdose? Carafate,''Seek emergency medical attention or call the Poison Help line at 1-800-222-1222.''
What should I avoid while taking Carafate?,"''Avoid taking any other medications within 2 hours before or after you take Carafate. Sucralfate can make it harder for your body to absorb other medications you take by mouth.''Ask your doctor before using an antacid, and use only the type your doctor recommends. Some antacids can make it harder for sucralfate to work in your stomach. Avoid taking an antacid within 30 minutes before or after taking Carafate.''"
Carafate side effects,"''Get emergency medical help if you have signs of an allergic reaction to Carafate: hives; difficult breathing; swelling of your face, lips, tongue, or throat.''Common Carafate side effects may include:''constipation, diarrhea;nausea, vomiting, upset stomach;itching, rash;dizziness, drowsiness;sleep problems (insomnia);headache; orback pain.''This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.''''"
What other drugs will affect Carafate?,"''Other drugs may interact with sucralfate, including prescription and over-the-counter medicines, vitamins, and herbal products. Tell your doctor about all your current medicines and any medicine you start or stop using.''''"
What is carbamazepine? Carbamazepine,"''Carbamazepine is an anticonvulsant. It works by decreasing nerve impulses that cause seizures and nerve pain, such as trigeminal neuralgia and diabetic neuropathy.''Carbamazepine is also used to treat bipolar disorder.''Carbamazepine may also be used for purposes not listed in this medication guide.''"
Important Information Carbamazepine,"''You should not take carbamazepine if you have a history of bone marrow suppression, if you are allergic to it, or take an antidepressant such as amitriptyline, desipramine, doxepin, imipramine, or nortriptyline.''TELL YOUR DOCTOR ABOUT ALL OTHER MEDICINES YOU USE. Some drugs can raise or lower your blood levels of carbamazepine, which may cause side effects or make this medicine less effective. Carbamazepine can also affect blood levels of certain other drugs, making them less effective or increasing side effects.''Carbamazepine may cause serious blood problems or a life-threatening skin rash or allergic reaction. Call your doctor if you have a fever, unusual weakness, bleeding, bruising, or a skin rash that causes blistering and peeling.''Some people have thoughts about suicide while taking seizure medicine. Stay alert to changes in your mood or symptoms. Report any new or worsening symptoms to your doctor.''Do not stop taking this medicine without asking your doctor first, even if you feel fine.''If you are pregnant, do not start or stop taking carbamazepine without your doctor's advice.''"
Before taking this medicine Carbamazepine,"''You should not take carbamazepine if you have a history of bone marrow suppression, or if you are allergic to carbamazepine or to an antidepressant such as amitriptyline, desipramine, doxepin, imipramine, or nortriptyline.''Do not use carbamazepine if you have taken an MAO inhibitor in the past 14 days. A dangerous drug interaction could occur. MAO inhibitors include furazolidone, isocarboxazid, linezolid, phenelzine, rasagiline, selegiline, and tranylcypromine.''Carbamazepine may cause severe or life-threatening skin rash, and especially in people of Asian ancestry. Your doctor may recommend a blood test before you start the medication to determine your risk.''Tell your doctor if you have ever had:''heart problems;liver or kidney disease;glaucoma;porphyria;low sodium levels;depression, mood disorder; orsuicidal thoughts or actions.''You may have thoughts about suicide while taking carbamazepine. Your doctor should check your progress at regular visits. Your family or other caregivers should also be alert to changes in your mood or symptoms.''Do not start or stop taking seizure medication during pregnancy without your doctor's advice. Carbamazepine may harm an unborn baby, but having a seizure during pregnancy could harm both mother and baby. The benefit of preventing seizures may outweigh any risks to the baby.''Tell your doctor right away if you become pregnant.''If you are pregnant, your name may be listed on a pregnancy registry to track the effects of this medicine on the baby.''Carbamazepine can make birth control pills or implants less effective. Use a barrier form of birth control (such as a condom or diaphragm with spermicide) to prevent pregnancy.''You should not breastfeed while you are using carbamazepine.''"
How should I take carbamazepine? Carbamazepine,"''Take carbamazepine exactly as prescribed by your doctor. Follow all directions on your prescription label and read all medication guides or instruction sheets. Your doctor may occasionally change your dose.''Take with food.''Swallow the extended-release tablet or capsule whole and do not crush, chew, or break it. Tell your doctor if you cannot swallow a pill whole.''The chewable tablet must be chewed before you swallow it.''Shake the oral suspension (liquid) before you measure a dose. Use the dosing syringe provided, or use a medicine dose-measuring device (not a kitchen spoon).''It may take up to 4 weeks before your symptoms improve. Keep using the medication as directed and call your doctor promptly if this medicine seems to stop working as well in preventing your seizures.''You will need frequent medical tests.''Store at room temperature away from moisture, heat, and light.''Do not stop using carbamazepine suddenly, even if you feel fine. Stopping suddenly may cause increased seizures. Follow your doctor's instructions about tapering your dose.''''What happens if I miss a dose?''Take the medicine as soon as you can, but skip the missed dose if it is almost time for your next dose. Do not take two doses at one time.''"
What happens if I overdose? Carbamazepine,"''Seek emergency medical attention or call the Poison Help line at 1-800-222-1222.''Overdose symptoms may include severe drowsiness, weak or shallow breathing, and loss of consciousness.''"
What should I avoid while taking carbamazepine? Carbamazepine,"''Drinking alcohol with this medicine can cause side effects, and can also increase your risk of seizures.''Grapefruit may interact with carbamazepine and lead to unwanted side effects. Avoid the use of grapefruit products.''Avoid driving or hazardous activity until you know how this medicine will affect you. Your reactions could be impaired.''Carbamazepine could make you sunburn more easily. Avoid sunlight or tanning beds. Wear protective clothing and use sunscreen (SPF 30 or higher) when you are outdoors.''"
Carbamazepine side effects,"''Get emergency medical help if you have signs of an allergic reaction to carbamazepine (hives, difficult breathing, swelling in your face or throat) or a severe skin reaction (fever, sore throat, burning in your eyes, skin pain, red or purple skin rash that spreads and causes blistering and peeling).''Seek medical treatment if you have a serious drug reaction that can affect many parts of your body. Symptoms may include: skin rash, fever, swollen glands, muscle aches, severe weakness, unusual bruising, or yellowing of your skin or eyes.''Report any new or worsening symptoms to your doctor, such as: sudden mood or behavior changes, depression, anxiety, insomnia, or if you feel agitated, hostile, restless, irritable, or have thoughts about suicide or hurting yourself.''Call your doctor at once if you have:''a skin rash, no matter how mild;loss of appetite, right-sided upper stomach pain, dark urine;slow, fast, or pounding heartbeats;anemia or other blood problems - fever, chills, sore throat, mouth sores, bleeding gums, nosebleeds, pale skin, easy bruising, unusual tiredness, feeling light-headed or short of breath; orlow levels of sodium in the body - headache, confusion, severe weakness, feeling unsteady, increased seizures.''Common carbamazepine side effects may include:''dizziness, loss of coordination, problems with walking;nausea, vomiting; ordrowsiness.''This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.''''"
What is carbidopa and levodopa? Carbidopa and levodopa,"''Carbidopa and levodopa is a combination medicine used to treat symptoms of Parkinson's disease, such as muscle stiffness, tremors, spasms, and poor muscle control. Parkinson's disease may be caused by low levels of a chemical called dopamine (DOE pa meen) in the brain.''Carbidopa and levodopa is also used to treat Parkinson symptoms caused by carbon monoxide poisoning or manganese intoxication.''Carbidopa and levodopa may also be used for purposes not listed in this medication guide.''''"
Important Information Carbidopa and levodopa,"''You should not use carbidopa and levodopa if you have narrow-angle glaucoma.''Do not use  carbidopa and levodopa if you have used an MAO inhibitor in the past 14 days, such as isocarboxazid, linezolid, methylene blue injection, phenelzine, rasagiline, selegiline, or tranylcypromine.''''"
Before taking this medicine Carbidopa and levodopa,"''You should not use carbidopa and levodopa if you are allergic to it, or if you have:''narrow-angle glaucoma.''Do not use carbidopa and levodopa if you have used an MAO inhibitor in the past 14 days. A dangerous drug interaction could occur. MAO inhibitors include isocarboxazid, linezolid, methylene blue injection, phenelzine, rasagiline, selegiline, tranylcypromine, and others.''Tell your doctor if you have ever had:''heart disease, high blood pressure, or heart attack;liver or kidney disease;an endocrine (hormonal) disorder;asthma, chronic obstructive pulmonary disease (COPD), or other breathing disorder;a stomach or intestinal ulcer;open-angle glaucoma; ordepression, mental illness, or psychosis.''People with Parkinson's disease may have a higher risk of skin cancer (melanoma). Talk to your doctor about this risk and what skin symptoms to watch for.''Tell your doctor if you are pregnant or breastfeeding.''The disintegrating tablet may contain phenylalanine. Tell your doctor if you have phenylketonuria (PKU).''''"
How should I take carbidopa and levodopa? Carbidopa and levodopa,"''If you already take levodopa, you must stop taking it at least 12 hours before you start taking carbidopa and levodopa.''Follow all directions on your prescription label and read all medication guides or instruction sheets. Your doctor may occasionally change your dose. Use the medicine exactly as directed.''Carbidopa and levodopa can be taken with or without food. Take your doses at regular intervals to keep a steady amount of the drug in your body at all times. Get your prescription refilled before you run out of medicine completely.''Swallow the capsule whole and do not crush, chew, break, or open it.''The tablet is sometimes broken in half to give the correct dose. Always swallow a whole or half tablet without chewing or crushing.''Remove an orally disintegrating tablet from the package only when you are ready to take the medicine. Place the tablet in your mouth and allow it to dissolve, without chewing. Swallow several times as the tablet dissolves.''It may take up to several weeks of using carbidopa and levodopa before your symptoms improve. For best results, keep using the medication as directed. Talk with your doctor if your symptoms do not improve after a few weeks of treatment. Also tell your doctor if the effects of this medication seem to wear off quickly in between doses.''If you use  carbidopa and levodopa long-term, you may need frequent medical tests at your doctor's office.''This medicine can affect the results of certain medical tests. Tell any doctor who treats you that you are using carbidopa and levodopa.''Do not stop using carbidopa and levodopa suddenly, or you could have unpleasant withdrawal symptoms. Ask your doctor how to safely stop using this medicine.''Store at room temperature away from moisture, heat, and light.''''What happens if I miss a dose?''Take the medicine as soon as you can, but skip the missed dose if it is almost time for your next dose. Do not take two doses at one time.''''"
What happens if I overdose? Carbidopa and levodopa,''Seek emergency medical attention or call the Poison Help line at 1-800-222-1222.''''
What should I avoid while taking carbidopa and levodopa? Carbidopa and levodopa,"''Avoid driving or hazardous activity until you know how  carbidopa and levodopa will affect you. Your reactions could be impaired. Avoid getting up too fast from a sitting or lying position, or you may feel dizzy.''Avoid taking iron supplements or eating a diet that is high in protein (protein sources include meat, eggs, and cheese). These things can make it harder for your body to digest and absorb carbidopa and levodopa. Talk with your doctor or nutrition counselor about the best foods to eat while you are taking this medicine.''''"
Carbidopa and levodopa side effects,"''Get emergency medical help if you have signs of an allergic reaction: hives; difficult breathing; swelling of your face, lips, tongue, or throat.''Call your doctor at once if you have:''uncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking or eye movement);worsening of tremors (uncontrolled shaking);severe or ongoing vomiting or diarrhea;confusion, hallucinations, unusual changes in mood or behavior;depression or suicidal thoughts; orsevere nervous system reaction--very stiff (rigid) muscles, high fever, sweating, confusion, fast or uneven heartbeats, tremors, feeling like you might pass out.''Some people taking carbidopa and levodopa have fallen asleep during normal daytime activities such as working, talking, eating, or driving. Tell your doctor if you have any problems with daytime sleepiness or drowsiness.''You may have increased sexual urges, unusual urges to gamble, or other intense urges while taking this medicine. Talk with your doctor if this occurs.''You may notice that your sweat, urine, or saliva appears dark in color, such as red, brown, or black. This is not a harmful side effect, but it may cause staining of your clothes or bed sheets.''Common side effects may include:''jerky or twisting muscle movements;headache, dizziness;low blood pressure (feeling light-headed);sleep problems, strange dreams;dry mouth;muscle contractions; ornausea, vomiting, constipation.''This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.''''"
What is Cardizem?,''Cardizem (diltiazem) is a calcium channel blocker. It works by relaxing the muscles of your heart and blood vessels.''Cardizem is used to treat hypertension (high blood pressure). It may be used alone or in combination with other high blood pressure medications.''Cardizem is also used to treat chronic stable angina (chest pain) and angina due to coronary artery spasm.''
Important information Cardizem,"''You should not use Cardizem if you have very low blood pressure, a serious heart condition such as ""sick sinus syndrome"" or ""AV block"" (unless you have a pacemaker), or if you have recently had a heart attack and you have a build-up of fluid in your lungs.''Before taking Cardizem, tell your doctor if you have kidney disease, liver disease, or congestive heart failure.''Cardizem may impair your thinking or reactions. Be careful if you drive or do anything that requires you to be alert. Do not stop taking this medication without first talking to your doctor. If you stop taking this medicine suddenly, your condition may become worse.''Cardizem may be only part of a complete program of treatment that also includes diet, exercise, and other medications. Follow your diet, medication, and exercise routines very closely.''If you are being treated for high blood pressure, keep using this medicine even if you feel well. High blood pressure often has no symptoms.''"
Before taking this medicine Cardizem,"''You should not use Cardizem if you are allergic to diltiazem, or if you have:''a serious heart condition such as ""sick sinus syndrome"" or ""AV block"" (unless you have a pacemaker);very low blood pressure; orif you have recently had a heart attack and you have a build-up of fluid in your lungs.''To make sure Cardizem is safe for you, tell your doctor if you have:''kidney disease;liver disease;congestive heart failure; orif you also take digoxin, or a beta blocker (such as atenolol, carvedilol, metoprolol, propranolol, sotalol, and others).''It is not known whether Cardizem will harm an unborn baby. Tell your doctor if you are pregnant or plan to become pregnant.''Diltiazem can pass into breast milk and may harm a nursing baby. You should not breast-feed while using this medicine.''"
How should I take Cardizem?,"''Take Cardizem exactly as prescribed by your doctor. Follow all directions on your prescription label. Your doctor may occasionally change your dose to make sure you get the best results. Do not use this medicine in larger or smaller amounts or for longer than recommended.''Do not crush, chew, break, or open an extended-release tablet or capsule. Swallow it whole.''Use Cardizem regularly to get the most benefit. Get your prescription refilled before you run out of medicine completely.''You should not stop using Cardizem suddenly. Stopping suddenly may make your condition worse.''If you are being treated for high blood pressure, keep using this medicine even if you feel well. High blood pressure often has no symptoms. You may need to use blood pressure medicine for the rest of your life.''Your blood pressure will need to be checked often. You may also need frequent blood tests.''Store Cardizem at room temperature away from moisture and heat.''''What happens if I miss a dose?''Take the missed dose as soon as you remember. Skip the missed dose if it is almost time for your next scheduled dose. Do not take extra medicine to make up the missed dose.''"
What happens if I overdose? Cardizem,"''Seek emergency medical attention or call the Poison Help line at 1-800-222-1222. An overdose of diltiazem can be fatal.''Overdose symptoms may include slow heartbeat, weakness, chest pain, shortness of breath, or fainting.''"
What should I avoid while taking Cardizem?,''Grapefruit and grapefruit juice may interact with diltiazem and lead to unwanted side effects. Discuss the use of grapefruit products with your doctor.''Cardizem may impair your thinking or reactions. Be careful if you drive or do anything that requires you to be alert.''Avoid drinking alcohol while taking diltiazem.''Avoid taking herbal supplements containing St. John's wort at the same time you are taking diltiazem.''
Cardizem side effects,"''Get emergency medical help if you have signs of an allergic reaction to Cardizem: hives; difficult breathing; swelling of your face, lips, tongue, or throat.''Call your doctor at once if you have:''slow heartbeats;pounding heartbeats or fluttering in your chest;a light-headed feeling, like you might pass out;heart problems - shortness of breath (even with mild exertion), swelling, rapid weight gain;liver problems - nausea, upper stomach pain, itching, tired feeling, loss of appetite, dark urine, clay-colored stools, jaundice (yellowing of the skin or eyes); orsevere skin reaction - fever, sore throat, swelling in your face or tongue, burning in your eyes, skin pain followed by a red or purple skin rash that spreads (especially in the face or upper body) and causes blistering and peeling.''Common Cardizem side effects may include:''dizziness, weakness;headache;nausea; orrash.''This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.''''"
What is carvedilol? Carvedilol,''Carvedilol is a beta-blocker. Beta-blockers affect the heart and circulation (blood flow through arteries and veins).''Carvedilol is used to treat heart failure and hypertension (high blood pressure). It is also used after a heart attack that has caused your heart not to pump as well.''Carvedilol may also be used for purposes not listed in this medication guide.''
Important information Carvedilol,"''You should not take carvedilol if you have asthma, bronchitis, emphysema, severe liver disease, or a serious heart condition such as heart block, ""sick sinus syndrome,"" or slow heart rate (unless you have a pacemaker).''Avoid drinking alcohol within 2 hours before or after taking extended-release carvedilol (Coreg CR). Also avoid taking medicines or other products that might contain alcohol. Alcohol may cause the carvedilol in Coreg CR to be released too quickly into the body.''If you are being treated for high blood pressure, keep using carvedilol even if you feel well. High blood pressure often has no symptoms. You may need to use blood pressure medication for the rest of your life.''"
Before taking this medicine Carvedilol,"''You should not take carvedilol if you are allergic to it, or if you have:''asthma, bronchitis, emphysema;severe liver disease; ora serious heart condition such as heart block, ""sick sinus syndrome,"" or slow heart rate (unless you have a pacemaker).''To make sure carvedilol is safe for you, tell your doctor if you have:''diabetes (taking carvedilol can make it harder for you to tell when you have low blood sugar);angina (chest pain);liver or kidney disease;a thyroid disorder;pheochromocytoma (tumor of the adrenal gland);circulation problems (such as Raynaud's syndrome); ora history of allergies.''FDA pregnancy category C. It is not known whether carvedilol will harm an unborn baby. Tell your doctor if you are pregnant or plan to become pregnant while using this medication.''It is not known whether carvedilol passes into breast milk or if it could harm a nursing baby. You should not breast-feed while you are taking carvedilol.''"
