Questions,Answer
What should I avoid while taking raloxifene? Raloxifene,"''If you take calcium supplements, do not take more than your doctor has prescribed. Taking more calcium than recommended will not provide extra protection for your bones, and may cause serious side effects including kidney stones.''Avoid sitting still for long periods of time during travel while you are taking raloxifene.''''"
Raloxifene side effects,"''Get emergency medical help if you have signs of an allergic reaction: hives; difficult breathing; swelling of your face, lips, tongue, or throat.''Stop using raloxifene and call your doctor at once if you have:''swelling, tenderness, or other changes in your breasts;signs of a stroke--sudden numbness or weakness (especially on one side of the body), slurred speech, vision problems;signs of a blood clot in the lung--chest pain, trouble breathing, coughing up blood; orsigns of a blood clot deep in the body--swelling, warmth, or redness in an arm or leg.''Common side effects may include:''hot flashes;leg cramps;swelling in your hands, feet, or ankles;joint pain;flu symptoms; orincreased sweating.''This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.''''"
Raloxifene dosing information,"''Usual Adult Dose for Osteoporosis:60 mg orally per dayComments:-For treatment or prevention of osteoporosis, advise patients to add supplemental calcium and/or vitamin D if daily intake is inadequate.  -When this drug is used to reduce the risk of invasive breast cancer, the optimum duration of treatment is not known.Uses:-Treatment and prevention of osteoporosis in postmenopausal women.-Reduction in risk of invasive breast cancer in postmenopausal women with osteoporosis and/or at high risk of invasive breast cancer.Usual Adult Dose for Prevention of Osteoporosis:60 mg orally per dayComments:-For treatment or prevention of osteoporosis, advise patients to add supplemental calcium and/or vitamin D if daily intake is inadequate.  -When this drug is used to reduce the risk of invasive breast cancer, the optimum duration of treatment is not known.Uses:-Treatment and prevention of osteoporosis in postmenopausal women.-Reduction in risk of invasive breast cancer in postmenopausal women with osteoporosis and/or at high risk of invasive breast cancer.Usual Adult Dose for Prevention of Breast Cancer:60 mg orally per dayComments:-For treatment or prevention of osteoporosis, advise patients to add supplemental calcium and/or vitamin D if daily intake is inadequate.  -When this drug is used to reduce the risk of invasive breast cancer, the optimum duration of treatment is not known.Uses:-Treatment and prevention of osteoporosis in postmenopausal women.-Reduction in risk of invasive breast cancer in postmenopausal women with osteoporosis and/or at high risk of invasive breast cancer.''"
What is ramelteon?,"''Ramelteon is a sedative, also called a hypnotic. It works by affecting certain substances in your body that help regulate your ""sleep-wake cycle.""''Ramelteon is used to treat insomnia that is associated with having trouble falling asleep.''Ramelteon may also be used for purposes not listed in this medication guide.''''"
Important Information,"''You should not use ramelteon if you are also taking fluvoxamine, or if you have ever had a severe allergic reaction to ramelteon.''Ramelteon may cause a severe allergic reaction. Get emergency medical help if you have hives; difficult breathing; nausea and vomiting; swelling of your face, lips, tongue, or throat.''Some people using  ramelteon have engaged in activity while not fully awake and later had no memory of it. If this happens to you, call your doctor right away.''''"
Before taking this medicine,"''Ramelteon will make you fall asleep. Never take this medicine during your normal waking hours, unless you have at least 7 to 8 hours to dedicate to sleeping.''You should not use ramelteon if you are allergic to it, or if:''you have severe liver disease; oryou also take fluvoxamine.''Tell your doctor if you have ever had:''liver disease;breathing problems;sleep apnea (breathing stops while you are asleep); ordepression, mental illness, or suicidal thoughts.''Tell your doctor if you are pregnant or breastfeeding.''You should not breastfeed within 25 hours after using ramelteon. If you use a breast pump during this time, throw out any milk you collect. Do not feed it to your baby.''Ramelteon may affect the levels of male or female hormones (testosterone or prolactin). This may affect menstrual periods in women, sexual desire in men, or fertility (ability to have children) in either a man or a woman.''Ramelteon is not approved for use by anyone younger than 18 years old.''''"
How should I take ramelteon?,"''Follow all directions on your prescription label and read all medication guides or instruction sheets. Use the medicine exactly as directed.''Take ramelteon 30 minutes before your normal bedtime.''Swallow the tablet whole and do not crush, chew, or break it.''Ramelteon should not be taken with or after a high-fat meal. This will make it harder for your body to absorb the medication.''Call your doctor if your symptoms do not improve after 7 to 10 days of using ramelteon.''Store at room temperature away from moisture and heat. Keep the bottle tightly closed when not in use.''''What happens if I miss a dose?''Since ramelteon is taken only at bedtime if needed, you are not likely to miss a dose. Never take this medication if you do not have 7 to 8 hours to sleep before being active again.''Do not take two doses at one time.''''"
What happens if I overdose?,''Seek emergency medical attention or call the Poison Help line at 1-800-222-1222.''''
What should I avoid while taking ramelteon?,''Do not drink alcohol with  ramelteon.''Avoid driving or hazardous activity until you know how this medicine will affect you. Your reactions could be impaired.''''
Ramelteon side effects,"''Ramelteon may cause a severe allergic reaction. Get emergency medical help if you have signs of an allergic reaction: hives; difficult breathing; nausea and vomiting; swelling of your face, lips, tongue, or throat.''Some people using this medicine have engaged in activity while not fully awake and later had no memory of it. This may include walking, driving, eating, having sex, or making phone calls. If this happens to you, call your doctor right away.''Call your doctor at once if you have:''unusual thoughts or behavior, hallucinations, worsening depression, thoughts about hurting yourself;a missed menstrual period;nipple discharge; orloss of interest in sex.''Common side effects may include:''drowsiness, tired feeling;dizziness;nausea; orworsening sleep problems.''This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.''''"
Ramelteon dosing information,''Usual Adult Dose for Insomnia:8 mg orally within 30 minutes of going to bedMaximum Dose: 8 mg per dayComments: This drug should not be taken with or immediately after a high-fat meal.Use: Treatment of insomnia characterized by difficulty with sleep onset''
What is ramipril? Ramipril,"''Ramipril (Altace) is an ACE inhibitor. ACE stands for angiotensin converting enzyme.''Ramipril is used to treat high blood pressure (hypertension) or congestive heart failure, and to improve survival after a heart attack.''Ramipril may also be used for purposes not listed in this medication guide.''"
Important information Ramipril,"''Do not use ramipril if you are pregnant. If you become pregnant, stop taking this medicine and tell your doctor right away.''You should not use ramipril if you have ever had angioedema. Do not take this medicine within 36 hours before or after taking medicine that contains sacubatril (such as Entresto).''If you have diabetes, do not use ramipril together with any medication that contains aliskiren (such as Tekturna or Tekamlo).''"
Before taking this medicine Ramipril,"''You should not use ramipril if you are allergic to it, or if:''you have a history of angioedema;you recently took a heart medicine called sacubatril; orif you are allergic to any other ACE inhibitor, such as benazepril, captopril, enalapril, fosinopril, lisinopril, moexipril, perindopril, quinapril, or trandolapril.''Do not take ramipril within 36 hours before or after taking medicine that contains sacubatril (such as Entresto).''If you have diabetes, do not use ramipril together with any medication that contains aliskiren (such as Tekturna or Tekamlo).''You may also need to avoid taking ramipril with aliskiren if you have kidney disease.''To make sure this medicine is safe for you, tell your doctor if you have ever had:''kidney disease (or if you are on dialysis);liver disease;a connective tissue disease such as Marfan syndrome, Sjogren's syndrome, lupus, scleroderma, or rheumatoid arthritis; orif you are also taking telmisartan (Micardis).''Do not use if you are pregnant. If you become pregnant, stop taking this medicine and tell your doctor right away. Ramipril can cause injury or death to the unborn baby if you take the medicine during your second or third trimester. Use effective birth control.''It is not known whether ramipril passes into breast milk or if it could harm a nursing baby. You should not breast-feed while using this medicine.''"
How should I take ramipril? Ramipril,"''Take ramipril exactly as prescribed by your doctor. Follow all directions on your prescription label. Your doctor may occasionally change your dose. Do not take this medicine in larger or smaller amounts or for longer than recommended.''Ramipril can be taken with or without food.''Swallow the tablet whole.''You may open the capsule and sprinkle the medicine into a half-cup (4 ounces) of water, apple juice, or applesauce to make swallowing easier. Swallow without chewing. You may store the mixture for up to 24 hours at room temperature, or up to 48 hours in a refrigerator.''Call your doctor if you have ongoing vomiting or diarrhea, or if you are sweating more than usual. You can easily become dehydrated while taking ramipril. This can lead to very low blood pressure, electrolyte disorders, or kidney failure.''Your blood pressure will need to be checked often, and you may need frequent blood tests to check your potassium levels.''Drink plenty of water each day while you are taking this medication.''If you need surgery, tell the surgeon ahead of time that you are using this medicine.''If you are being treated for high blood pressure, keep using this medication even if you feel well. High blood pressure often has no symptoms. You may need to use blood pressure medication for the rest of your life.''Store at room temperature away from moisture, heat, and light. Keep the bottle tightly closed when not in use.''''What happens if I miss a dose?''Take the missed dose as soon as you remember. Skip the missed dose if it is almost time for your next scheduled dose. Do not take extra medicine to make up the missed dose.''"
What happens if I overdose? Ramipril,''Seek emergency medical attention or call the Poison Help line at 1-800-222-1222.''
What should I avoid? Ramipril,"''Do not use salt substitutes or potassium supplements while taking ramipril, unless your doctor has told you to.''Avoid drinking alcohol. It can further lower your blood pressure and may increase some of the side effects of ramipril.''Avoid getting up too fast from a sitting or lying position, or you may feel dizzy. Get up slowly and steady yourself to prevent a fall.''"
What is Ranexa?,''Ranexa (ranolazine) is used to treat chronic angina (chest pain). It works by improving blood flow to help the heart work more efficiently.''Ranexa is not for use during an acute (emergency) attack of angina.''Ranexa may also be used for purposes not listed in this medication guide.''
Important information Ranexa,"''You should not take Ranexa if you have cirrhosis of the liver.''Serious drug interactions can occur when certain medicines are used together with ranolazine. Tell each of your healthcare providers about all medicines you use now, and any medicine you start or stop using.''Ranexa is not for use during an acute (emergency) attack of chest pain. Continue using any other medicines prescribed by your doctor (such as nitroglycerin) to treat acute chest pain.''Before you take Ranexa, tell your doctor about all of your medical conditions, especially if you have a personal or family history of Long QT syndrome.''Chronic angina is often treated with a combination of different drugs. To best treat your condition, use all of your medications as directed by your doctor. Do not change your doses or medication schedule without advice from your doctor.''"
Before taking this medicine Ranexa,"''You should not take Ranexa if you are allergic to ranolazine, or if you have cirrhosis of the liver.''Many other drugs can interact with ranolazine and should not be used at the same time. Your doctor may need to change your treatment plan if you use any of the following drugs:''clarithromycin;nefazodone;St. John's wort;antifungal medicine - itraconazole, ketoconazole;HIV or AIDS medicine - indinavir, lopinavir/ritonavir, nelfinavir, ritonavir, saquinavir;tuberculosis medicine - rifabutin, rifampin, rifapentine; orseizure medicine-carbamazepine, phenobarbital, phenytoin.''To make sure Ranexa is safe for you, tell your doctor if you have:''a heart rhythm disorder;liver disease;kidney disease; ora personal or family history of long QT syndrome.''It is not known whether Ranexa will harm an unborn baby. Tell your doctor if you are pregnant or plan to become pregnant while using this medicine.''It is not known whether ranolazine passes into breast milk or if it could harm a nursing baby. Tell your doctor if you are breast-feeding a baby.''"
How should I take Ranexa?,"''Take Ranexa exactly as prescribed by your doctor. Follow all directions on your prescription label. Your doctor may occasionally change your dose to make sure you get the best results. Do not use this medicine in larger or smaller amounts or for longer than recommended.''Ranexa may be taken with or without food.''Do not crush, chew, or break an extended-release tablet. Swallow it whole.''Call your doctor if your symptoms do not improve, or if they get worse while using Ranexa.''Chronic angina is often treated with a combination of drugs. Use all medications as directed by your doctor. Read the medication guide or patient instructions provided with each medication. Do not change your doses or medication schedule without your doctor's advice.''Store Ranexa at room temperature away from moisture and heat.''"
Ranexa Dosing Information,"''Usual Adult Dose of Ranexa for Angina (Chest Pain):''The typical starting dose is: 500 mg orally twice daily. If needed, your doctor may increase to 1000 mg orally twice daily.''''What happens if I miss a dose?''Take the missed dose as soon as you remember. Skip the missed dose if it is almost time for your next scheduled dose. Do not take extra medicine to make up the missed dose.''"
What happens if I overdose? Ranexa,"''Seek emergency medical attention or call the Poison Help line at 1-800-222-1222.''Overdose can cause nausea, vomiting, numbness or tingling, dizziness, double vision, confusion, or fainting.''"
What should I avoid while taking Ranexa?,''Ranexa may impair your thinking or reactions. Be careful if you drive or do anything that requires you to be alert.''Grapefruit and grapefruit juice may interact with Ranexa and lead to unwanted side effects. Discuss the use of grapefruit products with your doctor.''
Ranexa side effects,"''Get emergency medical help if you have any signs of an allergic reaction to Ranexa: hives; difficult breathing; swelling of your face, lips, tongue, or throat.''Call your doctor at once if you have:''a light-headed feeling, like you might pass out;headache with chest pain and severe dizziness, fast or pounding heartbeats; orkidney problems - little or no urination; painful or difficult urination, swelling in your feet or ankles; feeling tired or short of breath.''Common Ranexa side effects may include:''nausea, constipation;headache; ordizziness.''This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.''''"
What is ranitidine? Ranitidine,"''Ranitidine belongs to a group of drugs called histamine-2 blockers. It works by reducing the amount of acid your stomach produces.''Ranitidine has been used to treat and prevent ulcers in the stomach and intestines. It also was used to treat conditions in which the stomach produces too much acid, such as Zollinger-Ellison syndrome..''Ranitidine was also used to treat gastroesophageal reflux disease (GERD) and other conditions in which acid backs up from the stomach into the esophagus, causing heartburn.''A cancer-causing impurity found in many ranitidine medications may increase to unacceptable levels over time and when ranitidine is stored at high temperatures. As a result, the FDA has asked all makers of ranitidine to withdraw this medicine from the market in the United States.''"
Important Information Ranitidine,"''Ranitidine has been withdrawn from the market in the United States. Some of the contents of this leaflet are preserved for historical purposes only.''Using ranitidine may increase your risk of developing pneumonia. Symptoms of pneumonia include chest pain, fever, feeling short of breath, and coughing up green or yellow mucus. Talk with your doctor about your specific risk of developing pneumonia.''Do not use this medication if you are allergic to ranitidine.''Ask a doctor or pharmacist if it is safe for you to take this medicine if you have kidney disease, liver disease, or porphyria.''Heartburn is often confused with the first symptoms of a heart attack. Seek emergency medical attention if you have chest pain or heavy feeling, pain spreading to the arm or shoulder, nausea, sweating, and a general ill feeling.''Ranitidine granules and effervescent tablets must be dissolved in water before you take them. Your doctor may recommend an antacid to help relieve pain. Carefully follow your doctor's directions about the type of antacid to use, and when to use it. Avoid drinking alcohol. It can increase the risk of damage to your stomach. It may take up to 8 weeks of using this medicine before your ulcer heals. For best results, keep using the medication as directed. Talk with your doctor if your symptoms do not improve after 6 weeks of treatment.''"
Before taking this medicine Ranitidine,"''If you have been taking prescription-strength ranitidine: Before you stop taking the medicine, ask your doctor about safer treatment options.''If you have been taking over-the-counter (OTC) ranitidine: Stop taking the medicine, and ask your doctor or pharmacist about other approved OTC stomach acid reducers.''Heartburn can mimic early symptoms of a heart attack. Get emergency medical help if you have chest pain that spreads to your jaw or shoulder and you feel anxious or light-headed.''Before using any OTC medicine to reduce stomach acid, ask a doctor or pharmacist if the medicine is safe for you if you have other medical conditions or allergies.''Ask a doctor before using any OTC stomach acid medicine if you are pregnant or breastfeeding.''"
How should I take ranitidine? Ranitidine,"''Because ranitidine has been withdrawn from the market in the U.S., some of the contents of this leaflet are intended for historical purposes only.''Take ranitidine exactly as directed on the label, or as prescribed by your doctor.''Measure liquid medicine carefully. Use the dosing syringe provided, or use a medicine dose-measuring device (not a kitchen spoon).''It may take up to 8 weeks before your ulcer heals. Keep using your medications as directed and call your doctor if your symptoms do not improve after 6 weeks.''Your doctor may recommend an antacid to help relieve pain. Carefully follow your doctor's directions about the type of antacid to use, and when to use it.''Store at room temperature away from moisture, heat, and light.''''What happens if I miss a dose?''Take the medicine as soon as you can, but skip the missed dose if it is almost time for your next dose. Do not take two doses at one time.''"
What happens if I overdose? Ranitidine,"''Seek emergency medical attention or call the Poison Help line at 1-800-222-1222.''Overdose symptoms may include lack of coordination, feeling light-headed, or fainting.''"
What should I avoid while taking ranitidine? Ranitidine,''You should not stop taking prescription-strength ranitidine until you ask your doctor to prescribe a different medication. Talk with doctor as soon as possible about how best to treat your condition.''Avoid drinking alcohol. It can increase the risk of damage to your stomach.''
Ranitidine side effects,"''Get emergency medical help if you have signs of an allergic reaction to ranitidine: hives; difficult breathing; swelling of your face, lips, tongue, or throat.''Stop using this medicine and call your doctor at once if you have:''stomach pain, loss of appetite;dark urine, jaundice (yellowing of the skin or eyes);fever, chills, cough with mucus, chest pain, feeling short of breath;fast or slow heart rate;easy bruising or bleeding; orproblems with your skin or hair.''Common ranitidine side effects may include:''nausea, vomiting, stomach pain; ordiarrhea, constipation.''This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.''''"
What is ranolazine? Ranolazine,''Ranolazine is used to treat chronic angina (chest pain). Ranolazine is not for use during an acute (emergency) attack of angina.''Ranolazine may also be used for purposes not listed in this medication guide.''''
Important Information Ranolazine,"''You should not take ranolazine if you have cirrhosis of the liver.''Tell your doctor about all your current medicines and any you start or stop using. Many drugs can interact, and some drugs should not be used together.''''"
Before taking this medicine Ranolazine,"''You should not take ranolazine if you are allergic to it, or if you have:''cirrhosis of the liver.''Many drugs can interact and cause dangerous effects. Some drugs should not be used together with ranolazine. Your doctor may change your treatment plan if you also use:''clarithromycin;nefazodone;St. John's wort;antifungal medicine--itraconazole, ketoconazole;HIV or AIDS medicine--indinavir, lopinavir/ritonavir, nelfinavir, ritonavir, saquinavir;seizure medicine--carbamazepine, phenobarbital, phenytoin; ortuberculosis medicine--rifabutin, rifampin, rifapentine.''Tell your doctor if you have ever had:''long QT syndrome (in you or a family member);liver disease; orkidney disease.''Tell your doctor if you are pregnant or breastfeeding.''''"
How should I take ranolazine? Ranolazine,"''Follow all directions on your prescription label and read all medication guides or instruction sheets. Your doctor may occasionally change your dose. Use the medicine exactly as directed.''You may take ranolazine with or without food.''Swallow the tablet whole and do not crush, chew, or break it.''Chronic angina is often treated with a combination of drugs. Use all medications as directed and read all medication guides you receive. Do not change your dose or dosing schedule without your doctor's advice.''Call your doctor if your symptoms do not improve, or if they get worse.''You will need frequent medical tests to check your heart and kidney function.''Store at room temperature away from moisture and heat.''''What happens if I miss a dose?''Skip the missed dose and use your next dose at the regular time. Do not use two doses at one time.''''"
What happens if I overdose? Ranolazine,"''Seek emergency medical attention or call the Poison Help line at 1-800-222-1222.''Overdose can cause nausea, vomiting, numbness or tingling, dizziness, double vision, confusion, or fainting.''''"
What should I avoid while taking ranolazine? Ranolazine,''Avoid driving or hazardous activity until you know how  ranolazine will affect you. Your reactions could be impaired.''Grapefruit may interact with ranolazine and lead to unwanted side effects. Avoid the use of grapefruit products.''''
Ranolazine side effects,"''Get emergency medical help if you have signs of an allergic reaction: hives; difficult breathing; swelling of your face, lips, tongue, or throat.''Call your doctor at once if you have:''a light-headed feeling, like you might pass out;fast or pounding heartbeats, fluttering in your chest; orkidney problems--little or no urination, painful or difficult urination, swelling in your feet or ankles, feeling tired or short of breath.''Common side effects may include:''nausea, constipation;headache; ordizziness.''This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.''''"
Ranolazine dosing information,''Usual Adult Dose for Angina Pectoris:500 mg orally twice a day; increase to 1000 mg orally twice a day as neededMaximum dose: 1000 mg orally twice a dayUse: Treatment of chronic angina''
What is Rapaflo?,"''Rapaflo (silodosin) is an alpha-adrenergic (AL-fa ad-ren-ER-jik) blocker.''Rapaflo helps relax the muscles in the prostate and bladder neck, making it easier to urinate.''Rapaflo is used to improve urination in men with benign prostatic hyperplasia (enlarged prostate).''"
Important information Rapaflo,"''You should not take Rapaflo if you have severe kidney or liver disease.''Do not take silodosin together with similar medicines such as alfuzosin, doxazosin, prazosin, tamsulosin, or terazosin.''Rapaflo may cause dizziness or fainting, especially when you first start taking it. Be careful if you drive or do anything that requires you to be alert. Avoid standing for long periods of time or becoming overheated during exercise and in hot weather. Avoid getting up too fast from a sitting or lying position, or you may feel dizzy.''Rapaflo can affect your pupils during cataract surgery. Tell your eye surgeon ahead of time that you are using Rapaflo. Do not stop using Rapaflo before surgery unless your surgeon tells you to.''There are many other drugs that can interact with silodosin. Tell your doctor about all medications you use.''"
Before taking this medicine Rapaflo,"''You should not take Rapaflo if you are allergic to silodosin, or if you have:''severe liver disease; orsevere kidney disease.''Some medicines can interact with silodosin and should not be used at the same time. Your doctor may need to change your treatment plan if you use any of the following drugs:''imatinib;isoniazid;nefazodone;an antibiotic - clarithromycin, telithromycin;antifungal medicine - itraconazole, ketoconazole, posaconazole, voriconazole;heart medication - nicardipine, quinidine;antiviral medicine to treat hepatitis C or HIV/AIDS - atazanavir, boceprevir, cobicistat, delavirdine, fosamprenavir, indinavir, nelfinavir, ritonavir, saquinavir, telaprevir; ormedicines similar to Rapaflo - alfuzosin, doxazosin, prazosin, tamsulosin, or terazosin.''To make sure Rapaflo is safe for you, tell your doctor if you have ever had:''low blood pressure;kidney disease (or if you are on dialysis);heart disease;prostate cancer;a condition for which you take a diuretic or ""water pill""; orif you are on a low-salt diet.''Rapaflo can affect your pupils. If you have cataract surgery, tell your surgeon ahead of time that you use this medicine.''Rapaflo is not for use in women, and the effects of this medicine during pregnancy or in breastfeeding women are unknown.''Rapaflo is not approved for use by anyone younger than 18 years old.''"
How should I take Rapaflo?,"''Take Rapaflo exactly as prescribed by your doctor. Follow all directions on your prescription label. Your doctor may occasionally change your dose to make sure you get the best results. Do not use this medicine in larger or smaller amounts or for longer than recommended.''Rapaflo is usually taken once daily with a meal. Follow your doctor's dosing instructions very carefully.''If you cannot swallow a capsule whole, open it and sprinkle the medicine into a spoonful of pudding or applesauce. Swallow the mixture right away without chewing, then drink a full glass of water.''Rapaflo lowers blood pressure and may cause dizziness or fainting, especially when you first start taking it. You may feel very dizzy when you first wake up. Avoid getting up too fast from a sitting or lying position, or you may feel dizzy. Get up slowly and steady yourself to prevent a fall.''While using this medicine, your blood pressure and prostate will need to be checked often.''Some things can cause your blood pressure to get too low. This includes vomiting, diarrhea, or heavy sweating. Call your doctor if you have a prolonged illness that causes diarrhea or vomiting.''Store at room temperature away from moisture, heat, and light.''"
