Questions,Answer
What should I discuss with my doctor before taking  Zaroxolyn?,"''You should not use Zaroxolyn if you are allergic to it, or if you have:''severe liver disease; orif you are unable to urinate.''To make sure Zaroxolyn is safe for you, tell your doctor if you have:''an electrolyte imbalance (such as low levels of potassium or magnesium in your blood);a heart rhythm disorder;an allergy to sulfa drugs;liver disease;kidney disease;diabetes;gout; orsystemic lupus erythematosus.''Using Zaroxolyn during pregnancy could cause side effects in the newborn baby, such as blood cell problems, or jaundice (yellowing of the skin or eyes). Tell your doctor if you are pregnant or if you become pregnant while using  Zaroxolyn.''Metolazone can pass into breast milk and may harm a nursing baby. You should not breast-feed while using this medicine.''Zaroxolyn is not approved for use by anyone younger than 18 years old.''''"
How should I take  Zaroxolyn?,"''Follow all directions on your prescription label. Your doctor may occasionally change your dose to make sure you get the best results. Do not use this medicine in larger or smaller amounts or for longer than recommended.''Zaroxolyn is usually taken only once per day.''You may need to limit salt in your diet while taking this medicine. Follow your doctor's instructions carefully.''While using Zaroxolyn, you may need frequent blood tests. Your blood and urine may both be tested if you have been vomiting or are dehydrated.''Zaroxolyn can cause unusual results with certain medical tests. Tell any doctor who treats you that you are using this medicine.''If you need surgery, tell the surgeon ahead of time that you are using Zaroxolyn. You may need to stop using the medicine for a short time.''If you are being treated for high blood pressure, keep using this medicine even if you feel well. High blood pressure often has no symptoms. You may need to use blood pressure medicine for the rest of your life.''Store the tablets at room temperature away from heat, light, and moisture.''''What happens if I miss a dose?''Take the missed dose as soon as you remember. Skip the missed dose if it is almost time for your next scheduled dose. Do not take extra medicine to make up the missed dose.''''"
What happens if I overdose? Zaroxolyn,"''Seek emergency medical attention or call the Poison Help line at 1-800-222-1222.''Overdose symptoms may include severe dizziness or drowsiness, dry mouth, thirst, muscle weakness, feeling light-headed, or fainting.''''"
What should I avoid while taking  Zaroxolyn?,"''Drinking alcohol with  Zaroxolyn can cause side effects.''Avoid becoming overheated or dehydrated during exercise, in hot weather, or by not drinking enough fluids. Follow your doctor's instructions about the type and amount of liquids you should drink. In some cases, drinking too much liquid can be as unsafe as not drinking enough.''''"
 Zaroxolyn side effects,"''Get emergency medical help if you have signs of an allergic reaction: hives; difficult breathing; swelling of your face, lips, tongue, or throat.''Call your doctor at once if you have:''chest pain;pounding heartbeats or fluttering in your chest;easy bruising or bleeding;a light-headed feeling, like you might pass out;liver problems--nausea, upper stomach pain, itching, tiredness, loss of appetite, dark urine, clay-colored stools, jaundice (yellowing of the skin or eyes);low potassium--leg cramps, constipation, irregular heartbeats, fluttering in your chest, increased thirst or urination, numbness or tingling, muscle weakness or limp feeling;low levels of sodium in the body--headache, confusion, slurred speech, severe weakness, vomiting, loss of coordination, feeling unsteady;other signs of an electrolyte imbalance--dry mouth, nausea, vomiting, weakness, drowsiness, lack of energy, muscle pain, little or no urination, or feeling restless; orsevere skin reaction--fever, sore throat, swelling in your face or tongue, burning in your eyes, skin pain followed by a red or purple skin rash that spreads (especially in the face or upper body) and causes blistering and peeling.''Common side effects may include:''dizziness, spinning sensation;drowsiness, tiredness;depressed mood;muscle or joint pain;numbness or tingly feeling;nausea, stomach pain, loss of appetite; ordiarrhea, constipation.''This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.''''"
FDA Approves Zarxio,"''The United States Food and Drug Administration (FDA) has approved Zarxio (filgrastim-sndz), a leukocyte growth factor biosimilar to the reference product Neupogen. It is indicated for the treatment of neutropenia associated with chemotherapy and all other indications included in the reference product's label.''Patient Information''Read this Patient Information before you start treatment and each time you get a refill. There may be new information. This information does not take the place of talking with your healthcare provider about your medical condition or your treatment.''"
What is Zarxio?,"''Zarxio is a man-made form of granulocyte colony-stimulating factor (G-CSF). G-CSF is a substance produced by the body. It stimulates the growth of neutrophils, a type of white blood cell important in the body’s fight against infection.''Do not use this medicine if you have had a serious allergic reaction to human G-CSFs such as filgrastim or pegfilgrastim products.''Before you start treatment, tell your doctor about all of your medical conditions, including if you:''have a sickle cell disorder.have kidney problems.are receiving radiation therapy.are allergic to latex. The needle cap on the prefilled syringe contains natural rubber (derived from latex). Do not handle the prefilled syringe if you are allergic to latex.are pregnant or plan to become pregnant. It is not known if this medication will harm your unborn baby.are breastfeeding or plan to breastfeed. It is not known if this medication passes into your breast milk.''Tell your doctor about all the medicines you take, including prescription and over-the-counter medicines, vitamins, and herbal supplements.''How will I receive Zarxio?''Zarxio injections can be given by a healthcare provider or nurse by intravenous (IV) infusion or under your skin (subcutaneous injection). Your healthcare provider may decide subcutaneous injections can be given at home by you or your caregiver. If the injection is given at home, see the detailed “Instructions for Use” that comes with your prescription for information on how to prepare and inject the dose.You and your caregiver will be shown how to prepare and inject Zarxio before you use it.Your healthcare provider will tell you how much to inject and when to inject it. Do not change your dose unless your doctor tells you to.You should not inject a dose less than 0.3 mL (180 mcg) from the prefilled syringe. A dose less than 0.3 mL cannot be accurately measured.If you are receiving Zarxio because you are also receiving chemotherapy, the last dose of Zarxio should be injected at least 24 hours before your next dose of chemotherapy.If you miss a dose of Zarxio, talk to your healthcare provider about when you should give your next dose.Your healthcare provider will do blood tests before and during treatment with Zarxio to check your blood cell counts and to check you for side effects.''"
Zarxio side effects,"''Zarxio may cause serious side effects, including:''Spleen rupture. Your spleen may become enlarged and can rupture. A ruptured spleen can cause death. Call your healthcare provider right away if you have pain in the left upper stomach (abdomen) area or your left shoulder.A serious lung problem called acute respiratory distress syndrome (ARDS). Call your healthcare provider or get emergency medical help right away if you have shortness of breath with or without a fever, trouble breathing, or a fast rate of breathing.Serious allergic reactions. Zarxio can cause serious allergic reactions. These reactions can cause a rash over your whole body, shortness of breath, wheezing, dizziness, swelling around your mouth or eyes, fast heart rate, and sweating. If you have any of these symptoms, stop using Zarxio and call your healthcare provider or get emergency medical help right away.Sickle cell crises. You may have a serious sickle cell crisis if you have a sickle cell disorder and take Zarxio. Serious sickle cell crises has happened in people with sickle cell disorders receiving filgrastim, that has sometimes led to death. Call your healthcare provider right away if you have symptoms of sickle cell crisis such as pain or difficulty breathing.Kidney injury (glomerulonephritis). Kidney injury has been seen in patients who received Zarxio. Call your healthcare provider right away if you develop any of the following symptoms:swelling in your face or ankles,blood in your urine or dark colored urineyou urinate less than usual.Capillary leak syndrome. Zarxio can cause fluid to leak from blood vessels into your body’s tissues. This condition is called “Capillary Leak Syndrome” (CLS). CLS can quickly cause you to have symptoms that may become life-threatening.Get emergency medical help right away if you develop any of the following symptoms:swelling or puffiness and are urinating less oftentrouble breathingswelling of your stomach-area (abdomen) and feeling of fullnessdizziness or feeling fainta general feeling of tirednessDecreased platelet count (thrombocytopenia). Your healthcare provider will check your blood during treatment. Tell your healthcare provider if you have unusual bleeding or bruising during treatment. This could mean a decrease of platelets, which reduces the ability of blood to clot.Increased white blood cell count (leukocytosis). Your healthcare provider will check your blood during treatment.Inflammation of your blood vessels (cutaneous vasculitis). Tell your healthcare provider if you develop purple spots or redness of your skin.''The most common side effects include aching in the bones and muscles.''These are not all the possible side effects. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.''''How should I store Zarxio?''Store the injection in the refrigerator between 36°F to 46°F (2°C to 8°C).Avoid freezing. If frozen, thaw in the refrigerator before use. Throw away (dispose of) the injection if it has been frozen more than once.Store the injection in the original pack to protect it from light.Do not shake.Take the injection out of the refrigerator 30 minutes before use and allow it to reach room temperature before preparation.Zarxio may be allowed to reach room temperature for up to 24 hours. Throw away (dispose of) any Zarxio that has been left at room temperature for longer than 24 hours.After you inject your dose, throw away (dispose of) any unused Zarxio left in the prefilled syringe. Do not save unused Zarxio in the prefilled syringe for later use.''Keep all medicines out of the reach of children.''General information''Medicines are sometimes prescribed for purposes other than those listed in a Patient Information leaflet. Do not use this medication for a condition for which it was not prescribed. Do not give it to other people, even if they have the same symptoms that you have. It may harm them. You can ask your pharmacist or doctor for information that is written for health professionals.''What are the ingredients?''Active ingredient: filgrastim-sndz''Inactive ingredients: glutamic acid, polysorbate 80, sorbitol, sodium hydroxide, water for injection USP''"
What is Zegerid?,"''Zegerid contains a combination of omeprazole and sodium bicarbonate. Omeprazole is a proton pump inhibitor that decreases the amount of acid your stomach produces. Sodium bicarbonate is an antacid that raises the pH in your stomach to keep the omeprazole from breaking down in stomach acid.''Zegerid is used to treat heartburn and other symptoms of gastroesophageal reflux disease (GERD).''Zegerid is also used to treat certain type of ulcers, or to promote healing of erosive esophagitis (damage to your esophagus caused by stomach acid).''Zegerid is not for immediate relief of heartburn symptoms.''"
Important Information Zegerid,"''The omeprazole found in Zegerid can cause kidney problems. Tell your doctor if you are urinating less than usual, or if you have blood in your urine.''Diarrhea may be a sign of a new infection. Call your doctor if you have diarrhea that is watery or has blood in it.''Omeprazole may cause new or worsening symptoms of lupus. Tell your doctor if you have joint pain and a skin rash on your cheeks or arms that worsens in sunlight.''You may be more likely to have a broken bone while taking this medicine long term or more than once per day.''Zegerid contains sodium bicarbonate, a form of salt. Tell your doctor if you have Bartter's syndrome (a rare kidney disorder), or if you are on a low-salt diet.''"
Before taking this medicine Zegerid,"''You should not take Zegerid if you are allergic to omeprazole or sodium bicarbonate, or if you are also taking any medication that contains rilpivirine (Edurant, Juluca, Complera, Odefsey).''Heartburn can mimic early symptoms of a heart attack. Get emergency medical help if you have chest pain that spreads to your jaw or shoulder and you feel anxious or light-headed.''Zegerid contains sodium bicarbonate, a form of salt. Each capsule contains the equivalent of 300 mg of sodium. Each packet of powder contains the equivalent of 460 mg of sodium. If you are on a low-salt diet, you may not be able to use Zegerid. Talk with your doctor.''To make sure Zegerid is safe for you, tell your doctor or pharmacist if you have::''a rare kidney disorder called Bartter's syndrome;liver disease;any allergies;heart failure;problems with acid-base (pH) balance in your body;low levels of calcium, magnesium, or potassium levels in your blood;if you are of Asian descent.''You may be more likely to have a broken bone in your hip, wrist, or spine while taking a proton pump inhibitor long-term or more than once per day. Talk with your doctor about ways to keep your bones healthy.''Ask a doctor before using this medicine if you are pregnant or breastfeeding.''Zegerid is not approved for use by anyone younger than 18 years old.''"
How should I take Zegerid?,"''Take Zegerid exactly as prescribed by your doctor. Follow all directions on your prescription label and read all medication guides or instruction sheets.''Zegerid is for short-term use only, usually 4 to 8 weeks. Erosive esophagitis may take longer to heal. Follow your doctor's dosing instructions very carefully.''Take this medicine on an empty stomach, at least 1 hour before eating a meal.''Take the Zegerid capsule with a full glass of water. Do not use any other type of liquid or food. Swallow the capsule whole and do not crush, chew, break, or open it.''To use the powder form, open a packet and pour all of the powder into a small cup with 1 or 2 tablespoons of water. Do not use any other type of liquid. Stir and drink this mixture right away. Add a little more water to the glass, swirl gently and drink right away.''Do not use two 20-mg capsules to equal one 40-mg capsule. Do not use two 20-mg powder packets to equal one 40-mg powder packet. If you do not use the exact capsule or powder packet your doctor has prescribed, you may receive too much sodium bicarbonate.''Read and carefully follow any Instructions for Use if you are giving this medicine to a person who is fed through a nasogastric (NG) tube. Ask your doctor or pharmacist if you do not understand these instructions.''Store at room temperature away from moisture and heat.''''What happens if I miss a dose?''Use the medicine as soon as you can, but skip the missed dose if your next dose is due in less than 12 hours. Do not use two doses at one time.''"
What happens if I overdose? Zegerid,"''Seek emergency medical attention or call the Poison Help line at 1-800-222-1222.''Overdose symptoms may include confusion, headache, drowsiness, blurred vision, fast heartbeats, sweating, vomiting, dry mouth, and warmth or tingling.''"
What should I avoid while taking Zegerid?,"''This medicine can cause diarrhea, which may be a sign of a new infection. If you have diarrhea that is watery or bloody, call your doctor before using anti-diarrhea medicine.''If you take this medicine long-term, ask your doctor if you should also use calcium supplements. Also ask your doctor about sources of calcium in your diet from milk or other dairy products. Getting too much calcium while taking Zegerid may be harmful to your kidneys.''"
