Questions,Answer
How should I take Yasmin?,"''Take Yasmin exactly as prescribed by your doctor. Follow all directions on your prescription label. Do not take Yasmin in larger or smaller amounts or for longer than recommended. Take your first pill on the first day of your period or on the first Sunday after your period begins. You may need to use back-up birth control, such as condoms with spermicide, when you first start using this medication.''Take one pill every day, no more than 24 hours apart. When the pills run out, start a new pack the following day. You could get pregnant if you do not take one pill daily.''You may have breakthrough bleeding, especially during the first 3 months. Tell your doctor if this bleeding continues or is very heavy.''If you need major surgery or will be on long-term bed rest, you may need to stop using this medicine for a short time. Any doctor or surgeon who treats you should know that you are using Yasmin.''Store Yasmin at room temperature away from moisture and heat.''''What happens if I miss a dose?''Follow the patient instructions provided with your medicine. Ask your doctor or pharmacist if you do not understand these instructions. Missing a pill increases your risk of becoming pregnant.''If you miss 1 active pill, take 2 pills on the day that you remember. Then take 1 pill per day for the rest of the pack.''If you miss 2 active pills in a row in Week 1 or 2, take 2 pills per day for 2 days in a row. Then take 1 pill per day for the rest of the pack. Use back-up birth control for at least 7 days following the missed pills.''If you miss 2 active pills in a row in Week 3, throw out the rest of the pack and start a new pack the same day if you are a Day 1 starter. If you are a Sunday starter, keep taking a pill every day until Sunday. On Sunday, throw out the rest of the pack and start a new pack that day.''If you miss 3 active pills in a row in Week 1, 2, or 3, throw out the rest of the pack and start a new pack on the same day if you are a Day 1 starter. If you are a Sunday starter, keep taking a pill every day until Sunday. On Sunday, throw out the rest of the pack and start a new pack that day.''If you miss 2 or more pills, you may not have a period during the month. If you miss a period for 2 months in a row, call your doctor because you might be pregnant.''If you miss a reminder pill, throw it away and keep taking 1 reminder pill per day until the pack is empty.''"
What happens if I overdose? Yasmin,''Seek emergency medical attention or call the Poison Help line at 1-800-222-1222. Overdose may cause nausea or vaginal bleeding.''
What should I avoid while taking Yasmin?,"''Do not smoke while taking Yasmin, especially if you are older than 35 years of age.''Yasmin will not protect you from sexually transmitted diseases, including HIV and AIDS. Using a condom is the only way to protect yourself from these diseases.''"
What is Yaz?,"''Yaz tablets contain a combination of progesterone (drospirenone) and estrogen (ethinyl estradiol). Yaz is a combination birth control pill containing female hormones that prevent ovulation (the release of an egg from an ovary). Yaz also causes changes in your cervical mucus and uterine lining, making it harder for sperm to reach the uterus and harder for a fertilized egg to attach to the uterus.''Yaz is used as contraception to prevent pregnancy. It is also used to treat moderate acne in women who are at least 14 years old and have started having menstrual periods, and who wish to use birth control pills.''Yaz is also used to treat the symptoms of premenstrual dysphoric disorder (PMDD), such as anxiety, depression, irritability, trouble concentrating, lack of energy, sleep or appetite changes, breast tenderness, joint or muscle pain, headache, and weight gain.''"
Important information Yaz,"''Do not use Yaz if you are pregnant or if you recently had a baby.''Taking Yaz can increase your risk of blood clots, stroke, or heart attack. Many medical conditions can increase your risk of blood clot, stroke, or heart attack while taking Yaz. Tell your doctor about any and all medical problems, hospitalizations, surgeries, and medications before taking Yaz. You are even more at risk if you have high blood pressure, diabetes, high cholesterol, or if you are overweight. Your risk of stroke or blood clot is highest during your first year of taking birth control pills. Your risk is also high when you restart birth control pills after not taking them for 4 weeks or longer. If you are immobile for any reason (after a surgery or during long travel) you may also be at increased risk.''Smoking can greatly increase your risk of blood clots, stroke, or heart attack. You should not take Yaz if you smoke and are over 35 years old.''The different brand names (Beyaz, Gianvi, Loryna, Nikki, Ocella, Rajani, Safyral, Syeda, Vestura, Yasmin, Yaz, Yaela, and Zarah) do not have equal amounts of estrogen in them, but vary from pill to pill. They are not interchangeable. If you are taking Yaz, you should not switch to another brand without speaking to your doctor.''"
Yaz side effects,"''Get emergency medical help if you have signs of an allergic reaction to Yaz: hives; difficult breathing; swelling of your face, lips, tongue, or throat.''Stop using Yaz and call your doctor at once if you have:''sudden numbness or weakness (especially on one side of the body), sudden severe headache, slurred speech, problems with vision or balance;pain, warmth or swelling in one or both legs;shortness of breath, rapid breathing, and/or sudden coughing;coughing up blood;sudden vision loss or blurred vision;chest pain or pressure, pain spreading to your jaw or shoulder, nausea, sweating;symptoms of liver problems - loss of appetite, upper stomach pain, tiredness, dark urine, clay-colored stools, jaundice (yellowing of the skin or eyes);signs of increased blood pressure - severe headache, blurred vision, pounding in your neck or ears;swelling in your hands, ankles, or feet;a change in the pattern or severity of migraine headaches; orsymptoms of depression - sleep problems, weakness, tired feeling, mood changes.''Common Yaz side effects may include:''nausea, vomiting;breast tenderness;headache, mood changes, feeling tired or irritable;weight gain;skin darkening or pigmentation changes;changes in your menstrual periods or decreased sex drive.''This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.''''"
Before taking this medicine Yaz,"''Taking Yaz can increase your risk of blood clots, stroke, or heart attack. You are even more at risk if you have high blood pressure, diabetes, high cholesterol, or if you are overweight. Your risk of stroke or blood clot is highest during your first year of taking birth control pills. Your risk is also high when you restart birth control pills after not taking them for 4 weeks or longer.''Smoking can greatly increase your risk of blood clots, stroke, or heart attack. Your risk increases the older you are and the more you smoke. You should not take Yaz if you smoke and are over 35 years old.''Do not use if you are pregnant. Stop using Yaz and tell your doctor right away if you become pregnant, or if you miss 2 menstrual periods in a row. If you have recently had a baby, wait at least 4 weeks before taking this medicine.''You should not take Yaz if you have:''a history of a blood clot;an increased risk of having blood clots due to a heart problem or a hereditary blood disorder;heart disease (coronary artery disease, history of heart attack, stroke, or blood clot);migraine headaches associated with aura, numbness, weakness, or vision changes;untreated or uncontrolled high blood pressure;circulation problems (especially if caused by diabetes);very high cholesterol or triglycerides (fat in your blood);current or previous pancreatitis caused by high triglycerides;severe liver disease, liver cancer, or benign liver tumors;a history of jaundice (yellowing of the eyes or skin) caused by pregnancy or birth control pills;severe kidney disease or kidney failure;a history of hormone-related cancer, or cancer of the breast, uterus/cervix, or vagina;unusual vaginal bleeding that has not been checked by a doctor; or''In addition, you should not take Yaz if you are having (or have recently had) major surgery that requires you to be on bedrest. Do not take Yaz if you smoke and are over 35. You should also not take Yaz if you take any hepatitis C medication containing ombitasvir, paritaprevir, ritonavir, or dasabuvir.''To make sure Yaz is safe for you, tell your doctor if you have ever had:''heart problems, high blood pressure, or if you are prone to having blood clots;high levels of potassium in your blood;high cholesterol or triglycerides;depression;liver or kidney disease;thyroid diseasediabetesgallbladder disease;migraine headaches;lupus;cancer; orinflammatory bowel disease (such as Crohn’s or ulcerative colitis).''The hormones in Yaz can pass into breast milk and may harm a nursing baby. Yaz may also slow breast milk production. Do not use if you are breast feeding.''"
How should I take Yaz?,"''Take Yaz exactly as prescribed by your doctor. Follow all directions on your prescription label. Do not take Yaz in larger or smaller amounts or for longer than recommended. Take your first pill on the first day of your period or on the first Sunday after your period begins. You may need to use back-up birth control, such as condoms with spermicide, when you first start using this medication.''Take one pill every day, no more than 24 hours apart. When the pills run out, start a new pack the following day. You could get pregnant if you do not take one pill daily.''You may have breakthrough bleeding, especially during the first 3 months. Tell your doctor if this bleeding continues or is very heavy.''If you need major surgery or will be on long-term bed rest, you may need to stop using Yaz for a short time. Any doctor or surgeon who treats you should know that you are using this medicine.''Store Yaz at room temperature away from moisture and heat.''''What happens if I miss a dose?''Follow the patient instructions provided in your Yaz packet. Ask your doctor or pharmacist if you do not understand these instructions. Missing a pill increases your risk of becoming pregnant.''If you miss 1 active pill;''Take it as soon as you remember. If you do not remember until the next day, take 2 pills at once. Use back-up birth control (such as condoms) for 7 days.''If you miss 2 active pills in a row;''During weeks 1-2, take 2 pills on the day you remember and 2 pills the next day. Then take 1 pill daily until the pack is finished. Use back-up birth control (such as condoms) for 7 days.During weeks 3-4, throw out the rest of the pack and start a new pack of pills the same day. Use back-up birth control (such as condoms) for 7 days.''If you miss 3 or more active pills in a row;''Throw out the rest of the pill pack and start a new pill pack that same day. Use back-up birth control (such as condoms) for 7 days.''If you miss a reminder pill;''throw it away and keep taking 1 reminder pill per day until the pack is empty. You may not have a period during the month you missed pills. If you miss two months in a row, call your physician or take a home pregnancy test.''"
What happens if I overdose? Yaz,''Seek emergency medical attention or call the Poison Help line at 1-800-222-1222. Overdose may cause nausea or vaginal bleeding.''
What should I avoid while taking Yaz?,"''Do not smoke while taking Yaz, especially if you are older than 35 years of age.''Avoid unprotected intercourse. Yaz will not protect you from sexually transmitted diseases, including HIV and AIDS. Using a condom is the only way to protect yourself from these diseases.''"
What is Yervoy?,"''Yervoy (ipilimumab) is a cancer medicine that is used alone or in combination with other medicines to treat certain types of cancer such as:''skin cancer (melanoma);non-small cell lung cancer (NSCLC);pleural mesothelioma (cancer that affects the lining of the lungs and chest wall);kidney cancer;liver cancer; orcolorectal cancer that has certain specific DNA mutations.''Yervoy is often given when the cancer has spread to other parts of the body, or cannot be surgically removed, or has come back after prior treatment.''Yervoy may prevent melanoma from coming back after surgery, including lymph node removal surgery.''Yervoy is given for NSCLC only if your tumor tests positive for ""PD-L1"" and does not have an abnormal ""EGFR"" or ""ALK"" (a specific genetic marker).''"
Important Information Yervoy,"''Serious and sometimes fatal reactions may occur during treatment with Yervoy, or months after stopping. Call your doctor at once if you have: chest pain, cough, shortness of breath, vision changes, severe muscle pain or weakness, diarrhea and severe stomach pain, blood in your stools, little or no urinating, swelling, bruising or bleeding, dark urine, yellowing of the skin or eyes, confusion, hallucinations, a seizure, skin blistering, or a hormonal disorder (frequent headaches, feeling light-headed, increased thirst or urination, feeling cold, weight gain or loss).''Before you receive Yervoy, tell your doctor if you have liver damage, an autoimmune disorder such as lupus or sarcoidosis, Crohn's disease, ulcerative colitis, or if you have received an organ transplant.''Tell your doctor if you are pregnant or plan to become pregnant while using Yervoy.''"
Before taking this medicine Yervoy,"''You should not receive Yervoy if you are allergic to ipilimumab.''To make sure Yervoy is safe for you, tell your doctor if you have ever had:''liver problems;an autoimmune disorder (lupus, sarcoidosis, Crohn's disease, ulcerative colitis); oran organ transplant or stem cell transplant.''You may need to have a negative pregnancy test before starting this treatment.''Ipilimumab may harm an unborn baby. Use effective birth control to prevent pregnancy while you are using this medicine and for at least 3 months after your last dose. Tell your doctor if you become pregnant.''If you are pregnant, your name may be listed on a pregnancy registry to track the effects of ipilimumab on the baby.''Do not breastfeed while using this medicine, and for at least 3 months after your last dose.''Yervoy is not approved for use by anyone younger than 12 years old. For some types of cancer, Yervoy is used only in adults.''How is Yervoy given?''Yervoy is given as an infusion into a vein. A healthcare provider will give you this injection.''This medicine must be given slowly, and the infusion can take 30-90 minutes to complete.''Yervoy is usually given once every 3 to 6 weeks. Your other cancer medications may be given more often. Your doctor will determine how long to treat you with all medicines.''You may be given other medications to treat or prevent certain side effects.''You may need frequent medical tests to be sure this medicine is not causing harmful effects. Your cancer treatments may be delayed based on the results.''''What happens if I miss a dose?''Call your doctor for instructions if you miss a chemotherapy appointment.''"
What happens if I overdose? Yervoy,"''Since Yervoy is given by a healthcare professional in a medical setting, an overdose is unlikely to occur.''"
What should I avoid while receiving Yervoy?,"''Follow your doctor's instructions about any restrictions on food, beverages, or activity.''"
Yervoy side effects,"''Get emergency medical help if you have signs of an allergic reaction to Yervoy (hives, difficult breathing, swelling in your face or throat) or a severe skin reaction (fever, sore throat, burning eyes, skin pain, red or purple skin rash with blistering and peeling).''Some side effects may occur during the injection. Tell your caregiver if you feel dizzy, light-headed, short of breath, itchy, tingly, chilled, or feverish.''Serious and sometimes fatal reactions may occur during treatment with Yervoy or months after stopping. Call your doctor right away if you have symptoms such as:''severe or ongoing diarrhea, severe stomach pain, bloody or tarry stools;fever, swollen glands, body aches;new or worsening skin rash, itching, or blistering;chest pain, irregular heartbeats;severe muscle weakness, ongoing pain in your muscles or joints;numbness or tingling in your hands or feet;vision problems, eye pain or redness;lung problems - new or worsening cough, chest pain, feeling short of breath;kidney problems - little or no urination, swelling in your feet or ankles, blood in your urine;liver problems - right-sided upper stomach pain, tiredness, bruising or bleeding, dark urine, yellowing of your skin or eyes;signs of a hormonal disorder - frequent or unusual headaches, lack of energy, dizziness, fainting, mood or behavior changes, increased thirst or urination, feeling cold, weight gain, or weight loss; orsymptoms of brain swelling - confusion, headache, memory problems, hallucinations, neck stiffness, drowsiness, seizure (convulsions).''Your cancer treatments may be delayed or permanently discontinued if you have certain side effects.''Common Yervoy side effects may include:''fever, cough, shortness of breath;nausea, vomiting, stomach pain, loss of appetite;diarrhea, constipation;weight loss;hormonal problems;rash or itching;headache, dizziness, tiredness;sleep problems (insomnia); orpain in your muscles, joints, or bones.''This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.''''"
What is Yescarta?,"''Yescarta (axicabtagene ciloleucel) is an immunotherapy medicine used to treat large B-cell lymphoma in adults. This medicine is given after at least two other treatments have failed.''Yescarta is made from your own white blood cells, removed from a small amount of blood drawn from your body.''Yescarta is available under a special program. You must be registered in the program and understand the risks and benefits of this medicine.''"
Important information Yescarta,"''A serious side effect of Yescarta is called cytokine release syndrome, which causes fever, chills, trouble breathing, vomiting, and other symptoms. Your caregivers will have medication available to quickly treat this condition if it occurs.''Yescarta can also cause life-threatening nerve problems. Tell your caregivers or seek emergency medical attention if you have problems with speech, problems with thinking or memory, confusion, or a seizure.''"
Before taking this medicine Yescarta,"''To make sure Yescarta is safe for you, tell your doctor if you have ever had:''an active or chronic infection;memory problems;a seizure;liver or kidney disease;a stroke; orif you have received a vaccine in the past 2 weeks.''Women may need pregnancy testing before receiving this medicine. You may also need to use birth control to prevent pregnancy during and shortly after treatment with Yescarta and chemotherapy.''It is not known whether axicabtagene ciloleucel will harm an unborn baby. Tell your doctor if you are pregnant or plan to become pregnant.''If you receive Yescarta during pregnancy, your baby's blood may need to be tested after it is born. This is to evaluate any effects the medicine may have had on the baby.''It is not known whether axicabtagene ciloleucel passes into breast milk or if it could affect the nursing baby. Tell your doctor if you are breast-feeding.''"
How should I take Yescarta?,"''Your care providers will use an intravenous (IV) needle to draw your blood for collecting the white blood cells. The cells are then frozen and sent to a laboratory where they are made into axicabtagene ciloleucel.''About 3 to 5 days before Yescarta is given, you will be pre-treated with chemotherapy to help prepare your body for axicabtagene ciloleucel.''Just before you receive Yescarta, you will be given other medications to help prevent serious side effects or allergic reaction.''Once your body is ready to receive Yescarta, your care providers will inject the medicine into a vein through an IV.''You will be watched closely for at least 7 days after you receive this medicine, to make sure you do not have an allergic reaction or serious side effects.''You will need frequent blood tests to be sure Yescarta has not caused harmful effects.''For at least 4 weeks, plan to stay near the hospital or clinic where you received Yescarta. Avoid being so far away that it takes you longer than 2 hours to travel back to the hospital.''"
Yescarta dosing information,"''Usual Adult Dose for Lymphoma:''2 x 10(6) chimeric antigen receptor (CAR)-positive viable T cells per kg body weight via IV infusion; infuse within 30 minutes-Maximum Dose: 2 x 10(8) CAR-positive viable T cellsComments:-Pre-treatment: Administer a lymphodepleting chemotherapy regimen of cyclophosphamide 500 mg/m2 IV and fludarabine 30 mg/m2 IV on the fifth, fourth, and third day before infusion of this drug.-Premedication: Administer acetaminophen 650 mg orally and diphenhydramine 12.5 mg IV or orally approximately 1 hour before infusion of this drug.-Avoid prophylactic use of systemic corticosteroids as it may interfere with the activity of this drug.-This drug is not indicated for the treatment of primary central nervous system lymphoma.Use: Treatment of relapsed or refractory large B-cell lymphoma after two or more lines of systemic therapy, including diffuse large B-cell lymphoma (DLBCL) not otherwise specified, primary mediastinal large B-cell lymphoma, high grade B-cell lymphoma, and DLBCL arising from follicular lymphoma.''''What happens if I miss a dose?''Call your doctor for instructions if you miss any of your chemotherapy treatment, or if you miss a dose of your medications to prevent side effects of Yescarta.''"
What happens if I overdose? Yescarta,"''Since this medicine is given by a healthcare professional in a medical setting, an overdose is unlikely to occur.''"
What should I avoid while taking Yescarta?,"''Yescarta can cause weakness, drowsiness, confusion, problems with memory or coordination, and seizures. Avoid driving or operating machinery for at least 8 weeks after you are treated with this medicine.''Do not donate blood, an organ, or any tissues or cells from your own body.''Do not receive a ""live"" vaccine while using Yescarta, or you could develop a serious infection. Live vaccines include measles, mumps, rubella (MMR), polio, rotavirus, typhoid, yellow fever, varicella (chickenpox), zoster (shingles), and nasal flu (influenza) vaccine.''"
Yescarta side effects,"''Get emergency medical help if you have signs of an allergic reaction to Yescarta: hives; difficult breathing; swelling of your face, lips, tongue, or throat.''A serious side effect of Yescarta is called cytokine release syndrome (CRS). Tell your caregivers right away if you have signs of this condition: fever, chills, trouble breathing, confusion, severe vomiting or diarrhea, fast or irregular heartbeats, feeling light-headed, or feeling very weak or tired. Your caregivers will have medication available to quickly treat CRS if it occurs.''Also tell your caregivers or seek emergency medical attention if you have signs of life-threatening nerve problems: problems with speech, problems with thinking or memory, confusion, or a seizure.''Also call your doctor at once if you have:''headaches, dizziness;tremors, anxiety, trouble sleeping;unusual thoughts or behavior;trouble speaking or understanding what is said to you; orlow blood cell counts - fever, chills, tiredness, flu-like symptoms, mouth sores, skin sores, easy bruising, unusual bleeding, pale skin, cold hands and feet, feeling light-headed or short of breath.''Common Yescarta side effects may include:''nausea, diarrhea;low blood cells;confusion; orfast heartbeats.''This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.''''"
What other drugs will affect Yescarta?,"''Other drugs may interact with axicabtagene ciloleucel, including prescription and over-the-counter medicines, vitamins, and herbal products. Tell your doctor about all your current medicines and any medicine you start or stop using.''''"
What is  YF-Vax?,"''Yellow fever is a serious disease caused by a virus that is spread through the bite of an infected mosquito. Yellow fever can cause fever and flu-like illness, jaundice (yellowing of the eyes and skin), liver failure, lung failure, kidney failure, vomiting of blood, and possibly death.''YF-Vax is recommended for people who plan to live in or travel to areas where yellow fever is known to exist, or those who are otherwise at high risk of coming into contact with the virus.''This vaccine is used to help prevent yellow fever in adults and children who are at least 9 months old. The vaccine works by exposing you to a small dose of the virus, which causes the body to develop immunity to the disease. This vaccine will not treat an active infection that has already developed in the body.''You should receive the vaccine at least 10 days prior to your arrival in an area where you may be exposed to the virus.''This vaccine is also recommended for people who work in a research laboratory and may be exposed to yellow fever virus through needle-stick accidents or inhalation of viral droplets in the air.''Like any vaccine, the YF-Vax may not provide protection from disease in every person.''''"
Important Information,''You should not receive a booster vaccine if you had a life threatening allergic reaction after the first shot.''''
Before taking this medicine,"''You should not receive this vaccine if you have ever had a life-threatening allergic reaction to a YF-Vax, or if you have:''an allergy to gelatin, eggs, or chicken proteins;cancer, leukemia, or lymphoma;a weak immune system caused by disease (such as cancer or HIV), or by taking certain medicines such as steroids;a disorder such as myasthenia gravis;a disease or tumor of the thymus gland, or if your thymus has been surgically removed; orif you have received a transplant.''If you have a high risk of exposure to yellow fever, you may need to receive the vaccine even if you have an allergy to eggs or chicken products. Your doctor can give you the vaccine in several small doses to avoid an allergic reaction.''In special cases, a doctor or health official may determine that a child between 6 and 9 months old should receive a YF-Vax. Children younger than 6 months old should not receive this vaccine.''To make sure YF-Vax is safe for you, tell your doctor if you have ever had:''a seizure;a neurologic disorder or disease affecting the brain (or if this was a reaction to a previous vaccine);a bleeding or blood clotting disorder such as hemophilia;Guillain Barré syndrome; oran allergy to latex.''You can still receive a vaccine if you have a cold or fever. In the case of a more severe illness with a fever or any type of infection, wait until you get better before receiving this vaccine.''It is not known whether YF-Vax will harm an unborn baby. However, if you are at a high risk for infection with yellow fever during pregnancy, your doctor should determine whether you need this vaccine.''You should not receive this vaccine if you are breast-feeding a baby.''''How is  YF-Vax given?''This vaccine is given as an injection (shot) into a muscle.''YF-Vax is given every 10 years to people who are at risk of exposure to yellow fever. The first shot can be given to a child who is at least 9 months old. Your individual booster schedule may be different from these guidelines. Follow your doctor's instructions or the schedule recommended by your local health department or the Centers for Disease Control and Prevention (CDC).''After receiving the vaccine, you will be given an International Certificate of Vaccination (yellow card) from the clinic where you receive your YF-Vax. You will need this card as proof of vaccination to enter certain countries. This card becomes valid 10 days after you receive the vaccination and remains valid for 10 years.''YF-Vax can cause false results on a blood test for dengue or Japanese encephalitis. Tell any doctor who treats you if you have received a this medicine within the past 4 to 6 weeks.''In addition to receiving YF-Vax, use protective clothing, insect repellents, and mosquito netting around your bed to further prevent mosquito bites that could infect you with the yellow fever virus.''If you continue to travel or live in areas where yellow fever is common, you should receive a booster dose of yellow fever vaccine every 10 years.''''What happens if I miss a dose?''Talk with your doctor if you are receiving this vaccine less than 10 days prior to your arrival in an area where you may be exposed to the yellow fever virus.''Be sure you receive a booster dose of  YF-Vax every 10 years if you continue to travel or live in areas where yellow fever is common. If you do not receive the vaccine every 10 years, you may not be fully protected against the disease.''''"
What happens if I overdose?,''An overdose of this vaccine is unlikely to occur.''''
What should I avoid before or after receiving  YF-Vax?,"''Follow your doctor's instructions about any restrictions on food, beverages, or activity.''''"
