Questions,Answer
Before taking this medicine Tamiflu,"''You should not use Tamiflu if you are allergic to oseltamivir.''Do not use Tamiflu to treat flu symptoms in a child younger than 2 weeks old. Children as young as 1 year old may use this medicine to prevent flu symptoms.''Tell your doctor if you have ever had:''kidney disease (or if you are on dialysis);heart disease or chronic lung disease;a condition causing swelling or disorder of the brain;a weak immune system (caused by disease or by using certain medicine);hereditary fructose intolerance; orif you have used a nasal flu vaccine (FluMist) within the past 2 weeks.''It is not known whether this medicine will harm an unborn baby. However, getting sick with influenza during pregnancy can cause complications leading to birth defects, low birth weight, preterm delivery, or stillbirth. Your doctor will decide whether you should receive oseltamivir if you are pregnant.''The Centers for Disease Control and Prevention (CDC) recommends that pregnant women may receive a yearly flu vaccine to prevent influenza. Oseltamivir is not to be used in place of the yearly flu shot.''It is not known whether Tamiflu passes into breast milk or if it could harm a nursing baby. Tell your doctor if you are breast-feeding a baby.''"
How should I take Tamiflu?,"''Take Tamiflu exactly as prescribed by your doctor. Follow all directions on your prescription label and read all medication guides or instruction sheets. Use the medicine exactly as directed.''Start taking Tamiflu as soon as possible after flu symptoms appear, such as fever, chills, muscle aches, sore throat, and runny or stuffy nose.''Take the capsule with a full glass of water.''Shake the oral suspension (liquid) before you measure a dose. Use the dosing syringe provided, or use a medicine dose-measuring device (not a kitchen spoon).''Tamiflu may be taken with food if it upsets your stomach.''To treat flu symptoms: Take Tamiflu every 12 hours for 5 days.''To prevent flu symptoms: Take Tamiflu every 24 hours for 10 days or as prescribed. Follow your doctor's instructions.''Read and carefully follow any Instructions for Use provided with your medicine. Ask your doctor or pharmacist if you do not understand these instructions.''Use this medicine for the full prescribed length of time, even if your symptoms quickly improve. Tell your doctor if your symptoms do not improve, or if they get worse.''Store capsules at room temperature away from moisture and heat.''Store liquid medicine in the refrigerator but do not freeze. Throw away any unused liquid after 17 days.''The liquid may also be stored at cool room temperature for up to 10 days''''What happens if I miss a dose?''Use the medicine as soon as you can, but skip the missed dose if your next dose is due in less than 2 hours. Do not use two doses at one time.''"
What happens if I overdose? Tamiflu,''Seek emergency medical attention or call the Poison Help line at 1-800-222-1222.''
What should I avoid while taking Tamiflu?,"''Do not use a nasal flu vaccine (FluMist) within 48 hours after taking Tamiflu. Oseltamivir may interfere with the drug action of FluMist, making the vaccine less effective. Follow your doctor's instructions.''"
Tamiflu side effects,"''Get emergency medical help if you have signs of an allergic reaction to Tamiflu (hives, difficult breathing, swelling in your face or throat) or a severe skin reaction (fever, sore throat, burning eyes, skin pain, red or purple skin rash with blistering and peeling).''Some people using Tamiflu (especially children) have had sudden unusual changes in mood or behavior. It is not certain that oseltamivir is the exact cause of these symptoms. Even without using oseltamivir, anyone with influenza can have neurologic or behavioral symptoms. Call your doctor right away if the person using this medicine has:''sudden confusion;tremors or shaking;unusual behavior; orhallucinations (hearing or seeing things that are not there).''Common Tamiflu side effects may include:''nausea, vomiting;headache; orpain.''This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.''''"
What other drugs will affect Tamiflu?,"''Other drugs may interact with oseltamivir, including prescription and over-the-counter medicines, vitamins, and herbal products. Tell your doctor about all your current medicines and any medicine you start or stop using.''''"
What is tamoxifen? Tamoxifen,"''Tamoxifen blocks the actions of estrogen, a female hormone. Certain types of breast cancer require estrogen to grow.''Tamoxifen is used to treat some types of breast cancer in men and women. It is also used to lower a woman's chance of developing breast cancer if she has a high risk (such as a family history of breast cancer).''Tamoxifen may also be used for purposes not listed in this medication guide.''"
Important information Tamoxifen,"''Do not use tamoxifen if you are pregnant. It could harm the unborn baby. Use a barrier form of birth control (such as a condom or diaphragm with spermicide) while you are using this medication and for at least 2 months after your treatment ends. You should not use tamoxifen if you are allergic to it, if you have a history of blood clots in your veins or your lungs, or if you are taking a blood thinner such as warfarin (Coumadin).''Before using this medicine, tell your doctor if you have liver disease, high triglycerides (a type of fat in the blood), a history of cataract, or a history of stroke or blood clot. Also tell your doctor if you if you are receiving chemotherapy or radiation treatment.''If you are taking tamoxifen to reduce your risk of breast cancer, you may need to take your first dose while you are having a menstrual period. You may also need to have a pregnancy test before you start taking this medicine, to make sure you are not pregnant. Follow your doctor's instructions.''Taking tamoxifen may increase your risk of uterine cancer, stroke, or a blood clot in the lung, which can be fatal. Talk with your doctor about your specific risks in taking this medication.''To make sure this medication is not causing harmful effects, your doctor may want you to have mammograms and to perform routine breast self-exams on a regular basis. Your liver function may also need to be tested. Visit your doctor regularly.''"
Before taking this medicine Tamoxifen,"''You should not use tamoxifen if you are allergic to it.''You should not use tamoxifen to reduce your risk of breast cancer if you are also taking a blood thinner such as warfarin (Coumadin, Jantoven).''Do not take tamoxifen if you are pregnant. It could harm the unborn baby. Avoid becoming pregnant while you are using this medicine, and for at least 2 months after your treatment ends.''Hormonal contraception (such as birth control pills, injections, implants, skin patches, and vaginal rings) may not be effective enough to prevent pregnancy while taking tamoxifen. Use barrier or non-hormonal birth control (examples: condom, diaphragm with spermicide, or intrauterine device/IUD).''If you are taking tamoxifen to reduce your risk of breast cancer, you may need to take your first dose while you are having a menstrual period. You may also need to have a pregnancy test before you start taking tamoxifen, to make sure you are not pregnant. Follow your doctor's instructions.''Taking tamoxifen may increase your risk of uterine cancer, stroke, or a blood clot in the lung, which can be fatal. Talk with your doctor about your specific risks in taking this medicine.''To make sure tamoxifen is safe for you, tell your doctor if you have:''a history of stroke or blood clot;liver disease;high cholesterol or triglycerides (a type of fat in the blood);a history of cataracts; orif you are receiving chemotherapy or radiation.''It is not known whether tamoxifen passes into breast milk or if it could harm a nursing baby. This medicine has been shown to slow breast milk production. Do not breast-feed while taking tamoxifen.''"
How should I take tamoxifen? Tamoxifen,"''Follow all directions on your prescription label. Do not take this medicine in larger or smaller amounts or for longer than recommended.''Measure liquid medicine with the dosing syringe provided, or with a special dose-measuring spoon or medicine cup. If you do not have a dose-measuring device, ask your pharmacist for one.''Tamoxifen can be taken with or without food.''While using tamoxifen, you may need frequent blood tests.''If you need surgery or medical tests or if you will be on bed rest, you may need to stop using this medicine for a short time. Any doctor or surgeon who treats you should know that you are taking tamoxifen.''Have regular physical exams and mammograms, and self-examine your breasts for lumps on a monthly basis while using this medicine.''Use tamoxifen regularly to get the most benefit. Get your prescription refilled before you run out of medicine completely. You may need to keep using this medication for up to 5 years.''Store at room temperature away from moisture, heat, or cold. Do not freeze.''''What happens if I miss a dose?''Take the missed dose as soon as you remember. Skip the missed dose if it is almost time for your next scheduled dose. Do not take extra medicine to make up the missed dose.''"
What happens if I overdose? Tamoxifen,''Seek emergency medical attention or call the Poison Help line at 1-800-222-1222.''
What should I avoid while taking tamoxifen? Tamoxifen,"''This medicine can pass into body fluids (urine, feces, vomit). Caregivers should wear rubber gloves while cleaning up a patient's body fluids, handling contaminated trash or laundry or changing diapers. Wash hands before and after removing gloves. Wash soiled clothing and linens separately from other laundry.''Avoid grapefruit and grapefruit juice while taking tamoxifen.''"
Tamoxifen side effects,"''Get emergency medical help if you have signs of an allergic reaction to tamoxifen: hives; difficulty breathing; swelling of your face, lips, tongue, or throat.''Tamoxifen can increase your risk of stroke or blood clots. Call your doctor at once if you have:''signs of a stroke - sudden numbness or weakness (especially on one side of the body), sudden severe headache, slurred speech, problems with vision or balance;signs of a blood clot in the lung - chest pain, sudden cough, wheezing, rapid breathing, coughing up blood; orsigns of a blood clot in your leg - pain, swelling, warmth, or redness in one or both legs.''Also call your doctor at once if you have:''blurred vision, tunnel vision, eye pain, or seeing halos around lights;unusual vaginal bleeding or discharge;changes in your menstrual periods;pain or pressure in your pelvic area;a new breast lump;liver problems - nausea, upper stomach pain, itching, tired feeling, loss of appetite, dark urine, clay-colored stools, jaundice (yellowing of the skin or eyes); orhigh levels of calcium in your blood - vomiting, constipation, increased thirst or urination, muscle weakness, bone pain, confusion, lack of energy, or tired feeling.''Common tamoxifen side effects may include:''hot flashes;menstrual changes;flushing;nausea/vomiting;vaginal discharge; orweight loss.''This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.''''"
What is tamsulosin? Tamsulosin,"''Tamsulosin (Flomax) is an alpha-blocker that relaxes the muscles in the prostate and bladder neck, making it easier to urinate.''Tamsulosin is used to improve urination in men with benign prostatic hyperplasia (enlarged prostate).''Tamsulosin is not FDA approved for use in women or children.''"
Important information Tamsulosin,"''You should not use this medication if you are allergic to tamsulosin. Do not take tamsulosin with other similar medicines such as alfuzosin (Uroxatral), doxazosin (Cardura), prazosin (Minipress), silodosin (Rapaflo), or terazosin (Hytrin).''Tamsulosin may cause dizziness or fainting, especially when you first start taking it or when you start taking it again. Be careful if you drive or do anything that requires you to be alert. Avoid standing for long periods of time or becoming overheated during exercise and in hot weather. Avoid getting up too fast from a sitting or lying position, or you may feel dizzy.''If you stop taking this medicine for any reason, call your doctor before you start taking it again. You may need a dose adjustment.''Tamsulosin can affect your pupils during cataract surgery. Tell your eye surgeon ahead of time that you are using this medication. Do not stop using tamsulosin before surgery unless your surgeon tells you to.''There are many other drugs that can interact with this medicine. Tell your doctor about all medications you use.''Follow all directions on your medicine label and package. Tell each of your healthcare providers about all your medical conditions, allergies, and all medicines you use.''"
Before taking this medicine Tamsulosin,"''You should not use tamsulosin if you are allergic to it. Do not take tamsulosin together with similar medicines such as alfuzosin (Uroxatral), doxazosin (Cardura), prazosin (Minipress), silodosin (Rapaflo), or terazosin (Hytrin).''To make sure tamsulosin is safe for you, tell your doctor if you have:''liver or kidney disease;a history of prostate cancer;low blood pressure; oran allergy to sulfa drugs.''Tamsulosin can affect your pupils during cataract surgery. Tell your eye surgeon ahead of time that you are using this medicine. Do not stop using tamsulosin before surgery unless your surgeon tells you to.''Although this medicine is not for use in women, tamsulosin is not expected to harm an unborn baby. If you are a woman using this medication, tell your doctor if you are pregnant or breast-feeding.''This medicine is not approved for use by anyone younger than 18 years old.''"
How should I take tamsulosin? Tamsulosin,"''Take tamsulosin exactly as it was prescribed for you. Follow all directions on your prescription label. Your doctor may occasionally change your dose to make sure you get the best results. Do not take this medicine in larger or smaller amounts or for longer than recommended.''Tamsulosin is usually taken once a day, approximately 30 minutes after a meal. Try to take this medication at the same time each day.''Do not crush, chew, or open a capsule. Swallow the capsule whole.''Tamsulosin lowers blood pressure and may cause dizziness or fainting, especially when you first start taking it, or when you start taking it again. Call your doctor if you have severe dizziness or feel like you might pass out.''Some things can cause your blood pressure to get too low. This includes vomiting, diarrhea, heavy sweating, heart disease, dialysis, a low-salt diet, or taking diuretics (water pills). Tell your doctor if you have a prolonged illness that causes diarrhea or vomiting.''Your blood pressure will need to be checked often. You will also need to be checked for prostate cancer before and during treatment with tamsulosin.''You may feel very dizzy when you first wake up. Be careful when standing or sitting up from a lying position.''If you stop taking tamsulosin for any reason, call your doctor before you start taking it again. You may need a dose adjustment.''Store at room temperature away from moisture and heat.''Read all patient information, medication guides, and instruction sheets provided to you. Ask your doctor or pharmacist if you have any questions.''"
Tamsulosin dosing information,"''Usual Adult Dose for Benign Prostatic Hyperplasia:''Initial Dose: 0.4 mg orally once a dayMaximum Dose: 0.8 mg orally once a dayComments:-If use is discontinued or interrupted for several days at either the 0.4 mg or 0.8 mg dose, treatment should be initiated again with the 0.4 mg once a day dose.Use: Treatment of the signs and symptoms of benign prostatic hyperplasia (BPH)''''What happens if I miss a dose?''Take the missed dose as soon as you remember. Skip the missed dose if it is almost time for your next scheduled dose. Do not take extra medicine to make up the missed dose.''If you miss your doses for several days in a row, contact your doctor before restarting the medication.''"
What happens if I overdose? Tamsulosin,''Seek emergency medical attention or call the Poison Help line at 1-800-222-1222.''
What should I avoid while taking tamsulosin? Tamsulosin,"''Tamsulosin may impair your thinking or reactions. Be careful if you drive or do anything that requires you to be alert. Avoid getting up too fast from a sitting or lying position, or you may feel dizzy. Get up slowly and steady yourself to prevent a fall.''Dizziness or severe drowsiness can cause falls, accidents, or severe injuries.''To prevent dizziness, avoid standing for long periods of time or becoming overheated during exercise and in hot weather.''Drinking alcohol can increase certain side effects of tamsulosin.''"
Tamsulosin side effects,"''Get emergency medical help if you have signs of an allergic reaction to tamsulosin: hives, rash, itching; difficulty breathing; swelling of your face, lips, tongue, or throat.''Stop using this medicine and call your doctor at once if you have:''a light-headed feeling, like you might pass out;penis erection that is painful or lasts 4 hours or longer; orsevere skin reaction - fever, sore throat, swelling in your face or tongue, burning in your eyes, skin pain, followed by a red or purple skin rash that spreads (especially in the face or upper body) and causes blistering and peeling.''Common tamsulosin side effects may include:''low blood pressure;dizziness, drowsiness, weakness;nausea, diarrhea;headache, chest pain;abnormal ejaculation, decreased amount of semen;back pain;blurred vision;tooth problems;fever, chills, body aches, flu symptoms;runny or stuffy nose, sinus pain, sore throat, cough;sleep problems (insomnia); ordecreased interest in sex.''This is not a complete list of side effects and others may occur. Tell your doctor about any unusual or bothersome side effect. You may report side effects to FDA at 1-800-FDA-1088.''''"
What is Tegretol?,"''Tegretol (carbamazepine) is an anticonvulsant. It works by decreasing nerve impulses that cause seizures and pain.''Tegretol is used to treat certain types of seizures (partial, tonic-clonic, mixed).''Tegretol is also used to treat nerve pain such as trigeminal neuralgia and glossopharyngeal neuralgia.''"
Important Information Tegretol,"''You should not take Tegretol if you have a history of bone marrow suppression, or if you are allergic to it or to an antidepressant such as amitriptyline, desipramine, doxepin, imipramine, or nortriptyline.''TELL YOUR DOCTOR ABOUT ALL OTHER MEDICINES YOU USE. Some drugs can raise or lower your blood levels of carbamazepine, which may cause side effects or make this medicine less effective. Carbamazepine can also affect blood levels of certain other drugs, making them less effective or increasing side effects.''Tegretol may cause serious blood problems or a life-threatening skin rash or allergic reaction. Call your doctor if you have a fever, unusual weakness, bleeding, bruising, or a skin rash that causes blistering and peeling.''Some people have thoughts about suicide while taking seizure medicine. Stay alert to changes in your mood or symptoms. Report any new or worsening symptoms to your doctor.''Do not stop taking Tegretol without asking your doctor first, even if you feel fine.''If you are pregnant, do not start or stop taking carbamazepine without your doctor's advice.''"
Before taking this medicine Tegretol,"''You should not take Tegretol if you have a history of bone marrow suppression, or if you are allergic to carbamazepine or to an antidepressant such as amitriptyline, desipramine, doxepin, imipramine, or nortriptyline.''Do not use Tegretol if you have taken an MAO inhibitor in the past 14 days. A dangerous drug interaction could occur. MAO inhibitors include furazolidone, isocarboxazid, linezolid, phenelzine, rasagiline, selegiline, and tranylcypromine.''Tegretol may cause severe or life-threatening skin rash, and especially in people of Asian ancestry. Your doctor may recommend a blood test before you start the medication to determine your risk.''Tell your doctor if you have ever had:''heart problems;liver or kidney disease;glaucoma;porphyria;depression, mood disorder; orsuicidal thoughts or actions.''You may have thoughts about suicide while taking Tegretol. Your doctor should check your progress at regular visits. Your family or other caregivers should also be alert to changes in your mood or symptoms.''Follow your doctor's instructions about taking seizure medication if you are pregnant. Do not start or stop taking this medicine without your doctor's advice. Carbamazepine may harm an unborn baby, but having a seizure during pregnancy could harm both mother and baby. The benefit of preventing seizures may outweigh any risks to the baby.''Tell your doctor right away if you become pregnant.''If you are pregnant, your name may be listed on a pregnancy registry to track the effects of carbamazepine on the baby.''Carbamazepine can make birth control pills or implants less effective. Use a barrier form of birth control (such as a condom or diaphragm with spermicide) to prevent pregnancy.''You should not breastfeed while you are using Tegretol.''"
How should I take Tegretol?,"''Take Tegretol exactly as prescribed by your doctor. Follow all directions on your prescription label and read all medication guides or instruction sheets. Your doctor may occasionally change your dose.''Take with food.''Swallow the Tegretol extended-release tablet whole and do not crush, chew, or break the tablet. Tell your doctor if you cannot swallow a tablet whole.''Shake the Tegretol oral suspension (liquid) before you measure a dose. Use the dosing syringe provided, or use a medicine dose-measuring device (not a kitchen spoon).''It may take up to 4 weeks before your symptoms improve. Keep using the medication as directed and call your doctor promptly if this medicine seems to stop working as well in preventing your seizures.''You will need frequent medical tests.''Store at room temperature away from moisture, heat, and light.''Do not stop using Tegretol suddenly, even if you feel fine. Stopping suddenly may cause increased seizures. Follow your doctor's instructions about tapering your dose.''''What happens if I miss a dose?''Take the medicine as soon as you can, but skip the missed dose if it is almost time for your next dose. Do not take two doses at one time.''"
What happens if I overdose? Tegretol,"''Seek emergency medical attention or call the Poison Help line at 1-800-222-1222.''Overdose symptoms may include severe drowsiness, weak or shallow breathing, and loss of consciousness.''"
What should I avoid while taking Tegretol?,"''Drinking alcohol can increase some of the side effects of carbamazepine, and can also increase your risk of seizures.''Grapefruit may interact with carbamazepine and lead to unwanted side effects. Avoid the use of grapefruit products.''Avoid driving or hazardous activity until you know how this medicine will affect you. Your reactions could be impaired.''Carbamazepine could make you sunburn more easily. Avoid sunlight or tanning beds. Wear protective clothing and use sunscreen (SPF 30 or higher) when you are outdoors.''"
Tegretol side effects,"''Get emergency medical help if you have signs of an allergic reaction to Tegretol (hives, difficult breathing, swelling in your face or throat) or a severe skin reaction (fever, sore throat, burning in your eyes, skin pain, red or purple skin rash that spreads and causes blistering and peeling).''Seek medical treatment if you have a serious drug reaction that can affect many parts of your body. Symptoms may include: skin rash, fever, swollen glands, muscle aches, severe weakness, unusual bruising, or yellowing of your skin or eyes.''Report any new or worsening symptoms to your doctor, such as: sudden mood or behavior changes, depression, anxiety, insomnia, or if you feel agitated, hostile, restless, irritable, or have thoughts about suicide or hurting yourself.''Call your doctor at once if you have:''a skin rash, no matter how mild;loss of appetite, right-sided upper stomach pain, dark urine;slow, fast, or pounding heartbeats;anemia or other blood problems - fever, chills, sore throat, mouth sores, bleeding gums, nosebleeds, pale skin, easy bruising, unusual tiredness, feeling light-headed or short of breath; orlow levels of sodium in the body - headache, confusion, severe weakness, feeling unsteady, increased seizures.''Common Tegretol side effects may include:''dizziness, loss of coordination, problems with walking;nausea, vomiting; ordrowsiness.''This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.''''"
What other drugs will affect Tegretol?,"''Sometimes it is not safe to use certain medications at the same time. Some drugs can affect your blood levels of other drugs you take, which may increase side effects or make the medications less effective.''Using Tegretol with other drugs that make you drowsy can worsen this effect. Ask your doctor before using opioid medication, a sleeping pill, a muscle relaxer, or medicine for anxiety, depression, or seizures.''Many drugs can interact with carbamazepine, and some drugs should not be used together. This includes prescription and over-the-counter medicines, vitamins, and herbal products. Not all possible interactions are listed in this medication guide. Tell your doctor about all your current medicines and any medicine you start or stop using.''''"
What is telmisartan? Telmisartan,"''Telmisartan is used to treat high blood pressure (hypertension), sometimes in combination with other blood pressure medications.''Telmisartan is also used to reduce the risk of stroke, heart attack, or death from heart problems in people who are at least 55 years old with risk factors for serious heart disorders.''Telmisartan may also be used for purposes not listed in this medication guide.''''"
Important Information Telmisartan,"''Do not use if you are pregnant, and tell your doctor right away if you become pregnant.''If you have diabetes, do not use telmisartan together with any medication that contains aliskiren (a blood pressure medicine).''''"
Before taking this medicine Telmisartan,"''You should not use telmisartan if you are allergic to it.''If you have diabetes, do not use telmisartan together with any medication that contains aliskiren (a blood pressure medicine).''You may also need to avoid taking telmisartan with aliskiren if you have kidney disease.''Tell your doctor if you have ever had:''heart problems;kidney disease (or if you are on dialysis);liver disease; orif you are on a low-salt diet.''Do not use if you are pregnant, and tell your doctor right away if you become pregnant. Telmisartan can cause injury or death to the unborn baby if you take the medicine during your second or third trimester.''If you plan to get pregnant, ask your doctor for a safer medicine to use before and during pregnancy.''You should not breastfeed while using  telmisartan.''''"
How should I take telmisartan? Telmisartan,"''Follow all directions on your prescription label and read all medication guides or instruction sheets. Your doctor may occasionally change your dose. Use the medicine exactly as directed.''You may take telmisartan with or without food.''Swallow the tablet whole and do not crush, chew, or break it.''Keep this medicine in its original packaging until you are ready to take a tablet. If the tablet is in a blister pack, tear or cut the blister apart from the rest of the package and peel back the paper liner. Push the tablet through the foil to remove it.''Your blood pressure will need to be checked often.''You may have very low blood pressure while taking telmisartan. Call your doctor if you are sick with vomiting or diarrhea, or if you are sweating more than usual.''It may take 2 to 4 weeks before you receive the full benefit of taking telmisartan. Your doctor will determine how long to treat you with this medicine.''If you have high blood pressure, keep using this medicine even if you feel well. High blood pressure often has no symptoms. You may need to use blood pressure medicine for the rest of your life.''Store at room temperature away from moisture and heat. Keep the tablets in their original package or container, along with any packet or canister of moisture-absorbing preservative.''''What happens if I miss a dose?''Take the medicine as soon as you can, but skip the missed dose if it is almost time for your next dose. Do not take two doses at one time.''''"
What happens if I overdose? Telmisartan,''Seek emergency medical attention or call the Poison Help line at 1-800-222-1222.''''
What should I avoid while taking telmisartan? Telmisartan,"''Avoid getting up too fast from a sitting or lying position, or you may feel dizzy.''Do not use potassium supplements or salt substitutes, unless your doctor has told you to.''''"
Telmisartan side effects,"''Get emergency medical help if you have signs of an allergic reaction: hives; difficult breathing; swelling of your face, lips, tongue, or throat.''In rare cases, telmisartan can cause a condition that results in the breakdown of skeletal muscle tissue, leading to kidney failure. Call your doctor right away if you have unexplained muscle pain, tenderness, or weakness especially if you also have fever, unusual tiredness, or dark colored urine.''Also call your doctor at once if you have:''a light-headed feeling, like you might pass out;swelling, rapid weight gain; orhigh potassium level--nausea, weakness, tingly feeling, chest pain, irregular heartbeats, loss of movement.''Common side effects may include:''stuffy nose, sinus pain;back pain; ordiarrhea.''This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.''''"
