Questions,Answer
Ibrutinib side effects,"''Get emergency medical help if you have signs of an allergic reaction: hives; difficult breathing; swelling of your face, lips, tongue, or throat.''Stop using ibrutinib and call your doctor at once if you have:''signs of infection--fever, chills, weakness, mouth sores, cough with mucus, trouble breathing;signs of bleeding inside your body--dizziness, weakness, confusion, problems with speech, prolonged headache, black or bloody stools, pink or brown urine, or coughing up blood or vomit that looks like coffee grounds;severe or ongoing diarrhea;chest pain, pounding heartbeats or fluttering in your chest, feeling like you might pass out;severe headache, blurred vision, pounding in your neck or ears;easy bruising, unusual bleeding, purple or red spots under your skin;pale skin, cold hands and feet;kidney problems--little or no urinating, swelling in your feet or ankles; orsigns of tumor cell breakdown--confusion, weakness, muscle cramps, nausea, vomiting, fast or slow heart rate, decreased urination, tingling in your hands and feet or around your mouth.''Common side effects may include:''diarrhea, nausea;fever, cough, trouble breathing;blisters or ulcers in your mouth;feeling tired;bruising, rash; ormuscle pain, bone pain.''This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.''''"
What other drugs will affect ibrutinib? Ibrutinib,"''Other drugs may affect ibrutinib, including prescription and over-the-counter medicines, vitamins, and herbal products. Tell your doctor about all your current medicines and any medicine you start or stop using.''''"
What is  Ibu?,"''Ibu is a nonsteroidal anti-inflammatory drug (NSAID).''Ibu is used to reduce fever and treat pain or inflammation caused by many conditions such as headache, toothache, back pain, arthritis, menstrual cramps, or minor injury.  Ibu is used in adults and children who are at least 6 months old.''Ibu may also be used for purposes not listed in this medication guide.''''"
Important Information,"''Ibu can increase your risk of fatal heart attack or stroke. Do not use this medicine just before or after heart bypass surgery (coronary artery bypass graft, or CABG). This medicine may also cause stomach or intestinal bleeding, which can be fatal.''''"
Before taking this medicine,"''Ibu can increase your risk of fatal heart attack or stroke, even if you don't have any risk factors. Do not use  Ibu just before or after heart bypass surgery (coronary artery bypass graft, or CABG).''Ibu may also cause stomach or intestinal bleeding, which can be fatal. These conditions can occur without warning while you are using this medicine, especially in older adults.''You should not use Ibu if you are allergic to it, or if you have ever had an asthma attack or severe allergic reaction after taking aspirin or an NSAID.''Ask a doctor or pharmacist if this medicine is safe to use if you have ever had:''heart disease, high blood pressure, high cholesterol, diabetes, or if you smoke;a heart attack, stroke, or blood clot;stomach ulcers or bleeding;liver or kidney disease;asthma; orif you take aspirin to prevent heart attack or stroke.''Ask a doctor before using this medicine if you are pregnant or breastfeeding.''If you are pregnant, you should not take Ibu unless your doctor tells you to. Taking an NSAID during the last 20 weeks of pregnancy can cause serious heart or kidney problems in the unborn baby and possible complications with your pregnancy.''Do not give Ibu to a child younger than 6 months old without the advice of a doctor.''''"
How should I take  Ibu?,"''Use exactly as directed on the label, or as prescribed by your doctor. Use the lowest dose that is effective in treating your condition.''An Ibu overdose can damage your stomach or intestines. The maximum amount of ibuprofen for adults is 800 milligrams per dose or 3200 mg per day (4 maximum doses).''A child's dose of ibuprofen is based on the age and weight of the child. Carefully follow the dosing instructions provided with children's Ibu for the age and weight of your child. Ask a doctor or pharmacist if you have questions.''Take Ibu with food or milk to lessen stomach upset.''Shake the oral suspension (liquid) before you measure a dose. Use the dosing syringe provided, or use a medicine dose-measuring device (not a kitchen spoon).''You must chew the chewable tablet before you swallow it.''Store at room temperature away from moisture and heat. Do not allow the liquid medicine to freeze.''''What happens if I miss a dose?''Since  Ibu is used when needed, you may not be on a dosing schedule. Skip any missed dose if it's almost time for your next dose. Do not use two doses at one time.''''"
What happens if I overdose?,"''Seek emergency medical attention or call the Poison Help line at 1-800-222-1222. Overdose symptoms may include nausea, vomiting, stomach pain, drowsiness, black or bloody stools, coughing up blood, shallow breathing, fainting, or coma.''''"
What should I avoid while taking  Ibu?,"''Ask a doctor or pharmacist before using other medicines for pain, fever, swelling, or cold/flu symptoms. They may contain ingredients similar to Ibu (such as aspirin, this medicine, ketoprofen, or naproxen).''Avoid taking aspirin unless your doctor tells you to.''If you also take aspirin to prevent stroke or heart attack, taking Ibu can make aspirin less effective in protecting your heart and blood vessels. If you take both medicines, take this medicine at least 8 hours before or 30 minutes after you take aspirin (non-enteric coated form).''Avoid drinking alcohol. It may increase your risk of stomach bleeding.''''"
 Ibu side effects,"''Get emergency medical help if you have signs of an allergic reaction (hives, difficult breathing, swelling in your face or throat) or a severe skin reaction (fever, sore throat, burning eyes, skin pain, red or purple skin rash with blistering and peeling).''Get emergency medical help if you have signs of a heart attack or stroke: chest pain spreading to your jaw or shoulder, sudden numbness or weakness on one side of the body, slurred speech, leg swelling, feeling short of breath.''Stop using Ibu and call your doctor at once if you have:''changes in your vision;shortness of breath (even with mild exertion);swelling or rapid weight gain;a skin rash, no matter how mild;signs of stomach bleeding--bloody or tarry stools, coughing up blood or vomit that looks like coffee grounds;liver problems--nausea, upper stomach pain, itching, tired feeling, flu-like symptoms, loss of appetite, dark urine, clay-colored stools, jaundice (yellowing of the skin or eyes);low red blood cells (anemia)--pale skin, feeling light-headed or short of breath, rapid heart rate, trouble concentrating; orkidney problems--little or no urinating, painful or difficult urination, swelling in your feet or ankles, feeling tired or short of breath.''Common side effects may include:''nausea, vomiting, gas;bleeding; ordizziness, headache.''This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.''''"
What other drugs will affect  Ibu?,"''Ask your doctor before using Ibu if you take an antidepressant. Taking certain antidepressants with an NSAID may cause you to bruise or bleed easily.''Ask a doctor or pharmacist before using Ibu with any other medications, especially:''cyclosporine;lithium;methotrexate;a blood thinner (warfarin, Coumadin, Jantoven);heart or blood pressure medication, including a diuretic or ""water pill""; orsteroid medicine (such as prednisone).''This list is not complete. Other drugs may affect Ibu, including prescription and over-the-counter medicines, vitamins, and herbal products. Not all possible drug interactions are listed here.''''"
What is ibuprofen? Ibuprofen,"''Ibuprofen is a nonsteroidal anti-inflammatory drug (NSAID). It works by reducing hormones that cause inflammation and pain in the body.''Ibuprofen is used to reduce fever and treat pain or inflammation caused by many conditions such as headache, toothache, back pain, arthritis, menstrual cramps, or minor injury.''Ibuprofen is used in adults and children who are at least 6 months old.''"
Important Information Ibuprofen,"''Ibuprofen can increase your risk of fatal heart attack or stroke. Do not use this medicine just before or after heart bypass surgery (coronary artery bypass graft, or CABG).''Ibuprofen may also cause stomach or intestinal bleeding, which can be fatal. These conditions can occur without warning while you are using this medicine, especially in older adults.''Do not take more than your recommended dose. An ibuprofen overdose can damage your stomach or intestines. Use only the smallest amount of medication needed to get relief from your pain, swelling, or fever.''"
Before taking this medicine Ibuprofen,"''You should not use ibuprofen if you are allergic to it, or if you have ever had an asthma attack or severe allergic reaction after taking aspirin or an NSAID.''Ask a doctor or pharmacist if this medicine is safe to use if you have ever had:''heart disease, high blood pressure, high cholesterol, diabetes, or if you smoke;a heart attack, stroke, or blood clot;stomach ulcers or bleeding;liver or kidney disease;asthma; orif you take aspirin to prevent heart attack or stroke.''Ask a doctor before using this medicine if you are pregnant or breastfeeding.''If you are pregnant, you should not take ibuprofen unless your doctor tells you to. Taking an NSAID during the last 20 weeks of pregnancy can cause serious heart or kidney problems in the unborn baby and possible complications with your pregnancy.''Do not give ibuprofen to a child younger than 6 months old without the advice of a doctor.''"
How should I take ibuprofen? Ibuprofen,"''Use ibuprofen exactly as directed on the label, or as prescribed by your doctor. Use the lowest dose that is effective in treating your condition.''An ibuprofen overdose can damage your stomach or intestines. The maximum amount of ibuprofen for adults is 800 milligrams per dose or 3200 mg per day (4 maximum doses).''A child's dose is based on the age and weight of the child. Carefully follow the dosing instructions provided with children's ibuprofen for the age and weight of your child. Ask a doctor or pharmacist if you have questions.''Take ibuprofen with food or milk to lessen stomach upset.''Shake the oral suspension (liquid) before you measure a dose. Use the dosing syringe provided, or use a medicine dose-measuring device (not a kitchen spoon).''You must chew the chewable tablet before you swallow it.''Store at room temperature away from moisture and heat. Do not allow the liquid medicine to freeze.''''What happens if I miss a dose?''Since ibuprofen is used when needed, you may not be on a dosing schedule. Skip any missed dose if it's almost time for your next dose. Do not use two doses at one time.''"
What happens if I overdose? Ibuprofen,"''Seek emergency medical attention or call the Poison Help line at 1-800-222-1222. Overdose symptoms may include nausea, vomiting, stomach pain, drowsiness, black or bloody stools, coughing up blood, shallow breathing, fainting, or coma.''"
What should I avoid while taking ibuprofen? Ibuprofen,"''Ask a doctor or pharmacist before using other medicines for pain, fever, swelling, or cold/flu symptoms. They may contain ingredients similar to ibuprofen (such as aspirin, ketoprofen, or naproxen).''Avoid taking aspirin unless your doctor tells you to.''If you also take aspirin to prevent stroke or heart attack, taking ibuprofen can make aspirin less effective in protecting your heart and blood vessels. If you take both medicines, take ibuprofen at least 8 hours before or 30 minutes after you take aspirin (non-enteric coated form).''Avoid drinking alcohol. It may increase your risk of stomach bleeding.''"
Ibuprofen side effects,"''Get emergency medical help if you have signs of an allergic reaction to ibuprofen (hives, difficult breathing, swelling in your face or throat) or a severe skin reaction (fever, sore throat, burning eyes, skin pain, red or purple skin rash with blistering and peeling).''Get emergency medical help if you have signs of a heart attack or stroke: chest pain spreading to your jaw or shoulder, sudden numbness or weakness on one side of the body, slurred speech, leg swelling, feeling short of breath.''Stop using this medicine and call your doctor at once if you have:''changes in your vision;shortness of breath (even with mild exertion);swelling or rapid weight gain;a skin rash, no matter how mild;signs of stomach bleeding - bloody or tarry stools, coughing up blood or vomit that looks like coffee grounds;liver problems - nausea, upper stomach pain, itching, tired feeling, flu-like symptoms, loss of appetite, dark urine, clay-colored stools, jaundice (yellowing of the skin or eyes);low red blood cells (anemia) - pale skin, feeling light-headed or short of breath, rapid heart rate, trouble concentrating; orkidney problems - little or no urinating, painful or difficult urination, swelling in your feet or ankles, feeling tired or short of breath.''Common ibuprofen side effects may include:''nausea, vomiting, gas;bleeding; ordizziness, headache.''This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.''''"
What other drugs will affect ibuprofen? Ibuprofen,"''Ask your doctor before using ibuprofen if you take an antidepressant. Taking certain antidepressants with an NSAID may cause you to bruise or bleed easily.''Ask a doctor or pharmacist before using ibuprofen with any other medications, especially:''cyclosporine;lithium;methotrexate;a blood thinner (warfarin, Coumadin, Jantoven);heart or blood pressure medication, including a diuretic or ""water pill""; orsteroid medicine (such as prednisone).''This list is not complete. Other drugs may interact with ibuprofen, including prescription and over-the-counter medicines, vitamins, and herbal products. Not all possible drug interactions are listed here.''''"
What is imatinib? Imatinib,"''Imatinib is used to treat certain types of leukemia (blood cancer), bone marrow disorders, and skin cancer. Imatinib is also used to treat certain tumors of the stomach and digestive system.''Imatinib may also be used for purposes not listed in this medication guide.''''"
Important Information Imatinib,"''Follow all directions on your medicine label and package. Tell each of your healthcare providers about all your medical conditions, allergies, and all medicines you use.''''"
Before taking this medicine Imatinib,"''You should not use imatinib if you are allergic to it.''Tell your doctor if you have ever had:''liver disease (especially hepatitis B);kidney disease;underactive thyroid, recent or upcoming thyroid surgery;heart disease, high blood pressure, congestive heart failure;a stomach ulcer or bleeding;diabetes; orchemotherapy.''You may need to have a negative pregnancy test before starting this treatment.''Do not use imatinib if you are pregnant. It could harm the unborn baby or cause birth defects. Use effective birth control to prevent pregnancy while you are using  imatinib and for at least 14 days after your last dose.''Do not breast-feed a baby while you are using this medicine and for at least 1 month after your last dose.''''"
How should I take imatinib? Imatinib,"''Follow all directions on your prescription label and read all medication guides or instruction sheets. Use the medicine exactly as directed.''Take imatinib with a meal and a large glass of water. Do not take imatinib on an empty stomach.''If you cannot swallow a tablet whole, you may dissolve it in a glass of water or apple juice to make the pill easier to swallow. Use about 2 ounces of liquid for each 100-milligram tablet, or 7 ounces of liquid for each 400-milligram tablet. Stir the mixture and drink all of it right away.''Do not use a broken tablet. The medicine from a broken pill can be dangerous if it gets in your mouth, eyes, or nose, or on your skin. If this happens, wash your skin with soap and water or rinse your eyes with water. Ask your pharmacist how to safely dispose of a broken pill.''Imatinib can lower blood cells that help your body fight infections and help your blood to clot. Your blood will need to be tested often. Your cancer treatments may be delayed based on the results of these tests.''You will also need frequent tests to check your liver function.''Do not stop using imatinib without your doctor's advice.''Store at room temperature away from moisture and heat.''''What happens if I miss a dose?''Take your dose as soon as you can, making sure you also eat a meal and drink a large glass of water. Skip the missed dose if it is almost time for your next dose. Do not take two doses at one time.''''"
What happens if I overdose? Imatinib,''Seek emergency medical attention or call the Poison Help line at 1-800-222-1222.''''
What should I avoid while taking imatinib? Imatinib,"''imatinib may cause blurred vision and may impair your reactions. Avoid driving or hazardous activity until you know how this medicine will affect you. Dizziness or severe drowsiness can cause falls, accidents, or severe injuries.''Grapefruit may interact with imatinib and lead to unwanted side effects. Avoid the use of grapefruit products.''Avoid being near people who are sick or have infections. Tell your doctor at once if you develop signs of infection.''Avoid activities that may increase your risk of bleeding or injury. Use extra care to prevent bleeding while shaving or brushing your teeth.''''"
Imatinib side effects,"''Get emergency medical help if you have signs of an allergic reaction (hives, difficult breathing, swelling in your face or throat) or a severe skin reaction (fever, sore throat, burning in your eyes, skin pain, red or purple skin rash that spreads and causes blistering and peeling).''Call your doctor at once if you have:''fluid retention--shortness of breath (even while lying down), swelling, rapid weight gain;kidney problems--little or no urination, swelling in your feet or ankles;fluid build-up in the lungs--pain when you breathe, wheezing, gasping for breath, cough with foamy mucus;liver problems--upper stomach pain, loss of appetite, dark urine, jaundice (yellowing of the skin or eyes);low blood cell counts--fever, cold or flu symptoms, easy bruising, unusual bleeding, mouth sores, pale skin, unusual tiredness, feeling light-headed, cold hands and feet;signs of stomach bleeding--bloody or tarry stools, coughing up blood or vomit that looks like coffee grounds;signs of tumor cell breakdown--confusion, weakness, muscle cramps, nausea, vomiting, fast or slow heart rate, decreased urination, tingling in your hands and feet or around your mouth; orthyroid symptoms--tiredness, dry skin, hair loss, constipation, depression, slow heart rate, weight gain, feeling more sensitive to cold temperatures.''Imatinib can affect growth in children and teenagers. Tell your doctor if your child is not growing at a normal rate while using this medicine.''Common side effects may include:''fluid retention;nausea, vomiting, stomach pain, diarrhea;joint or muscle pain;skin rash; orfeeling tired.''This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.''''"
What is Imbruvica?,"''Imbruvica (ibrutinib) is a cancer medicine that interferes with the growth and spread of cancer cells in the body.''Imbruvica is used to treat mantle cell lymphoma, marginal zone lymphoma, Waldenstrom's macroglobulinemia, chronic lymphocytic leukemia, and small lymphocytic lymphoma. This medicine is also used to treat chronic graft-versus-host disease.''Imbruvica is usually given after other treatments have have not been effective.''Imbruvica was approved to treat mantle cell and marginal lymphomas by the US Food and Drug Administration (FDA) on an ""accelerated"" basis. In clinical studies, some people responded to this medicine, but further studies are needed.''"
Important Information Imbruvica,"''Imbruvica can make it easier for you to bleed. Contact your doctor or seek emergency medical attention if you have easy bruising, unusual bleeding, or any bleeding that will not stop. You may also have bleeding on the inside of your body, such as in your stomach or intestines, or in your brain.''Call your doctor at once if you have signs of bleeding inside your body, such as: dizziness, weakness, confusion, headache, speech problems, black or bloody stools, pink or brown urine, or coughing up blood or vomit that looks like coffee grounds.''"
Before taking this medicine Imbruvica,"''You should not use Imbruvica if you are allergic to ibrutinib.''To make sure this medicine is safe for you, tell your doctor if you have ever had:''liver disease;an active infection;a bleeding or blood clotting disorder;a heart rhythm disorder; orrisk factors for heart disease (such as diabetes, smoking, being overweight, having high blood pressure or high cholesterol).''Using Imbruvica may increase your risk of developing other types of cancer, such as skin cancer. Ask your doctor about your specific risk.''Ibrutinib can harm an unborn baby. Both men and women using this medicine should use birth control to prevent pregnancy. The use of this medicine by either parent may cause harm to the baby.''Keep using birth control for at least 1 month after your last dose of Imbruvica. Tell your doctor right away if a pregnancy occurs while either the mother or the father is using ibrutinib.''It may not be safe to breastfeed a baby while you are using this medicine. Ask your doctor about any risks.''"
How should I take Imbruvica?,"''Take Imbruvica exactly as prescribed by your doctor. Follow all directions on your prescription label and read all medication guides or instruction sheets. Use the medicine exactly as directed. Imbruvica is usually taken until your body no longer responds to the medication.''Take this medicine with a full glass of water, at the same time each day. Drink plenty of liquids while you are taking this medicine.''Imbruvica is usually taken once per day until your body no longer responds to the medication. Take the medicine at the same time each day.''Do not open, break, or chew the Imbruvica capsules. Do not cut, crush, or chew the tablets. Swallow both tablets and capsules whole.''If you need surgery or dental work, tell your surgeon or dentist you currently use this medicine. You may need to stop for a short time.''Call your doctor if you have severe or ongoing diarrhea. You can easily become dehydrated while taking Imbruvica.''You may need frequent medical tests to be sure this medicine is not causing harmful effects. Your cancer treatments may be delayed based on the results.''Store in the original package at room temperature, away from moisture and heat.''"
Imbruvica dosing information,"''Usual Adult Dose for Lymphoma:''Mantle Cell Lymphoma (MCL) OR Marginal Zone Lymphoma (MZL): 560 mg orally once a dayDuration of Therapy: Until disease progression or unacceptable toxicityUses:-Treatment of MCL patients who have received at least one prior therapy-Treatment of MZL patients who require systemic therapy and have received at least one prior anti-CD20-based therapy''Usual Adult Dose for Chronic Lymphocytic Leukemia:''Chronic Lymphocytic Leukemia (CLL)/Small Lymphocytic Lymphoma (SLL):-Monotherapy: 420 mg orally once a day-In Combination with Bendamustine and Rituximab: 420 mg orally once a day every 28 days for up to 6 cyclesDuration of Therapy: Until disease progression or unacceptable toxicityUse: Treatment of CLL/SLL patients with or without 17p deletion''Usual Adult Dose for non-Hodgkin's Lymphoma:''Waldenstrom's Macroglobulinemia (WM) OR Chronic Graft Versus Host Disease (cGVHD): 420 mg orally once a dayDuration of Therapy:-WM: Until disease progression or unacceptable toxicity-cGVHD: Until disease progression, recurrence of an underlying malignancy, or unacceptable toxicity.''''What happens if I miss a dose?''Take the missed dose on the same day you remember it. Take your next dose at the regular time and stay on your once-daily schedule. Do not take 2 doses on the same day.''"
What happens if I overdose? Imbruvica,''Seek emergency medical attention or call the Poison Help line at 1-800-222-1222.''
What should I avoid while taking Imbruvica?,''Grapefruit and Seville oranges may interact with ibrutinib and lead to unwanted side effects. Avoid the use of grapefruit products and orange marmalades.''
Imbruvica side effects,"''Get emergency medical help if you have signs of an allergic reaction to Imbruvica: hives; difficult breathing; swelling of your face, lips, tongue, or throat.''Stop using this medicine and call your doctor at once if you have:''signs of infection - fever, chills, weakness, mouth sores, cough with mucus, trouble breathing;signs of bleeding inside your body - dizziness, weakness, confusion, problems with speech, prolonged headache, black or bloody stools, pink or brown urine, or coughing up blood or vomit that looks like coffee grounds;severe or ongoing diarrhea;chest pain, pounding heartbeats or fluttering in your chest, feeling like you might pass out;severe headache, blurred vision, pounding in your neck or ears;easy bruising, unusual bleeding, purple or red spots under your skin;pale skin, cold hands and feet;kidney problems - little or no urinating, swelling in your feet or ankles; orsigns of tumor cell breakdown - confusion, weakness, muscle cramps, nausea, vomiting, fast or slow heart rate, decreased urination, tingling in your hands and feet or around your mouth.''Common Imbruvica side effects may include:''diarrhea, nausea;fever, cough, trouble breathing;blisters or ulcers in your mouth;feeling tired;bruising, rash; ormuscle pain, bone pain.''This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.''''"
What other drugs will affect Imbruvica?,"''Other drugs may interact with ibrutinib, including prescription and over-the-counter medicines, vitamins, and herbal products. Tell your doctor about all your current medicines and any medicine you start or stop using.''''"
What is Imdur?,"''Imdur (isosorbide mononitrate) is a nitrate that dilates (widens) blood vessels, making it easier for blood to flow through them and easier for the heart to pump.''Imdur is an extended release tablet used to prevent angina attacks (chest pain).''Imdur will not treat an angina attack that has already begun.''"
Important information Imdur,"''You should not take erectile dysfunction medicine (Viagra, Cialis, Levitra, Stendra, Staxyn, sildenafil, avanafil, tadalafil, vardenafil) while you are taking Imdur. Taking these medicine together can cause a sudden and serious decrease in blood pressure.''Seek emergency medical attention if you have early symptoms of a heart attack (chest pain or pressure, pain spreading to your jaw or shoulder, sweating, general ill feeling).''Do not stop taking this medicine suddenly. Stopping suddenly could cause a severe angina attack.''Isosorbide mononitrate can cause severe headaches, especially when you first start using it. These headaches may gradually become less severe as you continue to use the medication. Do not stop taking Imdur. Ask your doctor before using any headache pain medication.''Use this medicine regularly to prevent an angina attack. Get your prescription refilled before you run out of medicine completely.''"
Before taking this medicine Imdur,"''You should not use Imdur if:''you are allergic to isosorbide mononitrate, isosorbide dinitrate, or nitroglycerin; oryou have early signs of a heart attack (chest pain or pressure, pain spreading to your jaw or shoulder, nausea, sweating).''You should not take erectile dysfunction medicine (Viagra, Cialis, Levitra, Stendra, Staxyn, sildenafil, avanafil, tadalafil, vardenafil) while you are taking Imdur. Taking these medicines together can cause a sudden and serious decrease in blood pressure.''To make sure Imdur is safe for you, tell your doctor if you have:''congestive heart failure;kidney disease; orlow blood pressure.''It is not known whether Imdur will harm an unborn baby. Tell your doctor if you are pregnant or plan to become pregnant.''It is not known whether isosorbide mononitrate passes into breast milk or if it could affect the nursing baby. Tell your doctor if you are breast-feeding.''"
