Questions,Answer
Before taking this medicine,"''Many drugs can interact and cause dangerous effects. Some drugs should not be used together with ubrogepant. Your doctor may change your treatment plan if you also use:''nefazodone;an antibiotic--clarithromycin, telithromycin;antifungal medicine--itraconazole, ketoconazole; orantiviral medicine to treat HIV/AIDS--indinavir, nelfinavir, ritonavir, saquinavir.''Tell your doctor if you have ever had:''liver disease; orkidney disease.''Tell your doctor if you are pregnant or plan to become pregnant. It is not known whether ubrogepant will harm an unborn baby. However, having migraine headaches during pregnancy may cause complications such as diabetes or eclampsia (dangerously high blood pressure that can lead to medical problems in both mother and baby). The benefit of treating migraines may outweigh any risks to the baby.''It may not be safe to breastfeed while using  ubrogepant. Ask your doctor about any risk.''Ubrogepant is not approved for use by anyone younger than 18 years old.''''"
How should I take ubrogepant?,"''Follow all directions on your prescription label and read all medication guides or instruction sheets. Use the medicine exactly as directed.''You may take ubrogepant with or without food. Avoid grapefruit or grapefruit juice.''After taking ubrogepant: If your headache does not completely go away, or goes away and comes back, you may take a second tablet if it has been at least 2 hours since your first dose. If your symptoms have not improved, contact your doctor before taking any more tablets.''You should not take a second tablet within 24 hours if you have consumed a grapefruit product, or if you also take any of the following medications:''ciprofloxacin;cyclosporine;fluconazole;fluvoxamine; orverapamil.''Call your doctor if you have more than 8 headaches in one month (30 days). Tell your doctor if this medicine seems to stop working as well in treating your migraine attacks.''Store at room temperature away from moisture and heat.''''What happens if I miss a dose?''Since ubrogepant is used when needed, it does not have a daily dosing schedule. Do not take more than 200 milligrams in a 24-hour period. Do not use ubrogepant to treat more than 8 headaches per month.''''"
What happens if I overdose?,''Seek emergency medical attention or call the Poison Help line at 1-800-222-1222.''''
What should I avoid while taking ubrogepant?,''Grapefruit may interact with ubrogepant and lead to unwanted side effects. You should not take a second ubrogepant tablet within 24 hours after consuming grapefruit or grapefruit juice.''''
Ubrogepant side effects,"''Get emergency medical help if you have signs of an allergic reaction: hives; difficult breathing; swelling of your face, lips, tongue, or throat.''Common side effects may include:''nausea; ordrowsiness.''This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.''''"
Ubrogepant dosing information,"''Usual Adult Dose for Migraine:Initial dose: 50 to 100 mg orally, once -After 2 hours, a second dose may be taken if needed Maximum dose: 200 mg in 24-hour periodComments:-The safety of treating more than 8 migraines in a 30-day period is unknown.  Use: For the acute treatment of migraine with or without aura.''"
What other drugs will affect ubrogepant?,"''Sometimes it is not safe to use certain medications at the same time. Some drugs can affect your blood levels of other drugs you take, which may increase side effects or make the medications less effective.''Tell your doctor about all your current medicines. Many drugs can affect ubrogepant, especially:''curcumin (also called turmeric);cyclosporine;eltrombopag;fluconazole;fluvoxamine;phenytoin;St. John's wort;an antibiotic--ciprofloxacin, rifampin;a barbiturate--butabarbital, phenobarbital, secobarbital; orheart or blood pressure medicine--carvedilol, quinidine, verapamil.''This list is not complete and many other drugs may affect ubrogepant. This includes prescription and over-the-counter medicines, vitamins, and herbal products. Not all possible drug interactions are listed here.''''"
What is Uceris?,"''Uceris (budesonide) is an extended release corticosteroid tablet that reduces inflammation in the body.''Uceris extended release tablets are a prescription medicine used to help get active, mild to moderate ulcerative colitis (UC) under control (induce remission) in adults.''It is not known if Uceris extended release tablets are safe and effective in children.''"
Important Information,"''When taking Uceris avoid being near people who are sick or have infections. Call your doctor for preventive treatment if you are exposed to chicken pox or measles. These conditions can be serious or even fatal in people who are using Uceris.''Call your doctor if you have signs of too much corticosteroid in your body, such as thinning skin, easy bruising, changes in the shape or location of body fat (especially in your face, neck, back, and waist), increased acne or facial hair, menstrual problems, impotence, or loss of interest in sex.''Follow all directions on your medicine label and package. Tell each of your healthcare providers about all your medical conditions, allergies, and all medicines you use.''"
Before taking this medicine,"''You should not use Uceris if you are allergic to budesonide.''To make sure Uceris is safe for you, tell your doctor if you have ever had:''tuberculosis;an infection, including chickenpox or measles;high blood pressure;a weak immune system (caused by disease or by using certain medicines);osteoporosis or low bone mineral density;a stomach ulcer;liver disease;eczema;any allergy; or(in you or a family member) diabetes, cataracts, or glaucoma.''Tell your doctor if you are pregnant or plan to become pregnant.''It is not known whether budesonide will harm an unborn baby. However, having untreated or uncontrolled ulcerative colitis during pregnancy can cause complications leading to preterm delivery or low birth weight. The benefit of treating ulcerative colitis may outweigh any risks to the baby.''If you have taken Uceris during pregnancy, tell your doctor if you notice weakness, irritability, vomiting, or feeding problems in your newborn baby.''You should not breastfeed while using this medicine.''Uceris is not approved for use by anyone younger than 18 years old.''"
How should I take Uceris?,"''Take Uceris exactly as it was prescribed for you. Follow all directions on your prescription label and read all medication guides or instruction sheets.''Take this medicine in the morning with a full glass of water.''Read and carefully follow any Instructions for Use provided with your medicine. Ask your doctor or pharmacist if you do not understand these instructions.''Swallow the tablet whole. Do not crush, chew, or break a tablet.''Your dosage needs may change if you have surgery, are ill, or are under stress. Do not change your doses or medication schedule without advice from your doctor.''Call your doctor if your symptoms do not improve, or if they get worse while using Uceris.''Uceris can weaken your immune system. Tell your doctor if you have signs of infection such as fever, chills, body aches, vomiting, or feeling tired.''If you use this medicine long-term, you may need frequent medical tests.''Store at room temperature away from moisture and heat. Keep the bottle tightly closed when not in use.''''What happens if I miss a dose?''Take the medicine as soon as you can, but skip the missed dose if it is almost time for your next dose. Do not take two doses at one time.''"
What happens if I overdose?,"''Seek emergency medical attention or call the Poison Help line at 1-800-222-1222.''High doses or long-term use of steroid medicine can lead to thinning skin, easy bruising, changes in body fat (especially in your face, neck, back, and waist), increased acne or facial hair, menstrual problems, impotence, or loss of interest in sex.''"
What should I avoid while taking Uceris?,''Grapefruit may interact with budesonide and lead to unwanted side effects. Avoid the use of grapefruit products.''Avoid being near people who are sick or have infections. Call your doctor for preventive treatment if you are exposed to chickenpox or measles. These conditions can be serious or even fatal in people who are using Uceris.''
Uceris side effects,"''Get emergency medical help if you have signs of an allergic reaction to Uceris: hives; difficulty breathing; swelling of your face, lips, tongue, or throat.''Call your doctor at once if you have:''thinning skin, easy bruising, increased acne or facial hair;swelling in your ankles;weakness, tiredness, or a light-headed feeling, like you might pass out;nausea, vomiting, rectal bleeding;pain or burning when you urinate;menstrual problems (in women), impotence or loss of interest in sex (in men); orsigns of too much steroid medicine in your blood - acne, bruising, thinning skin, increased facial or body hair, stretch marks, increased body fat, or changes in the shape or location of body fat (especially in your face, neck, back, and waist).''Common Uceris side effects may include:''headache, dizziness;indigestion, nausea, vomiting, stomach pain, bloating, gas, constipation;feeling tired;back pain, joint pain;painful urination;cold symptoms such as stuffy nose, sneezing, sore throat;pain anywhere in your body; orsigns of too much steroid medicine in your blood.''This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.''''"
What is  Udenyca?,''Udenyca is used to prevent neutropenia (a lack of certain white blood cells) that is caused by receiving chemotherapy.''Udenyca is a form of a protein that stimulates the growth of white blood cells that help your body fight against infection.''Udenyca may also be used for purposes not listed in this medication guide.''''
Important Information Udenyca,"''Follow all directions on your medicine label and package. Tell each of your healthcare providers about all your medical conditions, allergies, and all medicines you use.''''"
Before taking this medicine Udenyca,"''You should not use  Udenyca if you are allergic to Udenyca or filgrastim (Neupogen).''Tell your doctor if you have ever had:''sickle cell disorder;kidney disease;chronic myeloid leukemia;radiation treatment;myelodysplasia (also called ""preleukemia""); ora latex allergy.''It is not known whether this medicine will harm an unborn baby. Tell your doctor if you are pregnant or plan to become pregnant. If you are pregnant, your name may be listed on a pregnancy registry to track the effects of pegfilgrastim on the baby.''It may not be safe to breast-feed while using this medicine. Ask your doctor about any risk.''''How should I use  Udenyca?''Follow all directions on your prescription label and read all medication guides or instruction sheets. Use the medicine exactly as directed. Udenyca should not be given within 14 days before or 24 hours after you receive chemotherapy.''Udenyca is injected under the skin. A healthcare provider may teach you how to properly use the medication by yourself.''Read and carefully follow any Instructions for Use provided with your medicine. Ask your doctor or pharmacist if you don't understand all instructions.''Prepare your injection only when you are ready to give it. Do not use if the medicine looks cloudy, has changed colors, or has particles in it. Call your pharmacist for new medicine.''Carefully follow your doctor's instructions when giving Udenyca to a child who weighs less than 99 pounds (45 kilograms). The correct dose for a child this size cannot be accurately measured using the prefilled syringe.''You may need frequent medical tests to help your doctor determine how long to treat you with Udenyca.''Store the prefilled syringe in its original package in the refrigerator, protected from light. Do not shake or freeze.''Take the syringe out of the refrigerator and let it reach room temperature for 15 to 30 minutes before injecting your dose. If a syringe has become frozen, thaw it in a refrigerator. Do not use any syringe that has been frozen more than one time.''Do not use a Neulasta or Udenyca syringe that has been left at room temperature for longer than 48 hours. Do not use a Fulphilaor Ziextenzo syringe that has been left at room temperature for longer than 72 hours.''The Neulasta Onpro Injector is a special device placed on the skin that delivers your Udenyca dose at a specific time. You will need to wear the device for 27 hours before the dose begins. The timed dose will then be released from the device slowly over a 45-minute period.''Keep Neulasta Onpro refrigerated until you are ready to wear it. Do not use an Onpro device that has been left out of a refrigerator for longer than 12 hours.''While wearing Neulasta Onpro, you or a caregiver will need to check the device to make sure it is working properly.''Each prefilled syringe or Onpro Injector is for one use only. Throw it away after one use, even if there is still medicine left inside.''Use a needle and syringe only once and then place them in a puncture-proof ""sharps"" container. Follow state or local laws about how to dispose of this container. Keep it out of the reach of children and pets.''''What happens if I miss a dose?''Call your doctor for instructions if you miss an injection, or if you have a problem with the Neulasta Onpro device.''''"
What happens if I overdose? Udenyca,''Seek emergency medical attention or call the Poison Help line at 1-800-222-1222.''''
What should I avoid while using  Udenyca?,"''When using Neulasta Onpro: Avoid traveling, driving, or operating machinery while wearing the device.''''"
 Udenyca side effects,"''Get emergency medical help if you have signs of an allergic reaction: hives, skin rash, sweating; dizziness, warmth or tingly feeling; wheezing, difficulty breathing; swelling of your face, lips, tongue, or throat.''Capillary leak syndrome is a rare but serious side effect of pegfilgrastim. Call your doctor right away if you have signs of this condition, which may include: decreased urination, tiredness, dizziness or light-headed feeling, trouble breathing, and sudden swelling, puffiness, or feeling of fullness.''Call your doctor at once if you have:''fever, tiredness, stomach pain, back pain;sudden or severe pain in your left upper stomach spreading up to your shoulder;easy bruising, unusual bleeding, purple or red spots under your skin;rapid breathing, feeling short of breath, pain while breathing;bruising, swelling, or a hard lump where the medicine was injected; orkidney problems--little or no urination, pink or dark urine, swelling in your face or lower legs.''Common side effects may include:''bone pain; orpain in your arms or legs.''This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.''''"
What other drugs will affect  Udenyca?,"''Other drugs may affect Udenyca, including prescription and over-the-counter medicines, vitamins, and herbal products. Tell your doctor about all your current medicines and any medicine you start or stop using.''''"
What is ulipristal?,"''Ulipristal is an emergency contraceptive. It works by stopping or delaying the release of an egg from an ovary. Ulipristal may also make it harder for a fertilized egg to attach to the uterus.''Ulipristal is used to prevent pregnancy after having sex without using a condom or other effective birth control method. Ulipristal is also used to prevent pregnancy after a regular form of birth control has failed. Ulipristal is not to be used as a regular form of daily, weekly, or monthly birth control.''ULIPRISTAL SHOULD NOT BE USED TO TERMINATE AN EXISTING PREGNANCY.''Ulipristal may also be used for purposes not listed in this medication guide.''''"
Important Information,"''Ulipristal is not to be used as a regular form of daily, weekly, or monthly birth control.''Ulipristal can harm an unborn baby or cause birth defects. Do not use if you are already pregnant or think you might be pregnant.''''"
Before taking this medicine,"''You should not use  ulipristal if you have already confirmed that you are pregnant, or if you are allergic to ulipristal.''Do not use ulipristal if you have not yet started having menstrual periods, or if you are past menopause.''Tell your doctor if you have ever had:''an ectopic (tubal) pregnancy; orif your last menstrual period was more than 4 weeks ago.''This medicine can harm an unborn baby or cause birth defects. Do not use emergency contraception if you are already pregnant or think you might be pregnant.''You should not breast-feed while using this medicine.''''"
How should I take ulipristal?,"''Follow all directions on your prescription label and read all medication guides or instruction sheets. Use the medicine exactly as directed.''Ulipristal is usually given as soon as possible after unprotected sex or failed birth control method (such as a condom that broke during sex). Follow your doctor's dosing instructions very carefully. Ulipristal can be taken any time during your menstrual cycle, but you must use the medicine within 5 days (120 hours) after unprotected sex.''If you vomit within 3 hours after taking ulipristal, your medication may not be as effective. Call your doctor to discuss the need for taking another ulipristal tablet.''You may take ulipristal with or without food.''After taking ulipristal, you should use a barrier form of birth control (condom or diaphragm with spermicide) at least until your next menstrual period.''You should wait at least 5 days after taking ulipristal before you start using hormonal birth control (birth control pills, injections, implants, skin patches, vaginal rings). Both ulipristal and hormonal birth control may be less effective when used at the same time. You may need to use a barrier form of birth control until your hormonal birth control takes effect.''Store ulipristal in the original container at room temperature, away from moisture, heat, and light.''Contact your doctor if your next menstrual period is more than 1 week late. You will need a pregnancy test to make sure you are not pregnant. Do not take a second course of ulipristal.''''What happens if I miss a dose?''Since ulipristal is used only once when needed, it does not have a daily dosing schedule.''''"
What happens if I overdose?,''Seek emergency medical attention or call the Poison Help line at 1-800-222-1222.''''
What should I avoid while taking ulipristal?,"''Ulipristal will not protect you from sexually transmitted diseases, including HIV and AIDS. Using a condom is the only way to protect yourself from these diseases.''''"
Ulipristal side effects,"''Get emergency medical help if you have signs of an allergic reaction: hives; difficult breathing; swelling of your face, lips, tongue, or throat.''Call your doctor at once or seek emergency medical attention if you have severe pain in your lower stomach (especially on only one side) 3 to 5 weeks after using ulipristal.''Common side effects may include:''headache;dizziness, tired feeling;nausea, stomach pain; ormenstrual pain.''This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.''''"
Ulipristal dosing information,"''Usual Adult Dose for Contraception:30 mg orally as soon as possible within 120 hours (5 days) after unprotected intercourse or a known or suspected contraceptive failureComments:-If vomiting occurs within 3 hours, consideration should be given to repeating the dose.-The drug can be taken at any time during the menstrual cycle.-This drug is not intended for routine use as a contraceptive.  Use: Prevention of pregnancy following unprotected intercourse or a known or suspected contraceptive failure''"
What is Uloric?,"''Uloric (febuxostat) reduces the production of uric acid in your body. A build-up of uric acid can cause gout symptoms.''Uloric is used to keep uric acid levels from getting to high in people with gout.''Uloric is for use only in people who cannot take another medicine called allopurinol, or when allopurinol has stopped working.''"
Important Information Uloric,"''Taking Uloric increase your risk of serious or fatal heart problems. Seek medical attention if you have chest pain, trouble breathing, fast heartbeats, sudden severe headache, numbness or weakness on one side of your body, or problems with vision or speech.''You should not use Uloric if you also use azathioprine or mercaptopurine.''Before taking Uloric, tell your doctor if you have kidney disease, liver disease, diabetes, heart disease, cancer, Lesch-Nyhan syndrome, a history of heart attack or stroke, or if you have ever received an organ transplant.''You may have an increase in gout symptom flares when you first start taking Uloric. For best results, keep taking the medication as directed. Your doctor may prescribe other gout medications for you to use during the first 6 months of treatment.''To be sure Uloric is helping your condition, your blood may need to be tested often. Visit your doctor regularly.''"
Before taking this medicine Uloric,"''You should not use Uloric if you are allergic to febuxostat, or if you also use:''azathioprine; ormercaptopurine.''Taking febuxostat may increase your risk of serious or fatal heart problems. Talk with your doctor about the risks and benefits of this medicine.''To make sure Uloric is safe for you, tell your doctor if you have ever had:''heart problems;a heart attack or stroke;liver or kidney diseasecancer;Lesch-Nyhan syndrome; oran organ transplant (kidney, liver, lung, heart).''It is not known whether febuxostat will harm an unborn baby. Tell your doctor if you are pregnant or plan to become pregnant.''It may not be safe to breast-feed while using Uloric. Ask your doctor about any risk.''"
How should I take Uloric?,"''Take Uloric exactly as prescribed by your doctor. Follow all directions on your prescription label. Your doctor may occasionally change your dose. Do not use this medicine in larger or smaller amounts or for longer than recommended.''You may take Uloric with or without food. Uloric may be taken with an antacid if needed.''You may have an increase in gout symptoms (flares) when you first start taking Uloric. Your doctor may prescribe other medications for you to use during the first 6 months of treatment.''You should not stop using febuxostat suddenly. Stopping suddenly may make your condition worse.''For best results, keep using your medications as directed. Call your doctor if your symptoms do not improve after 6 months, or if they get worse.''You will need frequent blood tests to check your liver function.''Store at room temperature away from moisture, heat, and light.''Read all patient information, medication guides, and instruction sheets provided to you. Ask your doctor or pharmacist if you have any questions.''"
Uloric dosing information,"''Usual Adult Dose for Gout:''Initial dose: 40 mg orally once a day-If serum uric acid level is greater than 6 mg/dL after 2 weeks, increase the dose to 80 mg orally once a dayMaintenance dose: 40 to 80 mg orally once a dayComments:-Use of this drug should occur after an acute gout flare subsides.-Gout flares may occur due to increased urate mobilization from tissue deposits, especially during initiation; gout flare prophylaxis with a non-steroidal anti-inflammatory or colchicine is recommended and may be beneficial for up to 6 months.-Uric acid levels may be checked as soon as 2 weeks after beginning this drug.Use: Chronic management of symptomatic hyperuricemia in patients with gout''''What happens if I miss a dose?''Take the missed dose as soon as you remember. Skip the missed dose if it is almost time for your next scheduled dose. Do not take extra medicine to make up the missed dose.''"
What happens if I overdose? Uloric,''Seek emergency medical attention or call the Poison Help line at 1-800-222-1222.''
What should I avoid while taking Uloric?,"''Follow your doctor's instructions about any restrictions on food, beverages, or activity.''"
Uloric side effects,"''Get emergency medical help if you have signs of an allergic reaction to Uloric (hives, difficult breathing, swelling in your face or throat) or a severe skin reaction (fever, sore throat, burning in your eyes, skin pain, red or purple skin rash that spreads and causes blistering and peeling).''Seek medical treatment if you have a serious drug reaction that can affect many parts of your body. Symptoms may include: skin rash, fever, swollen glands, flu-like symptoms, muscle aches, severe weakness, unusual bruising, or yellowing of your skin or eyes. This reaction may occur several weeks after you began using Uloric.''Call your doctor at once if you have:''a light-headed feeling, like you might pass out;heart attack symptoms - chest pain or pressure, pain spreading to your jaw or shoulder, fast heartbeats, shortness of breath;liver problems - stomach pain (upper right side), unusual tiredness, dark urine, jaundice (yellowing of the skin or eyes); orsigns of a stroke - sudden numbness or weakness (especially on one side of the body), sudden severe headache, slurred speech, problems with vision or balance.''Common Uloric side effects may include:''gout flares, joint pain;nausea;mild rash; orabnormal liver function tests.''This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.''''"
What is  Ultiva?,''Ultiva is an opioid medication. An opioid is sometimes called a narcotic.''Ultiva is used to treat or prevent pain during and after surgery or other medical procedures.''Ultiva may also be used for purposes not listed in this medication guide.''''
Important Information,"''Ultiva can slow or stop your breathing, and may be habit-forming. MISUSE OF  Ultiva CAN CAUSE ADDICTION, OVERDOSE, OR DEATH.''''"
Before taking this medicine,"''You should not be treated with Ultiva if you are allergic to it.''Tell your doctor if you have ever had:''breathing problems, sleep apnea;a head injury, brain tumor, or increased pressure inside your skull;a seizure;drug or alcohol addiction;problems with your gallbladder or pancreas; orif you use a sedative like Valium (diazepam, alprazolam, lorazepam, Ativan, Klonopin, Restoril, Tranxene, Versed, Xanax, and others).''Be sure your doctor knows if you also take stimulant medicine, opioid medicine, herbal products, or medicine for depression, mental illness, Parkinson's disease, migraine headaches, serious infections, or prevention of nausea and vomiting. These medicines may interact with Ultiva and cause a serious condition called serotonin syndrome.''If you receive Ultiva while you are pregnant, your baby could become dependent on the drug. This can cause life-threatening withdrawal symptoms in the baby after it is born. Babies born dependent on habit-forming medicine may need medical treatment for several weeks. Tell your doctor if you are pregnant.''It is not known whether remifentanil passes into breast milk or if it could harm a nursing baby. Many other opioid medicines can pass into breast milk and cause drowsiness or breathing problems in a nursing baby. Tell your doctor if you are breastfeeding.''''How is  Ultiva given?''Ultiva is given as an infusion into a vein. A healthcare provider will give you this injection.''Ultiva is usually given slowly through an infusion connected to pump that will release the correct dose of the medication to provide continuous pain relief during and after your surgery.''Your breathing, blood pressure, oxygen levels, and other vital signs will be watched closely while you are receiving Ultiva.''Ultiva can slow or stop your breathing, and may be habit-forming. MISUSE OF  Ultiva CAN CAUSE ADDICTION, OVERDOSE, OR DEATH.''You may be given other pain medications to use after your Ultiva treatment is discontinued. Keep using these medicines for as long as your doctor has prescribed.''''What happens if I miss a dose?''Since  Ultiva is given as needed by a healthcare professional for only a short time, you are not likely to be on a dosing schedule.''''"
What happens if I overdose?,"''Seek emergency medical attention or call the Poison Help line at 1-800-222-1222.''Overdose symptoms may include extreme drowsiness, muscle weakness, slow heartbeats, pinpoint pupils, fainting, blue lips, cold and clammy skin, noisy breathing, very slow breathing, or coma.''''"
What should I avoid after receiving  Ultiva?,''Ultiva can cause side effects that may impair your thinking or reactions. You should not plan on driving or doing anything that requires you to be awake and alert right after you are treated with  Ultiva. Dizziness or severe drowsiness can cause falls or other accidents.''''
 Ultiva side effects,"''Get emergency medical help if you have signs of an allergic reaction: hives; difficult breathing; swelling of your face, lips, tongue, or throat.''Like other opioid medicines, Ultiva can slow your breathing. Death may occur if breathing becomes too weak.''Your caregivers will watch for any side effects you have, such as:''noisy breathing, sighing, shallow breathing, breathing that stops during sleep;fast or slow heart rate;stiff muscles; orsevere weakness, feeling light-headed or fainting.''Seek medical attention right away if you have symptoms of serotonin syndrome, such as: agitation, hallucinations, fever, sweating, shivering, fast heart rate, muscle stiffness, twitching, loss of coordination, nausea, vomiting, or diarrhea.''Serious side effects may be more likely in older adults and those who are overweight, malnourished, or debilitated.''Common side effects may include:''slow breathing;slow heart rate;muscle stiffness; orfeeling light-headed.''This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.''''"
What is Ultomiris?,"''Ultomiris (ravulizumab) is a monoclonal antibody. Monoclonal antibodies are man-made antibodies that fight antigens (harmful substances) in the body.''Ultomiris injection is used to treat paroxysmal nocturnal hemoglobinuria (PNH) in adults.''PNH is a rare genetic disorder in which defective red blood cells break down prematurely and leak hemoglobin into your blood. Hemoglobin is the iron-rich protein that gives blood its red color. When hemoglobin passes into your urine, it can appear dark or tea-colored (especially in the morning or after sleep, when the urine is most concentrated).''Ultomiris is also used to treat a rare chronic blood disease called hemolytic uremic syndrome (aHUS) in adults and children who are at least 1 month old. This medicine is not for use in treating HUS that is related to Shiga toxin E. coli.''Ultomiris is available only under a special program. You must be registered in the program and understand the risks and benefits of this medicine.''"
Important Information Ultomiris,"''Ultomiris affects your immune system. You may get infections more easily, even serious or fatal infections. Call your doctor if you have a fever, flu-like symptoms, muscle pain, headache, confusion, neck or back stiffness, vomiting, rash, or your eyes are more sensitive to light.''You will need to receive certain vaccinations before you start using Ultomiris.''Ultomiris comes with a Patient Safety Card listing symptoms of meningococcal infection. Keep this card with you at all times while using Ultomiris and for at least 8 months after your last dose. Your infection risk could last for several months after you stop using Ultomiris.''Some people may have an increased risk of gonorrhea (a sexually transmitted disease) while using this medicine. Talk with your doctor about safe ways to keep from getting an infection during sex.''"
