Questions,Answer
How should I take  Wal-itin?,"''Use exactly as directed on the label, or as prescribed by your doctor. Do not use in larger or smaller amounts or for longer than recommended. Cold or allergy medicine is usually taken only for a short time until your symptoms clear up.''Do not give this medicine to a child younger than 2 years old. Always ask a doctor before giving a cough or cold medicine to a child. Death can occur from the misuse of cough and cold medicines in very young children.''Wal-itin is usually taken once per day. Follow your doctor's instructions.''Do not crush, chew, or break the regular tablet. Swallow the pill whole.''Measure liquid medicine with the dosing syringe provided, or with a special dose-measuring spoon or medicine cup. If you do not have a dose-measuring device, ask your pharmacist for one.''The chewable tablet must be chewed before you swallow it.''To take the orally disintegrating tablet (Claritin RediTab, Alavert):''Keep the tablet in its blister pack until you are ready to take it. Open the package and peel back the foil. Do not push a tablet through the foil or you may damage the tablet.Use dry hands to remove the tablet and place it in your mouth.Do not swallow the tablet whole. Allow it to dissolve in your mouth without chewing. If desired, you may drink liquid to help swallow the dissolved tablet.''Call your doctor if your symptoms do not improve, or if they get worse.''Store at room temperature away from moisture and heat.''''What happens if I miss a dose?''Take the missed dose as soon as you remember. Skip the missed dose if it is almost time for your next scheduled dose. Do not take extra medicine to make up the missed dose.''''"
What happens if I overdose?,"''Seek emergency medical attention or call the Poison Help line at 1-800-222-1222.''Overdose symptoms may include headache, drowsiness, and fast or pounding heartbeat.''''"
What should I avoid while taking  Wal-itin?,"''Follow your doctor's instructions about any restrictions on food, beverages, or activity.''''"
 Wal-itin side effects,"''Get emergency medical help if you have signs of an allergic reaction: hives; difficult breathing; swelling of your face, lips, tongue, or throat.''Stop using Wal-itin and call your doctor at once if you have:''fast or uneven heart rate;severe headache; ora light-headed feeling, like you might pass out;''Common side effects may include:''headache;feeling tired or drowsy;stomach pain, vomiting;dry mouth; orfeeling nervous or hyperactive.''This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.''''"
What other drugs will affect  Wal-itin?,"''Other drugs may interact with loratadine, including prescription and over-the-counter medicines, vitamins, and herbal products. Tell each of your health care providers about all medicines you use now and any medicine you start or stop using.''''"
What is warfarin? Warfarin,"''Warfarin is an anticoagulant (blood thinner). Warfarin reduces the formation of blood clots.''Warfarin is used to treat or prevent blood clots in veins or arteries, which can reduce the risk of stroke, heart attack, or other serious conditions.''Warfarin may also be used for purposes not listed in this medication guide.''"
Important information Warfarin,"''You should not take warfarin if you are prone to bleeding because of a medical condition, if you have an upcoming surgery, or if you need a spinal tap or epidural. Do not take warfarin if you cannot take it on time every day.''Warfarin increases your risk of severe or fatal bleeding, especially if you have certain medical conditions, if you are 65 or older, or if you have had a stroke, or bleeding in your stomach or intestines. Seek emergency help if you have any bleeding that will not stop.''Call your doctor at once if you have other signs of bleeding such as: swelling, pain, feeling very weak or dizzy, unusual bruising, bleeding gums, nosebleeds, heavy menstrual periods or abnormal vaginal bleeding, blood in your urine, bloody or tarry stools, coughing up blood or vomit that looks like coffee grounds.''Many other drugs can increase your risk of bleeding when used with warfarin. Tell your doctor about all medicines you have recently used.''Avoid making any changes in your diet without first talking to your doctor. Some foods can make warfarin less effective.''"
Before taking this medicine Warfarin,"''You should not take warfarin if you are allergic to it, or if:''you have very high blood pressure;you recently had or will have surgery on your brain, spine, or eye;you undergo a spinal tap or spinal anesthesia (epidural); oryou cannot take warfarin on time every day.''You also should not take this medicine if you are prone to bleeding because of a medical condition, such as:''a blood cell disorder (such as low red blood cells or low platelets);ulcers or bleeding in your stomach, intestines, lungs, or urinary tract;an aneurysm or bleeding in the brain; oran infection of the lining of your heart.''Do not take warfarin if you are pregnant, unless your doctor tells you to. Warfarin can cause birth defects, but preventing blood clots may outweigh any risks to the baby. If you are not pregnant, use effective birth control to prevent pregnancy while taking warfarin and for at least 1 month after your last dose. Tell your doctor right away if you become pregnant.''Warfarin can make you bleed more easily, especially if you have ever had:''high blood pressure or serious heart disease;kidney disease;cancer or low blood cell counts;an accident or surgery;bleeding in your stomach or intestines;a stroke; orif you are 65 or older.''To make sure warfarin is safe for you, tell your doctor if you have ever had:''diabetes;congestive heart failure;liver disease, kidney disease (or if you are on dialysis);a hereditary clotting deficiency; orlow blood platelets after receiving heparin.''It is not known whether warfarin passes into breast milk. Watch for signs of bruising or bleeding in the baby if you take this medicine while you are breast-feeding a baby.''"
How should I take warfarin? Warfarin,"''Take warfarin exactly as prescribed by your doctor. Follow all directions on your prescription label. Your doctor may occasionally change your dose. Do not take warfarin in larger or smaller amounts or for longer than your doctor tells you to.''Take warfarin at the same time every day, with or without food. Never take a double dose.''Warfarin can make it easier for you to bleed. Seek emergency help if you have any bleeding that will not stop.''You will need frequent ""INR"" or prothrombin time tests (to measure your blood-clotting time and determine your warfarin dose). You must remain under the care of a doctor while taking this medicine.''If you receive warfarin in a hospital, call or visit your doctor 3 to 7 days after you leave the hospital. Your INR will need to be tested at that time. Do not miss any follow-up appointments.''Tell your doctor if you are sick with diarrhea, fever, chills, or flu symptoms, or if your body weight changes.''You may need to stop taking warfarin 5 to 7 days before having any surgery, dental work, or a medical procedure. Call your doctor for instructions.''Wear a medical alert tag or carry an ID card stating that you take warfarin. Any medical care provider who treats you should know that you are taking this medicine.''Store at room temperature away from heat, moisture, and light.''''What happens if I miss a dose?''Take the missed dose as soon as you remember. Skip the missed dose if it is almost time for your next scheduled dose. Do not take extra medicine to make up the missed dose.''"
What happens if I overdose? Warfarin,''Seek emergency medical attention or call the Poison Help line at 1-800-222-1222. An overdose can cause excessive bleeding.''
What should I avoid while taking warfarin? Warfarin,"''Avoid activities that may increase your risk of bleeding or injury. Use extra care to prevent bleeding while shaving or brushing your teeth. You may still bleed more easily for several days after you stop taking warfarin.''Avoid making any changes in your diet without first talking to your doctor. Foods that are high in vitamin K (liver, leafy green vegetables, or vegetable oils) can make warfarin less effective. If these foods are part of your diet, eat a consistent amount on a weekly basis.''Grapefruit juice, cranberry juice, noni juice, and pomegranate juice may interact with warfarin and lead to unwanted side effects. Avoid the use of these juice products while taking this medicine.''Avoid drinking alcohol.''Ask your doctor before using any medicine for pain, arthritis, fever, or swelling. This includes aspirin, ibuprofen (Advil, Motrin), naproxen (Aleve), celecoxib (Celebrex), diclofenac, indomethacin, meloxicam, and others. These medicines may affect blood clotting and may also increase your risk of stomach bleeding.''"
Warfarin side effects,"''Get emergency medical help if you have signs of an allergic reaction to warfarin: hives; difficult breathing; swelling of your face, lips, tongue, or throat.''Warfarin increases your risk of bleeding, which can be severe or life-threatening. Call your doctor at once if you have any signs of bleeding such as:''sudden headache, feeling very weak or dizzy;swelling, pain, unusual bruising;bleeding gums, nosebleeds;bleeding from wounds or needle injections that will not stop;heavy menstrual periods or abnormal vaginal bleeding;blood in your urine, bloody or tarry stools; orcoughing up blood or vomit that looks like coffee grounds.''Clots formed by warfarin may block normal blood flow, which could lead to tissue death or amputation of the affected body part. Get medical help at once if you have:''pain, swelling, hot or cold feeling, skin changes, or discoloration anywhere on your body; orsudden and severe leg or foot pain, foot ulcer, purple toes or fingers.''Bleeding is the most common side effect of warfarin.''This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.''''"
What is  Wart Remover?,"''Salicylic acid is a keratolytic (peeling agent). Salicylic acid causes shedding of the outer layer of skin.''Wart Remover (for the skin) is used in the treatment of acne, dandruff, seborrhea, or psoriasis, and to remove corns, calluses, and warts.''There are many brands and forms of salicylic acid available. Not all brands are listed on this leaflet.''Wart Remover may also be used for purposes not listed in this medication guide.''''"
Important Information,"''Wart Remover can cause a rare but serious allergic reaction or severe skin irritation. Stop using  Wart Remover and get emergency medical help if you have: hives, itching; difficult breathing, feeling light-headed; or swelling of your face, lips, tongue, or throat.''''"
Before taking this medicine,"''You should not use Wart Remover if you are allergic to it.''Do not use this medicine on a child or teenager who has a fever, flu symptoms, or chickenpox. Salicylates applied to the skin and absorbed into the bloodstream can cause Reye's syndrome, a serious and sometimes fatal condition in children.''Ask a doctor or pharmacist if this medicine is safe to use if you have:''liver or kidney disease;diabetes; orblood circulation problems.''Ask a doctor before using this medicine if you are pregnant or breast-feeding.''''How should I use  Wart Remover?''Wart Remover is available in many different forms, such as liquid, gel, lotion, cream, ointment, foam, soap, shampoo, cloth pads, and skin patches. Use exactly as directed on the label, or as prescribed by your doctor.''Wart Remover can cause a rare but serious allergic reaction or severe skin irritation. Before you start using  Wart Remover, you may choose to apply a ""test dose"" to see if you have a reaction. Apply a very small amount of the medicine to 1 or 2 small acne areas every day for 3 days in a row. If there is no reaction, begin using the full prescribed amount on the 4th day.''Do not take by mouth. Topical medicine is for use only on the skin.''Read and carefully follow any Instructions for Use provided with your medicine. Ask your doctor or pharmacist if you do not understand these instructions.''You may need to shake the medicine before use. Follow all directions on the product label.''It may take up to several days before your symptoms improve. Call your doctor if your symptoms do not improve, or if they get worse.''Do not use Wart Remover to treat any skin condition that has not been checked by your doctor.''Store at room temperature away from moisture and heat.''Keep the foam canister away from open flame or high heat. The canister may explode if it gets too hot. Do not puncture or burn an empty aerosol canister.''''What happens if I miss a dose?''Use the medicine as soon as you can, but skip the missed dose if it is almost time for your next dose. Do not use two doses at one time.''''"
What happens if I overdose?,''An overdose of salicylic acid is not expected to be dangerous. Seek emergency medical attention or call the Poison Help line at 1-800-222-1222 if anyone has accidentally swallowed the medication.''''
What should I avoid while using  Wart Remover?,"''Do not use on open wounds or on sunburned, windburned, dry, or irritated skin. Rinse with water if  Wart Remover gets in your eyes or mouth.''This medicine may be flammable. Do not use near high heat or open flame. Wash the medicine off your hands before handling a hair styling appliance (such as a curling or straightening iron). High heat could cause the medicine to ignite and burn your skin.''Do not smoke until the gel has completely dried on your skin.''Avoid using other medications on the areas you treat with Wart Remover unless your doctor tells you to.''''"
 Wart Remover side effects,"''Wart Remover can cause a rare but serious allergic reaction or severe skin irritation. These reactions may occur just a few minutes after you apply the medicine, or within a day or longer afterward.''Stop using this medicine and get emergency medical help if you have signs of an allergic reaction: hives, itching; difficult breathing, feeling light-headed; swelling of your face, lips, tongue, or throat.''Also stop using Wart Remover and call your doctor at once if you have:''severe headache, ringing in your ears, problems with hearing, thinking problems;severe stomach pain, vomiting, or diarrhea;a light-headed feeling, like you might pass out;shortness of breath; orsevere burning, dryness, or irritation of the skin.''Common side effects may include:''minor skin irritation, rash, or peeling; orchanges in the color of treated skin (usually whitening).''This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.''''"
What is  Welchol?,"''Welchol lowers ""bad"" cholesterol in the blood, which is also called LDL (low-density lipoprotein) cholesterol. Lowering your LDL cholesterol may reduce your risk of hardened arteries, which can lead to heart attacks, stroke, and circulation problems.''Welchol is used to treat high cholesterol in adults and children at least 10 years old.''Welchol is sometimes used together with ""statin"" cholesterol medications such as atorvastatin, lovastatin, simvastatin, Crestor, Lipitor, Pravachol, Zocor, and others.''Welchol is also used to improve blood sugar control in adults with type 2 diabetes mellitus. This medication is not for treating type 1 diabetes.''Welchol may also be used for purposes not listed in this medication guide.''''"
Important Information Welchol,"''You should not take  Welchol if you have diabetic ketoacidosis, very high triglycerides, a history of bowel obstruction, or a history of pancreatitis caused by high triglycerides.''''"
Before taking this medicine Welchol,"''You should not take Welchol if you are allergic to it, or if you have:''very high levels of triglycerides (a type of fat) in your blood;diabetic ketoacidosis (call your doctor for treatment);a history of bowel obstruction; ora history of pancreatitis caused by high triglycerides.''Welchol may increase your triglycerides, which can increase your risk of pancreatitis (inflammation of the pancreas). Your doctor will perform blood tests to make sure your triglycerides are not too high for you to safely use this medicine.''Welchol is not for use in girls who have not yet started having menstrual periods.''Welchol should not be given to a child younger than 10 years old.''Tell your doctor if you have ever had:''trouble swallowing;blockage in your digestive tract (stomach or intestines);slow digestion;surgery on your stomach or intestines; ora vitamin A, D, E, or K deficiency.''Tell your doctor if you are pregnant or if you become pregnant.''The powder form of colesevelam may contain phenylalanine. Tell your doctor if you have phenylketonuria (PKU).''''"
How should I take  Welchol?,"''Follow all directions on your prescription label and read all medication guides or instruction sheets. Use the medicine exactly as directed.''Take Welchol with a meal and a full glass of water or other liquid.''You may have to take several tablets at a time each time you take Welchol. Tell your doctor if you have trouble swallowing the tablet whole.''Welchol powder must be mixed with 8 ounces of water, fruit juice, or a diet soft drink. Stir and drink this mixture right away. Add a little more water to the glass, swirl gently and drink right away.''Do not change the dose or timing of any other cholesterol or diabetes medications without your doctor's advice.''You will need frequent blood tests.''Welchol is only part of a complete treatment program that may also include diet, exercise, and weight control. You may need to follow a special diet to prevent constipation while using this medicine. Follow all instructions of your doctor or dietitian.''Store at room temperature away from moisture and heat.''''What happens if I miss a dose?''Take the medicine (with food and a full glass of water) as soon as you can, but skip the missed dose if it is almost time for your next dose. Do not take two doses at one time.''''"
What happens if I overdose? Welchol,''Seek emergency medical attention or call the Poison Help line at 1-800-222-1222.''''
What should I avoid while taking  Welchol?,"''Avoid eating foods high in fat or cholesterol, or Welchol will not be as effective.''''"
 Welchol side effects,"''Get emergency medical help if you have signs of an allergic reaction: hives; difficult breathing; swelling of your face, lips, tongue, or throat.''Stop using Welchol and call your doctor at once if you have:''severe constipation;severe stomach pain; orpancreatitis--severe pain in your upper stomach spreading to your back, nausea and vomiting.''Common side effects may include:''constipation;nausea; orupset stomach.''This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.''''"
What is Wellbutrin?,''Wellbutrin (bupropion) is an antidepressant medication used to treat major depressive disorder and seasonal affective disorder.''Wellbutrin may also be used for purposes not listed in this medication guide.''
Important information Wellbutrin,"''You should not take Wellbutrin if you have seizures, an eating disorder, or if you have suddenly stopped using alcohol, seizure medications, or sedatives. If you take Wellbutrin for depression, do not also take Zyban to quit smoking.''Do not use Wellbutrin if you have used an MAO inhibitor in the past 14 days. A dangerous drug interaction could occur. MAO inhibitors include isocarboxazid, linezolid, methylene blue injection, phenelzine, rasagiline, selegiline, or tranylcypromine.''Wellbutrin may cause seizures, especially in people with certain medical conditions or when using certain drugs. Tell your doctor about all of your medical conditions and the drugs you use.''Some young people have thoughts about suicide when first taking an antidepressant. Your doctor will need to check your progress at regular visits while you are using this medicine. Your family or other caregivers should also be alert to changes in your mood or symptoms.''Report any new or worsening symptoms to your doctor, such as: mood or behavior changes, anxiety, panic attacks, trouble sleeping, or if you feel impulsive, irritable, agitated, hostile, aggressive, restless, hyperactive (mentally or physically), more depressed, or have thoughts about suicide or hurting yourself.''"
Before taking this medicine Wellbutrin,"''Do not use Wellbutrin if you have used an MAO inhibitor in the past 14 days. A dangerous drug interaction could occur. MAO inhibitors include isocarboxazid, linezolid, methylene blue injection, phenelzine, rasagiline, selegiline, tranylcypromine, and others.''You should not take Wellbutrin if you are allergic to bupropion, or if you have:''a seizure disorder;an eating disorder such as anorexia or bulimia; orif you have suddenly stopped using alcohol, seizure medications, or a sedative (such as Xanax, Valium, Fiorinal, Klonopin, and others).''Do not use an MAO inhibitor within 14 days before or 14 days after you take bupropion. A dangerous drug interaction could occur. MAO inhibitors include isocarboxazid, linezolid, phenelzine, rasagiline, selegiline, and tranylcypromine.''Do not take Wellbutrin to treat more than one condition at a time. If you take bupropion for depression, do not also take this medicine to quit smoking.''Wellbutrin may cause seizures, especially if you have certain medical conditions or use certain drugs. Tell your doctor about all of your medical conditions and the drugs you use.''To make sure this medicine is safe for you, tell your doctor if you have ever had:''a head injury, seizures, or brain or spinal cord tumor;narrow-angle glaucoma;heart disease, high blood pressure, or a heart attack;diabetes;kidney or liver disease (especially cirrhosis); ordepression, bipolar disorder or other mental illness; orif you drink alcohol.''Some young people have thoughts about suicide when first taking an antidepressant. Your doctor will need to check your progress at regular visits while you are using Wellbutrin. Your family or other caregivers should also be alert to changes in your mood or symptoms.''Ask your doctor about taking Wellbutrin if you are pregnant. It is not known whether bupropion will harm an unborn baby. However, you may have a relapse of depression if you stop taking your antidepressant. Tell your doctor right away if you become pregnant. Do not start or stop taking bupropion without your doctor's advice.''If you are pregnant, your name may be listed on a pregnancy registry to track the effects of bupropion on the baby.''It may not be safe to breastfeed while using Wellbutrin. Ask your doctor about any risk.''"
How should I take Wellbutrin?,"''Take Wellbutrin exactly as prescribed by your doctor. Follow all directions on your prescription label. Do not take this medicine in larger or smaller amounts or for longer than recommended. Too much of this medicine can increase your risk of a seizure.''Do not crush, chew, or break an extended-release tablet. Swallow it whole.''You should not change your dose or stop using Wellbutrin suddenly, unless you have a seizure while taking this medicine. Stopping suddenly can cause unpleasant withdrawal symptoms.''Do not stop using Wellbutrin suddenly, or you could have unpleasant withdrawal symptoms. Ask your doctor how to safely stop using this medicine.''Some people taking Wellbutrin have had high blood pressure that is severe, especially when also using a nicotine replacement product (patch or gum). Your blood pressure may need to be checked before and during treatment with bupropion.''This medicine can cause you to have a false positive drug screening test. If you provide a urine sample for drug screening, tell the laboratory staff that you are taking bupropion.''Store at room temperature away from moisture and heat.''''What happens if I miss a dose?''Take the missed dose as soon as you remember. Skip the missed dose if it is almost time for your next scheduled dose. Do not take extra medicine to make up the missed dose.''"
What happens if I overdose? Wellbutrin,"''Seek emergency medical attention or call the Poison Help line at 1-800-222-1222. An overdose of bupropion can be fatal. Overdose symptoms may include muscle stiffness, hallucinations, fast or uneven heartbeat, shallow breathing, or fainting.''"
What should I avoid while taking Wellbutrin?,"''Drinking alcohol with bupropion may increase your risk of seizures. If you drink alcohol regularly, talk with your doctor before changing the amount you drink. Bupropion can also cause seizures in people who drink a lot of alcohol and then suddenly quit drinking when they start using the medication.''Bupropion may impair your thinking or reactions. Be careful if you drive or do anything that requires you to be alert.''"
Wellbutrin side effects,"''Get emergency medical help if you have any of these signs of an allergic reaction to Wellbutrin: (hives, itching, fever, swollen glands, difficult breathing, swelling in your face or throat) or a severe skin reaction (fever, sore throat, burning eyes, skin pain, red or purple skin rash with blistering and peeling).''Report any new or worsening symptoms to your doctor, such as: mood or behavior changes, anxiety, depression, panic attacks, trouble sleeping, or if you feel impulsive, irritable, agitated, hostile, aggressive, restless, hyperactive (mentally or physically), or have thoughts about suicide or hurting yourself.''Call your doctor at once if you have:''a seizure (convulsions);confusion, unusual changes in mood or behavior;blurred vision, tunnel vision, eye pain or swelling, or seeing halos around lights;fast or irregular heartbeats; ora manic episode - racing thoughts, increased energy, reckless behavior, feeling extremely happy or irritable, talking more than usual, severe problems with sleep.''Common Wellbutrin side effects may include:''dry mouth, sore throat, stuffy nose;ringing in the ears;blurred vision;nausea, vomiting, stomach pain, loss of appetite, constipation;sleep problems (insomnia);tremors, sweating, feeling anxious or nervous;fast heartbeats;confusion, agitation, hostility;rash;weight loss;increased urination;headache, dizziness; ormuscle or joint pain.''This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.''''"
What is  Wellbutrin SR?,''Wellbutrin SR is an antidepressant used to treat major depressive disorder and seasonal affective disorder. The Zyban brand of bupropion is used to help people stop smoking by reducing cravings and other withdrawal effects.''Wellbutrin SR may also be used for purposes not listed in this medication guide.''''
Important Information Wellbutrin SR,"''You should not take Wellbutrin SR if you have seizures or an eating disorder, or if you have suddenly stopped using alcohol, seizure medication, or sedatives. If you take Wellbutrin for depression, do not also take Zyban to quit smoking.''Do not use Wellbutrin SR within 14 days before or 14 days after you have used an MAO inhibitor, such as isocarboxazid, linezolid, methylene blue injection, phenelzine, rasagiline, selegiline, or tranylcypromine.''Some young people have thoughts about suicide when first taking an antidepressant. Stay alert to changes in your mood or symptoms. Report any new or worsening symptoms to your doctor.''''"
Before taking this medicine Wellbutrin SR,"''You should not take Wellbutrin SR if you are allergic to it, or if you have:''a seizure disorder;an eating disorder such as anorexia or bulimia; orif you have suddenly stopped using alcohol, seizure medication, or a sedative (such as Xanax, Valium, Fiorinal, Klonopin, and others).''Do not use an MAO inhibitor within 14 days before or 14 days after you take Wellbutrin SR. A dangerous drug interaction could occur. MAO inhibitors include isocarboxazid, linezolid, phenelzine, rasagiline, selegiline, and tranylcypromine.''Do not take Wellbutrin SR to treat more than one condition at a time. If you take this medicine for depression, do not also take  Wellbutrin SR to quit smoking.''Wellbutrin SR may cause seizures, especially if you have certain medical conditions or use certain drugs. Tell your doctor about all of your medical conditions and the drugs you use.''Tell your doctor if you have ever had:''a head injury, seizures, or brain or spinal cord tumor;narrow-angle glaucoma;heart disease, high blood pressure, or a heart attack;diabetes;kidney or liver disease (especially cirrhosis);depression, bipolar disorder, or other mental illness; orif you drink alcohol.''Some young people have thoughts about suicide when first taking an antidepressant. Your doctor will need to check your progress at regular visits. Your family or other caregivers should also be alert to changes in your mood or symptoms.''Ask your doctor about taking this medicine if you are pregnant. It is not known whether Wellbutrin SR will harm an unborn baby. However, you may have a relapse of depression if you stop taking your antidepressant. Tell your doctor right away if you become pregnant. Do not start or stop taking this medicine without your doctor's advice.''If you are pregnant, your name may be listed on a pregnancy registry to track the effects of bupropion on the baby.''It may not be safe to breastfeed while using this medicine. Ask your doctor about any risk.''Wellbutrin SR is not approved for use by anyone younger than 18 years old.''''"
How should I take  Wellbutrin SR?,"''Follow all directions on your prescription label and read all medication guides or instruction sheets. Your doctor may occasionally change your dose. Use the medicine exactly as directed. Too much of this medicine can increase your risk of a seizure.''You may take Wellbutrin SR with or without food.''Swallow the extended-release tablet whole and do not crush, chew, or break it.''You should not change your dose or stop using Wellbutrin SR suddenly, unless you have a seizure while taking this medicine. Stopping suddenly can cause unpleasant withdrawal symptoms. Ask your doctor how to safely stop using this medicine.''If you take Zyban to help you stop smoking, you may continue to smoke for about 1 week after you start the medicine. Set a date to quit smoking during the first 2 weeks of treatment. Talk to your doctor if you have trouble quitting after taking Zyban for 7 to 12 weeks.''Your doctor may prescribe a nicotine replacement product (such as patches or gum) to help you stop smoking. Start using the nicotine replacement product on the same day you stop (quit) smoking or using tobacco products.''Some people taking Wellbutrin SR (Wellbutrin or Zyban) have had high blood pressure that is severe, especially when also using a nicotine replacement product (patch or gum). Your blood pressure may need to be checked before and during treatment with this medicine.''Read and carefully follow any Instructions for Use provided with your medicine. Ask your doctor or pharmacist if you do not understand these instructions.''You may have nicotine withdrawal symptoms when you stop smoking, including: increased appetite, weight gain, trouble sleeping, trouble concentrating, slower heart rate, having the urge to smoke, and feeling anxious, restless, depressed, angry, frustrated, or irritated. These symptoms may occur with or without using medication such as Zyban.''Smoking cessation may also cause new or worsening mental health problems, such as depression.''This medicine may affect a drug-screening urine test and you may have false results. Tell the laboratory staff that you use Wellbutrin SR.''Store at room temperature away from moisture, heat, and light.''''What happens if I miss a dose?''Skip the missed dose and use your next dose at the regular time. Do not use two doses at one time.''''"
What happens if I overdose? Wellbutrin SR,"''Seek emergency medical attention or call the Poison Help line at 1-800-222-1222. An overdose of  Wellbutrin SR can be fatal. Overdose symptoms may include muscle stiffness, hallucinations, fast or uneven heartbeat, shallow breathing, or fainting.''''"
What should I avoid while taking bupropion? Wellbutrin SR,"''Drinking alcohol with Wellbutrin SR may increase your risk of seizures. If you drink alcohol regularly, talk with your doctor before changing the amount you drink. This medicine can also cause seizures in a regular drinker who suddenly stops drinking at the start of treatment with this medicine.''Avoid driving or hazardous activity until you know how  Wellbutrin SR will affect you. Your reactions could be impaired.''''"
 Wellbutrin SR side effects,"''Get emergency medical help if you have signs of an allergic reaction (hives, itching, fever, swollen glands, difficult breathing, swelling in your face or throat) or a severe skin reaction (fever, sore throat, burning eyes, skin pain, red or purple skin rash with blistering and peeling).''Report any new or worsening symptoms to your doctor, such as: mood or behavior changes, anxiety, depression, panic attacks, trouble sleeping, or if you feel impulsive, irritable, agitated, hostile, aggressive, restless, hyperactive (mentally or physically), more depressed, or have thoughts about suicide or hurting yourself.''Call your doctor at once if you have:''a seizure (convulsions);confusion, unusual changes in mood or behavior;blurred vision, tunnel vision, eye pain or swelling, or seeing halos around lights;fast or irregular heartbeats; ora manic episode--racing thoughts, increased energy, reckless behavior, feeling extremely happy or irritable, talking more than usual, severe problems with sleep.''Common side effects may include:''dry mouth, sore throat, stuffy nose;ringing in the ears;blurred vision;nausea, vomiting, stomach pain, loss of appetite, constipation;sleep problems (insomnia);tremors, sweating, feeling anxious or nervous;fast heartbeats;confusion, agitation, hostility;rash;weight loss;increased urination;headache, dizziness; ormuscle or joint pain.''This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.''''"
What is  Wellbutrin XL?,''Wellbutrin XL is an antidepressant used to treat major depressive disorder and seasonal affective disorder. The Zyban brand of bupropion is used to help people stop smoking by reducing cravings and other withdrawal effects.''Wellbutrin XL may also be used for purposes not listed in this medication guide.''''
