Questions,Answer
Xalatan dosing information,"''Usual Adult Dose of Xalatan for Intraocular Hypertension:''One eye drop in the affected eye(s) once a day in the eveningComments:-If one dose is missed, treatment should continue with the next dose as normal.-The dose should not exceed one drop in the affected eye(s) daily as more frequent administration may lessen the intraocular pressure lowering effect.-Reduction of the intraocular pressure starts approximately 2 to 4 hours after the first administration with the maximum effect reached after 12 hours.-This drug may be used concomitantly with other topical ophthalmic drugs to lower intraocular pressure.-If more than one topical ophthalmic drug is being used, each one should be administered at least 5 minutes apart.Use:-Reduction of elevated intraocular pressure (IOP) in patients with open-angle glaucoma or ocular hypertension''Usual Adult Dose of Xalatan for Glaucoma (Open Angle):''One eye drop in the affected eye(s) once a day in the eveningComments:-If one dose is missed, treatment should continue with the next dose as normal.-The dose should not exceed one drop in the affected eye(s) daily as more frequent administration may lessen the intraocular pressure lowering effect.-Reduction of the intraocular pressure starts approximately 2 to 4 hours after the first administration with the maximum effect reached after 12 hours.-This drug may be used concomitantly with other topical ophthalmic drugs to lower intraocular pressure.-If more than one topical ophthalmic drug is being used, each one should be administered at least 5 minutes apart.Use:-Reduction of elevated intraocular pressure (IOP) in patients with open-angle glaucoma or ocular hypertension''''What happens if I miss a dose?''Skip the missed dose and use the medicine at the next regularly scheduled time. Do not use extra medicine to make up the missed dose.''"
What happens if I overdose? Xalatan,''An overdose of Xalatan is not expected to be dangerous. Seek emergency medical attention or call the Poison Help line at 1-800-222-1222 if anyone has accidentally swallowed the medication.''
What should I avoid while using Xalatan?,"''Avoid using too much of this medicine, which can actually make it less effective in lowering the pressure inside the eye.''Do not use other eye medications unless your doctor tells you to.''"
What other drugs will affect Xalatan?,"''Medicine used in the eyes is not likely to be affected by other drugs you use. But many drugs can interact with each other. Tell each of your healthcare providers about all medicines you use, including prescription and over-the-counter medicines, vitamins, and herbal products.''''"
What is Xanax?,"''Xanax (alprazolam) is a benzodiazepine (ben-zoe-dye-AZE-eh-peen). It is thought that alprazolam works by enhancing the activity of certain neurotransmitters in the brain.''Xanax is used to treat anxiety disorders and anxiety caused by depression.''Xanax is also used to treat panic disorders with or without a fear of places and situations that might cause panic, helplessness, or embarrassment (agoraphobia).''It is dangerous to purchase Xanax on the Internet or outside the United States. The sale and distribution of medicines outside the U.S. does not comply with safe-use regulations of the Food and Drug Administration (FDA). These medications may contain dangerous ingredients, or may not be distributed by a licensed pharmacy.''"
Important Information Xanax,"''Xanax may be habit-forming. MISUSE OF THIS MEDICINE CAN CAUSE ADDICTION, OVERDOSE, OR DEATH. Keep the medication in a place where others cannot get to it.''Fatal side effects can occur if you take Xanax with alcohol, opioid medicine, or other drugs that cause drowsiness or slow your breathing.''Xanax is a federal controlled substance (C-IV) because it can be abused or lead to dependence. Keep this medicine in a safe place to prevent misuse and abuse. Selling or giving away Xanax may harm others, and is against the law. Tell your healthcare provider if you have abused or been dependent on alcohol, prescription medicines or street drugs.''"
Before taking this medicine Xanax,"''You should not take Xanax if:''you also take itraconazole or ketoconazole (antifungal medicines); oryou have a history of allergic reaction to any benzodiazepine (alprazolam, diazepam, lorazepam, Ativan, Klonopin, Restoril, Tranxene, Valium, Versed, and others).''To make sure Xanax is safe for you, tell your doctor if you have ever had:''breathing problems such as COPD (chronic obstructive pulmonary disease) or sleep apnea (breathing that stops during sleep);drug or alcohol addiction;depression, mood problems, or suicidal thoughts or behavior; orkidney or liver disease (especially alcoholic liver disease).''Tell your doctor if you are pregnant or plan to become pregnant. Alprazolam may harm an unborn baby. Avoid taking this medicine during the first trimester of pregnancy.''If you use Xanax while you are pregnant, your baby could become dependent on the drug. This can cause life-threatening withdrawal symptoms in the baby after it is born. Babies born dependent on habit-forming medicine may need medical treatment for several weeks.''You should not breastfeed while using alprazolam.''Xanax is not approved for use by anyone younger than 18 years old.''"
How should I take Xanax?,"''Take Xanax exactly as prescribed by your doctor. Follow the directions on your prescription label and read all medication guides. Your doctor may occasionally change your dose. Never use Xanax in larger amounts, or for longer than prescribed. Tell your doctor if you feel an increased urge to use more of this medicine.''Never share this medicine with another person, especially someone with a history of drug abuse or addiction. MISUSE CAN CAUSE ADDICTION, OVERDOSE, OR DEATH. Keep the medication in a place where others cannot get to it. Selling or giving away this medicine is against the law.''Swallow the extended-release Xanax XR tablet whole and do not crush, chew, or break it.''Xanax is usually taken for no longer than 4 months to treat anxiety disorder, and for no longer than 10 weeks to treat panic disorder. Follow your doctor's dosing instructions very carefully.''Call your doctor if your symptoms do not improve, or if they get worse.''If you use this medicine long-term, you may need frequent medical tests.''Do not stop using Xanax suddenly, or you could have unpleasant withdrawal symptoms. Follow your doctor's instructions about tapering your dose.''Store at room temperature away from moisture, heat, and light. Keep track of your medicine. You should be aware if anyone is using it improperly or without a prescription.''"
Xanax dosing information,"''Usual Adult Dose for Anxiety:''Immediate-release tablets: 0.25 to 0.5 mg orally administered 3 times a day-Maximum dose: 4 mg/day''Usual Adult Dose for Panic Disorder:''Immediate-release tablets: 0.5 mg orally administered 3 times a day-Maximum dose: 10 mg/dayExtended-release tablets:-Initial dose: 0.5 to 1 mg orally once a day-Maintenance dose: 3 to 6 mg orally per day, preferably in the morning-Maximum dose: 10 mg/dayComments:-The lowest possible effective dose should be administered and the need for continued treatment reassessed frequently.-Dosage should be reduced gradually when discontinuing therapy or when decreasing the daily dosage.-The daily dosage may be decreased by no more than 0.5 mg every 3 days; however, some patients may require an even slower dosage reduction.-The dose of extended-release tablets may be increased at intervals of 3 to 4 days in increments of no more than 1 mg per day.-The times of administration should be distributed as evenly as possible throughout the waking hours.''Usual Geriatric Dose for Anxiety:''Elderly or debilitated patients:Immediate-release tablets: 0.25 mg orally administered 2 or 3 times a day.''Usual Geriatric Dose for Panic Disorder:''Elderly or debilitated patients:Immediate-release tablets:-Initial dose: 0.25 mg orally administered 2 or 3 times a dayExtended-release tablets:-Initial dose: 0.5 mg orally once a dayComments:-If side effects develop, the dose may be lowered.-The lowest possible effective dose should be administered and the need for continued treatment reassessed frequently.-Dosage should be reduced gradually when discontinuing therapy or when decreasing the daily dosage.''''What happens if I miss a dose?''Take the medicine as soon as you can, but skip the missed dose if it is almost time for your next dose. Do not take two doses at one time.''"
What happens if I overdose? Xanax,"''Seek emergency medical attention or call the Poison Help line at 1-800-222-1222. An overdose of alprazolam can be fatal.''Overdose symptoms may include extreme drowsiness, confusion, muscle weakness, loss of balance or coordination, feeling light-headed, and fainting.''"
What should I avoid while taking Xanax?,"''Avoid drinking alcohol. Dangerous side effects or death could occur.''Avoid driving or hazardous activity until you know how this medicine will affect you. Dizziness or drowsiness can cause falls, accidents, or severe injuries.''Grapefruit may interact with alprazolam and lead to unwanted side effects. Avoid the use of grapefruit products.''"
Xanax side effects,"''Get emergency medical help if you have signs of an allergic reaction to Xanax: hives; difficult breathing; swelling of your face, lips, tongue, or throat.''Alprazolam can slow or stop your breathing, especially if you have recently used an opioid medication, alcohol, or other drugs that can slow your breathing. A person caring for you should seek emergency medical attention if you have weak or shallow breathing, if you are hard to wake up, or if you stop breathing.''Call your doctor at once if you have:''weak or shallow breathing;a light-headed feeling, like you might pass out;a seizure;hallucinations, risk-taking behavior;increased energy, decreased need for sleep;racing thoughts, being agitated or talkative;double vision; orjaundice (yellowing of the skin or eyes).''The sedative effects of alprazolam may last longer in older adults. Accidental falls are common in elderly patients who take benzodiazepines. Use caution to avoid falling or accidental injury.''Common Xanax side effects may include:''drowsiness; orfeeling light-headed.''This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.''''"
What other drugs will affect Xanax?,"''Sometimes it is not safe to use certain medications at the same time. Some drugs can affect your blood levels of other drugs you take, which may increase side effects or make the medications less effective.''Taking Xanax with other drugs that make you sleepy or slow your breathing can cause dangerous side effects or death. Ask your doctor before using opioid medication, a sleeping pill, a muscle relaxer, prescription cough medicine, or medicine for depression or seizures.''Many drugs can interact with alprazolam. This includes prescription and over-the-counter medicines, vitamins, and herbal products. Not all possible interactions are listed here. Tell your doctor about all your current medicines and any medicine you start or stop using.''''"
What is Xanax XR?,"''Xanax XR (alprazolam) is in a group of drugs called benzodiazepines (ben-zoe-dye-AZE-eh-peens). Alprazolam affects chemicals in the brain that may become unbalanced and cause anxiety.''Xanax XR is used to treat anxiety disorders, panic disorders, and anxiety caused by depression.''Xanax XR may also be used for other purposes not listed in this medication guide.''"
Important information Xanax XR,"''Do not use Xanax XR if you are allergic to alprazolam or to other benzodiazepines, such as chlordiazepoxide (Librium), clorazepate (Tranxene), diazepam (Valium), lorazepam (Ativan), or oxazepam (Serax). This medication can cause birth defects in an unborn baby. Do not use Xanax XR if you are pregnant.''Before taking Xanax XR, tell your doctor if you have any breathing problems, glaucoma, kidney or liver disease, or a history of depression, suicidal thoughts, or addiction to drugs or alcohol.''Do not drink alcohol while taking Xanax XR. This medication can increase the effects of alcohol. Xanax XR may be habit-forming and should be used only by the person it was prescribed for. Xanax XR should never be shared with another person, especially someone who has a history of drug abuse or addiction. Keep the medication in a secure place where others cannot get to it.''"
Before taking this medicine Xanax XR,"''Do not use Xanax XR if you have:''narrow-angle glaucoma;if you are also taking itraconazole (Sporanox) or ketoconazole (Nizoral); orif you are allergic to alprazolam or to other benzodiazepines, such as chlordiazepoxide (Librium), clorazepate (Tranxene), diazepam (Valium), lorazepam (Ativan), or oxazepam (Serax).''Before taking Xanax XR, tell your doctor if you are allergic to any drugs, or if you have:''asthma, emphysema, bronchitis, chronic obstructive pulmonary disorder (COPD), or other breathing problems;glaucoma;kidney or liver disease (especially alcoholic liver disease);a history of depression or suicidal thoughts or behavior; ora history of drug or alcohol addiction.''If you have any of these conditions, you may need a dose adjustment or special tests to safely take this medication.''It is dangerous to try and purchase Xanax XR on the Internet or from vendors outside of the United States. Medications distributed from Internet sales may contain dangerous ingredients, or may not be distributed by a licensed pharmacy. Samples of alprazolam purchased on the Internet have been found to contain haloperidol (Haldol), a potent antipsychotic drug with dangerous side effects. For more information, contact the U.S. Food and Drug Administration (FDA) or visit www.fda.gov/buyonlineguide''FDA pregnancy category D. Xanax XR can cause birth defects in an unborn baby. Do not use Xanax XR without your doctor's consent if you are pregnant. Tell your doctor if you become pregnant during treatment. Use an effective form of birth control while you are using this medication. Alprazolam can pass into breast milk and may harm a nursing baby. Do not use Xanax XR without telling your doctor if you are breast-feeding a baby.''The sedative effects of Xanax XR may last longer in older adults. Accidental falls are common in elderly patients who take benzodiazepines. Use caution to avoid falling or accidental injury while you are taking Xanax XR. Do not give this medication to anyone under 18 years old.''"
How should I take Xanax XR?,"''Take Xanax XR exactly as it was prescribed for you. Do not take the medication in larger amounts, or take it for longer than recommended by your doctor. Follow the directions on your prescription label.''Your doctor may occasionally change your dose to make sure you get the best results from this medication.''Xanax XR may be habit-forming and should be used only by the person it was prescribed for. Xanax XR should never be shared with another person, especially someone who has a history of drug abuse or addiction. Keep the medication in a secure place where others cannot get to it. Do not crush, chew, or break a Xanax extended-release tablet. Swallow the tablet whole. It is specially made to release alprazolam slowly in the body. Breaking the tablet would cause too much alprazolam to be released at one time.''Contact your doctor if this medicine seems to stop working as well in treating your panic or anxiety symptoms.''Your symptoms may return when you stop using Xanax XR after using it over a long period of time. You may also have seizures or withdrawal symptoms when you stop using Xanax XR.''Withdrawal symptoms may include blurred vision, trouble concentrating, loss of appetite, diarrhea, muscle twitching, numbness or tingling, or increased sensations.''Do not stop using Xanax XR suddenly without first talking to your doctor. You may need to use less and less before you stop the medication completely.''To be sure this medication is helping your condition, your doctor will need to check your progress on a regular basis. Do not miss any scheduled visits to your doctor.''Store Xanax XR at room temperature away from moisture, heat, and light. Remove any cotton from the bottle of disintegrating tablets, and keep the bottle tightly closed.''Keep track of how many pills have been used from each new bottle of this medicine. Benzodiazepines are drugs of abuse and you should be aware if any person in the household is using this medicine improperly or without a prescription.''''What happens if I miss a dose?''Take the missed dose as soon as you remember. If it is almost time for your next dose, skip the missed dose and take the medicine at your next regularly scheduled time. Do not take extra medicine to make up the missed dose.''"
What happens if I overdose? Xanax XR,"''Seek emergency medical attention if you think you have used too much of this medicine. An overdose of Xanax XR can be fatal.''Overdose symptoms may include extreme drowsiness, confusion, muscle weakness, loss of balance or coordination, feeling light-headed, fainting, and coma.''"
What should I avoid? Xanax XR,''Do not drink alcohol while taking Xanax XR. This medication can increase the effects of alcohol. Xanax XR can cause side effects that may impair your thinking or reactions. Be careful if you drive or do anything that requires you to be awake and alert.''Grapefruit and grapefruit juice may interact with Xanax XR and lead to potentially dangerous effects. Discuss the use of grapefruit products with your doctor. Do not increase or decrease the amount of grapefruit products in your diet without first talking to your doctor.''
Xanax XR side effects,"''Get emergency medical help if you have any of these signs of an allergic reaction to Xanax XR: hives; difficulty breathing; swelling of your face, lips, tongue, or throat. Call your doctor at once if you have any of these serious side effects:''unusual risk-taking behavior, decreased inhibitions, no fear of danger;depressed mood, thoughts of suicide or hurting yourself;hyperactivity, agitation, hostility, hallucinations;feeling light-headed, fainting;seizure (convulsions);urinating less than usual or not at all;muscle twitching, tremor; orjaundice (yellowing of the skin or eyes).''Less serious Xanax XR side effects may include:''drowsiness, dizziness, feeling irritable;amnesia or forgetfulness, trouble concentrating;sleep problems (insomnia);muscle weakness, lack of balance or coordination, slurred speech;blurred vision;nausea, vomiting, constipation, appetite or weight changes;dry or watery mouth, increased sweating; orloss of interest in sex.''This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.''''"
What other drugs will affect Xanax XR?,"''Before using Xanax XR, tell your doctor if you regularly use other medicines that make you sleepy (such as cold or allergy medicine, narcotic pain medicine, sleeping pills, muscle relaxers, and medicine for seizures, depression, or anxiety). They can add to sleepiness caused by Xanax XR.''Before taking Xanax XR, tell your doctor if you are using any of the following drugs:''birth control pills;cimetidine (Tagamet);diltiazem (Tiazac, Cartia, Cardizem);isoniazid (IsonaRif, Rifamate);propoxyphene (Darvon, Darvocet);seizure medication;antifungal medication such as fluconazole (Diflucan), itraconazole (Sporanox) or ketoconazole (Nizoral); orantidepressants such as fluvoxamine (Luvox), desipramine (Norpramin), or imipramine (Janimine, Tofranil).''This list is not complete and there may be other drugs that can interact with Xanax XR. Tell your doctor about all the prescription and over-the-counter medications you use. This includes vitamins, minerals, herbal products, and drugs prescribed by other doctors. Do not start using a new medication without telling your doctor.''''"
What is Xarelto?,"''Xarelto (rivaroxaban) blocks the activity of certain clotting substances in the blood.''Xarelto is used to treat or prevent blood clots (venous thromboembolism, or VTE). Blood clots can occur in the legs (deep vein thrombosis, DVT) or the lungs (pulmonary embolism, PE).''Blood clots can develop when you are very ill and cannot move around as much as normal, such as during or after a stay in the hospital. Blood clots may also develop after knee or hip replacement surgery.''Xarelto is sometimes used to lower your risk of a DVT or PE coming back after you have received treatment for blood clots for at least 6 months.''Xarelto is used in people with atrial fibrillation (a heart rhythm disorder) to lower the risk of stroke caused by a blood clot.''Xarelto is used to help prevent blood clots in certain people hospitalized for an acute illness who are at risk of getting blood clots and who do not have a high risk of bleeding.''Xarelto is also given together with aspirin to lower the risk of stroke, heart attack, or other serious heart problems in people with coronary artery disease (decreased blood flow to the heart) or peripheral artery disease (decreased blood flow to the legs).''"
Important Information Xarelto,"''Do not stop taking Xarelto without first talking to your doctor. Stopping suddenly can increase your risk of blood clot or stroke.''Xarelto can cause you to bleed more easily. Call your doctor at once if you have signs of bleeding such as: bleeding gums, nosebleeds, heavy menstrual periods or abnormal vaginal bleeding, blood in your urine, bloody or tarry stools, coughing up blood or vomit that looks like coffee grounds, headaches, or dizziness/fainting.''You should not use Xarelto if you have an artificial heart valve.''Many other drugs can increase your risk of bleeding when used with rivaroxaban. Tell your doctor about all medicines you have recently used.''Xarelto can cause a very serious blood clot around your spinal cord if you undergo a spinal tap or receive spinal anesthesia (epidural). Tell any doctor who treats you that you are taking rivaroxaban.''"
Before taking this medicine Xarelto,"''You should not use Xarelto if you are allergic to rivaroxaban, or if you have active or uncontrolled bleeding.''Xarelto can cause a very serious blood clot around your spinal cord if you undergo a spinal tap or receive spinal anesthesia (epidural). This type of blood clot could cause long-term paralysis, and may be more likely to occur if:''you have a genetic spinal defect;you have a spinal catheter in place;you have a history of spinal surgery or repeated spinal taps;you have recently had a spinal tap or epidural anesthesia;you are taking a NSAID - Advil, Aleve, Motrin, and others; oryou are using other medicines to treat or prevent blood clots.''Xarelto may cause you to bleed more easily, especially if you have:''a bleeding disorder that is inherited or caused by disease;hemorrhagic stroke;uncontrolled high blood pressure;stomach or intestinal bleeding or ulcer; orif you take certain medicines such as aspirin, enoxaparin, heparin, warfarin (Coumadin, Jantoven), clopidogrel (Plavix), or certain antidepressants.''Tell your doctor if you have ever had:''antiphospholipid syndrome (also called Hughes syndrome or ""sticky blood syndrome""), an immune system disorder that increases the risk of blood clots;an artificial heart valve; orliver or kidney disease.''Taking Xarelto during pregnancy may cause bleeding in the mother or the unborn baby. Tell your doctor if you are pregnant or plan to become pregnant.''It may not be safe to breastfeed a baby while you are using this medicine. Ask your doctor about any risks.''If you need surgery, tell your doctor you are taking Xarelto. If possible, Xarelto should be stopped at least 24 hours prior to surgery to reduce bleeding risk. Do not stop taking Xarelto without speaking with your doctor first.''"
How should I take Xarelto?,"''Take Xarelto exactly as prescribed by your doctor. Follow all directions on your prescription label and read all medication guides or instruction sheets. Your doctor may occasionally change your dose. Use the medicine exactly as directed.''The number of times you take Xarelto each day will depend on the reason you are using this medication.''For some conditions, Xarelto should be taken with food. Whether you take the medicine with or without food may also depend on the tablet strength you take. Follow your doctor's dosing instructions very carefully.''Tell your doctor if you have trouble swallowing a Xarelto tablet. You can crush Xarelto and mix with applesauce if necessary. Take the medication immediately after crushing and mixing.''Tell any doctor who treats you that you are using rivaroxaban. If you need surgery or dental work, tell the surgeon or dentist ahead of time that you are using this medication. If you need anesthesia for a medical procedure or surgery, you may need to stop using this medicine for a short time.''Do not change your dose or stop taking this medication without first talking to your doctor. Stopping suddenly can increase your risk of blood clot or stroke.''Store at room temperature away from moisture and heat.''''What happens if I miss a dose?''If you take Xarelto 1 time each day: Take the medicine as soon as you remember, and then go back to your regular schedule. Do not take two doses on the same day.''If you take the Xarelto 2.5mg tablet 2 times each day: Skip the missed dose and take your next dose at the regular time.''If you take the Xarelto 15mg tablet 2 times each day: Take Xarelto immediately to ensure that you get 2 tablets in one day. You can take both tablets at one time.''Get your prescription refilled before you run out of medicine completely.''"
What happens if I overdose? Xarelto,''Seek emergency medical attention or call the Poison Help line at 1-800-222-1222.''Overdose may cause excessive bleeding.''
What should I avoid while taking Xarelto?,''Avoid activities that may increase your risk of bleeding or injury. Use extra care to prevent bleeding while shaving or brushing your teeth.''
Xarelto side effects,"''Get emergency medical help if you have signs of an allergic reaction to Xarelto: hives; difficult breathing; swelling of your face, lips, tongue, or throat.''Also seek emergency medical attention if you have symptoms of a spinal blood clot: back pain, numbness or muscle weakness in your lower body, or loss of bladder or bowel control.''Rivaroxaban can cause you to bleed more easily. Call your doctor at once if you have signs of bleeding such as:''easy bruising or bleeding (nosebleeds, bleeding gums, heavy menstrual bleeding);pain, swelling, new drainage, or excessive bleeding from a wound or where a needle was injected in your skin;any bleeding that will not stop;headaches, dizziness, weakness, feeling like you might pass out;urine that looks red, pink, or brown; orbloody or tarry stools, coughing up blood or vomit that looks like coffee grounds.''Bleeding is the most common side effect of rivaroxaban.''Common Xarelto side effects may include:''muscle pain;itching; orpain in your arms or legs.''This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.''''"
What is Xcopri?,''Xcopri is a prescription medicine used to treat partial-onset seizures in adults.''It is not known if Xcopri is safe and effective in children.''
