Questions,Answer
Before taking this medicine Kaletra,"''You should not use Kaletra if you have ever had a severe allergic reaction to lopinavir or ritonavir.''Some medicines can cause unwanted or dangerous effects when used with Kaletra. Your doctor may need to change your treatment plan if you use any of the following drugs:''alfuzosin;colchicine;dronedarone;elbasvir/grazoprevir;lurasidone, pimozide;ranolazine;rifampin;lovastatin, simvastatin;midazolam (oral syrup), triazolam;sildenafil (Revatio for pulmonary arterial hypertension);St. John's wort; oran ergot medicine (ergotamine, dihydroergotamine, methylergonovine).''To make sure Kaletra is safe for you, tell your doctor if you have ever had:''liver disease (especially hepatitis B or C);heart disease, heart rhythm disorder, or a family history of long QT syndrome;pancreas problems;diabetes;low levels of potassium in your blood; ora bleeding disorder such as hemophilia.''It is not known whether Kaletra will harm an unborn baby. But HIV can be passed to your baby if you are not properly treated during pregnancy. Take all of your HIV medicines as directed to control your infection.''If you are pregnant, your name may be listed on a pregnancy registry. This is to track the outcome of the pregnancy and to evaluate any effects of Kaletra on the baby.''Kaletra can make birth control pills or patches less effective. Ask your doctor about using a non-hormone method of birth control (such as a condom, diaphragm, spermicide) to prevent pregnancy while taking this medicine.''Women with HIV or AIDS should not breast-feed a baby. Even if your baby is born without HIV, the virus may be passed to the baby in your breast milk.''Kaletra is not approved for use by anyone younger than 14 days old. Premature infants should not receive the medication until it has been 14 days after their original due date.''"
How should I take Kaletra?,"''Take Kaletra exactly as prescribed by your doctor. Follow all directions on your prescription label, especially when giving the medicine to a child. Do not take this medicine in larger or smaller amounts or for longer than recommended.''If a child is taking this medication, tell your doctor if the child has any changes in weight. Doses are based on weight in children.''Do not crush, chew, or break a tablet. Swallow the tablet whole.''Kaletra tablets can be taken with or without food.''Kaletra liquid should be taken with food. Measure liquid medicine with a special dose-measuring spoon or medicine cup. If you do not have a dose-measuring device, ask your pharmacist for one.''While using this medicine, you may need frequent blood tests at your doctor's office.''HIV/AIDS is usually treated with a combination of drugs. Use all medications as directed by your doctor. Read the medication guide or patient instructions provided with each medication. Do not change your doses or medication schedule without your doctor's advice. Every person with HIV or AIDS should remain under the care of a doctor.''Store the liquid medicine in the refrigerator or at room temperature. If you store the liquid at room temperature you must use it within 60 days.''Store the tablets at room temperature, away from heat and moisture. Keep the pills in their original container with the cap tightly closed.''''What happens if I miss a dose?''Take the missed dose as soon as you remember. Skip the missed dose if it is almost time for your next scheduled dose. Do not take extra medicine to make up the missed dose.''"
What happens if I overdose? Kaletra,''Seek emergency medical attention or call the Poison Help line at 1-800-222-1222. An overdose of Kaletra oral liquid could be fatal to a child.''
What should I avoid while taking Kaletra?,"''If you take Kaletra liquid and you also take didanosine (Videx), take the didanosine at least 1 hour before or 2 hours after you take the liquid medicine.''Kaletra liquid contains alcohol. Avoid drinking alcohol while using this medicine.''Taking this medication will not prevent you from passing HIV to other people. Do not have unprotected sex or share razors or toothbrushes. Talk with your doctor about safe ways to prevent HIV transmission during sex. Sharing drug or medicine needles is never safe, even for a healthy person.''"
Kaletra side effects,"''Get emergency medical help if you have signs of an allergic reaction to Kaletra: hives; difficulty breathing; swelling of your face, lips, tongue, or throat.''Stop taking Kaletra and call your doctor at once if you have:''headache with chest pain and severe dizziness, fainting, fast or pounding heartbeats;severe pain in your upper stomach spreading to your back, nausea and vomiting;liver problems - loss of appetite, stomach pain, itching, dark urine, clay-colored stools, jaundice (yellowing of the skin or eyes);high blood sugar - increased thirst, increased urination; orsevere skin reaction - fever, sore throat, swelling in your face or tongue, burning in your eyes, skin pain followed by a red or purple skin rash that spreads (especially in the face or upper body) and causes blistering and peeling.''Kaletra may increase your risk of certain infections or autoimmune disorders by changing the way your immune system works. Symptoms may occur weeks or months after you start treatment with Kaletra. Tell your doctor if you have:''signs of a new infection--fever, night sweats, swollen glands, mouth sores, diarrhea, stomach pain, weight loss;chest pain (especially when you breathe), dry cough, wheezing, feeling short of breath;cold sores, sores on your genital or anal area;rapid heart rate, feeling anxious or irritable, weakness or prickly feeling, problems with balance or eye movement;trouble speaking or swallowing, severe lower back pain, loss of bladder or bowel control; orswelling in your neck or throat (enlarged thyroid), menstrual changes, impotence, loss of interest in sex.''Common Kaletra side effects may include:''nausea, vomiting, diarrhea;high cholesterol; orchanges in the shape or location of body fat (especially in your arms, legs, face, neck, breasts, and waist).''This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.''''"
What is  Kaopectate?,"''Kaopectate is used to treat diarrhea, nausea, heartburn, indigestion, gas, or upset stomach.''Kaopectate may also be used for purposes not listed in this medication guide.''''"
Important Information Kaopectate,"''You should not use  Kaopectate if you have bleeding problems, a stomach ulcer, blood in your stools, or if you are allergic to aspirin or other salicylates.''Do not give this medicine to a child or teenager with a fever, flu symptoms, or chickenpox.''''"
Before taking this medicine Kaopectate,"''You should not use Kaopectate if you are allergic to it, or if you have:''black or bloody stools;a stomach ulcer;bleeding problems; orif you are allergic to salicylates such as aspirin, Doan's Extra Strength, Salflex, Tricosal, and others.''Do not give this medicine to a child or teenager with a fever, flu symptoms, or chickenpox. Salicylates can cause Reye's syndrome, a serious and sometimes fatal condition in children.''Ask a doctor or pharmacist if this medicine is safe to use if you have:''mucus in your stools; orif you currently have a fever.''Ask a doctor before using this medicine if you are pregnant or breastfeeding.''Do not give this medicine to a child younger than 12 years old without medical advice.''''"
How should I take  Kaopectate?,"''Use exactly as directed on the label, or as prescribed by your doctor.''Shake the oral suspension (liquid) before you measure a dose. Use the dosing syringe provided, or use a medicine dose-measuring device (not a kitchen spoon).''You must chew the chewable tablet before you swallow it.''Drink plenty of liquids while you are taking Kaopectate.''Do not take more than 8 doses in one day (24 hours).''Call your doctor if you still have diarrhea after 2 days of using  Kaopectate.''This medicine can affect the results of certain medical tests. Tell any doctor who treats you that you are using Kaopectate.''Store at room temperature away from moisture and heat. Do not freeze.''''What happens if I miss a dose?''Since  Kaopectate is used when needed, you may not be on a dosing schedule. Skip any missed dose if it's almost time for your next dose. Do not use two doses at one time.''Do not take more than 8 doses per day.''''"
What happens if I overdose? Kaopectate,"''Seek emergency medical attention or call the Poison Help line at 1-800-222-1222.''Overdose symptoms may include weakness, depression, anxiety, feeling irritable, problems with balance or coordination, confusion, tremors, or jerky muscle movements.''''"
What should I avoid while taking  Kaopectate?,"''Ask a doctor or pharmacist before taking other antacids or diarrhea medicine, or taking medicine that may contain a salicylate (such as aspirin, salsalate, magnesium salicylate, choline salicylate, diflunisal, Ecotrin, Tricosal, Trilisate, and others).''''"
 Kaopectate side effects,"''Get emergency medical help if you have signs of an allergic reaction: hives; difficulty breathing; swelling of your face, lips, tongue, or throat.''Stop taking  Kaopectate and call your doctor at once if you have:''changes in behavior with nausea and vomiting;hearing loss or ringing in your ears;diarrhea lasting longer than 2 days; orworsened stomach symptoms.''Kaopectate can cause you to have a black or darkened tongue. This is a harmless side effect.''Common side effects include:''constipation; ordark colored stools.''This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.''''"
What other drugs will affect  Kaopectate?,"''Ask a doctor or pharmacist before using Kaopectate with any other medications, especially:''arthritis medicine;gout medicine;insulin or oral diabetes medications; ora blood thinner--warfarin, Coumadin, Jantoven.''This list is not complete. Other drugs may affect Kaopectate, including prescription and over-the-counter medicines, vitamins, and herbal products. Not all possible drug interactions are listed here.''''"
What is Kapvay?,''Kapvay (clonidine) is a prescription medicine supplied as an extended-release tablet and is used to treat attention deficit hyperactivity disorder (ADHD). Your doctor may prescribe Kapvay alone or together with certain other ADHD medicines. Clonidine is not a central nervous system (CNS) stimulant.''Kapvay may also be used for purposes not listed in this medication guide.''
Important information Kapvay,"''Before you take Kapvay, tell your doctor if you have heart disease or severe coronary artery disease, a heart rhythm disorder, slow heartbeats, low blood pressure, a history of heart attack or stroke, kidney disease, or if you have ever had an allergic reaction to a clonidine transdermal skin patch (Catapres TTS).''"
Before taking this medicine Kapvay,"''You should not take Kapvay if you are allergic to clonidine.''To make sure Kapvay is safe for you, tell your doctor if you have:''heart disease or severe coronary artery disease;heart rhythm disorder, slow heartbeats;low blood pressure, or a history of fainting spells;a history of heart attack or stroke;pheochromocytoma (tumor of the adrenal gland);kidney disease; orif you have ever had an allergic reaction to a clonidine transdermal skin patch (Catapres TTS).''Older adults may be more sensitive to the effects of this medicine.''It is not known whether Kapvay will harm an unborn baby. Tell your doctor if you are pregnant or plan to become pregnant while taking Kapvay.''Clonidine can pass into breast milk and may harm a nursing baby. Tell your doctor if you are breast-feeding a baby.''Do not give Kapvay to a child younger than 6 years old.''"
How should I take Kapvay?,"''Take Kapvay exactly as it was prescribed for you. Follow all directions on your prescription label. Your doctor may occasionally change your dose to make sure you get the best results. Do not take this medicine in larger or smaller amounts or for longer than recommended.''Kapvay is usually taken in the morning and at bedtime. If you take different doses of this medicine at each dosing time, it may be best to take the larger dose at bedtime.''Kapvay may be taken with or without food.''Do not use two forms of clonidine at the same time. The Catapres brand of clonidine is used to treat hypertension (high blood pressure). The Kapvay brand is used to treat attention deficit hyperactivity disorder (ADHD).''Do not crush, chew, or break an extended-release Kapvay tablet. Swallow it whole. Tell your doctor if you have trouble swallowing the tablet.''If you need surgery, tell the surgeon ahead of time that you are using Kapvay. You may need to stop using the medicine for a short time.''Do not stop using Kapvay suddenly, or you could have unpleasant withdrawal symptoms. Ask your doctor how to safely stop using this medicine.''Call your doctor if you are sick with vomiting. Prolonged illness can make it harder for your body to absorb clonidine, which may lead to withdrawal symptoms. This is especially important for a child taking Kapvay.''If you are being treated for high blood pressure, keep using this medication even if you feel well. High blood pressure often has no symptoms. You may need to use blood pressure medication for the rest of your life.''Store at room temperature away from moisture, heat, and light.''''What happens if I miss a dose?''Take the missed dose as soon as you remember. Skip the missed dose if it is almost time for your next scheduled dose. Do not take extra medicine to make up the missed dose.''"
What happens if I overdose? Kapvay,"''Seek emergency medical attention or call the Poison Help line at 1-800-222-1222.''Overdose symptoms may include dangerously high blood pressure (severe headache, pounding in your neck or ears, nosebleed, anxiety, chest pain, shortness of breath) followed by low blood pressure (feeling like you might pass out). Other overdose symptoms may include feeling cold, extreme weakness or drowsiness, weak or shallow breathing, pinpoint pupils, fainting, or seizure (convulsions).''"
What should I avoid while taking Kapvay?,''Avoid drinking alcohol. It may increase certain side effects of Kapvay.''Kapvay may impair your thinking or reactions. Avoid driving or operating machinery until you know how this medicine will affect you. Dizziness or severe drowsiness can cause falls or other accidents.''
Kapvay side effects,"''Get emergency medical help if you have signs of an allergic reaction to Kapvay: hives; difficult breathing; swelling of your face, lips, tongue, or throat.''Call your doctor at once if you have:''severe chest pain, shortness of breath, irregular heartbeats;a very slow heart rate;severe headache, pounding in your neck or ears, blurred vision;nosebleeds;anxiety, confusion; ora light-headed feeling, like you might pass out.''Serious side effects may be more likely in older adults.''Common Kapvay side effects may include:''drowsiness, dizziness, headache;feeling tired or irritable;dry mouth, loss of appetite;constipation;dry eyes, contact lens discomfort; orsleep problems (insomnia), nightmares.''This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.''''"
What is  Kariva?,"''Kariva is a combination birth control pill containing female hormones that prevent ovulation (the release of an egg from an ovary).  Kariva also causes changes in your cervical mucus and uterine lining, making it harder for sperm to reach the uterus and harder for a fertilized egg to attach to the uterus.''Kariva is used to prevent pregnancy. There are many brands of this medicine available. Not all brands are listed on this leaflet.''Kariva may also be used for purposes not listed in this medication guide.''''"
Important Information Kariva,"''Do not use birth control pills if you are pregnant or if you have recently had a baby.''You should not use birth control pills if you have: uncontrolled high blood pressure, heart disease, coronary artery disease, circulation problems (especially with diabetes), undiagnosed vaginal bleeding, liver disease or liver cancer, severe migraine headaches, if you also take certain hepatitis C medication, if you will have major surgery, if you smoke and are over 35, or if you have ever had a heart attack, a stroke, a blood clot, jaundice caused by pregnancy or birth control pills, or cancer of the breast, uterus/cervix, or vagina.''Taking birth control pills can increase your risk of blood clots, stroke, or heart attack.''Smoking can greatly increase your risk of blood clots, stroke, or heart attack. You should not take birth control pills if you smoke and are over 35 years old.''''"
Before taking this medicine Kariva,"''Taking birth control pills can increase your risk of blood clots, stroke, or heart attack. You are even more at risk if you have high blood pressure, diabetes, high cholesterol, or if you are overweight. Your risk of stroke or blood clot is highest during your first year of taking birth control pills. Your risk is also high when you restart birth control pills after not taking them for 4 weeks or longer.''Smoking can greatly increase your risk of blood clots, stroke, or heart attack. Your risk increases the older you are and the more you smoke. You should not take combination birth control pills if you smoke and are over 35 years old.''Do not use if you are pregnant. Stop using  Kariva and tell your doctor right away if you become pregnant, or if you miss two menstrual periods in a row. If you have recently had a baby, wait at least 4 weeks before taking birth control pills.''You should not take birth control pills if you have:''untreated or uncontrolled high blood pressure;heart disease (chest pain, coronary artery disease, history of heart attack, stroke, or blood clot);an increased risk of having blood clots due to a heart problem or a hereditary blood disorder;circulation problems (especially if caused by diabetes);a history of hormone-related cancer, or cancer of the breast, uterus/cervix, or vagina;unusual vaginal bleeding that has not been checked by a doctor;liver disease or liver cancer;severe migraine headaches (with aura, numbness, weakness, or vision changes), especially if you are older than 35;a history of jaundice caused by pregnancy or birth control pills;if you smoke and are over 35 years old; orif you take any hepatitis C medication containing ombitasvir/paritaprevir/ritonavir (Technivie).''To make sure birth control pills are safe for you, tell your doctor if you have ever had:''heart disease, high blood pressure, or if you are prone to having blood clots;varicose veins;high cholesterol or triglycerides, or if you are overweight;depression;migraine headaches;diabetes, gallbladder disease;liver or kidney disease;irregular menstrual cycles; orfibrocystic breast disease, lumps, nodules, or an abnormal mammogram.''The hormones in birth control pills can pass into breast milk and may harm a nursing baby. This medicine may also slow breast milk production. Do not use if you are breast feeding a baby.''''"
How should I take birth control pills? Kariva,"''Follow all directions on your prescription label. Do not take this medicine in larger or smaller amounts or for longer than recommended.''You will take your first pill on the first day of your period or on the first Sunday after your period begins. You may need to use back-up birth control, such as condoms or a spermicide, when you first start using this medicine. Follow your doctor's instructions.''Take one pill every day, no more than 24 hours apart. When the pills run out, start a new pack the following day. You may get pregnant if you do not take one pill daily. Get your prescription refilled before you run out of pills completely.''Some birth control packs contain seven ""reminder"" pills to keep you on your regular cycle. Your period will usually begin while you are using these reminder pills.''You may have breakthrough bleeding, especially during the first 3 months. Tell your doctor if this bleeding continues or is very heavy.''Use a back-up birth control if you are sick with severe vomiting or diarrhea.''If you need major surgery or will be on long-term bed rest, you may need to stop using this medicine for a short time. Any doctor or surgeon who treats you should know that you are using birth control pills.''While taking birth control pills, you will need to visit your doctor regularly.''Store at room temperature away from moisture and heat.''''What happens if I miss a dose?''Follow the patient instructions provided with your medicine. Ask your doctor or pharmacist if you do not understand these instructions. Missing a pill increases your risk of becoming pregnant.''If you miss one active pill, take two pills on the day you remember. Then take one pill per day for the rest of the pack.''If you miss two active pills in a row in Week 1 or 2, take two pills per day for two days in a row. Then take one pill per day for the rest of the pack. Use back-up birth control for at least 7 days following the missed pills.''If you miss two active pills in a row in Week 3, throw out the rest of the pack and start a new pack the same day if you are a Day 1 starter. If you are a Sunday starter, keep taking a pill every day until Sunday. On Sunday, throw out the rest of the pack and start a new pack that day.''If you miss three active pills in a row in Week 1, 2, or 3, throw out the rest of the pack and start a new pack on the same day if you are a Day 1 starter. If you are a Sunday starter, keep taking a pill every day until Sunday. On Sunday, throw out the rest of the pack and start a new pack that day.''If you miss two or more pills, you may not have a period during the month. If you miss a period for two months in a row, call your doctor because you might be pregnant.''If you miss a reminder pill, throw it away and keep taking one reminder pill per day until the pack is empty.''''"
What happens if I overdose? Kariva,"''Seek emergency medical attention or call the Poison Help line at 1-800-222-1222. Overdose symptoms may include nausea, vomiting, and vaginal bleeding.''''"
What should I avoid while taking birth control pills? Kariva,"''Do not smoke while taking birth control pills, especially if you are older than 35 years of age.''Birth control pills will not protect you from sexually transmitted diseases--including HIV and AIDS. Using a condom is the only way to protect yourself from these diseases.''''"
Birth control pills side effects Kariva,"''Get emergency medical help if you have signs of an allergic reaction: hives; difficult breathing; swelling of your face, lips, tongue, or throat.''Stop using birth control pills and call your doctor at once if you have:''signs of a stroke--sudden numbness or weakness (especially on one side of the body), sudden severe headache, slurred speech, problems with vision or balance;signs of a blood clot--sudden vision loss, stabbing chest pain, feeling short of breath, coughing up blood, pain or warmth in one or both legs;heart attack symptoms--chest pain or pressure, pain spreading to your jaw or shoulder, nausea, sweating;liver problems--loss of appetite, upper stomach pain, tiredness, fever, dark urine, clay-colored stools, jaundice (yellowing of the skin or eyes);increased blood pressure--severe headache, blurred vision, pounding in your neck or ears;swelling in your hands, ankles, or feet;changes in the pattern or severity of migraine headaches;a breast lump; orsymptoms of depression--sleep problems, weakness, tired feeling, mood changes.''Common side effects may include:''nausea, vomiting (especially when you first start taking  Kariva);breast tenderness;breakthrough bleeding;acne, darkening of facial skin;weight gain; orproblems with contact lenses.''This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.''''"
What is  Kayexalate?,"''Kayexalate binds itself to potassium in your digestive tract. This helps prevent your body from absorbing too much potassium.''Kayexalate is used to treat high levels of potassium in the blood, also called hyperkalemia.''Kayexalate works differently from other medicines because it passes into your intestines without being absorbed into your blood stream.''Kayexalate may also be used for purposes not listed in this medication guide.''''"
