Questions,Answer
Before taking this medicine Acetaminophen,"''You should not take acetaminophen if you are allergic to it, or if you have severe liver disease.''Do not take this medicine without a doctor's advice if you have ever had alcoholic liver disease (cirrhosis) or if you drink more than 3 alcoholic beverages per day. You may not be able to take acetaminophen.''Your doctor will determine whether acetaminophen is safe for you to use during pregnancy. Do not use this medicine without the advice of your doctor if you are pregnant.''Acetaminophen can pass into breast milk. Ask a doctor before using this medicine if you are breastfeeding.''Do not give this medicine to a child younger than 2 years old without the advice of a doctor.''"
How should I take acetaminophen? Acetaminophen,"''Use acetaminophen exactly as directed on the label, or as prescribed by your doctor. Do not use in larger or smaller amounts or for longer than recommended.''Do not take more of this medication than is recommended. An overdose of acetaminophen can damage your liver or cause death.''Adults and teenagers who weigh at least 110 pounds (50 kilograms): Do not take more than 1000 milligrams (mg) at one time. Do not take more than 4000 mg in 24 hours.Children younger than 12 years old: Do not take more than 5 doses of acetaminophen in 24 hours. Use only the number of milligrams per dose that is recommended for the child's weight and age. Use exactly as directed on the label.Avoid also using other medicines that contain acetaminophen, or you could have a fatal overdose.''If you are treating a child, use a pediatric form of acetaminophen. Use only the special dose-measuring dropper or oral syringe that comes with the specific pediatric form you are using. Carefully follow the dosing directions on the medicine label.''Measure liquid medicinewith the dosing syringe provided, or with a special dose-measuring spoon or medicine cup. If you do not have a dose-measuring device, ask your pharmacist for one.''Acetaminophen made for infants is available in two different dose concentrations, and each concentration comes with its own medicine dropper or oral syringe. These dosing devices are not equal between the different concentrations. Using the wrong device may cause you to give your child an overdose of acetaminophen. Never mix and match dosing devices between infant formulations of acetaminophen.''You may need to shake the liquid before each use. Follow the directions on the medicine label.''The chewable tablet must be chewed thoroughly before you swallow it.''Make sure your hands are dry when handling the acetaminophen disintegrating tablet. Place the tablet on your tongue. It will begin to dissolve right away. Do not swallow the tablet whole. Allow it to dissolve in your mouth without chewing.''To use the acetaminophen effervescent granules, dissolve one packet of the granules in at least 4 ounces of water. Stir this mixture and drink all of it right away. To make sure you get the entire dose, add a little more water to the same glass, swirl gently and drink right away.''The oral powder should be placed directly on the tongue and swallowed.''Stop taking acetaminophen and call your doctor if:''you still have a sore throat after 2 days of use;you still have a fever after 3 days of use;you still have pain after 7 days of use (or 5 days if treating a child);you have a skin rash, ongoing headache, nausea, vomiting, or any redness or swelling; orif your symptoms get worse, or if you have any new symptoms.''This medication can cause unusual results with certain lab tests for glucose (sugar) in the urine. Tell any doctor who treats you that you are using acetaminophen.''Store at room temperature away from heat and moisture.''''What happens if I miss a dose?''Since acetaminophen is taken as needed, you may not be on a dosing schedule. If you are taking the medication regularly, take the missed dose as soon as you remember. Skip the missed dose if it is almost time for your next scheduled dose. Do not take extra medicine to make up the missed dose.''"
What happens if I overdose? Acetaminophen,"''Seek emergency medical attention or call the Poison Help line at 1-800-222-1222. An overdose of acetaminophen can be fatal.''The first signs of an acetaminophen overdose include loss of appetite, nausea, vomiting, stomach pain, sweating, and confusion or weakness. Later symptoms may include pain in your upper stomach, dark urine, and yellowing of your skin or the whites of your eyes.''"
What should I avoid while taking acetaminophen? Acetaminophen,"''Ask a doctor or pharmacist before using any other cold, allergy, pain, or sleep medication. Acetaminophen (sometimes abbreviated as APAP) is contained in many combination medicines. Taking certain products together can cause you to get too much acetaminophen which can lead to a fatal overdose. Check the label to see if a medicine contains acetaminophen or APAP.''Avoid drinking alcohol. It may increase your risk of liver damage while taking acetaminophen.''"
Acetaminophen side effects,"''Get emergency medical help if you have signs of an allergic reaction to acetaminophen: hives; difficulty breathing; swelling of your face, lips, tongue, or throat.''In rare cases, acetaminophen may cause a severe skin reaction that can be fatal. This could occur even if you have taken this medicine in the past and had no reaction. Stop taking this medicine and call your doctor right away if you have skin redness or a rash that spreads and causes blistering and peeling. If you have this type of reaction, you should never again take any medicine that contains acetaminophen.''Stop taking acetaminophen and call your doctor at once if you have:''nausea, upper stomach pain, itching, loss of appetite;excessive sweating and severe tiredness;dark urine, clay-colored stools; orjaundice (yellowing of the skin or eyes).''The most common side effects of acetaminophen include:''nausea and vomiting;headache; orinsomnia''This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.''''"
What other drugs will affect acetaminophen? Acetaminophen,"''Other drugs may interact with acetaminophen, including prescription and over-the-counter medicines, vitamins, and herbal products. Tell each of your health care providers about all medicines you use now and any medicine you start or stop using.''''"
What is acetaminophen and hydrocodone? Acetaminophen and Hydrocodone,''Acetaminophen and hydrocodone is a combination medicine used to relieve moderate to moderately severe pain.''Hydrocodone is in a group of drugs called narcotic pain relievers.''Acetaminophen is a less potent pain reliever that increases the effects of hydrocodone.''Acetaminophen and hydrocodone may also be used for purposes other than those listed in this medication guide.''
Important Information Acetaminophen and Hydrocodone,"''MISUSE OF ACETAMINOPHEN AND HYDROCODONE CAN CAUSE ADDICTION, OVERDOSE, OR DEATH. Keep the medication in a place where others cannot get to it.''Hydrocodone may be habit-forming and should be used only by the person it was prescribed for. Keep the medication in a secure place where others cannot get to it. Acetaminophen and hydrocodone can cause side effects that may impair your thinking or reactions. Be careful if you drive or do anything that requires you to be awake and alert.''Taking opioid medicine during pregnancy may cause life-threatening withdrawal symptoms in the newborn.''Fatal side effects can occur if you use opioid medicine with alcohol, or with other drugs that cause drowsiness or slow your breathing.''Tell your doctor if you drink more than three alcoholic beverages per day or if you have ever had alcoholic liver disease (cirrhosis). You may not be able to take medication that contains acetaminophen.''Stop taking acetaminophen and hydrocodone and call your doctor right away if you have skin redness or a rash that spreads and causes blistering and peeling.''"
Before taking this medicine Acetaminophen and Hydrocodone,"''You should not use this medicine if you are allergic to acetaminophen or hydrocodone, or if you have:''severe asthma or breathing problems; ora blockage in your stomach or intestines.''To make sure acetaminophen or hydrocodone is safe for you, tell your doctor if you have ever had:''breathing problems, sleep apnea;liver disease;a drug or alcohol addiction;kidney disease;a head injury or seizures;urination problems; orproblems with your thyroid, pancreas, or gallbladder.''If you use opioid medicine while you are pregnant, your baby could become dependent on the drug. This can cause life-threatening withdrawal symptoms in the baby after it is born. Babies born dependent on opioids may need medical treatment for several weeks.''Do not breastfeed. Acetaminophen and hydrocodone can pass into breast milk and cause drowsiness, breathing problems, or death in a nursing baby.''"
How should I take acetaminophen and hydrocodone? Acetaminophen and Hydrocodone,"''Take acetaminophen and hydrocodone exactly as it was prescribed for you. Follow all directions on your prescription label. Never take acetaminophen and hydrocodone in larger amounts, or for longer than prescribed. An overdose can damage your liver or cause death. Tell your doctor if you feel an increased urge to use more of this medicine.''Never share this medicine with another person, especially someone with a history of drug abuse or addiction. MISUSE CAN CAUSE ADDICTION, OVERDOSE, OR DEATH. Keep the medicine in a place where others cannot get to it. Selling or giving away acetaminophen and hydrocodone is against the law.''Measure liquid medicine carefully. Use the dosing syringe provided, or use a medicine dose-measuring device (not a kitchen spoon).''If you need surgery or medical tests, tell the doctor ahead of time that you are using this medicine.''You should not stop using this medicine suddenly. Follow your doctor's instructions about tapering your dose.''Store acetaminophen and hydrocodone at room temperature away from moisture and heat. Keep track of your medicine. You should be aware if anyone is using it improperly or without a prescription.''Do not keep leftover opioid medication. Just one dose can cause death in someone using this medicine accidentally or improperly. Ask your pharmacist where to locate a drug take-back disposal program. If there is no take-back program, flush the unused medicine down the toilet.''''What happens if I miss a dose?''Since this medicine is used for pain, you are not likely to miss a dose. Skip any missed dose if it is almost time for your next dose. Do not use two doses at one time.''"
What happens if I overdose? Acetaminophen and Hydrocodone,"''Seek emergency medical attention or call the Poison Help line at 1-800-222-1222. An overdose of acetaminophen and hydrocodone can be fatal.''The first signs of an acetaminophen overdose include loss of appetite, nausea, vomiting, stomach pain, sweating, and confusion or weakness. Later symptoms may include pain in your upper stomach, dark urine, and yellowing of your skin or the whites of your eyes.''Overdose can also cause severe muscle weakness, pinpoint pupils, very slow breathing, extreme drowsiness, or coma.''"
What should I avoid while taking acetaminophen and hydrocodone? Acetaminophen and Hydrocodone,"''Avoid driving or operating machinery until you know how acetaminophen and hydrocodone will affect you. Dizziness or drowsiness can cause falls, accidents, or severe injuries.''Do not drink alcohol. Dangerous side effects or death could occur.''Ask a doctor or pharmacist before using any other medicine that may contain acetaminophen (sometimes abbreviated as APAP). Taking certain medications together can lead to a fatal overdose.''"
Acetaminophen and hydrocodone side effects Acetaminophen and Hydrocodone,"''Get emergency medical help if you have signs of an allergic reaction to acetaminophen or hydrocodone: hives; difficulty breathing; swelling of your face, lips, tongue, or throat.''Opioid medicine can slow or stop your breathing, and death may occur. A person caring for you should seek emergency medical attention if you have slow breathing with long pauses, blue colored lips, or if you are hard to wake up.''In rare cases, acetaminophen may cause a severe skin reaction that can be fatal. This could occur even if you have taken acetaminophen in the past and had no reaction. Stop taking this medicine and call your doctor right away if you have skin redness or a rash that spreads and causes blistering and peeling.''Call your doctor at once if you have:''noisy breathing, sighing, shallow breathing, breathing that stops during sleep;a light-headed feeling, like you might pass out;liver problems - nausea, upper stomach pain, tiredness, loss of appetite, dark urine, clay-colored stools, jaundice (yellowing of the skin or eyes); orlow cortisol levels - nausea, vomiting, loss of appetite, dizziness, worsening tiredness or weakness.''Seek medical attention right away if you have symptoms of serotonin syndrome, such as: agitation, hallucinations, fever, sweating, shivering, fast heart rate, muscle stiffness, twitching, loss of coordination, nausea, vomiting, or diarrhea.''Serious side effects may be more likely in older adults and those who are overweight, malnourished, or debilitated.''Long-term use of opioid medication may affect fertility (ability to have children) in men or women. It is not known whether opioid effects on fertility are permanent.''Common acetaminophen or hydrocodone side effects include:''dizziness, drowsiness, feeling tired;nausea, vomiting, stomach pain;constipation; orheadache.''This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.''''"
What is Actos?,''Actos (pioglitazone) is an oral diabetes medicine that helps control blood sugar levels.''Actos is used together with diet and exercise to improve blood sugar control in adults with type 2 diabetes mellitus.''Actos is not for treating type 1 diabetes.''
Important Information Actos,"''You should not use Actos if you have severe or uncontrolled heart failure, active bladder cancer, or diabetic ketoacidosis (call your doctor for treatment with insulin). This medicine is not for treating type 1 diabetes.''Actos can cause or worsen congestive heart failure. Stop using this medicine and call your doctor at once if you have shortness of breath (even with mild exertion), swelling, or rapid weight gain.''"
Before taking this medicine Actos,"''You should not use Actos if you are allergic to pioglitazone, or if you have:''severe or uncontrolled heart failure; ordiabetic ketoacidosis (call your doctor for treatment).''This medication may increase your risk of developing bladder cancer. Talk with your doctor about your specific risk.''To make sure Actos is safe for you, tell your doctor if you have ever had:''congestive heart failure or heart disease;a heart attack or stroke;eye problems caused by diabetes;bladder cancer; orliver disease.''Actos may increase your risk of serious heart problems, but not treating your diabetes can also damage your heart and other organs. Talk to your doctor about the risks and benefits of this medicine.''Follow your doctor's instructions about using Actos if you are pregnant or you become pregnant. Controlling diabetes is very important during pregnancy, and having high blood sugar may cause complications in both the mother and the baby.''Pioglitazone may stimulate ovulation in a premenopausal woman and may increase the risk of unintended pregnancy. Talk to your doctor about your risk.''Women may be more likely to have a broken bone while using Actos. Talk with your doctor about ways to keep your bones healthy.''It may not be safe to breastfeed while using this medicine. Ask your doctor about any risk.''Actos is not approved for use by anyone younger than 18 years old.''"
How should I take Actos?,"''Take Actos exactly as prescribed by your doctor. Follow all directions on your prescription label and read all medication guides or instruction sheets. Your doctor may occasionally change your dose.''Actos is usually taken once daily, with or without food.''You may have low blood sugar (hypoglycemia) and feel very hungry, dizzy, irritable, confused, anxious, or shaky. To quickly treat hypoglycemia, eat or drink a fast-acting source of sugar (fruit juice, hard candy, crackers, raisins, or non-diet soda).''Your doctor may prescribe a glucagon injection kit in case you have severe hypoglycemia. Be sure your family or close friends know how to give you this injection in an emergency.''Blood sugar levels can be affected by stress, illness, surgery, exercise, alcohol use, or skipping meals. Ask your doctor before changing your dose or medication schedule.''Actos is only part of a treatment program that may also include diet, exercise, weight control, blood sugar testing, and special medical care. Follow your doctor's instructions very closely.''Store at room temperature away from moisture, heat, and light. Keep the bottle tightly closed when not in use.''"
Actos dosing information,"''Usual Adult Dose for Diabetes Type 2:''-Patients without congestive heart failure:Initial dose: 15 mg or 30 mg orally once a day-Patients with congestive heart failure (New York Heart Association [NYHA] Class I or II):Initial dose: 15 mg orally once a dayMaintenance dose: 15 mg to 45 mg orally once a day based on glycemic response as determined by HbA1cMaximum dose: 45 mg orally once a dayComments:-This drug exerts its antihyperglycemic effect only in the presence of endogenous insulin and therefore is not expected to be effective in patients with type 1 diabetes mellitus or diabetic ketoacidosis.-Patients concomitantly receiving an insulin secretagogue or insulin may need to reduce the dose of the insulin secretagogue or insulin if hypoglycemia occurs.Use: As an adjunct to diet and exercise to improve glycemic control in adults with type 2 diabetes mellitus in multiple clinical settings''''What happens if I miss a dose?''Take the medicine as soon as you can, but skip the missed dose if it is almost time for your next dose. Do not take two doses at one time.''"
What happens if I overdose? Actos,"''Seek emergency medical attention or call the Poison Help line at 1-800-222-1222. You may have signs of low blood sugar, such as extreme weakness, blurred vision, sweating, trouble speaking, tremors, stomach pain, confusion, and seizure (convulsions).''"
What should I avoid while taking Actos?,''Avoid drinking alcohol. It lowers blood sugar and may interfere with your diabetes treatment.''
Actos side effects,"''Get emergency medical help if you have signs of an allergic reaction to Actos: hives; difficult breathing; swelling of your face, lips, tongue, or throat.''Stop using Actos and call your doctor at once if you have symptoms of liver damage: nausea, upper stomach pain, itching, loss of appetite, dark urine, clay-colored stools, or jaundice (yellowing of the skin or eyes).''Call your doctor at once if you have:''shortness of breath (especially when lying down), unusual tiredness, swelling, rapid weight gain;pink or red urine, painful or difficult urination, new or worsening urge to urinate;changes in your vision; orsudden unusual pain in your hand, arm, or foot.''Some people taking this medicine have had bladder cancer, but it is not clear if pioglitazone was the actual cause.''Common Actos side effects may include:''headache;muscle pain; orcold symptoms such as stuffy nose, sinus pain, sneezing, sore throat.''This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.''''"
What is acyclovir? Acyclovir,"''Acyclovir is an antiviral drug. It slows the growth and spread of the herpes virus in the body. It will not cure herpes, but it can lessen the symptoms of the infection.''Acyclovir is used to treat infections caused by herpes viruses, such as genital herpes, cold sores, shingles, and chickenpox.''Sitavig (acyclovir tablet, delayed release) is only for use in treating cold sores on the lips. Sitavig will not treat genital herpes.''"
Important Information Acyclovir,"''Take acyclovir for the entire length of time prescribed by your doctor. Your symptoms may get better before the infection is completely treated.''Treatment with acyclovir should be started as soon as possible after the first appearance of symptoms (such as tingling, burning, blisters).''Herpes infections are contagious and you can infect other people, even while you are being treated with acyclovir. Avoid letting infected areas come into contact with other people. Avoid touching an infected area and then touching your eyes. Wash your hands frequently to prevent passing the infection to others.''"
Before taking this medicine Acyclovir,"''You should not take this medicine if you are allergic to acyclovir or valacyclovir (Valtrex). You should not take acyclovir buccal tablets (Sitavig) if you are allergic to milk proteins.''To make sure this medicine is safe for you, tell your doctor if you have:''kidney disease; ora weak immune system (caused by disease or by using certain medicine).''Tell your doctor if you are pregnant or breastfeeding.''Herpes can be passed to your baby during childbirth if you have a genital lesion when your baby is born. If you have genital herpes, it is very important to prevent herpes lesions during pregnancy. Take your medicine as directed to best control your infection.''It may not be safe to breastfeed while using this medicine. Ask your doctor about any risk.''Acyclovir should not be given to a child younger than 2 years old.''"
How should I take acyclovir? Acyclovir,"''Take acyclovir exactly as prescribed by your doctor. Follow all directions on your prescription label and read all medication guides or instruction sheets.''Start taking acyclovir as soon as possible after the first appearance of symptoms (such as tingling, burning, blisters). Start taking Sitavig within 1 hour after you first notice sold core symptoms, before the cold sore appears.''Read and carefully follow any Instructions for Use provided with your medicine. Ask your doctor or pharmacist if you do not understand these instructions.''Do not crush, chew, suck on, or swallow a buccal tablet. Place the flat side of the tablet against your upper gum, on the same side of the mouth as your cold sore. Allow the tablet to dissolve in your mouth throughout the day. You may eat and drink normally while the buccal tablet is in place.''Do not give an acyclovir buccal tablet to a young child or choking could occur.''Shake the oral suspension (liquid) before you measure a dose. Use the dosing syringe provided, or use a medicine dose-measuring device (not a kitchen spoon).''Acyclovir doses are based on weight (especially in children and teenagers). Your dose needs may change if you gain or lose weight.''Drink plenty of water while you are taking this medicine to keep your kidneys working properly.''Use this medicine for the full prescribed length of time, even if your symptoms quickly improve. Skipping doses may increase the risk of your virus becoming resistant to medication.''Lesions caused by herpes viruses should be kept as clean and dry as possible. Wearing loose clothing may help to prevent irritation of the lesions.''Store at room temperature away from moisture and heat.''''What happens if I miss a dose?''Take the medicine as soon as you can, but skip the missed dose if it is almost time for your next dose. Do not take two doses at one time.''"
What happens if I overdose? Acyclovir,''Seek emergency medical attention or call the Poison Help line at 1-800-222-1222.''
What should I avoid while taking acyclovir? Acyclovir,"''Avoid brushing your teeth, chewing gum, or wearing an upper denture while you have a buccal tablet in your mouth. You may rinse your mouth gently. Drink plenty of liquids to prevent dry mouth.''Herpes infections are contagious and you can infect other people, even while you are being treated with acyclovir. Avoid letting infected areas come into contact with other people. Avoid touching an infected area and then touching your eyes. Wash your hands frequently to prevent passing the infection to others.''Taking acyclovir will not prevent you from passing genital herpes to your sexual partner. Avoid sexual intercourse while you have active lesions or the first symptoms of an outbreak. Genital herpes may still be contagious through ""viral shedding"" from your skin, even if you have no symptoms.''"
Acyclovir side effects,"''Get emergency medical help if you have signs of an allergic reaction to acyclovir: hives; difficult breathing; swelling of your face, lips, tongue, or throat.''Call your doctor at once if you have:''easy bruising or bleeding, purple or red pinpoint spots under your skin;changes in behavior;confusion, hallucinations; orsigns of a kidney problem - little or no urinating; painful or difficult urination; swelling in your feet or ankles; feeling tired or short of breath.''Common acyclovir side effects may include:''mild skin pain;rash, itching;nausea, vomiting, diarrhea;headache; ormouth pain while using an acyclovir buccal tablet.''This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.''''"
What other drugs will affect acyclovir? Acyclovir,"''Acyclovir can harm your kidneys, especially if you also use certain medicines for infections, cancer, osteoporosis, organ transplant rejection, bowel disorders, or pain or arthritis (including aspirin, Tylenol, Advil, and Aleve).''Other drugs may interact with acyclovir, including prescription and over-the-counter medicines, vitamins, and herbal products. Tell your doctor about all your current medicines and any medicine you start or stop using.''''"
What is Adderall?,''Adderall contains a combination of amphetamine and dextroamphetamine. Amphetamine and dextroamphetamine are central nervous system stimulants that affect chemicals in the brain and nerves that contribute to hyperactivity and impulse control.''Adderall is used to treat attention deficit hyperactivity disorder (ADHD) and narcolepsy.''Adderall may also be used for purposes not listed in this medication guide.''
Important information Adderall,"''Adderall may be habit-forming, and this medicine is a drug of abuse. Tell your doctor if you have had problems with drug or alcohol abuse.''Stimulants have caused stroke, heart attack, and sudden death in people with high blood pressure, heart disease, or a heart defect.''Do not use this medicine if you have used a MAO inhibitor in the past 14 days, such as isocarboxazid, linezolid, phenelzine, rasagiline, selegiline, or tranylcypromine or have received a methylene blue injection.''Adderall may cause new or worsening psychosis (unusual thoughts or behavior), especially if you have a history of depression, mental illness, or bipolar disorder.''You may have blood circulation problems that can cause numbness, pain, or discoloration in your fingers or toes.''Call your doctor right away if you have: signs of heart problems - chest pain, feeling light-headed or short of breath; signs of psychosis - paranoia, aggression, new behavior problems, seeing or hearing things that are not real; signs of circulation problems - unexplained wounds on your fingers or toes.''You may not be able to use Adderall if you have glaucoma, overactive thyroid, severe agitation, moderate to severe high blood pressure, heart disease or coronary artery disease, vascular disease, or a history of drug or alcohol addiction.''"
