Questions,Answer
How should I take febuxostat? Febuxostat,"''Follow all directions on your prescription label and read all medication guides or instruction sheets. Your doctor may occasionally change your dose. Use the medicine exactly as directed.''You may take febuxostat with or without food. Febuxostat may be taken with an antacid if needed.''You may have an increase in gout symptoms (flares) when you first start taking febuxostat. Your doctor may prescribe other medications for you to use during the first 6 months of treatment with febuxostat.''You should not stop using febuxostat suddenly. Stopping suddenly may make your condition worse.''For best results, keep using your medications as directed. Call your doctor if your symptoms do not improve after 6 months, or if they get worse.''You will need frequent blood tests to check your liver function.''Store at room temperature away from moisture, heat, and light.''''What happens if I miss a dose?''Take the medicine as soon as you can, but skip the missed dose if it is almost time for your next dose. Do not take two doses at one time.''''"
What happens if I overdose? Febuxostat,''Seek emergency medical attention or call the Poison Help line at 1-800-222-1222.''''
What should I avoid while taking febuxostat? Febuxostat,"''Follow your doctor's instructions about any restrictions on food, beverages, or activity.''''"
Febuxostat side effects,"''Get emergency medical help if you have signs of an allergic reaction (hives, difficult breathing, swelling in your face or throat) or a severe skin reaction (fever, sore throat, burning in your eyes, skin pain, red or purple skin rash that spreads and causes blistering and peeling).''Seek medical treatment if you have a serious drug reaction that can affect many parts of your body. Symptoms may include: skin rash, fever, swollen glands, flu-like symptoms, muscle aches, severe weakness, unusual bruising, or yellowing of your skin or eyes.''Call your doctor at once if you have:''a light-headed feeling, like you might pass out;heart attack symptoms--chest pain or pressure, pain spreading to your jaw or shoulder, fast heartbeats, shortness of breath;liver problems--stomach pain (upper right side), unusual tiredness, dark urine, jaundice (yellowing of the skin or eyes); orsigns of a stroke--sudden numbness or weakness (especially on one side of the body), sudden severe headache, slurred speech, problems with vision or balance.''Common side effects may include:''gout flares, joint pain;nausea;mild rash; orliver problems.''This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.''''"
Febuxostat dosing information,"''Usual Adult Dose for Gout:Initial dose: 40 mg orally once a day-If serum uric acid level is greater than 6 mg/dL after 2 weeks, increase the dose to 80 mg orally once a dayMaintenance dose: 40 to 80 mg orally once a dayMaximum dose: 80 mg/dayComments:-Use of this drug should occur after an acute gout flare subsides.-Gout flares may occur due to increased urate mobilization from tissue deposits, especially during initiation; gout flare prophylaxis with a NSAID or colchicine is recommended and may be beneficial for up to 6 months.-Uric acid levels may be checked as soon as 2 weeks after beginning this drug.Use: For the chronic management of hyperuricemia in patients with gout who have an inadequate experience to a maximally titrated dose of allopurinol, who are intolerant to allopurinol, or for whom treatment with allopurinol is not advisable.''"
What is felodipine? Felodipine,''Felodipine is a calcium channel blocker that is used to treat hypertension (high blood pressure) in adults. Lowering blood pressure can help lower your risk of a stroke or heart attack.''Felodipine may also be used for purposes not listed in this medication guide.''''
Important Information Felodipine,"''Follow all directions on your medicine label and package. Tell each of your healthcare providers about all your medical conditions, allergies, and all medicines you use.''''"
Before taking this medicine Felodipine,''You should not use felodipine if you are allergic to it.''Tell your doctor if you have ever had:''liver disease; orcongestive heart failure.''Felodipine may harm an unborn baby or cause problems with labor and delivery. Tell your doctor if you are pregnant or plan to become pregnant.''You should not breast-feed while using felodipine.''Felodipine is not approved for use by anyone younger than 18 years old.''''
How should I take felodipine? Felodipine,"''Follow all directions on your prescription label and read all medication guides or instruction sheets. Your doctor may occasionally change your dose. Use the medicine exactly as directed.''You may take felodipine with or without food, but take it the same way each time.''Swallow the tablet whole and do not crush, chew, or break it.''Your blood pressure will need to be checked often.''You may also need to take other medications, exercise, limit salt intake, stop smoking, and manage other conditions such as diabetes or heart disease. Follow your doctor's instructions very closely.''Use all medications as directed and read all medication guides you receive. Do not change your dose or dosing schedule without your doctor's advice.''Some things can cause your blood pressure to get too low. This includes vomiting, diarrhea, or heavy sweating. Call your doctor if you are sick with vomiting or diarrhea.''Keep using felodipine as directed, even if you feel well. High blood pressure often has no symptoms. You may need to use blood pressure medicine for the rest of your life.''Store at room temperature away from moisture and heat.''''What happens if I miss a dose?''Take the medicine as soon as you can, but skip the missed dose if it is almost time for your next dose. Do not take two doses at one time.''''"
What happens if I overdose? Felodipine,"''Seek emergency medical attention or call the Poison Help line at 1-800-222-1222.''Overdose symptoms may include slow heartbeats, warmth or tingling, and feeling like you might pass out.''''"
What should I avoid while taking felodipine? Felodipine,"''Drinking alcohol can lower your blood pressure further and may increase certain side effects of felodipine.''Grapefruit may interact with felodipine and lead to unwanted side effects. Avoid the use of grapefruit products.''Avoid getting up too fast from a sitting or lying position, or you may feel dizzy.''''"
Felodipine side effects,"''Get emergency medical help if you have signs of an allergic reaction: hives; difficult breathing; swelling of your face, lips, tongue, or throat.''Call your doctor at once if you have:''a light-headed feeling, like you might pass out;chest pain;feeling short of breath; orswelling or rapid weight gain.''Felodipine can cause mild gum swelling. Pay special attention to your dental hygiene while taking  felodipine. Brush and floss your teeth regularly.''Common side effects may include:''swelling in your arms, hands, legs, or feet;headache; orflushing (sudden warmth, redness, or tingly feeling).''This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.''''"
Felodipine dosing information,"''Usual Adult Dose for Hypertension:Initial dose: 5 mg orally once a dayMaintenance dose: 2.5 to 10 mg orally once a dayComments: If needed, dose adjustments should generally occur at intervals of at least 2 weeks.Usual Geriatric Dose for Hypertension:Initial dose: 2.5 to 5 mg orally once a dayMaintenance dose: 2.5 to 10 mg orally once a dayComments: If needed, dose adjustments should generally occur at intervals of at least 2 weeks.Usual Pediatric Dose for Hypertension:(Not approved by FDA)NIH and NHLBI recommendations:1 year or older:Initial dose: 2.5 mg orally once a dayMaintenance dose: 2.5 to 10 mg orally once a dayMaximum dose: 10 mg/day''"
What is Femara?,"''Femara (letrozole) lowers estrogen levels in postmenopausal women, which may slow the growth of certain types of breast tumors that need estrogen to grow in the body.''Femara is used to treat breast cancer in postmenopausal women. It is often given to women who have been taking tamoxifen (Nolvadex, Soltamox) for 5 years.''"
Important information Femara,"''Femara can harm an unborn baby or cause birth defects. Do not use if you are pregnant.''Before taking Femara, tell your doctor if you have osteoporosis, high cholesterol, or liver disease (especially cirrhosis).''Femara may impair your thinking or reactions. Be careful if you drive or do anything that requires you to be alert. To be sure this medicine is helping your condition, your blood may need to be tested often. Your bone mineral density may also need to be checked. Visit your doctor regularly.''Tell your doctor about all other medicines you use, especially tamoxifen (Soltamox).''"
Before taking this medicine Femara,"''You should not use Femara if you are allergic to letrozole, or if you have:''if you have not gone completely through menopause; oryou are pregnant.''Femara is for use only in women who can no longer get pregnant. Letrozole can harm an unborn baby. Do not use letrozole if you are pregnant. Use effective birth control if you are not past menopause. Keep using birth control for at least 3 weeks after your last dose of Femara. Tell your doctor if you think you may be pregnant.''To make sure this medicine is safe for you, tell your doctor if you have:''liver disease (especially cirrhosis);osteoporosis, osteopenia (low bone mineral density);high cholesterol; orif you also take tamoxifen.''You should not breastfeed while you are using letrozole and for at least 3 weeks after your last dose.''"
How should I take Femara?,"''Femara is usually taken once per day, or once every other day. Follow all directions on your prescription label. Do not take this medicine in larger or smaller amounts or for longer than recommended.''You may take this medicine with or without food.''While using Femara, you may need frequent medical tests and your bone mineral density may also need to be checked.''Store at room temperature away from moisture and heat.''"
Femara dosing information,"''Usual Adult Dose for Breast Cancer:''For use as first-line treatment of postmenopausal women with hormone receptor positive or hormone receptor unknown locally advanced or metastatic breast cancer. Femara is also indicated for the treatment of advanced breast cancer in postmenopausal women with disease progression following antiestrogen therapy: 2.5 mg tablet orally administered once a day without regard to meals.In patients with advanced disease, Letrozole therapy should continue until tumor progression is evident.''Usual Adult Dose for Breast Cancer - Adjuvant:''For use as extended adjuvant treatment of early breast cancer in postmenopausal women who have received 5 years of adjuvant tamoxifen therapy: 2.5 mg tablet orally administered once a day without regard to meals.The optimal duration of treatment with Femara is not known. Treatment should be discontinued if there is a tumor relapse.''''What happens if I miss a dose?''Take the missed dose as soon as you remember. Skip the missed dose if it is almost time for your next scheduled dose. Do not take extra medicine to make up the missed dose.''"
What happens if I overdose? Femara,''Seek emergency medical attention or call the Poison Help line at 1-800-222-1222.''
What should I avoid while taking Femara?,''Avoid driving or performing any hazardous activities until you know how this medicine will affect you. Your reactions could be impaired.''
Femara side effects,"''Get emergency medical help if you have signs of an allergic reaction to Femara: hives; difficult breathing; swelling of your face, lips, tongue, or throat.''Common Femara side effects may include:''hot flashes, warmth or redness in your face or chest;headache, dizziness, weakness;bone pain, muscle or joint pain;swelling, weight gain;increased sweating; orincreased cholesterol in your blood.''This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.''''"
What other drugs will affect Femara?,"''Other drugs may interact with letrozole, including prescription and over-the-counter medicines, vitamins, and herbal products. Tell each of your health care providers about all medicines you use now and any medicine you start or stop using.''''"
What is fenofibrate? Fenofibrate,"''Fenofibrate belongs to a group of drugs known as ""fibrates."" It helps reduce cholesterol and triglycerides (fatty acids) in the blood. High levels of these types of fat in the blood are associated with an increased risk of atherosclerosis (clogged arteries).''Fenofibrate is used along with a proper diet to help to treat high cholesterol and high triglyceride levels.''In addition to eating a proper diet (such as a low-cholesterol/low-fat diet), other lifestyle changes that may help fenofibrate work better include exercising, losing weight if overweight, and stopping smoking.''"
Important Information Fenofibrate,"''You should not take fenofibrate if you have liver disease, gallbladder disease, severe kidney disease, or if you are breast-feeding a baby.''Fenofibrate can cause the breakdown of muscle tissue, which can lead to kidney failure. Call your doctor right away if you have unexplained muscle pain, tenderness, or weakness especially if you also have fever, unusual tiredness, or dark urine.''"
Before taking this medicine Fenofibrate,"''You should not take fenofibrate if you are allergic to it, or if you have:''severe kidney disease (or if you are on dialysis);liver disease; orgallbladder disease.''Do not breast-feed while using this medicine, and for at least 5 days after your last dose.''To make sure this medicine is safe for you, tell your doctor if you have ever had:''kidney disease;liver disease; orgallbladder problems.''Fenofibrate can cause the breakdown of muscle tissue, which can lead to kidney failure. This happens more often in women, in older adults, or people who have kidney disease, diabetes, or poorly controlled hypothyroidism (underactive thyroid).''It is not known whether this medicine will harm an unborn baby. Tell your doctor if you are pregnant or plan to become pregnant.''Fenofibrate is not approved for use by anyone younger than 18 years old.''"
How should I take fenofibrate? Fenofibrate,"''Take fenofibrate exactly as prescribed by your doctor. Follow all directions on your prescription label and read all medication guides or instruction sheets. Your doctor may occasionally change your dose.''Some brands of fenofibrate should be taken with meals to help your body better absorb the medicine. Other brands may be taken with or without food. Follow the directions on your medicine label.''Swallow the tablet or capsule whole and do not crush, chew, dissolve, or open it.''You may need frequent medical tests. Even if you have no symptoms, tests can help your doctor determine if this medicine is effective.''Fenofibrate is only part of a complete program of treatment that may also include diet, exercise, weight control, and other medications. Follow your diet, medication, and exercise routines very closely.''Store at room temperature away from moisture, heat, and light.''"
Fenofibrate dosing information,"''Usual Adult Dose of Fenofibrate for Hyperlipoproteinemia Type IIa (Elevated LDL):''Tricor: 145 mg orally once a day.Lofibra and others: 160 mg to 200 mg orally once a day with food.Antara: 130 mg orally once a day.Triglide: 160 mg orally once a day.Lipofen: 150 mg orally once a day with food.Fenoglide: 120 mg orally once a day with food.''Usual Adult Dose for Hyperlipoproteinemia Type IIb (Elevated LDL + VLDL):''Tricor: 145 mg orally once a day.Lofibra and others: 160 mg to 200 mg orally once a day with food.Antara: 130 mg orally once a day.Triglide: 160 mg orally once a day.Lipofen: 150 mg orally once a day with food.Fenoglide: 120 mg orally once a day with food.''Usual Adult Dose of Fenofibrate for Hyperlipoproteinemia Type IV (Elevated VLDL):''Tricor: 48 to 145 mg orally once a day.Lofibra and others: 54 mg to 200 mg orally once a day with food.Antara: 43 mg to 130 mg orally once a day.Triglide: 50 mg to 160 mg orally once a day.Lipofen: 50 mg to 150 mg orally once a day with food.Fenoglide: 40 mg to 120 mg orally once a day with food.''Usual Adult Dose for Hyperlipoproteinemia Type V (Elevated Chylomicrons + VLDL):''Tricor: 48 to 145 mg orally once a day.Lofibra and others: 54 mg to 200 mg orally once a day with food.Antara: 43 mg to 130 mg orally once a day.Triglide: 50 mg to 160 mg orally once a day.Lipofen: 50 mg to 150 mg orally once a day with food.Fenoglide: 40 mg to 120 mg orally once a day with food.''Usual Geriatric Dose of Fenofibrate for Hyperlipoproteinemia:''Tricor: 48 mg orally once a day. Increases in dosage should occur only after evaluating the effects on renal function and lipid levels at this dose, with a maximum recommended dose of 145 mg/24 hours.Lofibra and others: 54 mg to 67 mg orally once a day with food. Individualize dosage according to patient response and adjust if necessary following repeat lipid determinations at 4 to 8 week intervals.Antara: 43 mg orally once a day. Individualize dosage according to patient response and adjust if necessary following repeat lipid determinations at 4 to 8 week intervals.Triglide: 50 mg orally once a day. Individualize dosage according to patient response and adjust if necessary following repeat lipid determinations at 4 to 8 week intervals.Lipofen: 50 mg orally once a day with food. Individualize dosage according to patient response and adjust if necessary following repeat lipid determinations at 4 to 8 week intervals.Fenoglide: 40 mg to 120 mg orally once a day with food''''What happens if I miss a dose?''Take the medicine as soon as you can, but skip the missed dose if it is almost time for your next dose. Do not take two doses at one time.''"
What happens if I overdose? Fenofibrate,''Seek emergency medical attention or call the Poison Help line at 1-800-222-1222.''
What should I avoid while taking fenofibrate? Fenofibrate,"''Avoid eating foods high in fat or cholesterol, or fenofibrate will not be as effective.''Avoid drinking alcohol. It can raise triglyceride levels and may increase your risk of liver damage.''"
Fenofibrate side effects,"''Get emergency medical help if you have signs of an allergic reaction to fenofibrate (hives, difficult breathing, swelling in your face or throat) or a severe skin reaction (fever, sore throat, burning in your eyes, skin pain, red or purple skin rash that spreads and causes blistering and peeling).''In rare cases, fenofibrate can cause a condition that results in the breakdown of skeletal muscle tissue, leading to kidney failure. Call your doctor right away if you have unexplained muscle pain, tenderness, or weakness especially if you also have fever, unusual tiredness, or dark colored urine.''Also call your doctor at once if you have:''sharp stomach pain spreading to your back or shoulder blade;loss of appetite, stomach pain just after eating a meal;jaundice (yellowing of the skin or eyes);fever, chills, weakness, sore throat, mouth sores, unusual bruising or bleeding;chest pain, sudden cough, wheezing, rapid breathing, coughing up blood; orswelling, warmth, or redness in an arm or leg.''Common fenofibrate side effects may include:''runny nose, sneezing; orabnormal laboratory tests.''This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.''''"
