Questions,Answer
How should I take  Ecotrin?,"''Use exactly as directed on the label, or as prescribed by your doctor.''Always follow directions on the medicine label about giving Ecotrin to a child.''Take with food if Ecotrin upsets your stomach.''You must chew the chewable tablet before you swallow it.''Do not crush, chew, break, or open an enteric-coated or delayed/extended-release pill. Swallow it whole.''If you need surgery, tell your surgeon you currently use this medicine. You may need to stop for a short time.''Do not use Ecotrin if you smell a strong vinegar odor in the this medicine bottle. The medicine may no longer be effective.''Store at room temperature away from moisture and heat.''''What happens if I miss a dose?''Since  Ecotrin is used when needed, you may not be on a dosing schedule. Skip any missed dose if it's almost time for your next dose. Do not use two doses at one time.''''"
What happens if I overdose? Ecotrin,"''Seek emergency medical attention or call the Poison Help line at 1-800-222-1222.''Overdose symptoms may include stomach pain, vomiting, diarrhea, vision or hearing problems, fast or slow breathing, or confusion.''''"
What should I avoid while taking  Ecotrin?,"''Avoid alcohol. Heavy drinking can increase your risk of stomach bleeding.''If you are taking Ecotrin to prevent heart attack or stroke, avoid also taking ibuprofen (Advil, Motrin). Ibuprofen can make this medicine less effective in protecting your heart and blood vessels. If you must use both medications, ask your doctor how far apart your doses should be.''Ask a doctor or pharmacist before using other medicines for pain, fever, swelling, or cold/flu symptoms. They may contain ingredients similar to Ecotrin (such as magnesium salicylate, ibuprofen, ketoprofen, or naproxen).''''"
 Ecotrin side effects,"''Get emergency medical help if you have signs of an allergic reaction: hives; difficult breathing; swelling of your face, lips, tongue, or throat.''Stop using Ecotrin and call your doctor at once if you have:''ringing in your ears, confusion, hallucinations, rapid breathing, seizure (convulsions);severe nausea, vomiting, or stomach pain;bloody or tarry stools, coughing up blood or vomit that looks like coffee grounds;fever lasting longer than 3 days; orswelling, or pain lasting longer than 10 days.''Common side effects may include:''upset stomach, heartburn;drowsiness; ormild headache.''This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.''''"
What other drugs will affect  Ecotrin?,"''Ask your doctor before using Ecotrin if you take an antidepressant. Taking certain antidepressants with this medicine may cause you to bruise or bleed easily.''Ask a doctor or pharmacist before using Ecotrin with any other medications, especially:''a blood thinner (warfarin, Coumadin, Jantoven), or other medication used to prevent blood clots; orother salicylates such as Nuprin Backache Caplet, Kaopectate, KneeRelief, Pamprin Cramp Formula, Pepto-Bismol, Tricosal, Trilisate, and others.''This list is not complete. Other drugs may affect Ecotrin, including prescription and over-the-counter medicines, vitamins, and herbal products. Not all possible drug interactions are listed here.''''"
What is Effexor?,"''Effexor (venlafaxine) is an antidepressant belonging to a group of drugs called selective serotonin and norepinephrine reuptake inhibitors (SSNRIs). Venlafaxine affects chemicals in the brain that may be unbalanced in people with depression.''Venlafaxine is used to treat major depressive disorder, anxiety and panic disorder.''"
Important information Effexor,"''You should not take Effexor if you have uncontrolled narrow-angle glaucoma, or if you are being treated with methylene blue injection.''Do not use Effexor within 7 days before or 14 days after you have used a MAO inhibitor, such as isocarboxazid, linezolid, methylene blue injection, phenelzine, rasagiline, selegiline, or tranylcypromine.''Some young people have thoughts about suicide when first taking an antidepressant. Stay alert to changes in your mood or symptoms. Report any new or worsening symptoms to your doctor, such as: mood or behavior changes, anxiety, panic attacks, trouble sleeping, or if you feel impulsive, irritable, agitated, hostile, aggressive, restless, hyperactive (mentally or physically), more depressed, or have thoughts about suicide or hurting yourself.''Do not stop using Effexor without first talking to your doctor.''Do not give this medicine to anyone younger than 18 years old without the advice of a doctor. Effexor is not approved for use in children.''"
Before taking this medicine Effexor,"''You should not take Effexor if you are allergic to venlafaxine or desvenlafaxine (Pristiq).''Do not use Effexor within 7 days before or 14 days after you have used an MAO inhibitor, such as isocarboxazid, linezolid, methylene blue injection, phenelzine, rasagiline, selegiline, or tranylcypromine. A dangerous drug interaction could occur.''Some medicines can interact with venlafaxine and cause a serious condition called serotonin syndrome. Be sure your doctor knows if you also take stimulant medicine, opioid medicine, herbal products, or medicine for depression, mental illness, Parkinson's disease, migraine headaches, serious infections, or prevention of nausea and vomiting. Ask your doctor before making any changes in how or when you take your medications.''To make sure Effexor is safe for you, tell your doctor if you have ever had:''bipolar disorder (manic depression);cirrhosis or other liver disease;kidney disease;heart disease, high blood pressure, high cholesterol;diabetes;narrow-angle glaucoma;a thyroid disorder;a history of seizures;a bleeding or blood clotting disorder;low levels of sodium in your blood; orif you are switching to Effexor from another antidepressant.''Some young people have thoughts about suicide when first taking an antidepressant. Your doctor will need to check your progress at regular visits while you are using Effexor. Your family or other caregivers should also be alert to changes in your mood or symptoms.''Effexor may cause serious lung problems in a newborn if the mother takes the medicine late in pregnancy (during the third trimester). However, you may have a relapse of depression if you stop taking your antidepressant. Tell your doctor right away if you become pregnant while taking Effexor. Do not start or stop taking this medicine during pregnancy without your doctor's advice.''Venlafaxine can pass into breast milk and may harm a nursing baby. If venlafaxine was used successfully during your pregnancy, speak to your doctor about the risks and benefits of continuing it while breastfeeding.''Effexor is not approved for use by anyone younger than 18 years old.''"
How should I take Effexor?,"''Take Effexor exactly as prescribed by your doctor. Follow all directions on your prescription label. Do not take this medicine in larger or smaller amounts or for longer than recommended.''Effexor should be taken with food. Try to take this medicine at the same time each day.''Do not chew an extended-release capsule. To make the extended-release Effexor XR capsule easier to swallow, you may open the capsule and sprinkle the medicine into a small amount of applesauce. Swallow all of the mixture without chewing, and do not save any for later use.''It may take several weeks before your symptoms improve. Keep using the medication as directed. Do not stop using Effexor without first talking to your doctor. You may have unpleasant side effects if you stop taking this medicine suddenly.''Your blood pressure will need to be checked often.''This medicine can cause you to have a false positive drug screening test. If you provide a urine sample for drug screening, tell the laboratory staff that you are taking venlafaxine.''Store at room temperature away from moisture and heat.''''What happens if I miss a dose?''Take the missed dose as soon as you remember. Skip the missed dose if it is almost time for your next scheduled dose. Do not take extra medicine to make up the missed dose.''"
What happens if I overdose? Effexor,''Seek emergency medical attention or call the Poison Help line at 1-800-222-1222.''
What should I avoid while taking Effexor?,"''Drinking alcohol with venlafaxine can cause side effects.''Ask your doctor before taking a nonsteroidal anti-inflammatory drug (NSAID) such as aspirin, ibuprofen (Advil, Motrin), naproxen (Aleve), celecoxib (Celebrex), diclofenac, indomethacin, meloxicam, and others. Using an NSAID with venlafaxine may cause you to bruise or bleed easily.''Effexor may impair your thinking or reactions. Avoid driving or hazardous activity until you know how this medicine will affect you. Your reactions could be impaired.''"
Effexor side effects,"''Get emergency medical help if you have signs of an allergic reaction to Effexor: skin rash or hives; difficulty breathing; swelling of your face, lips, tongue, or throat.''Report any new or worsening symptoms to your doctor, such as: mood or behavior changes, anxiety, panic attacks, trouble sleeping, or if you feel impulsive, irritable, agitated, hostile, aggressive, restless, hyperactive (mentally or physically), more depressed, or have thoughts about suicide or hurting yourself.''Call your doctor at once if you have:''blurred vision, tunnel vision, eye pain or swelling, or seeing halos around lights;easy bruising or bleeding (nosebleeds, bleeding gums), blood in your urine or stools, coughing up blood;cough, chest tightness, trouble breathing;a seizure (convulsions);low sodium level - headache, confusion, slurred speech, severe weakness, vomiting, loss of coordination, feeling unsteady: orsevere nervous system reaction - very stiff (rigid) muscles, high fever, sweating, confusion, fast or uneven heartbeats, tremors, feeling like you might pass out.''Seek medical attention right away if you have symptoms of serotonin syndrome, such as: agitation, hallucinations, fever, sweating, shivering, fast heart rate, muscle stiffness, twitching, loss of coordination, nausea, vomiting, or diarrhea''Common Effexor side effects may include:''dizziness, drowsiness;anxiety, feeling nervous;sleep problems (insomnia);vision changes;nausea, vomiting, diarrhea;changes in weight or appetite;dry mouth, yawning;increased sweating; ordecreased sex drive, impotence, abnormal ejaculation, or difficulty having an orgasm.''This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.''''"
What other drugs will affect Effexor?,"''Taking this medicine with other drugs that make you sleepy can worsen this effect. Ask your doctor before taking Effexor with a sleeping pill, narcotic pain medicine, muscle relaxer, or medicine for anxiety, depression, or seizures.''Many drugs can interact with venlafaxine. Not all possible interactions are listed here. Tell your doctor about all your current medicines and any you start or stop using, especially:''any other antidepressant;cimetidine;St. John's wort;tramadol;tryptophan (sometimes called L-tryptophan);a blood thinner - warfarin, Coumadin, Jantoven;medicine to treat mood disorders, thought disorders, or mental illness - buspirone, lithium, and many others; ormigraine headache medicine - sumatriptan, zolmitriptan, and others.''This list is not complete and many other drugs can interact with venlafaxine. This includes prescription and over-the-counter medicines, vitamins, and herbal products. Give a list of all your medicines to any healthcare provider who treats you.''''"
What is  Effexor XR?,"''Effexor XR is a selective serotonin and norepinephrine reuptake inhibitor (SNRIs) antidepressant. This medicine affects chemicals in the brain that may be unbalanced in people with depression.''Effexor XR is used to treat major depressive disorder, anxiety, and panic disorder.''Effexor XR may also be used for purposes not listed in this medication guide.''''"
Important Information Effexor XR,"''Do not use Effexor XR within 7 days before or 14 days after you have used an MAO inhibitor, such as isocarboxazid, linezolid, methylene blue injection, phenelzine, rasagiline, selegiline, or tranylcypromine.''Some young people have thoughts about suicide when first taking an antidepressant. Stay alert to changes in your mood or symptoms. Report any new or worsening symptoms to your doctor.''Do not stop using Effexor XR without first talking to your doctor.''''"
Before taking this medicine Effexor XR,"''You should not take  Effexor XR if you are allergic to Effexor XR or desthis medicine (Pristiq).''Do not use Effexor XR within 7 days before or 14 days after you have used an MAO inhibitor, such as isocarboxazid, linezolid, methylene blue injection, phenelzine, rasagiline, selegiline, or tranylcypromine. A dangerous drug interaction could occur.''Some medicines can interact with Effexor XR and cause a serious condition called serotonin syndrome. Be sure your doctor knows if you also take stimulant medicine, opioid medicine, herbal products, or medicine for depression, mental illness, Parkinson's disease, migraine headaches, serious infections, or prevention of nausea and vomiting. Ask your doctor before making any changes in how or when you take your medications.''Tell your doctor if you have ever had:''bipolar disorder (manic depression);cirrhosis or other liver disease;kidney disease;heart disease, high blood pressure, high cholesterol;diabetes;narrow-angle glaucoma;a thyroid disorder;a history of seizures;a bleeding or blood clotting disorder;low levels of sodium in your blood; orif you are switching to Effexor XR from another antidepressant.''Some young people have thoughts about suicide when first taking an antidepressant. Your doctor should check your progress at regular visits. Your family or other caregivers should also be alert to changes in your mood or symptoms.''Effexor XR may cause serious lung problems in a newborn if the mother takes the medicine late in pregnancy (during the third trimester). However, you may have a relapse of depression if you stop taking your antidepressant. Tell your doctor right away if you become pregnant. Do not start or stop taking this medicine during pregnancy without your doctor's advice.''You should not breast-feed while using this medicine.''Effexor XR is not approved for use by anyone younger than 18 years old.''''"
How should I take  Effexor XR?,"''Follow all directions on your prescription label and read all medication guides or instruction sheets. Use the medicine exactly as directed.''Effexor XR should be taken with food. Try to take this medicine at the same time each day.''Swallow the extended-release capsule or tablet whole and do not crush, chew, break, or open it.''If you cannot swallow a capsule whole, open it and sprinkle the medicine into a spoonful of applesauce. Swallow the mixture right away without chewing. Do not save it for later use.''It may take several weeks before your symptoms improve. Keep using the medication as directed. Do not stop using Effexor XR without first talking to your doctor. You may have unpleasant side effects if you stop taking this medicine suddenly.''Your blood pressure will need to be checked often.''This medicine may affect a drug-screening urine test and you may have false results. Tell the laboratory staff that you use Effexor XR.''Store at room temperature away from moisture and heat.''''What happens if I miss a dose?''Take the medicine as soon as you can, but skip the missed dose if it is almost time for your next dose. Do not take two doses at one time.''''"
What happens if I overdose? Effexor XR,''Seek emergency medical attention or call the Poison Help line at 1-800-222-1222.''''
What should I avoid while taking  Effexor XR?,"''Drinking alcohol with  Effexor XR can cause side effects.''Ask your doctor before taking a nonsteroidal anti-inflammatory drug (NSAID) such as aspirin, ibuprofen (Advil, Motrin), naproxen (Aleve), celecoxib (Celebrex), diclofenac, indomethacin, meloxicam, and others. Using an NSAID with Effexor XR may cause you to bruise or bleed easily.''Avoid driving or hazardous activity until you know how this medicine will affect you. Your reactions could be impaired.''''"
 Effexor XR side effects,"''Get emergency medical help if you have signs of an allergic reaction: skin rash or hives; difficulty breathing; swelling of your face, lips, tongue, or throat.''Report any new or worsening symptoms to your doctor, such as: mood or behavior changes, anxiety, panic attacks, trouble sleeping, or if you feel impulsive, irritable, agitated, hostile, aggressive, restless, hyperactive (mentally or physically), more depressed, or have thoughts about suicide or hurting yourself.''Call your doctor at once if you have:''blurred vision, tunnel vision, eye pain or swelling, or seeing halos around lights;easy bruising or bleeding (nosebleeds, bleeding gums), blood in your urine or stools, coughing up blood;cough, chest tightness, trouble breathing;a seizure (convulsions);low sodium level --headache, confusion, slurred speech, severe weakness, vomiting, loss of coordination, feeling unsteady; orsevere nervous system reaction--very stiff (rigid) muscles, high fever, sweating, confusion, fast or uneven heartbeats, tremors, feeling like you might pass out.''Seek medical attention right away if you have symptoms of serotonin syndrome, such as: agitation, hallucinations, fever, sweating, shivering, fast heart rate, muscle stiffness, twitching, loss of coordination, nausea, vomiting, or diarrhea''Common side effects may include:''dizziness, drowsiness,anxiety, feeling nervous;sleep problems (insomnia);vision changes;nausea, vomiting, diarrhea;changes in weight or appetite;dry mouth, yawning;increased sweating; ordecreased sex drive, impotence, abnormal ejaculation, difficulty having an orgasm.''This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.''''"
What other drugs will affect  Effexor XR?,"''Using Effexor XR with other drugs that make you drowsy can worsen this effect. Ask your doctor before using opioid medication, a sleeping pill, a muscle relaxer, or medicine for anxiety or seizures.''Tell your doctor about all your current medicines. Many drugs can affect Effexor XR, especially:''any other antidepressant;cimetidine;St. John's wort;tramadol;tryptophan (sometimes called L-tryptophan);a blood thinner--warfarin, Coumadin, Jantoven;medicine to treat mood disorders, thought disorders, or mental illness--buspirone, lithium, and many others; ormigraine headache medicine--sumatriptan, zolmitriptan, and others.''This list is not complete and many other drugs may affect Effexor XR. This includes prescription and over-the-counter medicines, vitamins, and herbal products. Not all possible drug interactions are listed here.''''"
What is Effient?,''Effient (prasugrel) helps to prevent platelets in your blood from sticking together and forming a blood clot. An unwanted blood clot can occur with certain heart or blood vessel conditions.''Effient is used to prevent blood clots in people with acute coronary syndrome who are undergoing a procedure after a recent heart attack.''Effient may also be used for other purposes not listed in this medication guide.''
Important Information Effient,"''You should not take Effient if you have active bleeding such as a stomach ulcer or bleeding in the brain, if you have ever had a stroke or ""mini-stroke"", or if you are scheduled to have surgery, especially heart bypass surgery.''Effient increases your risk of bleeding, which can be severe or life-threatening. Call your doctor or seek emergency medical attention if you have bleeding that will not stop, if you have black or bloody stools, or if you cough up blood or vomit that looks like coffee grounds.''You may need to stop using the medicine for a short time before any surgery or dental treatment. Do not stop taking Effient unless your doctor tells you to.''While you are taking Effient, do not take NSAIDs (non-steroidal anti-inflammatory drugs) without your doctor's advice. NSAIDs include ibuprofen (Motrin, Advil), naproxen (Aleve, Naprosyn), diclofenac (Voltaren), diflunisal (Dolobid), etodolac (Lodine), flurbiprofen (Ansaid), indomethacin (Indocin), ketoprofen (Orudis), ketorolac (Toradol), mefenamic acid (Ponstel), meloxicam (Mobic), nabumetone (Relafen), piroxicam (Feldene), and others.''"
Before taking this medicine Effient,"''You should not use Effient if you are allergic to prasugrel, or if you have:''any active bleeding such as a stomach ulcer or bleeding in the brain (such as from a head injury);a history of stroke, including TIA (""mini-stroke""); orif you are scheduled to have surgery, especially heart bypass surgery (coronary artery bypass graft, or CABG).''To make sure Effient is safe for you, tell your doctor if you have:''a stomach ulcer;bleeding problems;surgery, an injury, or a medical emergency;liver or kidney disease;a severe allergic reaction to clopidogrel (Plavix) or ticlopidine (Ticlid); oif you weigh less than 132 pounds; orif you also use other medicines to treat or prevent blood clots.''Aspirin is usually given with Effient. If you are pregnant, you should not take aspirin unless your doctor tells you to. Taking a NSAID during the last 20 weeks of pregnancy can cause serious heart or kidney problems in the unborn baby and possible complications with your pregnancy.''You should not breastfeed while using this medicine.''"
How should I take Effient?,"''Take Effient exactly as it was prescribed for you. Follow all directions on your prescription label and read all medication guides or instruction sheets. Use the medicine exactly as directed.''Effient can be taken with or without food.''If you also take aspirin, follow your doctor's instructions about how much aspirin to take and for how long.''Because Effient keeps your blood from clotting, this medicine can also make it easier for you to bleed, even from a minor injury such as a fall or a bump on the head. Seek emergency medical attention if you have any bleeding that will not stop.''If you need surgery or dental work, tell the surgeon or dentist ahead of time that you are using Effient. You may need to stop using the medicine for a short time.''Do not stop taking Effient unless your doctor tells you to. If you stop taking this medicine too soon you could have life-threatening medical problems such as a blood clot or a heart attack.''Store at room temperature away from moisture and heat. Keep the tablets in their original container, along with the packet or canister of moisture-absorbing preservative.''"
Effient dosing information,"''Usual Adult Dose for Acute Coronary Syndrome:''Initial dose: 60 mg orally onceMaintenance dose: 10 mg orally once a dayComments:-No clear benefit was observed when the loading dose of this drug was administered prior to diagnostic coronary angiography compared to at the time of percutaneous coronary intervention (PCI); however, risk of bleeding was increased with early administration in patients undergoing PCI or early coronary artery bypass graft surgery (CABG).-Aspirin 75 to 325 mg daily should be taken with this drug.Use: To reduce the rate of thrombotic cardiovascular events (including stent thrombosis) in patients with acute coronary syndrome (ACS) who are to be managed with PCI for unstable angina (UA), non-ST segment elevation myocardial infarction (NSTEMI), or ST segment elevation myocardial infarction (STEMI).''Usual Geriatric Dose for Acute Coronary Syndrome:''65 to less than 75 years:-Initial dose: 60 mg orally once-Maintenance dose: 10 mg orally once a day75 years or older: Use is generally not recommended in such patients, except in high-risk situations (e.g., diabetes or prior myocardial infarction) when benefit outweighs risk.Comments:-No clear benefit was observed when the loading dose of this drug was administered prior to diagnostic coronary angiography compared to at the time of percutaneous coronary intervention (PCI); however, risk of bleeding was increased with early administration in patients undergoing PCI or early coronary artery bypass graft surgery (CABG).-Aspirin 75 to 325 mg daily should be taken with this drug.Use: To reduce the rate of thrombotic cardiovascular events (including stent thrombosis) in patients with acute coronary syndrome (ACS) who are to be managed with PCI for unstable angina (UA), non-ST segment elevation myocardial infarction (NSTEMI), or ST segment elevation myocardial infarction (STEMI).''''What happens if I miss a dose?''Take the medicine as soon as you can, but skip the missed dose if it is almost time for your next dose. Do not take two doses at one time.''"
What happens if I overdose? Effient,''Seek emergency medical attention or call the Poison Help line at 1-800-222-1222.''
What should I avoid while taking Effient?,"''Avoid activities that may increase your risk of bleeding or injury. Use extra care to prevent bleeding while shaving or brushing your teeth.''Ask your doctor before taking a nonsteroidal anti-inflammatory drug (NSAID) for pain, arthritis, fever, or swelling. This includes aspirin, ibuprofen (Advil, Motrin), naproxen (Aleve), and others. Using an NSAID with Effient may cause you to bruise or bleed easily.''"
Effient side effects,"''Get emergency medical help if you have signs of an allergic reaction to Effient: hives; dizziness, chest pain, difficulty breathing; swelling of your face, lips, tongue, or throat.''Call your doctor at once if you have:''a light-headed feeling, like you might pass out;any bleeding that will not stop;pink or brown urine;signs of a serious blood-clotting problem - pale skin, purple spots under your skin or on your mouth, fever, fast heart rate, weakness, stomach pain, trouble breathing, jaundice (yellowing of the skin or eyes);signs of stomach bleeding - bloody or tarry stools, coughing up blood or vomit that looks like coffee grounds; orsigns of a stroke - sudden numbness or weakness (especially on one side of the body), sudden severe headache, slurred speech, problems with vision or balance.''The risk of bleeding is higher in older adults.''Common Effient side effects may include:''nosebleeds; oreasy bruising or bleeding.''This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.''''"
What is Elavil?,''Elavil (amitriptyline) is a tricyclic antidepressant with sedative effects. Amitriptyline affects certain chemical messengers (neurotransmitters) that communicate between brain cells and help regulate mood.''Elavil is a prescription medicine used to treat symptoms of depression.''Elavil may also be used for purposes not listed in this medication guide.''
Important Information Elavil,"''You should not use Elavil if you have recently had a heart attack.''Do not use Elavil if you have used an MAO inhibitor in the past 14 days, such as isocarboxazid, linezolid, methylene blue injection, phenelzine, rasagiline, selegiline, or tranylcypromine.''You may have thoughts about suicide when you first start taking an antidepressant such as amitriptyline, especially if you are younger than 24 years old. Your doctor will need to check you at regular visits for at least the first 12 weeks of treatment.''Report any new or worsening symptoms to your doctor, such as: mood or behavior changes, anxiety, panic attacks, trouble sleeping, or if you feel impulsive, irritable, agitated, hostile, aggressive, restless, hyperactive (mentally or physically), more depressed, or have thoughts about suicide or hurting yourself.''"
Before taking this medicine Elavil,"''You should not use Elavil if you are allergic to amitriptyline, or:''if you have recently had a heart attack.''Do not use Elavil if you have used an MAO inhibitor in the past 14 days. A dangerous drug interaction could occur. MAO inhibitors include isocarboxazid, linezolid, methylene blue injection, phenelzine, rasagiline, selegiline, tranylcypromine, and others.''Tell your doctor if you have used an ""SSRI"" antidepressant in the past 5 weeks, such as citalopram, escitalopram, fluoxetine (Prozac), fluvoxamine, paroxetine, sertraline (Zoloft), trazodone, or vilazodone.''To make sure Elavil is safe for you, tell your doctor if you have ever had:''bipolar disorder (manic-depression) or schizophrenia;mental illness or psychosis;liver disease;heart disease;a heart attack, stroke, or seizures;diabetes (amitriptyline may raise or lower blood sugar);glaucoma; orproblems with urination.''Some young people have thoughts about suicide when first taking an antidepressant. Your doctor should check your progress at regular visits. Your family or other caregivers should also be alert to changes in your mood or symptoms.''Tell your doctor if you are pregnant or breastfeeding.''Elavil is not approved for use by anyone younger than 12 years old.''"
How should I take Elavil?,"''Take Elavil exactly as prescribed by your doctor. Follow all directions on your prescription label and read all medication guides or instruction sheets. Your doctor may occasionally change your dose.''It may take up to 4 weeks before your symptoms improve. Keep using the medication as directed and tell your doctor if your symptoms do not improve.''If you need surgery, tell your surgeon you currently use Elavil. You may need to stop for a short time.''Do not stop using Elavil suddenly, or you could have unpleasant withdrawal symptoms. Ask your doctor how to safely stop using Elavil.''Store at room temperature away from moisture and heat. Keep the bottle tightly closed when not in use.''"
Elavil dosing information,"''Usual Adult Dose for Depression:''OUTPATIENTS:-Initial dose: 75 mg orally per day in divided doses; this may be increased to 150 mg/day (if needed)-Maintenance dose: 40 to 100 mg orally per day-Maximum dose: 150 mg/dayAlternate outpatient treatment regimen: 50 to 100 mg orally as a single dose at bedtime; this may be increased by 25 or 50 mg as needed at bedtime to a total of 150 mg/dayINPATIENTS:-Initial dose: 100 mg orally per day-Maintenance dose: 40 to 100 mg orally as a single dose at bedtime-Maximum dose: 300 mg/dayComments:-Dose increases should preferably be made in the late afternoon or at bedtime due to the sedative effect.-The full therapeutic effect may take as long as 30 days to develop.-Maintenance doses should be reduced to the lowest amount that will maintain relief of symptoms when satisfactory improvement has been obtained.-Maintenance therapy should be continued for 3 months or longer to lessen the possibility of relapse.Use: Relief of symptoms of depression''Usual Geriatric Dose for Depression:''10 mg orally 3 times a day AND 20 mg orally once a day at bedtimeComments:-The full therapeutic effect may take as long as 30 days to develop.-Elderly patients should be monitored carefully and serum levels obtained as clinically appropriate.-Dose adjustments should be made according to clinical response.Use: Relief of symptoms of depression''Usual Pediatric Dose for Depression:''12 years or older: 10 mg orally 3 times a day AND 20 mg orally once a day at bedtimeComments:-The full therapeutic effect may take as long as 30 days to develop.-Dose adjustments should be made according to clinical response.Use: Relief of symptoms of depression''''What happens if I miss a dose?''Take the medicine as soon as you can, but skip the missed dose if it is almost time for your next dose. Do not take two doses at one time.''"
