Questions,Answer
Bactrim side effects,"''Get emergency medical help if you have signs of an allergic reaction to Bactrim (hives, cough, shortness of breath, swelling in your face or throat) or a severe skin reaction (fever, sore throat, burning eyes, skin pain, red or purple skin rash with blistering and peeling).''Seek medical treatment if you have a serious drug reaction that can affect many parts of your body. Symptoms may include: skin rash, fever, swollen glands, muscle aches, severe weakness, unusual bruising, or yellowing of your skin or eyes.''Call your doctor at once if you have:''severe stomach pain, diarrhea that is watery or bloody (even if it occurs months after your last dose);a skin rash, no matter how mild;yellowing of your skin or eyes;a seizure;new or unusual joint pain;increased or decreased urination;swelling, bruising, or irritation around the IV needle;increased thirst, dry mouth, fruity breath odor;an electrolyte imbalance - headache, confusion, weakness, slurred speech, tingly feeling, chest pain, irregular heartbeats, loss of coordination or movement, feeling unsteady, vomiting; orlow blood cell counts - fever, chills, mouth sores, skin sores, easy bruising, unusual bleeding, pale skin, cold hands and feet, feeling light-headed or short of breath.''Common Bactrim side effects may include:''nausea, vomiting, loss of appetite; orskin rash.''This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.''''"
What other drugs will affect Bactrim?,"''You may need more frequent check- ups or medical tests if you also use medicine to treat depression, diabetes, seizures, or HIV.''Tell your doctor about all your current medicines. Many drugs can affect sulfamethoxazole and trimethoprim, especially:''amantadine, cyclosporine, indomethacin, leucovorin, methotrexate, pyrimethamine;an ""ACE inhibitor"" heart or blood presure medication (benazepril, enalapril, lisinopril, quinapril, ramipril, and others); ora diuretic or ""water pill"" (chlorthalidone, hydrochlorothiazide, and others).''This list is not complete and many other drugs may interact with sulfamethoxazole and trimethoprim. This includes prescription and over-the-counter medicines, vitamins, and herbal products. Not all possible drug interactions are listed here.''''"
What is Bactroban?,"''Bactroban (mupirocin) is an antibiotic that prevents bacteria from growing on your skin.''Bactroban topical (for use on the skin) is used to treat skin infections such as impetigo or a ""Staph"" infection of the skin.''Bactroban may also be used for purposes not listed in this medication guide.''"
Important information Bactroban,"''Use Bactroban cream or ointment for the full amount of time prescribed by your doctor or as recommended in the package even if you begin to feel better. Your symptoms may improve before the infection is completely healed. Avoid your eyes, nose, mouth, and lips when applying Bactroban. If medication gets in any of these areas, wash with water.''Watch for signs of improvement in 3 to 5 days. If your condition gets worse or does not improve, see your doctor.''A separate formulation, Bactroban nasal ointment, is available for nasal use.''"
Before taking this medicine Bactroban,"''You should not use Bactroban cream or ointment if you are allergic to mupirocin.''To make sure Bactroban is safe for you, tell your doctor if you have ever had:''kidney disease.''Do not use Bactroban on a child without medical advice. The cream should not be used on a child younger than 3 months old. The ointment may be used on a child as young as 2 months old.''It is not known whether this medicine will harm an unborn baby. Tell your doctor if you are pregnant or plan to become pregnant.''It is not known whether mupirocin topical passes into breast milk or if it could harm a nursing baby. Tell your doctor if you are breast-feeding a baby. If you apply this medicine to your breast or nipple, wash the areas thoroughly before nursing your baby.''How should I use Bactroban?''Use Bactroban cream or ointment exactly as directed by your doctor. Follow all directions on your prescription label. Do not use this medicine in larger or smaller amounts or for longer than recommended.''Do not take by mouth. Bactroban is for use only on the skin. If this medicine gets in your eyes, nose, or mouth, rinse with water.''Wash your hands before and after applying Bactroban.''Clean and dry the affected skin area. Use a cotton swab or gauze pad to apply a small amount of Bactroban cream or ointment as directed.''Do not spread Bactroban over large areas of skin.''Bactroban is usually applied 3 times per day for 10 days. Use only a small amount of the cream or ointment.''Use only a sterile gauze pad to cover the treated skin. Do not cover treated areas with a bandage, plastic wrap, or other covering that does not allow air to circulate.''Call your doctor if your symptoms do not improve within 3 to 5 days, or if your skin condition gets worse.''Use this medicine for the full prescribed length of time. Your symptoms may improve before the infection is completely cleared. Skipping doses may also increase your risk of further infection that is resistant to antibiotics.''Store at room temperature away from moisture and heat. Do not freeze. Keep the medicine tube tightly closed when not in use.''''What happens if I miss a dose?''Apply the missed dose as soon as you remember. Skip the missed dose if it is almost time for your next dose. Do not use extra medicine to make up the missed dose.''"
What happens if I overdose? Bactroban,''An overdose of Bactroban cream or ointment is not expected to be dangerous. Seek emergency medical attention or call the Poison Help line at 1-800-222-1222 if anyone has accidentally swallowed the medication.''
What should I avoid while using Bactroban?,"''Antibiotic medicines can cause diarrhea, which may be a sign of a new infection. If you have diarrhea that is watery or bloody, call your doctor. Do not use anti-diarrhea medicine unless your doctor tells you to.''Avoid getting this medicine in your eyes, mouth, or nose. A separate product called Bactroban nasal is made for use in the nose. Bactroban topical is for use only on the skin.''Avoid using other medications on the areas you treat with Bactroban unless your doctor tells you to.''"
Bactroban side effects,"''Get emergency medical help if you have signs of an allergic reaction to Bactroban: hives; dizziness, fast or pounding heartbeats; wheezing, difficult breathing; swelling of your face, lips, tongue, or throat.''Call your doctor at once if you have:''severe stomach pain, diarrhea that is watery or bloody;severe itching, rash, or other irritation of treated skin;unusual skin blistering or peeling; orany signs of a new skin infection.''Common Bactroban side effects may include:''burning, stinging;itching; orpain.''This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.''''"
What other drugs will affect Bactroban?,"''It is not likely that other drugs you take orally or inject will have an effect on topically applied mupirocin. But many drugs can interact with each other. Tell each of your health care providers about all medicines you use, including prescription and over-the-counter medicines, vitamins, and herbal products.''"
What is Basaglar?,"''Basaglar (insulin glargine) is a long-acting insulin that starts to work several hours after injection and keeps working evenly for 24 hours. Insulin is a hormone that works by lowering levels of glucose (sugar) in the blood.''Basaglar is used to improve blood sugar control in adults and children with diabetes mellitus.''Basaglar is for use in adults with type 1 or type 2 diabetes, and in children at least 6 years old with type 1 diabetes.''Some brands of insulin glargine are for use only in adults. Carefully follow all instructions for the brand of insulin glargine you are using.''"
Important information Basaglar,"''Never share a Basaglar KwikPen with another person, even if the needle has been changed.''You should not use Basaglar if you are having an episode of hypoglycemia (low blood sugar), or if you are in a state of diabetic ketoacidosis (call your doctor for treatment).''Basaglar is only part of a complete program of treatment that may also include diet, exercise, weight control, foot care, eye care, dental care, and testing your blood sugar. Follow your diet, medication, and exercise routines very closely. Changing any of these factors can affect your blood sugar levels.''"
Basaglar side effects,"''Get emergency medical help if you have signs of insulin allergy to Basaglar: redness or swelling where an injection was given, itchy skin rash over the entire body, trouble breathing, fast heartbeats, feeling like you might pass out, or swelling in your tongue or throat.''Call your doctor at once if you have:''fluid retention - weight gain, swelling in your hands or feet, feeling short of breath; orlow potassium - leg cramps, constipation, irregular heartbeats, fluttering in your chest, increased thirst or urination, numbness or tingling, muscle weakness or limp feeling.''Common Basaglar side effects may include:''low blood sugar;itching, mild skin rash; orthickening or hollowing of the skin where you injected the medicine.''This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.''''"
Before taking this medicine Basaglar,"''You should not use Basaglar if you are allergic to insulin, or if you are having an episode of hypoglycemia (low blood sugar).''Basaglar is not approved for use by anyone younger than 6 years old, and should not be used to treat type 2 diabetes in a child of any age.''To make sure Basaglar is safe for you, tell your doctor if you have:''liver or kidney disease;low levels of potassium in your blood (hypokalemia); ordiabetic ketoacidosis (call your doctor for treatment).''Tell your doctor if you also take pioglitazone or rosiglitazone (sometimes contained in combinations with glimepiride or metformin). Taking certain oral diabetes medicines while you are using Basaglar may increase your risk of serious heart problems.''Tell your doctor if you are pregnant or breastfeeding.''Follow your doctor's instructions about using Basaglar if you are pregnant or you become pregnant. Controlling diabetes is very important during pregnancy, and having high blood sugar may cause complications in both the mother and the baby.''How should I use Basaglar?''Use Basaglar exactly as prescribed by your doctor. Follow all directions on your prescription label. Do not use Basaglar in larger or smaller amounts or for longer than recommended.''Read all patient information, medication guides, and instruction sheets provided to you. Ask your doctor or pharmacist if you have any questions.''The Toujeo brand of insulin glargine contains 3 times as much insulin per milliliter (mL) as the Basaglar brand. There are 300 units of insulin in 1 mL of Toujeo, and 100 units in 1 mL of Basaglar.''If there are any changes in the brand, strength, or type of insulin you use, your dosage needs may change.''Basaglar is injected under the skin. You will be shown how to use injections at home. Do not give yourself Basaglar if you do not understand how to use the injection and properly dispose of used needles and pens.''Basaglar must not be given with an insulin pump, or mixed with other insulins. Do not inject Basaglar into a vein or a muscle.''Do not inject this medicine into skin that is damaged, tender, bruised, pitted, thickened, scaly, or has a scar or hard lump.''Basaglar is usually injected once per day at the same time each day. You will be shown how to use injections at home. Do not give yourself this medicine if you do not understand how to use the injection and properly dispose of used needles and pens.''Your care provider will show you the best places on your body to inject Basaglar. Use a different place each time you give an injection. Do not inject into the same place two times in a row.''Use only the injection pen that comes with Basaglar KwikPen. Attach a new needle before each use. Do not transfer the insulin from the pen into a syringe.''Never share an injection pen with another person, even if the needle has been changed. Sharing these devices can allow infections or disease to pass from one person to another.''Use a disposable needle only once. Follow any state or local laws about throwing away used needles. Use a puncture-proof ""sharps"" disposal container (ask your pharmacist where to get one and how to throw it away). Keep this container out of the reach of children and pets.''You may have low blood sugar (hypoglycemia) and feel very hungry, dizzy, irritable, confused, anxious, or shaky. To quickly treat hypoglycemia, eat or drink a fast-acting source of sugar (fruit juice, hard candy, crackers, raisins, or non-diet soda).''Your doctor may prescribe a glucagon injection kit in case you have severe hypoglycemia. Be sure your family or close friends know how to give you this injection in an emergency.''Also watch for signs of high blood sugar (hyperglycemia) such as increased thirst or urination.''Blood sugar levels can be affected by stress, illness, surgery, exercise, alcohol use, or skipping meals. Ask your doctor before changing your insulin dose or schedule.''Basaglar is only part of a treatment program that may also include diet, exercise, weight control, blood sugar testing, and special medical care. Follow your doctor's instructions very closely.''Keep Basaglar in its original container protected from heat and light. Do not freeze insulin or store it near the cooling element in a refrigerator. Throw away any insulin that has been frozen.''Storing unopened (not in use) Basaglar:''Refrigerate and use until expiration date; orStore at room temperature and use within 28 days.''Do not store an injection pen with the needle attached.''Do not use the medicine if it looks cloudy, has changed colors, or has any particles in it. Call your pharmacist for new medicine.''Wear a diabetes medical alert tag in case of emergency. Any medical care provider who treats you should know that you have diabetes.''''What happens if I miss a dose?''Call your doctor for instructions if you miss a dose of Basaglar. You should not use more than one dose in a 24-hour period unless your doctor tells you to.''Keep insulin on hand at all times. Get your prescription refilled before you run out of medicine completely.''"
What happens if I overdose? Basaglar,"''Seek emergency medical attention or call the Poison Help line at 1-800-222-1222. Insulin overdose can cause life-threatening hypoglycemia. Symptoms include drowsiness, confusion, blurred vision, numbness or tingling in your mouth, trouble speaking, muscle weakness, clumsy or jerky movements, seizure (convulsions), or loss of consciousness.''"
What should I avoid while using Basaglar?,''Avoid medication errors by always checking the medicine label before injecting your insulin.''Avoid drinking alcohol. It can cause low blood sugar and may interfere with your diabetes treatment.''
What other drugs will affect Basaglar?,"''Many other medicines can affect your blood sugar, and some medicines can increase or decrease the effects of insulin. Some drugs can also cause you to have fewer symptoms of hypoglycemia, making it harder to tell when your blood sugar is low. Tell each of your health care providers about all medicines you use now and any medicine you start or stop using. This includes prescription and over-the-counter medicines, vitamins, and herbal products.''''"
What is Belbuca?,"''Belbuca buccal films contain buprenorphine, an opioid medication. An opioid is sometimes called a narcotic.''Belbuca buccal films are for around-the-clock treatment of moderate to severe chronic pain that is not controlled by other medicines.''Belbuca is not for use on an as-needed basis for occasional pain.''The Belbuca buccal film is placed between the gum and cheek where it adheres to the moist buccal mucosa to deliver the medicine as the film dissolves.''"
Important Information Belbuca,"''Belbuca can slow or stop your breathing, and may be habit-forming. MISUSE OF OPIOID MEDICINE CAN CAUSE ADDICTION, OVERDOSE, OR DEATH, especially in a child or other person using the medicine without a prescription.''Using Belbuca during pregnancy may cause life-threatening withdrawal symptoms in the newborn.''Fatal side effects can occur if you use Belbuca with alcohol, or with other drugs that cause drowsiness or slow your breathing.''Before using this medicine''You should not use Belbuca if you are allergic to buprenorphine, or if you have:''severe asthma or trouble breathing; ora blockage in your digestive tract, including a bowel obstruction called paralytic ileus.''To make sure Belbuca is safe for you, tell your doctor if you have ever had:''breathing problems, sleep apnea;liver disease (especially hepatitis B or C);kidney disease;enlarged prostate, urination problems;problems with your gallbladder, pancreas, or thyroid;a head injury, brain tumor, or seizures;drug addiction, methadone use, alcoholism, mental illness;mouth sores caused by cancer;an electrolyte imbalance (such as low levels of potassium or magnesium in your blood); orlong QT syndrome, or if you take heart rhythm medication.''If you use Belbuca while you are pregnant, your baby could become dependent on the drug. This can cause life-threatening withdrawal symptoms in the baby after it is born. Babies born dependent on habit-forming medicine may need medical treatment for several weeks. Tell your doctor if you are pregnant or plan to become pregnant.''Buprenorphine can pass into breast milk and may harm a nursing baby. You should not breastfeed while you are using Belbuca.''Belbuca is not approved for use by anyone younger than 18 years old.''How should I use Belbuca?''Use Belbuca exactly as prescribed by your doctor. Follow all directions on your prescription label. Buprenorphine can slow or stop your breathing. Never use Belbuca in larger amounts, or for longer than prescribed. Tell your doctor if the medicine seems to stop working as well in relieving your pain.''Buprenorphine may be habit-forming, even at regular doses. Never share this medicine with another person, especially someone with a history of drug abuse or addiction. MISUSE OF NARCOTIC MEDICINE CAN CAUSE ADDICTION, OVERDOSE, OR DEATH, especially in a child or other person using the medicine without a prescription. Selling or giving away Belbuca is against the law.''Read all patient information, medication guides, and instruction sheets provided to you. Ask your doctor or pharmacist if you have any questions.''Drink a glass of water to moisten your mouth. Use dry hands when handling the buccal film. Place the film against the inside of your cheek and hold it in place for 5 seconds. Once in place, the film will dissolve completely in about 30 minutes. Do not chew the film or swallow it whole.''Do not eat or drink anything until the Belbuca film has completely dissolved in your mouth.''While using Belbuca, you may need frequent blood tests to check your liver function.''If you need surgery, tell the surgeon ahead of time that you are using Belbuca.''Do not stop using Belbuca suddenly, or you could have unpleasant withdrawal symptoms. Ask your doctor how to safely stop using buprenorphine.''Store at room temperature away from moisture and heat. Keep the medicine in a place where a child cannot get to it. Keep track of your medicine. Buprenorphine is a drug of abuse and you should be aware if anyone is using your medicine improperly or without a prescription.''Do not keep leftover opioid medication. Just one dose can cause death in someone using this medicine accidentally or improperly. Ask your pharmacist where to locate a drug take-back disposal program. If there is no take-back program, remove any unused films from the foil pack and flush the films down the toilet. Throw the empty foil pack into the trash.''''What happens if I miss a dose?''Since this medicine is used for pain, you are not likely to miss a dose. Skip any missed dose if it is almost time for your next scheduled dose. Do not use extra medicine to make up the missed dose.''"
What happens if I overdose? Belbuca,"''Seek emergency medical attention or call the Poison Help line at 1-800-222-1222. A buprenorphine overdose can be fatal, especially in a child or other person using the medicine without a prescription.''Overdose symptoms may include extreme drowsiness or weakness, cold or clammy skin, severe muscle weakness, pinpoint pupils, weak pulse, very slow breathing, or coma.''"
What should I avoid while using Belbuca?,"''Do not drink alcohol. Dangerous side effects or death could occur.''Avoid applying the buccal film to an area where you have a mouth sore.''Buprenorphine may impair your thinking or reactions. Avoid driving or operating machinery until you know how Belbuca will affect you. Dizziness or severe drowsiness can cause falls, accidents, or severe injuries.''"
Belbuca side effects,"''Get emergency medical help if you have signs of an allergic reaction to Belbuca: hives; difficult breathing; swelling of your face, lips, tongue, or throat.''Like other narcotic medicines, buprenorphine can slow your breathing. Death may occur if breathing becomes too weak.''A person caring for you should seek emergency medical attention if you have slow breathing with long pauses, blue colored lips, or if you are hard to wake up.''Call your doctor at once if you have:''noisy breathing, sighing, shallow breathing, breathing that stops during sleep;slow heartbeat or weak pulse;a light-headed feeling, like you might pass out;chest pain, fast heart rate, trouble breathing;severe constipation;opioid withdrawal symptoms - shivering, goose bumps, increased sweating, feeling hot or cold, runny nose, watery eyes, diarrhea, muscle pain;low cortisol levels - nausea, vomiting, loss of appetite, dizziness, worsening tiredness or weakness; orliver problems - nausea, upper stomach pain, itching, loss of appetite, dark urine, clay-colored stools, jaundice (yellowing of the skin or eyes).''Seek medical attention right away if you have symptoms of serotonin syndrome, such as: agitation, hallucinations, fever, sweating, shivering, fast heart rate, muscle stiffness, twitching, loss of coordination, nausea, vomiting, or diarrhea.''Serious side effects may be more likely in older adults and those who are overweight, malnourished, or debilitated.''Long-term use of opioid medication may affect fertility (ability to have children) in men or women. It is not known whether opioid effects on fertility are permanent.''Common Belbuca side effects may include:''constipation, nausea, vomiting;headache, dizziness, drowsiness;increased sweating;sleep problems (insomnia); orpain anywhere in your body.''This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.''''"
What other drugs will affect Belbuca?,"''You may have breathing problems or withdrawal symptoms if you start or stop taking certain other medicines. Tell your doctor if you also use an antibiotic, antifungal medication, heart or blood pressure medication, seizure medication, or medicine to treat HIV or hepatitis C.''Opioid medication can interact with many other drugs and cause dangerous side effects or death. Be sure your doctor knows if you also use:''cold or allergy medicines, bronchodilator asthma/COPD medication, or a diuretic (""water pill"");medicines for motion sickness, irritable bowel syndrome, or overactive bladder;other narcotic medications - opioid pain medicine or prescription cough medicine;a sedative like Valium - diazepam, alprazolam, lorazepam, Xanax, Klonopin, Versed, and others;drugs that make you sleepy or slow your breathing - a sleeping pill, muscle relaxer, medicine to treat mood disorders or mental illness; ordrugs that affect serotonin levels in your body - a stimulant, or medicine for depression, Parkinson's disease, migraine headaches, serious infections, or nausea and vomiting.''This list is not complete. Other drugs may interact with buprenorphine, including prescription and over-the-counter medicines, vitamins, and herbal products. Not all possible interactions are listed in this medication guide.''''"
What is Belsomra?,''Belsomra (suvorexant) is a sleep medicine that helps regulate your sleep and wake cycle.''Belsomra is used to treat insomnia (trouble falling asleep or staying asleep).''Belsomra may also be used for purposes not listed in this medication guide.''
Important Information Belsomra,"''Do not take more Belsomra than your doctor has prescribed.''You should not use Belsomra if you have narcolepsy.''Take Belsomra 30 minutes before bedtime. Never take this medicine if you do not have 7 hours to sleep before being active again.''Some people using this medicine have engaged in activity while not fully awake and later had no memory of it. If this happens to you, call your doctor right away.''"
Before taking this medicine Belsomra,"''You should not use Belsomra if you are allergic to suvorexant, or if you have narcolepsy.''To make sure this medicine is safe for you, tell your doctor if you have ever had:''depression, mental illness, or thoughts about suicide;drug or alcohol abuse or addiction;breathing problems, sleep apnea (breathing stops during sleep);liver disease;sudden muscle weakness;excessive sleepiness during normal waking hours; orif you have ever fallen asleep at unexpected times.''Tell your doctor if you are pregnant or breastfeeding.''Belsomra is not approved for use by anyone younger than 18 years old.''"
How should I take Belsomra?,"''Take Belsomra exactly as prescribed by your doctor. Follow the directions on your prescription label and read all medication guides. Never use this medicine in larger amounts, or for longer than prescribed. Tell your doctor if you feel an increased urge to use more of this medicine.''Belsomra may be habit-forming. Misuse can cause addiction, overdose, or death. Keep the medication in a place where others cannot get to it. Selling or giving away this medicine is against the law.''Take Belsomra only once per night, 30 minutes before bedtime.''You may take Belsomra with or without food. Avoid taking the medicine shortly after eating a meal, or the medicine may take longer to work.''Belsomra will make you fall asleep. Never take this medicine if you do not have 7 hours to sleep before being active again.''You may have trouble speaking or moving while you are falling asleep. It may take longer for you to wake up, speak, or move around when you wake up. You may feel like you are still dreaming for several minutes after waking.''Call your doctor if your insomnia symptoms do not improve, or if they get worse after using Belsomra for 7 to 10 nights in a row.''Store at room temperature away from moisture, heat, and light. Keep track of your medicine. You should be aware if anyone is using it improperly or without a prescription.''"
Belsomra dosing information,"''Usual Adult Dose for Insomnia:''10 mg orally once a day at bedtimeMaximum dose: 20 mg once a dayComments:-Take within 30 minutes of going to bed, with at least 7 hours remaining before the planned time of awakening.-If 10 mg is well-tolerated but not effective, the dose can be increased.-Time to effect may be delayed if taken with or soon after a meal.Use: Insomnia characterized by difficulties with sleep onset and/or sleep maintenance.''''What happens if I miss a dose?''Since Belsomra is taken only at bedtime if needed, you are not likely to miss a dose. Never take this medicine if you do not have 7 hours to sleep before being active again.''"
What happens if I overdose? Belsomra,''Seek emergency medical attention or call the Poison Help line at 1-800-222-1222.''
What should I avoid while taking Belsomra?,"''For at least 8 hours after taking Belsomra, do not drive or do anything that requires you to be alert. Your reactions may be impaired.''Avoid drinking alcohol. Do not take Belsomra if you have consumed alcohol within a few hours before getting ready for sleep.''"
Belsomra side effects,"''Get emergency medical help if you have signs of an allergic reaction to Belsomra: hives; difficult breathing; swelling of your face, lips, tongue, or throat.''Some people using this medicine have engaged in activity while not fully awake and later had no memory of it. This may include walking, driving, eating, having sex, or making phone calls. If this happens to you, call your doctor right away.''Call your doctor at once if you have:''trouble moving or talking when you first wake up;a weak feeling in your legs;unusual thoughts or behavior;anxiety, agitation, depression;memory problems;confusion, hallucinations; orthoughts about hurting yourself.''You may be more likely to have side effects if you are overweight.''Common Belsomra side effects include:''strange dreams; ordrowsiness during the day after taking this medicine.''This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.''''"
What is Benadryl?,"''Benadryl (diphenhydramine) is an antihistamine that reduces the effects of natural chemical histamine in the body. Histamine can produce symptoms of sneezing, itching, watery eyes, and runny nose.''Benadryl is used to treat sneezing, runny nose, watery eyes, hives, skin rash, itching, and other cold or allergy symptoms.''Benadryl is also used to treat motion sickness, to induce sleep, and to treat certain symptoms of Parkinson's disease.''"
Important information Benadryl,"''You should not use Benadryl to make a child sleepy.''When taking Benadryl, use caution driving, operating machinery, or performing other hazardous activities. Diphenhydramine may cause dizziness or drowsiness. If you experience dizziness or drowsiness, avoid these activities.''Use alcohol cautiously. Alcohol may increase drowsiness and dizziness while taking Benadryl.''Do not give this medication to a child younger than 2 years old. Always ask a doctor before giving a cough or cold medicine to a child. Death can occur from the misuse of cough and cold medicines in very young children.''"
Before taking this medicine Benadryl,"''You should not use Benadryl if you are allergic to diphenhydramine.''Ask a doctor or pharmacist if it is safe for you to take this medicine if you have other medical conditions, especially:''blockage in your digestive tract (stomach or intestines);bladder obstruction or other urination problems;a colostomy or ileostomy;liver or kidney disease;asthma, chronic obstructive pulmonary disease (COPD), or other breathing disorder;cough with mucus, or cough caused by smoking, emphysema, or chronic bronchitis;heart disease, low blood pressure;glaucoma;a thyroid disorder; orif you take potassium (Cytra, Epiklor, K-Lyte, K-Phos, Kaon, Klor-Con, Polycitra, Urocit-K).''It is not known whether Benadryl will harm an unborn baby. Ask a doctor before using this medicine if you are pregnant.''Diphenhydramine can pass into breast milk and may harm a nursing baby. Antihistamines may also slow breast milk production. Ask a doctor before using this medicine if you are breast-feeding.''Older adults may be more likely to have side effects from this medicine.''"
