Questions,Answer
Ofev side effects,"''Get emergency medical help if you have signs of an allergic reaction to Ofev: hives; difficult breathing; swelling of your face, lips, tongue, or throat.''Call your doctor at once if you have:''severe ongoing nausea, vomiting, or diarrhea;severe stomach pain, bloating, or tenderness;bleeding from your rectum or blood in your stools;easy bruising or bleeding, any wound that will not heal;fever, chills, cough with mucus, chest pain, feeling short of breath;heart attack symptoms - chest pain or pressure, pain spreading to your jaw or shoulder, nausea, sweating;liver problems - stomach pain (upper right side), loss of appetite, tiredness, dark urine, jaundice (yellowing of the skin or eyes); orsigns of a stroke - sudden numbness or weakness (especially on one side of the body), slurred speech, problems with vision or balance.''Liver problems may be more likely in women, in people who weigh less than 143 pounds (65 kilograms), and in people of Asian descent.''Your doses may be delayed if you have certain side effects.''Common Ofev side effects may include:''nausea, vomiting, loss of appetite;stomach pain;diarrhea, weight loss;increased blood pressure;headache; orabnormal liver function tests.''This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.''''"
What is ofloxacin? Ofloxacin,"''Ofloxacin is a fluoroquinolone (flor-o-KWIN-o-lone) antibiotic that fights bacteria in the body.''Ofloxacin is used to treat bacterial infections of the skin, lungs, prostate, or urinary tract (bladder and kidneys). Ofloxacin is also used to treat pelvic inflammatory disease and Chlamydia and/or gonorrhea.''Fluoroquinolone antibiotics can cause serious or disabling side effects that may not be reversible. Ofloxacin should be used only for infections that cannot be treated with a safer antibiotic.''Ofloxacin may also be used for purposes not listed in this medication guide.''''"
Important Information Ofloxacin,"''Ofloxacin can cause serious side effects, including tendon problems, nerve damage, serious mood or behavior changes, or low blood sugar.''Stop using  ofloxacin and call your doctor at once if you have symptoms such as: headache, hunger, irritability, numbness, tingling, burning pain, confusion, agitation, paranoia, problems with memory or concentration, thoughts of suicide, or sudden pain or movement problems in any of your joints.''In rare cases, ofloxacin may cause damage to your aorta, which could lead to dangerous bleeding or death. Get emergency medical help if you have severe and constant pain in your chest, stomach, or back.''''"
Before taking this medicine Ofloxacin,"''You should not use this medicine if you are allergic to ofloxacin or other fluoroquinolones (ciprofloxacin, gemifloxacin, levofloxacin, moxifloxacin, norfloxacin, and others).''Ofloxacin may cause swelling or tearing of a tendon (the fiber that connects bones to muscles in the body), especially in the Achilles' tendon of the heel. This can happen during treatment or up to several months after you stop taking ofloxacin. Tendon problems may be more likely in certain people (children and older adults, or people who use steroid medicine or have had an organ transplant).''Tell your doctor if you have ever had:''tendon problems, bone problems, arthritis, or other joint problems;blood circulation problems, aneurysm, narrowing or hardening of the arteries;heart problems, high blood pressure;a genetic disease such as Marfan syndrome or Ehler's-Danlos syndrome;diabetes;a muscle or nerve disorder, such as myasthenia gravis;liver or kidney disease;a seizure;long QT syndrome (in you or a family member); orlow levels of potassium in your blood (hypokalemia).''Ofloxacin is not approved for use by anyone younger than 18 years old.''It is not known whether this medicine will harm an unborn baby. Tell your doctor if you are pregnant.''You should not breast-feed while using this medicine.''''"
How should I take ofloxacin? Ofloxacin,"''Follow all directions on your prescription label and read all medication guides or instruction sheets. Use the medicine exactly as directed.''Take ofloxacin with water, and drink extra fluids to keep your kidneys working properly.''You may take ofloxacin with or without food, at the same time each day.''Use  ofloxacin for the full prescribed length of time, even if your symptoms quickly improve. Skipping doses can increase your risk of infection that is resistant to medication. Ofloxacin will not treat a viral infection such as the flu or a common cold.''Do not share ofloxacin with another person.''This medicine may affect a drug-screening urine test and you may have false results. Tell the laboratory staff that you use ofloxacin.''Store at room temperature away from moisture and heat. Keep the bottle tightly closed when not in use.''''What happens if I miss a dose?''Take the medicine as soon as you can, but skip the missed dose if it is almost time for your next dose. Do not take two doses at one time.''''"
What happens if I overdose? Ofloxacin,''Seek emergency medical attention or call the Poison Help line at 1-800-222-1222.''''
What should I avoid while taking ofloxacin? Ofloxacin,"''Avoid driving or hazardous activity until you know how  ofloxacin will affect you. Your reactions could be impaired.''Antibiotic medicines can cause diarrhea, which may be a sign of a new infection. If you have diarrhea that is watery or bloody, call your doctor before using anti-diarrhea medicine.''Ofloxacin could make you sunburn more easily. Avoid sunlight or tanning beds. Wear protective clothing and use sunscreen (SPF 30 or higher) when you are outdoors. Tell your doctor if you have severe burning, redness, itching, rash, or swelling after being in the sun.''''"
Ofloxacin side effects,"''Get emergency medical help if you have signs of an allergic reaction (hives, difficult breathing, swelling in your face or throat) or a severe skin reaction (fever, sore throat, burning in your eyes, skin pain, red or purple skin rash that spreads and causes blistering and peeling).''Ofloxacin can cause serious side effects, including tendon problems, side effects on your nerves (which may cause permanent nerve damage), serious mood or behavior changes (after just one dose), or low blood sugar (which can lead to coma).''Stop taking this medicine and call your doctor at once if you have:''low blood sugar--headache, hunger, sweating, irritability, dizziness, nausea, fast heart rate, or feeling anxious or shaky;nerve symptoms in your hands, arms, legs, or feet--numbness, weakness, tingling, burning pain;serious mood or behavior changes--nervousness, confusion, agitation, paranoia, hallucinations, memory problems, trouble concentrating, thoughts of suicide; orsigns of tendon rupture--sudden pain, swelling, bruising, tenderness, stiffness, movement problems, or a snapping or popping sound in any of your joints (rest the joint until you receive medical care or instructions).''In rare cases, ofloxacin may cause damage to your aorta, the main blood artery of the body. This could lead to dangerous bleeding or death. Get emergency medical help if you have severe and constant pain in your chest, stomach, or back.''Also, stop using ofloxacin and call your doctor at once if you have:''severe stomach pain, diarrhea that is watery or bloody;fast or pounding heartbeats, fluttering in your chest, shortness of breath, and sudden dizziness (like you might pass out);the first sign of any skin rash, no matter how mild;muscle weakness, breathing problems;little or no urination;a seizure (convulsions);increased pressure inside the skull--severe headaches, ringing in your ears, vision problems, pain behind your eyes; orliver problems--upper stomach pain, loss of appetite, dark urine, clay-colored stools, jaundice (yellowing of the skin or eyes).''Common side effects may include:''nausea, constipation, diarrhea;dizziness; orheadache.''This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.''''"
What is ofloxacin ophthalmic? Ofloxacin ophthalmic,''Ofloxacin is a fluoroquinolone (flor-o-KWIN-o-lone) antibiotic that fights bacteria in the body.''Ofloxacin ophthalmic (for use in the eyes) is used to treat bacterial infections of the eyes.''Ofloxacin ophthalmic is also used to treat an ulcer in the cornea of the eye.''Ofloxacin will not treat a viral or fungal infection of the eye.''Ofloxacin ophthalmic may also be used for purposes not listed in this medication guide.''''
Important Information Ofloxacin ophthalmic,"''Follow all directions on your medicine label and package. Tell each of your healthcare providers about all your medical conditions, allergies, and all medicines you use.''''"
Before taking this medicine Ofloxacin ophthalmic,"''You should not use  ofloxacin ophthalmic if you are allergic to ofloxacin or other fluoroquinolones (ciprofloxacin, gemifloxacin, levofloxacin, moxifloxacin, norfloxacin, and others).''Do not use this medicine to treat a viral or fungal infection in the eye. Ofloxacin ophthalmic is for use in treating only bacterial infections of the eye.''It is not known whether this medicine will harm an unborn baby. Tell your doctor if you are pregnant or plan to become pregnant.''It is not known whether ofloxacin ophthalmic passes into breast milk or if it could affect the nursing baby. Tell your doctor if you are breast-feeding.''Ofloxacin eye drops (solution) are not approved for use by anyone younger than 1 year old.''''How should I use ofloxacin ophthalmic?''Follow all directions on your prescription label. Do not use this medicine in larger or smaller amounts or for longer than recommended.''Do not use this medicine while wearing contact lenses. Ofloxacin ophthalmic may contain a preservative that can discolor soft contact lenses. Wait at least 15 minutes after using this medicine before putting in your contact lenses.''Wash your hands before using the eye drops.''To apply the eye drops:''Tilt your head back slightly and pull down your lower eyelid to create a small pocket. Hold the dropper above the eye with the tip down. Look up and away from the dropper and squeeze out a drop.Close your eyes for 2 or 3 minutes with your head tipped down, without blinking or squinting. Gently press your finger to the inside corner of the eye for about 1 minute, to keep the liquid from draining into your tear duct.Use only the number of drops your doctor has prescribed. If you use more than one drop, wait about 5 minutes between drops.Wait at least 10 minutes before using any other eye drops your doctor has prescribed.''When treating a corneal ulcer, you may need to wake from sleep every 4 to 6 hours to use the medication. Follow your doctor's dosing instructions very carefully. You may notice a whitish buildup on the ulcer. This is a sign that the medication is working and is not a harmful effect. This buildup should clear within a few days or weeks of treatment.''Do not touch the tip of the eye dropper or place it directly on your eye. A contaminated dropper can infect your eye, which could lead to serious vision problems.''Do not use the eye drops if the liquid has changed colors or has particles in it. Call your pharmacist for new medicine.''Store at room temperature away from moisture and heat. Do not freeze. Keep the bottle tightly closed when not in use.''''What happens if I miss a dose?''Use the missed dose as soon as you remember. Skip the missed dose if it is almost time for your next scheduled dose. Do not use extra medicine to make up the missed dose.''''"
What happens if I overdose? Ofloxacin ophthalmic,''An overdose of ofloxacin ophthalmic is not expected to be dangerous. Seek emergency medical attention or call the Poison Help line at 1-800-222-1222 if anyone has accidentally swallowed the medication.''''
What should I avoid while using ofloxacin ophthalmic? Ofloxacin ophthalmic,''Avoid wearing contact lenses until you no longer have symptoms of the eye infection.''ofloxacin ophthalmic may cause blurred vision and may impair your thinking or reactions. Be careful if you drive or do anything that requires you to be alert and able to see clearly.''Do not use other eye medications unless your doctor tells you to.''''
Ofloxacin ophthalmic side effects,"''Get emergency medical help if you have signs of an allergic reaction: hives; difficult breathing; swelling of your face, lips, tongue, or throat.''Call your doctor at once if you have:''severe burning, stinging, or irritation after using this medicine;eye pain;eye swelling, redness, severe discomfort, crusting or drainage (may be signs of infection); orsevere skin reaction--fever, sore throat, swelling in your face or tongue, burning in your eyes, skin pain followed by a red or purple skin rash that spreads (especially in the face or upper body) and causes blistering and peeling.''Common side effects may include:''blurred vision;eye pain ormild burning, stinging, or other discomfort;eye redness, itching, or watering;red or puffy eyelids;your eyes being more sensitive to light; oreye dryness, feeling like something is in your eye.''This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.''''"
Ofloxacin ophthalmic dosing information,"''Usual Adult Dose for Bacterial Conjunctivitis:Days 1 and 2: Instill 1 to 2 drops in the affected eye(s) every 2 to 4 hours.Days 3 through 7: Instill 1 to 2 drops in the affected eye(s) 4 times a day.Use: For the treatment of bacterial conjunctivitis due to susceptible strains of Staphylococcus aureus, S epidermidis, Streptococcus pneumoniae, Enterobacter cloacae, Haemophilus influenzae, Proteus mirabilis, Pseudomonas aeruginosaUsual Adult Dose for Corneal Ulcers:Days 1 and 2: Instill 1 to 2 drops in the affected eye(s) every 30 minutes while awake and about 4 and 6 hours after retiring.Days 3 through 7 to 9: Instill 1 to 2 drops in the affected eye(s) every hour while awake.Days 7 to 9 through treatment completion: Instill 1 to 2 drops in the affected eye(s) 4 times a day.Use: For the treatment of bacterial corneal ulcers due to susceptible strains of S aureus, S epidermidis, S pneumoniae, P aeruginosa, Serratia marcescens, Propionibacterium acnesUsual Pediatric Dose for Bacterial Conjunctivitis:1 year or older:-Days 1 and 2: Instill 1 to 2 drops in the affected eye(s) every 2 to 4 hours.-Days 3 through 7: Instill 1 to 2 drops in the affected eye(s) 4 times a day.Use: For the treatment of bacterial conjunctivitis due to susceptible strains of S aureus, S epidermidis, S pneumoniae, E cloacae, H influenzae, P mirabilis, P aeruginosaUsual Pediatric Dose for Corneal Ulcers:1 year or older:-Days 1 and 2: Instill 1 to 2 drops in the affected eye(s) every 30 minutes while awake and about 4 and 6 hours after retiring.-Days 3 through 7 to 9: Instill 1 to 2 drops in the affected eye(s) every hour while awake.-Days 7 to 9 through treatment completion: Instill 1 to 2 drops in the affected eye(s) 4 times a day.Use: For the treatment of bacterial corneal ulcers due to susceptible strains of S aureus, S epidermidis, S pneumoniae, P aeruginosa, S marcescens, P acnes''"
What is olanzapine? Olanzapine,''Olanzapine is an antipsychotic medication that is used to treat psychotic conditions such as schizophrenia and bipolar disorder (manic depression) in adults and children at least 13 years old.''Olanzapine is also used together with fluoxetine (Prozac) to treat episodes of depression in adults and children at least 10 years old who have bipolar I disorder.''Olanzapine may also be used for purposes not listed in this medication guide.''''
Important Information Olanzapine,''Olanzapine is not approved for use in older adults with dementia-related psychosis.''''
Before taking this medicine Olanzapine,"''You should not take olanzapine if you are allergic to it.''Olanzapine may increase the risk of death in older adults with dementia-related psychosis and is not approved for this use.''Tell your doctor if you have ever had:''liver disease;heart disease, high or low blood pressure;high cholesterol or triglycerides;a stroke, including ""mini-stroke"";breast cancer;a seizure;Alzheimer's disease;diabetes or high blood sugar;an enlarged prostate;bowel problems; ornarrow-angle glaucoma.''Taking antipsychotic medicine in the last 3 months of pregnancy may cause breathing problems, feeding problems, or withdrawal symptoms in the newborn. If you get pregnant, tell your doctor right away. Do not stop taking olanzapine without your doctor's advice.''Olanzapine can pass into breast milk. If you are breastfeeding, tell your doctor if you notice severe drowsiness, irritability, feeding problems, tremors, or unusual muscle movements in the nursing baby.''The olanzapine orally disintegrating tablet (Zyprexa Zydis) may contain phenylalanine. Tell your doctor if you have phenylketonuria (PKU).''''"
How should I take olanzapine? Olanzapine,"''Follow all directions on your prescription label and read all medication guides or instruction sheets. Your doctor may occasionally change your dose. Use the medicine exactly as directed.''Olanzapine can be taken with or without food.''Remove an orally disintegrating tablet (Zyprexa Zydis) from the package only when you are ready to take the medicine. Place the tablet in your mouth and allow it to dissolve, without chewing. Swallow several times as the tablet dissolves.''Olanzapine can cause high blood sugar (hyperglycemia). If you are diabetic, check your blood sugar levels on a regular basis.''You may gain weight or have high cholesterol and triglycerides (types of fat) while taking  olanzapine, especially if you are a teenager. You may need frequent blood tests.''Call your doctor if your symptoms do not improve, or if they get worse while using olanzapine.''Do not stop using olanzapine suddenly, even if you feel fine. Stopping suddenly may cause serious side effects.''Olanzapine is sometimes used together with other antipsychotic medications or antidepressants. Use all medications as directed and read all medication guides you receive. Do not change your dose or dosing schedule without your doctor's advice.''Medication may be only part of a complete program of treatment that also includes counseling and other psychological support programs. Follow your doctor's instructions.''Store at room temperature away from moisture, heat, and light.''''What happens if I miss a dose?''Take the medicine as soon as you can, but skip the missed dose if it is almost time for your next dose. Do not take two doses at one time.''''"
What happens if I overdose? Olanzapine,"''Seek emergency medical attention or call the Poison Help line at 1-800-222-1222.''Overdose symptoms may include drowsiness, agitation, aggression, slurred speech, confusion, increased heart rate, jerky or uncontrolled muscle movements, trouble breathing, or fainting.''''"
What should I avoid while taking olanzapine? Olanzapine,"''Avoid driving or hazardous activity until you know how  olanzapine will affect you. Dizziness or drowsiness can cause falls, accidents, or severe injuries.''Avoid getting up too fast from a sitting or lying position, or you may feel dizzy.''Avoid drinking alcohol. Dangerous side effects could occur.''Avoid becoming overheated or dehydrated. Drink plenty of fluids, especially in hot weather and during exercise. It is easier to become dangerously overheated and dehydrated while you are taking olanzapine.''''"
Olanzapine side effects,"''Get emergency medical help if you have signs of an allergic reaction: hives; difficult breathing; swelling of your face, lips, tongue, or throat.''Seek medical treatment if you have a serious drug reaction that can affect many parts of your body. Symptoms may include: skin rash, fever, swollen glands, muscle aches, severe weakness, unusual bruising, or yellowing of your skin or eyes.''High doses or long-term use of olanzapine can cause a serious movement disorder that may not be reversible. The longer you use olanzapine, the more likely you are to develop this disorder, especially if you are a woman or an older adult.''Call your doctor at once if you have:''uncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking or eye movement);trouble speaking or swallowing;swelling in your hands or feet;confusion, unusual thoughts or behavior, hallucinations, or thoughts about hurting yourself;low white blood cell counts--fever, chills, mouth sores, skin sores, sore throat, cough, trouble breathing, feeling light-headed; orsigns of dehydration--feeling very thirsty or hot, being unable to urinate, heavy sweating, or hot and dry skin;liver problems--upper stomach pain, itching, loss of appetite, dark urine, clay-colored stools, jaundice (yellowing of the skin or eyes);high blood sugar--increased thirst, increased urination, hunger, dry mouth, fruity breath odor, drowsiness, dry skin, blurred vision, weight loss; orsevere nervous system reaction--very stiff (rigid) muscles, high fever, sweating, confusion, fast or uneven heartbeats, tremors, feeling like you might pass out.''Common side effects may include:''weight gain (more likely in teenagers), increased appetite;headache, dizziness, drowsiness, feeling tired or restless;problems with speech or memory;tremors or shaking, numbness or tingly feeling;changes in personality;dry mouth, or increased salivation;stomach pain, constipation; orpain in your arms or legs.''This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.''''"
What is olaparib?,"''Olaparib is used to treat cancers of the breast, ovary, fallopian tube, pancreas, prostate, or peritoneum (the membrane that lines the inside of your abdomen and covers some of your internal organs).''Olaparib is sometimes used when the cancer has spread to other parts of the body, or when cancer has come back after treatment with other medications.''Olaparib is sometimes used only if your cancer has a specific genetic marker (an abnormal ""BRCA"" or ""HRR"" gene). Your doctor will test you for this gene.''Olaparib may also be used for purposes not listed in this medication guide.''''"
Important Information,"''Olaparib affects your immune system. You may get infections more easily, even serious or fatal infections. Call your doctor if you have a fever, weakness, tiredness, trouble breathing, easy bruising or bleeding, blood in your urine or stools, or weight loss.''You will need weekly or monthly blood tests, and your cancer treatments may be delayed based on the results.''Some people who take olaparib with a gonadotropin-releasing hormone (GnRH) medicine may develop a blood clot in the leg or in the lung. Call your doctor if you have pain or swelling in your arm or leg, shortness of breath, chest pain, rapid breathing, or fast heartbeats.''Olaparib may also cause serious lung problems. Call your doctor if you have chest pain, wheezing, trouble breathing, or a new or worsening cough.''''"
Before taking this medicine,"''Tell your doctor if you have ever had:''lung disease, breathing problems; orkidney disease.''Olaparib can harm an unborn baby or cause a miscarriage if the mother or the father is using  olaparib.''If you are a woman, do not use this medicine if you are pregnant. You may need to have a negative pregnancy test before starting this treatment. Use effective birth control to prevent pregnancy while you are using this medicine and for at least 6 months after your last dose.If you are a man, use effective birth control if your sex partner is able to get pregnant. Keep using birth control for at least 3 months after your last dose. Also do not to donate sperm during the 3 months after your last dose.Tell your doctor right away if a pregnancy occurs while either the mother or the father is using olaparib.''Do not breastfeed while using this medicine, and for at least 1 month after your last dose.''''"
