Questions,Answer
Qdolo side effects,"''The possible side effects of Qdolo include:''constipation, nausea, sleepiness, vomiting, tiredness, headache, dizziness, abdominal pain. Call your healthcare provider if you have any of these symptoms and they are severe.''Get emergency medical help if you have:''trouble breathing, shortness of breath, fast heartbeat, chest pain, swelling of your face, tongue, or throat, extreme drowsiness, light-headedness when changing positions, feeling faint, agitation, high body temperature, trouble walking, stiff muscles, or mental changes such as confusion.''These are not all the possible side effects of Qdolo. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088. For more information go to dailymed.nlm.nih.gov.''''How should I store Qdolo?''Store Qdolo at room temperature 20°C to 25°C (68°F to 77°F)Store Qdolo securely, out of sight and reach of children, and in a location not accessible by others, including visitors to the home.Dispose of expired, unwanted, or unused Qdolo by taking your drug to an authorized Drug Enforcement Administration (DEA)-registered collector or drug take-back program. If one is not available, you can dispose of Qdolo by mixing Qdolo with dirt, cat litter, or used coffee grounds; placing the mixture in a container such as a sealed plastic bag; and throwing the container in the household trash.''General information about the safe and effective use of Qdolo''Medicines are sometimes prescribed for purposes other than those listed in a Patient Information Leaflet. Do not use this medicine for a condition for which it was not prescribed. Do not give it to other people, even if they have the same symptoms that you have. It may harm them. You can ask your pharmacist or healthcare provider for information that is written for health professionals.''What are the ingredients in Qdolo?''Active ingredient: tramadol hydrochlorideInactive ingredients: citric acid, glycerin, grape flavor, propylene glycol, purified water, sodium benzoate, sodium citrate dihydrate, and sucralose.''"
What is Qinlock?,"''Qinlock (ripretinib) is an enzyme inhibitor that blocks the action of protein kinases.''Qinlock is a prescription medicine used to treat tumors of the stomach and intestines, specifically adults with advanced gastrointestinal stromal tumor (GIST).''Qinlock is for use in adults who have already been treated with at least 3 other cancer medicines.''"
Important Information,"''Qinlock may affect fertility in males which may affect the ability to have children. Talk to your healthcare provider if this is a concern for you.''Qinlock and certain other medicines can affect each other causing side effects or affect how ripretinib works. Tell your healthcare provider about all the medicines you take, including prescription and over-the-counter medicines, vitamins, and herbal supplements.''Follow all directions on your medicine label and package. Tell each of your healthcare providers about all your medical conditions, allergies, and all medicines you use.''"
Before taking this medicine,"''You may not be able to use Qinlock if you have untreated or uncontrolled hypertension (high blood pressure).''To make sure Qinlock is safe for you, tell your doctor if you have ever had:''high blood pressure;heart problems; orif you have recently had surgery or plan to have surgery.''Using Qinlock may increase your risk of developing skin cancer. Your skin may need to be checked while you are using this medicine. Ask your doctor about skin symptoms to watch for.''You may need to have a negative pregnancy test before starting this treatment.''Both men and women using this medicine should use effective birth control to prevent pregnancy. Ripretinib can harm an unborn baby if the mother or father is using this medicine.''Use effective birth control to prevent pregnancy while you are using this medicine and for at least 1 week after your last dose. Tell your doctor right away if a pregnancy occurs while either the mother or the father is using Qinlock.''This medicine may affect fertility (ability to have children) in men. However, it is important to use birth control to prevent pregnancy because ripretinib can harm an unborn baby.''Do not breastfeed while using this medicine, and for at least 1 week after your last dose.''Qinlock is not approved for use by anyone younger than 18 years old.''"
How should I take Qinlock?,"''Take Qinlock exactly as prescribed by your doctor. Follow all directions on your prescription label and read all medication guides or instruction sheets. Your doctor may occasionally change your dose.''Swallow the tablet whole and do not crush, chew, or break it.''Take the medicine at the same time each day, with or without food.''If you vomit shortly after taking Qinlock, do not take another dose. Wait until your next scheduled dose time to take the medicine again.''Your blood pressure will need to be checked often. Your heart function may also need to be checked.''If you need surgery, tell your surgeon you currently use this medicine. You may need to stop for a short time.''Do not change your dose or stop taking Qinlock without your doctor's advice.''Store at room temperature away from moisture and heat. Keep the tablets in their original container, along with the packet or canister of moisture-absorbing preservative.''"
Qinlock dosing information,"''Usual Adult Dose for Gastrointestinal Stromal Tumor:''150 mg orally once daily until disease progression or unacceptable toxicityUse: For adults with advanced gastrointestinal stromal tumor (GIST) who have received prior treatment with 3 or more kinase inhibitors, including imatinib''''What happens if I miss a dose?''Take the medicine as soon as you can, but skip the missed dose if you are more than 8 hours late for the dose. Do not take two doses at one time.''"
What happens if I overdose?,''Seek emergency medical attention or call the Poison Help line at 1-800-222-1222.''
What should I avoid while taking Qinlock?,"''Follow your doctor's instructions about any restrictions on food, beverages, or activity.''"
Qinlock side effects,"''Get emergency medical help if you have signs of an allergic reaction to Qinlock: hives; difficult breathing; swelling of your face, lips, tongue, or throat.''Call your doctor at once if you have:''severe stomach pain, nausea, or vomiting;severe headache, blurred vision, pounding in your neck or ears;pain, blisters, bleeding, or severe rash in the palms of your hands or the soles of your feet;heart problems - tiredness, feeling short of breath, swollen veins in the sides of your neck, swelling in your stomach or lower legs;low red blood cells (anemia) - pale skin, unusual tiredness, feeling light-headed or short of breath, cold hands and feet; orskin changes - a new wart, a skin sore or red bump that bleeds or does not heal, or any change in the size or color of a mole.''Common Qinlock side effects may include:''nausea, vomiting, stomach pain, loss of appetite;diarrhea, constipation;tiredness;muscle pain;thinning hair, hair loss;abnormal blood tests; orsevere rash on your hands or feet.''This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.''''"
What is QNASL?,"''QNASL contains beclomethasone, a corticosteroid. It prevents the release of substances in the body that cause inflammation.''QNASL Nasal Aerosol (80 mcg) is a prescription medicine that treats seasonal nasal and year-round nasal allergy symptoms, such as congestion, sneezing, and runny nose in adults and children 12 years of age and older.''QNASL Nasal Aerosol (40 mcg) is used for the treatment of nasal allergy symptoms in children 4-11 years of age.''"
Important Information QNASL,"''Before using QNASL nasal spray, tell your doctor if you have been sick or have had an infection of any kind. Also tell your doctor if you have glaucoma or cataracts, herpes simplex infection of your eyes, tuberculosis, sores or ulcers in your nose, or if you have recently had injury of or surgery on your nose.''It may take up to 2 weeks before your symptoms improve. Keep using QNASL nasal spray as directed and tell your doctor if your symptoms do not improve after 1 week of treatment.''To be sure this medication is not causing harmful effects on your nose or sinuses, your doctor may want to check your progress on a regular basis. Do not miss any scheduled visits to your doctor.''Beclomethasone can lower the blood cells that help your body fight infections. Avoid being near people who are sick or have infections. Call your doctor for preventive treatment if you are exposed to chicken pox or measles. These conditions can be serious or even fatal in people who are using QNASL. Avoid getting this medication in your eyes. If this does happen, rinse with water and call your doctor.''Steroid medicines such as beclomethasone can affect growth in children. Talk with your doctor if you think your child is not growing at a normal rate while using QNASL.''"
Before taking this medicine QNASL,"''You should not use QNASL if you are allergic to beclomethasone.''Before using QNASL, tell your doctor if you have been sick or have had any infections. You may not be able to use the nasal spray until you are well.''QNASL should not be given to a child younger than 4 years old.''To make sure QNASL nasal spray is safe for you, tell your doctor if you have ever had:''asthma;glaucoma or cataracts;herpes simplex virus of your eyes;tuberculosis or any other infection or illness;sores or ulcers your nose; oran injury or surgery affecting your nose.''It is not known whether beclomethasone nasal will harm an unborn baby. Tell your doctor if you are pregnant or plan to become pregnant while using this medicine.''It is not known whether beclomethasone nasal passes into breast milk or if it could harm a nursing baby. Tell your doctor if you are breast-feeding a baby.''How should I use QNASL?''Use QNASL nasal spray exactly as prescribed by your doctor. The usual dose is 1 to 2 sprays into each nostril once per day. Follow all directions on your prescription label. Do not use this medicine in larger or smaller amounts or for longer than recommended.''This medicine comes with patient instructions for safe use, and directions for priming and disposal of the nasal spray. Ask your doctor or pharmacist if you have any questions.''Steroid medicine can weaken (suppress) your immune system, and you may get an infection more easily. If you use this medicine long-term, you may need frequent medical tests.''It may take several days before your symptoms improve. Call your doctor if your symptoms do not improve, or if they get worse while using QNASL nasal spray.''Your doctor will need to check your progress while you are using QNASL nasal spray, to make sure this medicine is not causing harm to your nose or sinuses.''Store in an upright position at room temperature, away from moisture and heat.''Throw away the QNASL nasal spray after you have used 120 sprays, or if the dose indicator shows a zero.''''What happens if I miss a dose?''Use the missed dose as soon as you remember. Skip the missed dose if it is almost time for your next scheduled dose. Do not use extra medicine to make up the missed dose.''"
What happens if I overdose? QNASL,"''Seek emergency medical attention or call the Poison Help line at 1-800-222-1222.''An overdose of beclomethasone is not expected to produce life threatening symptoms. However, long term use of high steroid doses can lead to symptoms such as thinning skin, easy bruising, changes in the shape or location of body fat (especially in your face, neck, back, and waist), increased acne or facial hair, menstrual problems, impotence, or loss of interest in sex.''"
What should I avoid while using QNASL?,"''Avoid getting this medication in your eyes. If this does happen, rinse with water and call your doctor.''Using steroid medicine can lower blood cells that help your body fight infections. Avoid being near people who are sick or have infections. Call your doctor for preventive treatment if you are exposed to chickenpox or measles. These conditions can be serious or even fatal in people who are using QNASL nasal spray.''"
QNASL side effects,"''Get emergency medical help if you have signs of an allergic reaction to QNASL: hives; difficult breathing; swelling of your face, lips, tongue, or throat.''Call your doctor at once if you have:''severe or ongoing nosebleed;sores in the nose that won't heal;blurred vision, eye pain, or seeing halos around lights;signs of a hormonal disorder - worsening tiredness or muscle weakness, anxiety, feeling irritable, feeling light-headed, nausea, vomiting, loss of appetite, diarrhea, weight loss, or weight gain (especially in your face or your upper back and torso); orsigns of infection - fever, chills, sores or white patches in or around your nose, flu symptoms, redness or swelling.''Beclomethasone can affect growth in children. Talk with your doctor if you think your child is not growing at a normal rate while using this medicine.''Common QNASL side effects may include:''discomfort or irritation inside your nose;sneezing, runny or stuffy nose;nosebleed;fever, sore throat;headache, nausea; orunpleasant taste or smell.''This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.''''"
What is Qsymia?,"''Qsymia contains a combination of phentermine and topiramate in an extended-release capsule. Phentermine is an appetite suppressant similar to an amphetamine. Topiramate is typically used as a seizure medication, also called an anticonvulsant.''Qsymia is used together with diet and exercise to treat obesity. This medicine is sometimes used to treat obesity that may be related to diabetes, high cholesterol, or high blood pressure.''Qsymia will not treat any these underlying conditions. Keep using any other medicines your doctor has prescribed to treat these conditions.''"
Important Information Qsymia,"''Do not use Qsymia if you are pregnant or if you become pregnant. This medicine may increase the risk of a birth defect called cleft lip and palate in a newborn.''You should not take Qsymia if you are allergic to phentermine (Adipex-P, Oby-Cap, Suprenza, T-Diet, Zantryl) or topiramate (Topamax), or if you have glaucoma or overactive thyroid.''Before you take Qsymia, tell your doctor if you have high blood pressure, heart disease, diabetes, liver or kidney disease, low blood levels of potassium, or if you have had a heart attack or stroke in the past 6 months.''Phentermine may be habit-forming and should be used only by the person for whom it was prescribed. Keep the medication in a secure place where others cannot get to it. Do not stop taking Qsymia suddenly, or you could have a seizure (convulsions). You may need to use less and less before you stop the medication completely. Ask your doctor how to avoid seizures when you stop using Qsymia''Topiramate may cause vision problems that can be permanent if not treated quickly. Call your doctor right away if you have a sudden decrease in vision.''Some people have thoughts about suicide while taking topiramate. Stay alert to changes in your mood or symptoms. Report any new or worsening symptoms to your doctor.''Qsymia can increase your resting heart rate. Tell your doctor if you have fast or pounding heartbeats while you are resting.''"
Before taking this medicine Qsymia,"''Do not use Qsymia if you have used an MAO inhibitor in the past 14 days. A dangerous drug interaction could occur. MAO inhibitors include isocarboxazid, linezolid, methylene blue injection, phenelzine, rasagiline, selegiline, tranylcypromine, and others.''You should not use Qsymia if you are allergic to phentermine or topiramate, or if you have:''glaucoma;overactive thyroid; orif you are pregnant or may become pregnant.''You may need to have a negative pregnancy test before starting this treatment. Do not use Qsymia if you are pregnant. Stop taking this medicine and call your doctor right away if you become pregnant.''Topiramate may increase the risk of cleft lip and palate in a newborn. This birth defect occurs early in pregnancy, and can develop even before you know you are pregnant. Weight loss during pregnancy also can harm an unborn baby, even if you are overweight. Use effective birth control to prevent pregnancy while you are using Qsymia.''Qsymia is not FDA-approved for use by anyone younger than 18 years old.''To make sure Qsymia is safe for you, tell your doctor if you have:''heart problems, high blood pressure;a heart attack or stroke;diabetes (weight loss may cause low blood sugar);metabolic acidosis (too much acid in your blood);soft or brittle bones (osteomalacia, osteopenia, osteoporosis);kidney disease, kidney stones, or dialysis;liver disease;mood problems, depression, or suicidal thoughts or actions;a seizure; orchronic diarrhea.''Topiramate can increase the level of acid in your blood (metabolic acidosis). This can weaken your bones, cause kidney stones, or cause growth problems in children or harm to an unborn baby. You may need blood tests to make sure you do not have metabolic acidosis.''Some people have thoughts about suicide while taking topiramate. Your doctor will need to check your progress at regular visits. Your family or other caregivers should also be alert to changes in your mood or symptoms.''You should not breast-feed while using Qsymia.''"
How should I take Qsymia?,"''Take Qsymia exactly as prescribed by your doctor. Follow all directions on your prescription label and read all medication guides or instruction sheets.''Take this medicine each morning, with or without food.''Drink plenty of water each day to prevent dehydration or kidney stones while you are taking Qsymia.''Your doctor may change your dose or tell you to stop taking this medicine if you have not lost a certain amount of weight during the first 12 weeks. Follow your doctor's dosing instructions very carefully. You must also follow a low-calorie diet.''Do not stop using Qsymia suddenly or you could have a seizure (convulsions). Follow your doctor's instructions about tapering your dose.''Store at room temperature away from moisture and heat.''Phentermine may be habit-forming. Misuse can cause addiction, overdose, or death. Keep the medication in a place where others cannot get to it. Selling or giving away this medicine is against the law.''"
Qsymia dosing information,"''Usual Adult Dose of Qsymia for Weight Loss:''-Initial dose: Take one capsule of the lowest dose (phentermine 3.75 mg/topiramate 23 mg extended-release) orally once a day in the morning for the first 14 days.-Maintenance dose: After 14 days, take one capsule of the recommended dose (phentermine 7.5 mg/topiramate 46 mg extended-release) orally once a day in the morning.Comments:-Weight loss should be evaluated after 12 weeks with phentermine 7.5 mg/topiramate 46 mg extended-release. If a patient has not lost at least 3% of baseline body weight, treatment discontinuation or dose escalation should be considered as it is unlikely the patient will achieve and sustain clinically meaningful weight loss at this dose.Use: Adjunct to a reduced-calorie diet and increased physical activity for chronic weight management in patients with an initial body mass index (BMI) of 30 kg/m2 or greater (obese) OR 27 kg/m2 or greater (overweight) in the presence of at least one weight-related comorbidity such as hypertension, type 2 diabetes mellitus, or dyslipidemia.''''What happens if I miss a dose?''Skip the missed dose and use your next dose at the regular time. Do not use two doses at one time.''"
What happens if I overdose? Qsymia,"''Seek emergency medical attention or call the Poison Help line at 1-800-222-1222. An overdose of phentermine and topiramate can be fatal.''Overdose symptoms may include confusion, hallucinations, panic, personality changes, tremors, a restless feeling followed by severe tiredness, nausea, vomiting, diarrhea, stomach cramps, irregular heartbeat, rapid breathing, seizure, or coma.''"
What should I avoid while taking Qsymia?,"''Do not take other weight-loss products without your doctor's advice.''Ketogenic or ""ketosis"" diets that are high in fat and low in carbohydrates can increase the risk of metabolic acidosis. Avoid the use of such diets while you are taking this medicine.''Drinking alcohol with this medicine can cause side effects.''Avoid driving or hazardous activity until you know how this medicine will affect you. Your reactions could be impaired.''Avoid becoming overheated or dehydrated in hot weather. Topiramate can decrease sweating and increase body temperature, leading to life-threatening dehydration.''"
Qsymia side effects,"''Get emergency medical help if you have signs of an allergic reaction to Qsymia: hives; difficulty breathing; swelling of your face, lips, tongue, or throat.''Report any new or worsening symptoms to your doctor, such as: mood or behavior changes, anxiety, panic attacks, trouble sleeping, or if you feel impulsive, irritable, agitated, hostile, aggressive, restless, hyperactive (mentally or physically), depressed, or have thoughts about suicide or hurting yourself.''Call your doctor at once if you have:''unusual changes in mood or behavior;confusion, trouble concentrating, problems with speech or memory;fast or pounding heartbeats while you are resting;a seizure;signs of a kidney stone - severe pain in your side or lower back, painful or difficult urination; orsigns of too much acid in your blood - loss of appetite, tiredness, thinking problems, irregular heartbeats.''Common Qsymia side effects may include:''dizziness;constipation;numbness or tingly feeling;sleep problems (insomnia); ordry mouth, changes in your sense of taste.''This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.''''"
What is Qtern?,"''Qtern contains a combination of dapagliflozin and saxagliptin. Dapagliflozin and saxagliptin are oral diabetes medicines that help control blood sugar levels. Dapagliflozin works by helping the kidneys get rid of glucose from your bloodstream. Saxagliptin works by regulating the levels of insulin your body produces after eating.''Qtern is used together with diet and exercise to improve blood sugar control in adults with type 2 diabetes mellitus.''Qtern is also used to lower the risk of death from heart attack, stroke, or heart failure in adults with type 2 diabetes who also have heart disease.''Qtern is not for treating type 1 diabetes or diabetic ketoacidosis.''"
Important Information Qtern,"''You should not use Qtern if you have severe kidney disease or if you are on dialysis.''Taking Qtern can make you dehydrated, which could cause you to feel weak or dizzy (especially when you stand up).''Stop taking Qtern and call your doctor at once if you have signs of a pancreatitis, such as severe pain in your upper stomach spreading to your back, with or without vomiting,''Dapagliflozin can cause serious infections in the penis or vagina. Get medical help right away if you have burning, itching, odor, discharge, pain, tenderness, redness or swelling of the genital or rectal area, fever, or if you don't feel well.''"
Before taking this medicine Qtern,"''You should not use Qtern if you have:''severe kidney disease (or if you are on dialysis); ora history of severe allergic or skin reaction after taking dapagliflozin or saxagliptin.''To make sure Qtern is safe for you, tell your doctor if you have ever had:''kidney disease;diabetic ketoacidosis;liver disease;bladder cancer;bladder infections or other urination problems;problems with your pancreas, including surgery;gallstones;high triglycerides (a type of fat in the blood);alcoholism;if you are on a low salt diet; orif you are 65 or older.''Follow your doctor's instructions about using this medicine if you are pregnant. Blood sugar control is very important during pregnancy, and your dose needs may be different during each trimester.''You should not use Qtern during the second or third trimester of pregnancy.''You should not breast-feed while using this medicine.''Qtern is not approved for use by anyone younger than 18 years old.''"
How should I take Qtern?,"''Qtern is usually taken once per day in the morning. Follow all directions on your prescription label and read all medication guides or instruction sheets. Your doctor may occasionally change your dose.''Your kidney function may need to be checked before and during treatment with this medicine.''Swallow the tablet whole and do not crush, chew, or break it.''You may take this medicine with or without food.''Call your doctor if you are sick with vomiting or diarrhea, if you consume less food or fluid than usual, or if you are sweating more than usual.''Your blood sugar will need to be checked often, and you may also need to test the level of ketones your urine. Dapagliflozin can cause life-threatening ketoacidosis (too much acid in the blood). Even if your blood sugar is normal, contact your doctor if a urine test shows that you have ketones in the urine.''You may have low blood sugar (hypoglycemia) and feel very hungry, dizzy, irritable, confused, anxious, or shaky. To quickly treat hypoglycemia, eat or drink a fast-acting source of sugar (fruit juice, hard candy, crackers, raisins, or non-diet soda).''Your doctor may prescribe a glucagon injection kit in case you have severe hypoglycemia. Be sure your family or close friends know how to give you this injection in an emergency.''Also watch for signs of high blood sugar (hyperglycemia) such as increased thirst or urination.''Blood sugar levels can be affected by stress, illness, surgery, exercise, alcohol use, or skipping meals. Ask your doctor before changing your dose or medication schedule.''This medicine can affect the results of certain medical tests. Tell any doctor who treats you that you are using Qtern.''Store at room temperature away from moisture and heat.''"
Qtern dosing information,"''Usual Adult Dose for Diabetes Type 2:''Dapagliflozin 10 mg/saxagliptin 5 mg orally once a day in the morningComments:-Volume depletion should be corrected prior to initiation.-This combination product should only be used in patients who tolerate dapagliflozin 10 mg per day.Use: As an adjunct to diet and exercise to improve glycemic control in adults with type 2 diabetes mellitus who have inadequate control with dapagliflozin or who are already treated with Qtern.''''What happens if I miss a dose?''Take the medicine as soon as you can, but skip the missed dose if it is almost time for your next dose. Do not take two doses at one time.''"
What happens if I overdose? Qtern,"''Seek emergency medical attention or call the Poison Help line at 1-800-222-1222. An overdose can cause life threatening hypoglycemia.''Symptoms of severe hypoglycemia include extreme weakness, confusion, tremors, sweating, fast heart rate, trouble speaking, nausea, vomiting, rapid breathing, fainting, and seizure (convulsions).''"
What should I avoid while taking Qtern?,"''Avoid getting up too fast from a sitting or lying position, or you may feel dizzy.''"
Qtern side effects,"''Get emergency medical help if you have signs of an allergic reaction to Qtern: hives, itching, flaking or peeling skin; trouble swallowing, difficult breathing; swelling of your face, lips, tongue, or throat.''Seek medical attention right away if you have signs of a genital infection (penis or vagina): burning, itching, odor, discharge, pain, tenderness, redness or swelling of the genital or rectal area, fever, not feeling well. These symptoms may get worse quickly.''Stop taking this medicine and call your doctor at once if you have:''severe or ongoing pain in your joints;serious skin reaction - itching, blisters, breakdown of the outer layer of skin;ketoacidosis (too much acid in the blood) - nausea, vomiting, stomach pain, confusion, unusual drowsiness, or trouble breathing;pancreatitis - severe pain in your upper stomach spreading to your back, nausea and vomiting, fast heart rate;dehydration symptoms - dizziness, weakness, feeling light-headed (like you might pass out); orsigns of a bladder infection - pain or burning when you urinate, increased urination, blood in your urine, pain in your pelvis or back.''Some people taking dapagliflozin have had bladder cancer, but it is not clear if this medicine was the actual cause.''Common Qtern side effects may include:''urination problems;abnormal blood levels of cholesterol or triglycerides; orrunny nose, stuffy nose, sinus pain.''This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.''''"
What other drugs will affect Qtern?,"''Qtern may not work as well when you use other medicines at the same time. This includes prescription and over-the-counter medicines, vitamins, and herbal products. Not all possible interactions are listed here. Tell your doctor about all medicines you start or stop using.''''"
