Questions,Answer
What happens if I overdose? Saxenda,''Seek emergency medical attention or call the Poison Help line at 1-800-222-1222.''
What should I avoid while using Saxenda?,"''Never share an injection pen, cartridge, or syringe with another person, even if the needle has been changed. Sharing these devices can allow infections or disease to pass from one person to another.''Do not use Saxenda together with other weight loss products, diet pills, or appetite suppressants.''"
Saxenda side effects,"''Get emergency medical help if you have signs of an allergic reaction to Saxenda: hives; fast heartbeats; dizziness; trouble breathing or swallowing; swelling of your face, lips, tongue, or throat.''Call your doctor at once if you have:''racing or pounding heartbeats;sudden changes in mood or behavior, suicidal thoughts;severe ongoing nausea, vomiting, or diarrhea;signs of a thyroid tumor - swelling or a lump in your neck, trouble swallowing, a hoarse voice, feeling short of breath;gallbladder problems - fever, upper stomach pain, clay-colored stools, jaundice (yellowing of your skin or eyes);symptoms of pancreatitis - severe pain in your upper stomach spreading to your back, nausea with or without vomiting, fast heart rate;severely low blood sugar - extreme weakness, confusion, tremors, sweating, fast heart rate, trouble speaking, nausea, vomiting, rapid breathing, fainting, and seizure (convulsions); orkidney problems - little or no urination; painful or difficult urination; swelling in your feet or ankles; feeling tired or short of breath.''Common Saxenda side effects may include:''nausea (especially when you start using Saxenda), vomiting, stomach pain;increased heart rate;diarrhea, constipation;headache, dizziness; orfeeling tired.''This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.''''"
What other drugs will affect Saxenda?,"''Saxenda can slow your digestion, and it may take longer for your body to absorb any medicines you take by mouth.''Tell your doctor about all your current medicines and any you start or stop using, especially:''insulin; ororal diabetes medicine - Glucotrol, Metaglip, Amaryl, Avandaryl, Duetact, DiaBeta, Micronase, Glucovance, and others.''This list is not complete. Other drugs may interact with liraglutide, including prescription and over-the-counter medicines, vitamins, and herbal products. Not all possible interactions are listed in this medication guide.''''"
What is Senna?,''Senna is a natural medicine containing sennosides that are derived from the leaves of the senna plant. Sennosides irritate the lining of the bowel causing a laxative effect.''Senna has been used in alternative medicine as a laxative and an aid to treat constipation.''Not all uses for senna have been approved by the FDA. It should not be used in place of medication prescribed for you by your doctor.''Senna is often sold as an herbal supplement. There are no regulated manufacturing standards in place for many herbal compounds and some marketed supplements have been found to be contaminated with toxic metals or other drugs. Herbal/health supplements should be purchased from a reliable source to minimize the risk of contamination.''
Important information Senna,"''Not all uses for senna have been approved by the FDA. Senna should not be used in place of medication prescribed for you by your doctor.''Senna is often sold as an herbal supplement. There are no regulated manufacturing standards in place for many herbal compounds and some marketed supplements have been found to be contaminated with toxic metals or other drugs. Herbal/health supplements should be purchased from a reliable source to minimize the risk of contamination.''Use senna as directed on the label, or as your healthcare provider has prescribed. Do not use this product in larger amounts or for longer than recommended.''Call your healthcare provider if your symptoms do not improve, or if they get worse while using senna. Do not use this product for longer than 1 week without the advice of a healthcare provider.''"
Before taking this medicine Senna,"''Ask a doctor, pharmacist, herbalist, or other healthcare provider if it is safe for you to use senna if you have:''a bowel disorder such as Crohn's disease or ulcerative colitis;heart disease; orstomach pain, nausea, or vomiting.''It is not known whether senna will harm an unborn baby. Do not use this product without medical advice if you are pregnant.''It is not known whether senna passes into breast milk or if it could harm a nursing baby. Do not use this product without medical advice if you are breast-feeding a baby.''Some forms of senna are made for use by children. Do not give any herbal/health supplement to a child without the advice of a doctor.''"
How should I take Senna?,"''When considering the use of herbal supplements, seek the advice of your doctor. You may also consider consulting a practitioner who is trained in the use of herbal/health supplements.''If you choose to use senna, use it as directed on the package or as directed by your doctor, pharmacist, or other healthcare provider. Do not use more of this product than is recommended on the label.''Senna is usually taken before bed to produce a bowel movement 6 to 12 hours later when you wake up.''Measure liquid senna with a special dose-measuring spoon or medicine cup, not with a regular table spoon. If you do not have a dose-measuring device, ask your pharmacist for one.''Do not use different formulations of senna (such as tablets and liquid) at the same time without medical advice. Using different formulations together increases the risk of an overdose of senna.''Call your healthcare provider if your symptoms do not improve, or if they get worse while using senna. Do not use this product for longer than 1 week without the advice of a healthcare provider.''Store senna at room temperature away from moisture, heat, and light.''''What happens if I miss a dose?''Skip the missed dose if it is almost time for your next scheduled dose. Do not use extra medicine to make up the missed dose.''"
What happens if I overdose? Senna,''Seek emergency medical attention or call the Poison Help line at 1-800-222-1222.''
What should I avoid? Senna,"''Follow your healthcare provider's instructions about any restrictions on food, beverages, or activity.''"
Senna side effects,"''Get emergency medical help if you have any of these signs of an allergic reaction to senna: hives; difficulty breathing; swelling of your face, lips, tongue, or throat.''Call your healthcare provider at once if you have a serious side effect such as:''severe stomach pain, severe diarrhea, watery diarrhea;weight loss;worsening constipation after you stop taking senna;enlargement of your fingers and toes;low potassium (confusion, uneven heart rate, extreme thirst, increased urination, leg discomfort, muscle weakness or limp feeling); ornausea, upper stomach pain, itching, loss of appetite, dark urine, clay-colored stools, jaundice (yellowing of the skin or eyes).''Less serious senna side effects may include:''stomach cramps, bloating, gas, mild diarrhea;numbness or tingly feeling;joint pain; ordiscolored urine.''This is not a complete list of side effects and others may occur. Tell your doctor, pharmacist, herbalist, or other healthcare provider about any unusual or bothersome side effect. You may report side effects to FDA at 1-800-FDA-1088.''''"
What is senna? Senokot,"''Senna is also known as Cassia senna, tinnevelly senna, Indian senna, Alexandrian senna, and Khartoum senna.''Senna has been used in alternative medicine as an aid to treat constipation.''Not all uses for senna have been approved by the FDA. Senna should not be used in place of medication prescribed for you by your doctor.''Senna is often sold as an herbal supplement. There are no regulated manufacturing standards in place for many herbal compounds and some marketed supplements have been found to be contaminated with toxic metals or other drugs. Herbal/health supplements should be purchased from a reliable source to minimize the risk of contamination.''Senna may also be used for purposes not listed in this product guide.''''"
Important Information Senokot,"''Not all uses for senna have been approved by the FDA. Senna should not be used in place of medication prescribed for you by your doctor.''Senna is often sold as an herbal supplement. There are no regulated manufacturing standards in place for many herbal compounds and some marketed supplements have been found to be contaminated with toxic metals or other drugs. Herbal/health supplements should be purchased from a reliable source to minimize the risk of contamination.''Use senna as directed on the label, or as your healthcare provider has prescribed. Do not use this product in larger amounts or for longer than recommended.''Call your healthcare provider if your symptoms do not improve, or if they get worse while using senna. Do not use this product for longer than 1 week without the advice of a healthcare provider.''''"
Before taking this medicine Senokot,"''Ask a doctor, pharmacist, herbalist, or other healthcare provider if it is safe for you to use this product if you have:''a bowel disorder such as Crohn's disease or ulcerative colitis;heart disease; orstomach pain, nausea, or vomiting.''It is not known whether senna will harm an unborn baby. Do not use this product without medical advice if you are pregnant.''It is not known whether senna passes into breast milk or if it could harm a nursing baby. Do not use this product without medical advice if you are breast-feeding a baby.''Some forms of senna are made for use by children. Do not give any herbal/health supplement to a child without the advice of a doctor.''''"
How should I take senna? Senokot,"''When considering the use of herbal supplements, seek the advice of your doctor. You may also consider consulting a practitioner who is trained in the use of herbal/health supplements.''If you choose to use senna, use it as directed on the package or as directed by your doctor, pharmacist, or other healthcare provider. Do not use more of this product than is recommended on the label.''Senna is usually taken before bed to produce a bowel movement 6 to 12 hours later when you wake up.''Measure liquid medicine with a special dose-measuring spoon or medicine cup, not with a regular table spoon. If you do not have a dose-measuring device, ask your pharmacist for one.''Do not use different formulations of senna (such as tablets and liquid) at the same time without medical advice. Using different formulations together increases the risk of an overdose of senna.''Call your healthcare provider if your symptoms do not improve, or if they get worse while using senna. Do not use this product for longer than 1 week without the advice of a healthcare provider.''Store at room temperature away from moisture, heat, and light.''''What happens if I miss a dose?''Skip the missed dose if it is almost time for your next scheduled dose. Do not use extra medicine to make up the missed dose.''''"
What happens if I overdose? Senokot,''Seek emergency medical attention or call the Poison Help line at 1-800-222-1222.''''
What should I avoid while taking senna? Senokot,"''Follow your healthcare provider's instructions about any restrictions on food, beverages, or activity.''''"
Senna side effects Senokot,"''Get emergency medical help if you have any of these signs of an allergic reaction: hives; difficulty breathing; swelling of your face, lips, tongue, or throat.''Call your healthcare provider at once if you have a serious side effect such as:''severe stomach pain, severe diarrhea, watery diarrhea;weight loss;worsening constipation after you stop taking senna;enlargement of your fingers and toes;low potassium (confusion, uneven heart rate, extreme thirst, increased urination, leg discomfort, muscle weakness or limp feeling); ornausea, upper stomach pain, itching, loss of appetite, dark urine, clay-colored stools, jaundice (yellowing of the skin or eyes).''Less serious side effects may include:''stomach cramps, bloating, gas, mild diarrhea;numbness or tingly feeling;joint pain; ordiscolored urine.''This is not a complete list of side effects and others may occur. Tell your doctor, pharmacist, herbalist, or other healthcare provider about any unusual or bothersome side effect. You may report side effects to FDA at 1-800-FDA-1088.''''"
What is Sensipar?,"''Sensipar (cinacalcet) decreases levels of parathyroid hormone (PTH), calcium, and phosphorous in the body.''Sensipar is used to treat hyperparathyroidism (overactive functioning of the parathyroid glands) in people who are on long-term dialysis for kidney disease.''Sensipar is also used to treat hypercalcemia (high levels of calcium in the blood) in people with cancer of the parathyroid gland, and in people with overactive parathyroid glands that cannot be treated surgically.''"
Important information Sensipar,"''You should not take Sensipar if you have low levels of calcium in your blood (hypocalcemia).''Before you take Sensipar, tell your doctor if you have high blood pressure, heart disease, heart failure, a heart rhythm disorder, liver disease, or a history of seizures.''Sensipar works best if you take it with food or shortly after eating a meal. Do not crush or break a tablet. Swallow the pill whole.''Call your doctor at once if you have a serious side effect such as numbness or tingly feeling around your mouth, fast or slow heart rate, muscle tightness or contraction, overactive reflexes, seizure, feeling short of breath, swelling, rapid weight gain, or feeling like you might pass out.''To be sure Sensipar is helping your condition, your blood may need to be tested often. Visit your doctor regularly.''"
Before taking this medicine Sensipar,"''You should not use Sensipar if you are allergic to cinacalcet, or if you have:''low levels of calcium in your blood (hypocalcemia).''To make sure Sensipar is safe for you, tell your doctor if you have ever had:''high or low blood pressure;heart disease, heart failure, heart rhythm disorder;personal or family history of long QT syndrome;a stomach ulcer or severe vomiting;liver disease;seizures; orif you have kidney disease and you are not on dialysis.''It is not known whether Sensipar will harm an unborn baby. Tell your doctor if you are pregnant or plan to become pregnant.''It is not known whether cinacalcet passes into breast milk or if it could harm a nursing baby. You should not breast-feed while you are taking this medicine.''Sensipar is not FDA-approved for use by anyone younger than 18 years old.''"
How should I take Sensipar?,"''Take Sensipar exactly as prescribed by your doctor. Follow all directions on your prescription label. Your doctor may occasionally change your dose to make sure you get the best results. Do not use this medicine in larger or smaller amounts or for longer than recommended.''Sensipar works best if you take it with food or shortly after eating a meal.''Do not crush or break a tablet. Swallow the pill whole.''To be sure your calcium and phosphorous levels do not get too low, your blood will need to be tested 1 week after you start taking Sensipar or whenever your dose is changed. You may also need blood tests on a regular basis during treatment.''Store at room temperature away from moisture, light, and heat.''"
Sensipar dosing information,"''Usual Adult Dose for Secondary Hyperparathyroidism:''Initial dose: 30 mg orally once a day (cinacalcet should be titrated no more frequently than every 2 to 4 weeks through sequential doses of 30, 60, 90, 120, and 180 mg orally once daily).Maintenance dose: 30 to 180 mg orally once a dayMaximum dose: 180 mg once a dayApproved indication: Secondary hyperparathyroidism in patients with chronic kidney disease on dialysis''Usual Adult Dose for Hypercalcemia of Malignancy:''Initial dose: 30 mg orally twice a day (Titrate dose every 2 to 4 weeks through sequential doses of 30 mg twice daily, 60 mg twice daily, 90 mg twice daily, and 90 mg 3 or 4 times daily).Maintenance dose: 60 mg to 360 mg orally per dayMaximum dose: 90 mg four times a dayApproved indication: Parathyroid carcinoma and primary hyperparathyroidism who are unable to undergo parathyroidectomy''Usual Adult Dose for Primary Hyperparathyroidism:''Initial dose: 30 mg orally twice a day (Titrate dose every 2 to 4 weeks through sequential doses of 30 mg twice daily, 60 mg twice daily, 90 mg twice daily, and 90 mg 3 or 4 times daily).Maintenance dose: 60 mg to 360 mg orally per dayMaximum dose: 90 mg four times a dayApproved indication: Parathyroid carcinoma and primary hyperparathyroidism who are unable to undergo parathyroidectomy''''What happens if I miss a dose?''Take the missed dose as soon as you remember. Skip the missed dose if it is almost time for your next scheduled dose. Do not take extra medicine to make up the missed dose.''"
What happens if I overdose? Sensipar,''Seek emergency medical attention or call the Poison Help line at 1-800-222-1222.''
What should I avoid while taking Sensipar?,"''Follow your doctor's instructions about any restrictions on food, beverages, or activity.''"
Sensipar side effects,"''Get emergency medical help if you have signs of an allergic reaction to Sensipar : hives; difficult breathing; swelling of your face, lips, tongue, or throat.''Call your doctor at once if you have:''numbness or tingly feeling around your mouth;muscle pain, tightness, or contraction;a seizure (convulsions);shortness of breath (even with mild exertion), swelling, rapid weight gain;signs of stomach bleeding - bloody or tarry stools, coughing up blood or vomit that looks like coffee grounds; orlow levels of calcium in your blood - numbness or tingly feeling around your mouth, fast or slow heart rate, muscle tightness or contraction, overactive reflexes.''Common Sensipar side effects may include:''nausea, vomiting;headache, fatigue;diarrhea.low blood pressure;decreased appetite; or;tingling in the arms, hands, legs or feet.''This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.''''"
What is Seroquel?,''Seroquel (quetiapine) is an antipsychotic medicine. It works by changing the actions of chemicals in the brain.''Seroquel is used to treat schizophrenia in adults and children who are at least 13 years old.''Seroquel is used to treat bipolar disorder (manic depression) in adults and children who are at least 10 years old.''Seroquel is also used together with antidepressant medications to treat major depressive disorder in adults.''Seroquel may also be used for purposes not listed in this medication guide.''
Important information Seroquel,"''Never take Seroquel in larger amounts, or for longer than recommended by your doctor. High doses or long-term use can cause a serious movement disorder that may not be reversible. Symptoms of this disorder include tremors or other uncontrollable muscle movements.''Stop using Seroquel and call your doctor at once if you have the following symptoms: very stiff (rigid) muscles, high fever, sweating, confusion, fast or uneven heartbeats, tremors, uncontrolled muscle movements, feeling light-headed, blurred vision, eye pain, increased thirst and urination, excessive hunger, fruity breath odor, weakness, nausea and vomiting.''Some young people have thoughts about suicide when first taking Seroquel. Stay alert to changes in your mood or symptoms. Report any new or worsening symptoms to your doctor.''Seroquel is not FDA approved for use in psychotic conditions related to dementia. Quetiapine may increase the risk of death in older adults with dementia-related psychosis.''"
Before taking this medicine Seroquel,"''You should not use Seroquel if you are allergic to quetiapine.''Seroquel may increase the risk of death in older adults with dementia-related psychosis and is not approved for this use.''To make sure Seroquel is safe for you, tell your doctor if you have:''liver or kidney disease;heart disease, heart rhythm problems, a history of heart attack or stroke;high or low blood pressure;a history of low white blood cell (WBC) counts;abnormal thyroid tests or prolactin levels;seizures or epilepsy;cataracts;high cholesterol or triglycerides;a personal or family history of diabetes; ortrouble swallowing.''Some young people have thoughts about suicide when first taking Seroquel. Your doctor will need to check your progress at regular visits. Your family or other caregivers should also be alert to changes in your mood or symptoms.''Taking antipsychotic medication during the last 3 months of pregnancy may cause problems in the newborn, such as withdrawal symptoms, breathing problems, feeding problems, fussiness, tremors, and limp or stiff muscles. However, you may have withdrawal symptoms or other problems if you stop taking your medicine during pregnancy. If you become pregnant while taking Seroquel, do not stop taking it without your doctor's advice.''This medicine may temporarily affect fertility (your ability to have children) in women.''Seroquel can pass into breast milk and may harm a nursing baby. You should not breastfeed while you are using Seroquel unless directed by a doctor.''Do not give Seroquel to a child without a doctor's advice. Extended-release Seroquel XR is for use only in adults and should not be given to anyone younger than 18 years old.''"
How should I take Seroquel?,"''Never take Seroquel in larger amounts, or for longer than recommended by your doctor. Follow all directions on your prescription label. High doses or long-term use of quetiapine can cause a serious movement disorder that may not be reversible. Symptoms of this disorder include tremors or other uncontrollable muscle movements.''Take this medicine with a full glass of water. You may take immediate-release Seroquel with or without food. It is suggested that Seroquel XR be administered without food or with a light meal (< 300 calories), preferably in the evening.''Do not crush, chew, or break an extended-release tablet. Swallow it whole.''Seroquel may cause you to have high blood sugar (hyperglycemia). If you are diabetic, check your blood sugar levels on a regular basis while you are taking Seroquel.''You should not stop using Seroquel suddenly. Stopping suddenly may make your condition worse.''Blood pressure may need to be checked often in a child or teenager taking Seroquel.''Quetiapine can cause you to have a false positive drug screening test. If you provide a urine sample for drug screening, tell the laboratory staff that you are taking Seroquel.''Store at room temperature away from moisture and heat.''''What happens if I miss a dose?''Take the missed dose as soon as you remember. Skip the missed dose if it is almost time for your next scheduled dose. Do not take extra medicine to make up the missed dose.''"
What happens if I overdose? Seroquel,''Seek emergency medical attention or call the Poison Help line at 1-800-222-1222. An overdose of quetiapine can be fatal.''
What should I avoid while taking Seroquel?,"''Avoid drinking alcohol. Dangerous side effects could occur.''Seroquel may impair your thinking or reactions. Avoid driving or operating machinery until you know how this medicine will affect you.''Avoid getting up too fast from a sitting or lying position, or you may feel dizzy. Dizziness or severe drowsiness can cause falls, fractures, or other injuries.''Avoid becoming overheated or dehydrated during exercise and in hot weather. You may be more prone to heat stroke.''"
Seroquel side effects,"''Get emergency medical help if you have signs of an allergic reaction to Seroquel: hives; difficulty breathing; swelling of your face, lips, tongue, or throat.''Report any new or worsening symptoms to your doctor, such as: mood or behavior changes, anxiety, panic attacks, trouble sleeping, or if you feel impulsive, irritable, agitated, hostile, aggressive, restless, hyperactive (mentally or physically), more depressed, or have thoughts about suicide or hurting yourself.''Call your doctor at once if you have:''uncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking or eye movement);mask-like appearance of the face, trouble swallowing, problems with speech;a light-headed feeling, like you might pass out;blurred vision, tunnel vision, eye pain, or seeing halos around lights;severe nervous system reaction - very stiff (rigid) muscles, high fever, sweating, confusion, fast or uneven heartbeats, tremors, fainting;high blood sugar - increased thirst, increased urination, hunger, dry mouth, fruity breath odor, drowsiness, dry skin, blurred vision, weight loss; orlow blood cell counts - sudden weakness or ill feeling, fever, chills, cold or flu symptoms, cough, sore throat, red or swollen gums, painful mouth sores, skin sores, trouble breathing.''Common Seroquel side effects may include:''trouble with movement;dizziness, weakness;increased appetite, weight gain;sore throat;dry mouth; ornausea, vomiting, stomach pain, constipation.''This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.''''"
What is sertraline? Sertraline,"''Sertraline is an antidepressant in a group of drugs called selective serotonin reuptake inhibitors (SSRIs). Sertraline affects chemicals in the brain that may be unbalanced in people with depression, panic, anxiety, or obsessive-compulsive symptoms.''Sertraline is used to treat depression, obsessive-compulsive disorder, anxiety disorders (including panic disorder and social anxiety disorder), post-traumatic stress disorder (PTSD), and premenstrual dysphoric disorder (PMDD).''"
